dbn,q1_1,q13_c8_r3,q12_c1_r4,q15_c8_r4,q17_c1_r4,q15_c9_r1,q13_c12_r2,q17_c4_r2,q13_c1_r4,q14_c10_r3,q20_r2_c1,q13_c1_r3,q9_2,q17_c11_r3,q11_r3_c1,q20_r2_c4,q15_c4_r1,q21_r7_c4,q13_c11_r1,q14_c8_r1,q9_11,q15_c6_r2,q16_c2_r2,q14_c8_r4,q14_c12_r3,q14_c7_r3,q9_7,q15_c7_r3,q21_r3_c1,q13_c5_r3,q9_6,q13_c11_r3,q9_13,q17_c6_r4,q16_c12_r2,q20_r5_c3,q14_c9_r2,q14_c9_r1,q13_c13_r3,q11_r2_c1,q16_c12_r1,q16_c12_r3,q21_r3_c4,q20_r3_c2,q16_c10_r2,q13_c3_r2,q14_c11_r3,q21_r5_c4,q13_c9_r2,q14_c1_r2,q8_r2_c1,q16_c11_r4,q16_c13_r3,q15_c3_r4,q14_c12_r4,q14_c10_r2,q17_c13_r2,q20_r4_c4,q15_c11_r2,q6_4,q17_c8_r3,q14_c13_r4,q9_12,q13_c13_r2,q9_5,q17_c3_r1,q16_c14_r3,q21_r4_c2,q11_r2_c3,q3_2,q13_c10_r4,q13_c8_r2,q13_c10_r1,q16_c15_r2,q15_c10_r1,q13_c10_r2,q13_c8_r1,q17_c3_r3,q20_r4_c3,q16_c9_r1,q14_c11_r4,q16_c13_r1,q15_c12_r2,q16_c14_r1,q15_c5_r2,q15_c12_r1,q20_r5_c4,q13_c12_r4,q16_c6_r3,q13_c11_r2,q9_17,q21_r3_c2,q15_c5_r1,q14_c4_r1,q16_c6_r2,q11_r1_c4,q15_c1_r3
16K309,,,20,,2.0,,,,20.0,,0,0.0,0,,0,0,,0,,,0,,,,,,0,,0,,0,,1,,,0,,,,0,,,0,0,,,,0,,20.0,1.0,,,,,,,0,,0.0,,,0,,0,,,0,1,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,1,0.0
06M311,Amy,,0,,0.0,,,,0.0,,0,0.0,0,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,1,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
15K676,,,Twice Weekly,,,,,,,,0,,0,,0,0,,0,,,0,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,
02M400,Heather,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
06M128,Suzanne,,30,,30.0,,,0.0,30.0,,0,30.0,1,,1,0,30.0,0,,,1,0.0,0.0,,,,0,,0,30.0,0,,0,30.0,,0,,,,0,,,0,0,,0.0,,0,,30.0,0.0,,,30.0,,,,0,,0.0,,,0,,0,30.0,,0,0,1,,,,,,,,40.0,0,,,,,,0.0,,0,,30.0,,1,0,30.0,30.0,0.0,0,30.0
07X005,AnneMarie,,0,,0.0,,,0.0,0.0,,0,0.0,1,,0,0,0.0,0,,,0,,0.0,,,,0,,0,,0,,0,,,0,,,,1,,,0,0,,0.0,,0,,0.0,1.0,,,10.0,,,,0,,0.0,,,0,,0,10.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
03M415,Ronald,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,1,,,0,,,,0,,,0,0,,,,0,,,2.0,,,,,,,0,,0.0,,,1,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
17K138,Pascale,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,1,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
05M369,Kahlil,,,,,,,,,,0,,0,,0,0,,0,,,0,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,1,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
19K557,Marjorie,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,0.0,0.0,,,,,,,0,,1.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
13K419,Dahlia,,,,,,,,,,0,,1,,0,0,,0,,,0,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
16K681,Anne Marie,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,1.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
