nyc_building_identification_number_bin,last_modified_date_property_use,hospital_general_medical_surgical_percent_that_can_be_cooled,reason_s_for_no_score,parking_partially_enclosed_parking_garage_size_ft,non_refrigerated_warehouse_gross_floor_area_ft,worship_facility_gross_floor_area_ft,data_center_pue,multifamily_housing_number_of_bedrooms,primary_property_type_self_selected,electricity_use_grid_purchase_and_generated_from_onsite_renewable_systems_kwh,hospital_general_medical_surgical_number_of_mri_machines,number_of_active_energy_meters_used_to_compute_metrics,alert_energy_meter_has_gaps,hospital_general_medical_surgical_full_time_equivalent_fte_workers,data_center_it_energy_configuration,wholesale_club_supercenter_gross_floor_area_ft,electricity_use_grid_purchase_kbtu,self_storage_facility_gross_floor_area_ft,data_center_national_median_pue,parent_property_id,municipally_supplied_potable_water_indoor_use_kgal,parking_gross_floor_area_ft,national_median_total_ghg_emissions_metric_tons_co2e,restaurant_weekly_operating_hours,alert_energy_no_meters_selected_for_metrics,office_weekly_operating_hours,weather_normalized_site_energy_use_kbtu,energy_power_station_gross_floor_area_ft,fitness_center_health_club_gym_gross_floor_area_ft,residence_hall_dormitory_gross_floor_area_ft,last_modified_date_property,temporary_values,diesel_2_use_kbtu,performing_arts_gross_floor_area_ft,energy_star_certification_eligibility,medical_office_gross_floor_area_ft,bank_branch_gross_floor_area_ft,hospital_general_medical_surgical_staffed_bed_density_number_per_1_000_sq_ft,electricity_use_generated_from_onsite_renewable_systems_and_exported_kwh,district_hot_water_use_kbtu,data_center_pdu_output_meter_kwh
2003834,08/17/2020 04:20 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,487400,Not Available,3,Ok,Not Available,Not Available,Not Available,1663008.8,Not Available,Not Available,Not Applicable: Standalone Property,420.1,Not Available,574.4,Not Available,Ok,Not Available,4562909,Not Available,Not Available,Not Available,05/05/2021 08:31 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4437297,08/17/2020 03:49 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,1825600,Not Available,3,Ok,Not Available,Not Available,Not Available,6228947.1,Not Available,Not Available,Not Applicable: Standalone Property,561.8,Not Available,891.1,Not Available,Ok,Not Available,12014312.2,Not Available,Not Available,Not Available,05/04/2021 09:10 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1051410,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,456400,Not Available,3,Ok,Not Available,Not Available,Not Available,1557236.8,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1403,Not Available,Ok,Not Available,8062832.8,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4017485,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,112960,Not Available,3,Ok,Not Available,Not Available,Not Available,385419.5,Not Available,Not Available,Not Applicable: Standalone Property,175.1,Not Available,442.3,Not Available,Ok,Not Available,4502232.9,Not Available,Not Available,Not Available,05/05/2021 09:45 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4260828,08/17/2020 04:19 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,230240,Not Available,3,Ok,Not Available,Not Available,Not Available,785578.9,Not Available,Not Available,Not Applicable: Standalone Property,394.2,Not Available,540.3,Not Available,Ok,Not Available,5349057,Not Available,Not Available,Not Available,05/05/2021 09:50 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2094582,08/11/2020 05:36 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,769600,Not Available,3,Ok,Not Available,Not Available,Not Available,2625875.2,Not Available,Not Available,Not Applicable: Standalone Property,231.3,Not Available,1214.3,Not Available,Ok,Not Available,7940003.2,Not Available,Not Available,Not Available,05/05/2021 08:39 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3000158,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,335000,Not Available,3,Ok,Not Available,Not Available,Not Available,1143020,Not Available,Not Available,Not Applicable: Standalone Property,1020.8,Not Available,790.1,Not Available,Ok,Not Available,7381101.1,Not Available,Not Available,Not Available,05/03/2021 02:23 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2098479,03/31/2019 08:18 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,545200,Not Available,3,Ok,Not Available,Not Available,Not Available,1860222.4,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,220.8,Not Available,Ok,Not Available,3029759.2,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
5009028,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,323360,Not Available,3,Ok,Not Available,Not Available,Not Available,1103304.3,Not Available,Not Available,Not Applicable: Standalone Property,335.6,Not Available,347.4,Not Available,Ok,Not Available,4888717.7,Not Available,Not Available,Not Available,05/04/2021 01:06 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4438249,08/12/2020 09:17 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,67172,Not Available,2,Ok,Not Available,Not Available,Not Available,229190.8,Not Available,Not Available,Not Applicable: Standalone Property,149.8,Not Available,129.4,Not Available,Ok,Not Available,1989993.5,Not Available,Not Available,Not Available,05/04/2021 02:59 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3238578,11/20/2020 05:09 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Senior Living Community,915522.7,Not Available,5,Ok,Not Available,Not Available,Not Available,3123763.5,Not Available,Not Available,Not Applicable: Standalone Property,7339.1,Not Available,612.6,Not Available,Ok,Not Available,10604659.7,Not Available,Not Available,Not Available,04/13/2021 09:53 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1035401,04/27/2021 09:36 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Office,3350397,Not Available,5,Ok,Not Available,Not Available,Not Available,11431555.8,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1197.5,84,Ok,31.16,15170319.8,Not Available,Not Available,Not Available,04/27/2021 09:39 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4437597; addition-4437596,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,1215280,Not Available,3,Ok,Not Available,Not Available,Not Available,4146535.3,Not Available,Not Available,Not Applicable: Standalone Property,13.2,Not Available,550.1,Not Available,Ok,Not Available,7027112.4,Not Available,Not Available,Not Available,05/04/2021 11:47 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3255627,08/17/2020 04:20 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,322240,Not Available,3,Ok,Not Available,Not Available,Not Available,1099482.9,Not Available,Not Available,Not Applicable: Standalone Property,640.7,Not Available,568,Not Available,Ok,Not Available,8484039.4,Not Available,Not Available,Not Available,05/03/2021 12:50 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3076460,08/05/2020 01:14 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,1066400,Not Available,3,Ok,Not Available,Not Available,Not Available,3638556.6,Not Available,Not Available,Not Applicable: Standalone Property,2854.6,Not Available,1026.4,Not Available,Ok,Not Available,8881575.1,Not Available,Not Available,Not Available,05/03/2021 03:14 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
5079499,08/17/2020 01:44 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,420000,Not Available,3,Ok,Not Available,Not Available,Not Available,1433040,Not Available,Not Available,Not Applicable: Standalone Property,0.3,Not Available,914.3,Not Available,Ok,Not Available,4506797.1,Not Available,Not Available,Not Available,05/04/2021 02:58 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2001874,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,823200,Not Available,3,Ok,Not Available,Not Available,Not Available,2808758.4,Not Available,Not Available,Not Applicable: Standalone Property,1477.3,Not Available,2103.6,Not Available,Ok,Not Available,18136617.8,Not Available,Not Available,Not Available,05/04/2021 02:03 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3082726,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,229600,Not Available,3,Ok,Not Available,Not Available,Not Available,783395.2,Not Available,Not Available,Not Applicable: Standalone Property,1302.7,Not Available,381.5,Not Available,Ok,Not Available,4780041.3,Not Available,Not Available,Not Available,05/03/2021 02:10 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1030341,08/11/2020 05:36 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,2449600,Not Available,3,Ok,Not Available,Not Available,Not Available,8358035.2,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,2215.9,Not Available,Ok,Not Available,30254638.9,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3099733,08/17/2020 01:44 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,651200,Not Available,3,Ok,Not Available,Not Available,Not Available,2221894.4,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,753.8,Not Available,Ok,Not Available,9545398.5,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3039391,08/11/2020 05:36 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,130720,Not Available,1,Ok,Not Available,Not Available,Not Available,446016.7,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,40.5,Not Available,Ok,Not Available,518706.6,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1063703,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,555600,Not Available,3,Ok,Not Available,Not Available,Not Available,1895707.2,Not Available,Not Available,Not Applicable: Standalone Property,1472.2,Not Available,1412.2,Not Available,Ok,Not Available,10107838.2,Not Available,Not Available,Not Available,05/04/2021 09:06 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4536844,07/20/2020 04:07 PM EDT,Not Available,More than 50% of the Gross Floor Area is not a single Property Type that is eligible for a 1-100 score (in your country),Not Available,Not Available,Not Available,Not Available,Not Available,Stadium (Open),15075120,Not Available,3,Ok,Not Available,Not Available,Not Available,51436296.7,Not Available,Not Available,Not Applicable: Standalone Property,11527.5,Not Available,4509.4,Not Available,Ok,Not Available,85076194.9,Not Available,Not Available,Not Available,05/26/2021 05:20 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3348833,08/25/2019 09:27 AM EDT,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Retail Store,2053786,Not Available,2,Ok,Not Available,Not Available,Not Available,7007517.4,Not Available,Not Available,Not Applicable: Standalone Property,1491,0,996.6,Not Available,Ok,Not Available,10956153.8,Not Available,Not Available,Not Available,03/23/2021 07:14 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3084348,08/06/2020 12:54 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,344000,Not Available,3,Ok,Not Available,Not Available,Not Available,1173728,Not Available,Not Available,Not Applicable: Standalone Property,780.8,Not Available,501.7,Not Available,Ok,Not Available,8725677.4,Not Available,Not Available,Not Available,05/03/2021 02:36 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
5107854,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,265760,Not Available,3,Ok,Not Available,Not Available,Not Available,906773.1,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,790.9,Not Available,Ok,Not Available,3942937,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
5014184,08/11/2020 05:36 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,496560,Not Available,3,Ok,Not Available,Not Available,Not Available,1694262.8,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1075.5,Not Available,Ok,Not Available,8345613.7,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1035464,04/15/2021 11:20 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Financial Office,10369820,Not Available,3,Ok,Not Available,UPS supports only IT Equipment (preferred) => Use UPS Output Meter,Not Available,35381837.7,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,5436.3,Not Available,Ok,Not Available,51430062.3,Not Available,Not Available,Not Available,04/15/2021 11:20 AM EDT,No,Not Available,Not Available,No,Not Available,10462,Not Available,Not Available,Not Available,0
4262725,03/31/2019 08:18 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,284880,Not Available,3,Ok,Not Available,Not Available,Not Available,972010.6,Not Available,Not Available,Not Applicable: Standalone Property,198.2,Not Available,234.3,Not Available,Ok,Not Available,4075410,Not Available,Not Available,Not Available,05/04/2021 09:14 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2109459,08/11/2020 05:36 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,2252800,Not Available,3,Ok,Not Available,Not Available,Not Available,7686553.3,Not Available,Not Available,Not Applicable: Standalone Property,2209.3,Not Available,543,Not Available,Ok,Not Available,7910761,Not Available,Not Available,Not Available,05/05/2021 08:45 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3229159,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,636800,Not Available,3,Ok,Not Available,Not Available,Not Available,2172761.6,Not Available,Not Available,Not Applicable: Standalone Property,162.9,Not Available,597.1,Not Available,Ok,Not Available,7352908.4,Not Available,Not Available,Not Available,05/03/2021 02:34 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3031050,08/17/2020 04:20 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,417760,Not Available,3,Ok,Not Available,Not Available,Not Available,1425397.1,Not Available,Not Available,Not Applicable: Standalone Property,1787.8,Not Available,789,Not Available,Ok,Not Available,8794487,Not Available,Not Available,Not Available,05/03/2021 03:13 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1037545,05/04/2021 06:23 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Office,4198818,Not Available,5,Ok,Not Available,Not Available,Not Available,14326365.4,Not Available,Not Available,Not Applicable: Standalone Property,5025.7,Not Available,3520.1,Not Available,Ok,65,90318696,Not Available,Not Available,Not Available,05/20/2021 10:04 AM EDT,No,Not Available,Not Available,No,Not Available,2115,Not Available,Not Available,Not Available,Not Available
2004869,03/31/2019 08:18 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,639200,Not Available,3,Ok,Not Available,Not Available,Not Available,2180950.4,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,786.4,Not Available,Ok,Not Available,7911485.4,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3071199,03/31/2019 08:18 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,262400,Not Available,3,Ok,Not Available,Not Available,Not Available,895308.8,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,630.6,Not Available,Ok,Not Available,5185640.1,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2025622,08/17/2020 04:20 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,469760,Not Available,3,Ok,Not Available,Not Available,Not Available,1602821.1,Not Available,Not Available,Not Applicable: Standalone Property,3502.7,Not Available,474.1,Not Available,Ok,Not Available,7054710.9,Not Available,Not Available,Not Available,05/05/2021 08:31 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1086164,03/27/2019 02:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Office,1548309,Not Available,2,Ok,Not Available,Not Available,Not Available,5282829.8,Not Available,Not Available,Not Applicable: Standalone Property,1592.3,Not Available,958.5,Not Available,Ok,53,7717139.2,Not Available,Not Available,Not Available,03/31/2021 08:53 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2002410,08/17/2020 04:20 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,499200,Not Available,3,Ok,Not Available,Not Available,Not Available,1703270.4,Not Available,Not Available,Not Applicable: Standalone Property,31,Not Available,1086.4,Not Available,Ok,Not Available,9996186.5,Not Available,Not Available,Not Available,05/05/2021 08:26 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1048043,08/11/2020 05:36 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,1314400,Not Available,1,Ok,Not Available,Not Available,Not Available,4484733.1,Not Available,Not Available,Not Applicable: Standalone Property,0.7,Not Available,330.5,Not Available,Ok,Not Available,4974257.1,Not Available,Not Available,Not Available,05/04/2021 09:54 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3067144,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,235840,Not Available,3,Ok,Not Available,Not Available,Not Available,804686,Not Available,Not Available,Not Applicable: Standalone Property,1068,Not Available,305.8,Not Available,Ok,Not Available,3382228.8,Not Available,Not Available,Not Available,05/03/2021 02:34 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1049876,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,184280,Not Available,2,Ok,Not Available,Not Available,Not Available,628763.3,Not Available,Not Available,Not Applicable: Standalone Property,0.8,Not Available,278.9,Not Available,Ok,Not Available,3810604.3,Not Available,Not Available,Not Available,05/04/2021 08:48 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4303354,08/11/2020 05:36 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,317440,Not Available,3,Ok,Not Available,Not Available,Not Available,1083105.3,Not Available,Not Available,Not Applicable: Standalone Property,592.4,Not Available,541.8,Not Available,Ok,Not Available,8625556.5,Not Available,Not Available,Not Available,05/04/2021 09:21 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3053075,08/05/2020 05:49 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,552480,Not Available,3,Ok,Not Available,Not Available,Not Available,1885061.8,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1216.8,Not Available,Ok,Not Available,8998576.9,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2022289,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,358560,Not Available,3,Ok,Not Available,Not Available,Not Available,1223406.8,Not Available,Not Available,Not Applicable: Standalone Property,1270.4,Not Available,538.7,Not Available,Ok,Not Available,6576640.5,Not Available,Not Available,Not Available,05/05/2021 10:07 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1048492,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,294800,Not Available,3,Ok,Not Available,Not Available,Not Available,1005857.6,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,577.1,Not Available,Ok,Not Available,3849296.6,Not Available,Not Available,Not Available,04/21/2021 02:16 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
5037524,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,792800,Not Available,3,Ok,Not Available,Not Available,Not Available,2705033.5,Not Available,Not Available,Not Applicable: Standalone Property,189.4,Not Available,1131.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,05/05/2021 08:22 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2115783,08/11/2020 05:36 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,336640,Not Available,2,Ok,Not Available,Not Available,Not Available,1148615.7,Not Available,Not Available,Not Applicable: Standalone Property,235.7,Not Available,107.7,Not Available,Ok,Not Available,3188154,Not Available,Not Available,Not Available,05/05/2021 08:50 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1014174,08/17/2020 03:49 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,1143533,Not Available,3,Ok,Not Available,Not Available,Not Available,3901734.9,Not Available,Not Available,Not Applicable: Standalone Property,2157.4,Not Available,2141.3,Not Available,Ok,Not Available,23401944.9,Not Available,Not Available,Not Available,05/04/2021 08:55 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3225637,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,354400,Not Available,3,Ok,Not Available,Not Available,Not Available,1209212.8,Not Available,Not Available,Not Applicable: Standalone Property,1295.3,Not Available,493.1,Not Available,Ok,Not Available,3402022,Not Available,Not Available,Not Available,05/05/2021 08:59 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4270059,08/17/2020 03:49 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,784958.8,Not Available,4,Ok,Not Available,Not Available,Not Available,1793347.1,Not Available,Not Available,Not Applicable: Standalone Property,175.5,Not Available,1086.7,Not Available,Ok,Not Available,8749754.6,Not Available,Not Available,Not Available,05/04/2021 11:43 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,0,Not Available,Not Available
1026318,04/28/2021 10:49 AM EDT,Not Available,More than 50% of the Gross Floor Area is not a single Property Type that is eligible for a 1-100 score (in your country),0,Not Available,Not Available,Not Available,Not Available,Mixed Use Property,32359390,Not Available,8,Ok,Not Available,Not Available,Not Available,110410241.2,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,141378,8332.7,Not Available,Ok,147.72,224130587.6,Not Available,Not Available,591640,04/28/2021 11:02 AM EDT,Yes,89010,174570,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4192167,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,366000,Not Available,3,Ok,Not Available,Not Available,Not Available,1248792,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,424.8,Not Available,Ok,Not Available,4332224.4,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1058671,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,472790.7,Not Available,4,Ok,Not Available,Not Available,Not Available,1202115.8,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,798.3,Not Available,Ok,Not Available,6271695.9,Not Available,Not Available,Not Available,04/30/2021 02:05 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,0,Not Available,Not Available
1034517,05/21/2021 04:14 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Office,5475804,Not Available,3,Ok,Not Available,No IT Energy Configuration Selected (or using Estimates),Not Available,18683444.2,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,2449.7,Not Available,Ok,58.99,27250010.2,Not Available,Not Available,Not Available,05/21/2021 04:14 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,0
1051584,08/17/2020 03:49 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,399600,Not Available,3,Ok,Not Available,Not Available,Not Available,1363435.1,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,709.8,Not Available,Ok,Not Available,7014140.9,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2058396,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,877200,Not Available,3,Ok,Not Available,Not Available,Not Available,2993006.4,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,934.9,Not Available,Ok,Not Available,13738877,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
