dbn,school_name,code1,requirement_3_3,academicopportunities5,offer_rate2_1,admissionspriority211,eligibility4,academicopportunities1,postcode,diplomaendorsements,code10,grade9geapplicantsperseat5,seats9ge10,admissionspriority31,transfer,grade9swdfilledflag3,seats9swd4,program8,interest4,seats9swd1,code8,prgdesc4,code3,grade9gefilledflag3,seats9ge8,seats4specialized,requirement_1_8,grade9geapplicants5,primary_address_line_1,school_10th_seats,grade9swdapplicantsperseat11,auditioninformation8,admissionspriority112,grade9swdapplicants10,eligibility2,longitude,auditioninformation1,grade9gefilledflag12,offer_rate2_7,appperseat2specialized,grade9gefilledflag4,applicants1specialized,interest3,code6,seats1specialized,overview_paragraph,grade9swdfilledflag6,admissionspriority13,admissionspriority32,college_career_rate,grade9swdfilledflag5,auditioninformation5,code12,community_board,method3,interest8,grade9swdapplicants5,sqr_website,grade9swdapplicantsperseat1,grade9swdapplicantsperseat12,program11,method9,requirement_3_6,campus_name,academicopportunities6,code4,offer_rate3_1,eligibility7,common_audition6,subway,grade9swdapplicantsperseat10,seats106,admissionspriority23,finalgrades,common_audition7,offer_rate1_5,pct_stu_enough_variety,grade9geapplicants4,school_accessibility,method12,start_time,school_sports,earlycollege,admissionspriority16,seats9ge4,seats9ge6,offer_rate2_6,auditioninformation2,grade9geapplicantsperseat4,offer_rate3_3,requirement_2_7,seats9ge11,admissionspriority35,grade9swdapplicants12,offer_rate1_8,prgdesc5
17K531,"School for Human Rights, The",K04X,,"Music Program, Band, Piano, Keyboard, My Sisters Keeper, My Brothers Keeper, STEP, Cheerleading, Game Design Club, Digital Photography/Film After School Program, Peer Mentoring, Student Government, Math Club",,,,"Peer Forward, Peer Mentoring, College Access for All, College Now at Brooklyn College and CUNY, New York College of Technology, Brooklyn College Leading to College Early Scholars Program, Touro College Early Scholars Program",11203,,,,,,,,,,,,,,,,,,,,600 Kingston Avenue,Y,,,,,,-73.942458,,,,,,,,,,"Students are immersed in a safe, nurturing, and academically-rigorous environment that inspires all students to succeed in their post-secondary endeavors in the 21st-century world with dignity, respect, and responsibility.  We aspire to develop the academic, social, and economic growth of each of our students towards a pathway of excellence and opportunity by holding our students to high expectations.  Through our diverse technological programs, rigorous curricula, community-based programs, and early college preparatory opportunities we challenge our scholars to become self-motivated productive citizens who think critically and are prepared for an ever-changing and advancing world.",,,,0.67000002,,,,309,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/17K531/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},,,,,,George Wingate Educational Campus,,,,,,"2, 5 to Winthrop St",,,,9 to 12,,,0.63999999,,Not Accessible,,8:00am,,,,,,,,,,,,,,,
11X514,"Bronxwood Preparatory Academy, The",X85R,,"AP ELA/Composition, AP ELA Language, AP/US, AP/Human Geography",0% of offers went to this group,,,College Now partnership with CUNY & Monroe,10466,,,,,,,,,,,23,,,,,,,,,921 East 228th Street,,,,,,,-73.852694,,,,,,,,,,"At BPA, we believe all students can succeed with proper guidance and support. We look to awaken in our students a passion for learning that continues throughout their lives. We believe in developing our students into young scholars prepared to meet the challenges of the world. Our small class size offers individualized attention to our students. We have a strong emphasis on reading and writing across the curriculum. Students work with state-of-the-art technology infused throughout the curriculum. At Bronxwood Preparatory Academy, we believe that with teamwork we become ""The Home of Achievers!""",,,,0.46000001,,,,212,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/11X514/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},4,,,,,,,,,,,"2, 5 to 225th St",,,,9 to 12,,,0.5,,Fully Accessible,,7:55am,"Boys' Basket Ball, Girls' Basketball, Outdoor Track",,,,,,,,,,,,,,
17K528,"High School for Global Citizenship, The",K32A,,"Elective art courses (Visual Arts, Drama, Photography)",,,,iLearnNYC: Program for expanded online coursework and self-paced learning,11225,,,,,,,Y,5,,Culinary Arts; Film/Video,4,,"Science, Technology, Engineering, Arts, and Math (STEAM) provides a CTE focus on a range of courses in four industry areas: information technology, graphics, engineering, and architecture. The program includes innovative technical training leading to certification and opportunities to earn college credit and will also offer opportunities to complete work-based learning sequences (e.g. internships) to provide pathways to employment and/or post-secondary credentials.",K32C,N,,,,,883 Classon Avenue,Y,,,,,,-73.961695,,,,,N,,Computer Science & Technology; Science & Math,,,We provide students with a rigorous college preparatory education that provides them with the skills and knowledge necessary to compete both academically and economically in a global society. We offer our students a challenging academic program in a personalized school environment with a relentless focus on college and career readiness.,,Open to New York City residents,,0.56999999,,,,309,Ed. Opt.,,,{'url': 'https://tools.nycenet.edu/snapshot/0/17K528/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},9,,,,,Prospect Heights Educational Campus,,K32D,,,,"2, 3, 4, 5 to Franklin Ave; S to Botanic Gardens",,,,9 to 12,,,0.81,169,Partially Accessible,,8:10am,,,,25,,,,7,,,,,,,
22K425,James Madison High School,K25B,,Community service component: every student must complete 40 hours of community service to graduate. We encourage students to strive for over 100.,,,,Our school offers an AP Capstone Program and 16 other AP courses.,11229,"Math, NYS Seal of Biliteracy, Science",,,,,,N/A - zoned program,,,,15,,,K25Z,N/A - zoned program,,,,,3787 Bedford Avenue,Y,,,,,Open only to Brooklyn students or residents,-73.948512,,,,,,,Zoned,,,"The mission of James Madison High School is to engage, challenge, and educate the minds of our students. Our classroom communities inspire and encourage our students to ask questions, seek answers, and taken an ownership role in their education. Our educators, staff, and students herald community connectedness within the walls of our school itself and strive to give back to the communities around us. In our efforts to continue our growth as individuals, all members of James Madison High School ask, ""What's next?"" Our collective responses continue to shape us as individuals and grow our academic, athletic, and creative communities.",,Guaranteed offer to students who live in the zoned area,,0.77999997,,,,315,Zoned Guarantee,,,{'url': 'https://tools.nycenet.edu/snapshot/0/22K425/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},22,,,,,,"CTE program(s): Academy of Finance/Financial Management, Academy of Information Technology, Law Academy/Legal Studies",,,,,"B, Q to Kings Highway",,,Then to Brooklyn students or residents,9 to 12,,,0.89999998,,Partially Accessible,,8:10am,,,,,,,,,,,,,,,
02M316,"Urban Assembly School of Business for Young Women, The",M63B,,,26% of offers went to this group,,,"College Preparatory Courses, Advanced Placement, Advisory Program, College Connections, Career Planning Seminar",10004,,,,,,,,,,,13,,,,,,,,,26 Broadway,Y,,,,,Open only to Female-Identified students,-74.013302,,,,,,,,,,"The Urban Assembly School of Business for Young Women (UASBYW) offers an enriching, comprehensive educational model centered on academic excellence, cultural diversity and creative energy. Our small-school environment provides students with a strong sense of community and school spirit, and allows for maximum individualized support from teachers and staff. UASBYW's focus on business allows for specialized programming devoted to college preparation, career exploration, women's empowerment and leadership training. We partner with groups like Women's Bond Club and Goldman Sachs to offer guest speaker events, career days, and structured mentoring programs. Each year, UASBYW sends graduates to top colleges in New York City and across the nation.",,,,0.60000002,,,,101,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/02M316/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},1,,,,,Broadway Educational Campus,,,,,,"1 to South Ferry; 2, 3 to Wall St; 4, 5 to Bowling Green; A, C to Fulton St; J, Z to Broad St; R, W to Rector St",,,,9 to 12,,,0.82999998,,Fully Accessible,,8:20am,,,,,,,,,,,,,,,
11X253,Bronx High School for Writing and Communication Arts,X76X,,School day and after-school film making program with DC-TV,3% of offers went to this group,,,"Additional Advanced Placement courses: World History, Spanish",10467,,,,,,,,,,,23,,,,,,,,,800 East Gun Hill Road,,,,,,,-73.86197,,,,,,,,,,"We value rigorous academics, college and career preparation, and participation in extracurricular activities. We offer academic support through lunch and learns, after-school and Saturday tutoring. Furthermore, students engage in college and career exploration beginning in the 9th grade. We are a community of writers where students compose poetry, drama, fiction and non-fiction to address current events. In addition, they write for school publications, participate in poetry slams, act in school plays, make films, and create artwork with professionals, actors and artists from our lead partners Epic Theatre Ensemble, DC-TV, and Community-Word Project. We encourage all students to take part in extracurricular activities all four years.",,,,0.44,,,,212,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/11X253/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},3,,,,,Evander Childs Educational Campus,,,,,,"2, 5 to Gun Hill Rd",,,,9 to 12,,,0.92000002,,Fully Accessible,,8:15am,,,,,,,,,,,,,,,
27Q650,"High School for Construction Trades, Engineering and Architecture",Q83A,2019-20 Marking Period Grades - 40%,,,,,"Themed/integrated curriculum geared for college, careers, internships, mentoring, job shadowing, industry certification, & apprenticeships",11416,"CTE, Math, Science",,,,,,Y,,,,12,,,Q83C,Y,,,,,94-06 104th Street,Y,,,,,,-73.840717,,,,,,,Engineering,,,"This is a CTE school that prepares students for college, technical school, and apprenticeships in construction trades, engineering, and architecture. We have state-of-the art facilities that support computer-aided design, mechanical drafting, technical drawing, model building, construction technology, electrical installation, digital electronics, and engineering. We partner with construction, architecture, and engineering firms and non-profits. We allow students to explore their talents and interests while receiving a solid academic foundation that prepares them for college and careers. Our learning environment promotes academic achievement through the integration of career interests and making connections between learning and the world.",,Open to New York City residents,,0.81999999,,,,409,Screened,,,{'url': 'https://tools.nycenet.edu/snapshot/0/27Q650/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},15,,,,,,,Q83U,,,,"J, Z to 104th St",,,,9 to 12,,,0.83999997,,Fully Accessible,,8:20am,,,,,,,,,,,,,,,
19K409,East New York Family Academy,K45A,,College for All - All Juniors and Seniors are provided with individualized guidance through the college and career application process.,57% of offers went to this group,,,"Saturday Academy and PM School programs provide students with tutorial, test prep, credit recovery, art, music, and drama.",11207,,,,,,,,,,,18,,,,,,,,,145 Pennsylvania Avenue,Y,,,,,,-73.89643,,,,,,,,,,"Our educational philosophy is based upon the growth of kindness, curiosity, and critical thinking- traits necessary for achievement in higher education, the professional world, and one's personal life. Ninety-minute periods, an average class size of 25 students, and a dedicated group of teachers create a learning experience that motivates and challenges our students. We offer an accelerated Regents program that provides students the opportunity to complete all required Regents exams by the end of their sophomore year. All of our students have the opportunity to complete Advanced Regents Diplomas and take Advance Placement (AP) courses and exams for College Credit which provides strong preparation for success in college and work after graduation.",,,,0.44,,,,305,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/19K409/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},8,,,,,,,,,,,3 to Van Siclen Ave,,,,6 to 12,,,0.75999999,,Fully Accessible,,7:55am,,,,,,,,,,,,,,,
13K553,Brooklyn Academy High School,L77A,,Computer Technology,,,,"Partnerships with CAMBA, CUNY LINCT, and I Will Graduate",11216,,,,,,1.0,,,,,,,,,,,,,,832 Marcy Avenue,Y,,,,,,-73.947152,,,,,,,,,,"Brooklyn Academy High School is dedicated to educating students who are over-aged and under-credited in a nurturing environment. With small class sizes we aim to give students the individual attention they need to be successful. Our academic program is designed to be challenging, and allows students to engage in critical thinking and the action of self-representation. We expose students to college and career readiness, broadening their horizons on opportunities after high school.",,,,,,,,303,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/13K553/HST/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},,,,,,,,,,,,A/C to Nostrand Avenue; G to Bedford/Nostrand Avenue,,,,9 to 12,,,0.67000002,,Fully Accessible,,,,,,,,,,,,,,,,,
25Q425,John Bowne High School,Q14A,,"Collaboration with Geospatial Center of CUNY CREST, CUNY Research Pathways, FIRST Robotics Competition, international bridge building (IIT), and Science Olympiad.",,,,CUNY College Now at Queens College and Queensborough Community College.,11367,"CTE, Math, Science",,N/A - new program,,,,,16,,Law & Government,16,,"This program is a four year course of study designed for students interested in careers in law and social sciences. Students will follow a course sequence including courses in Introduction to Law, Criminal Justice, Criminology, Constitutional Law, Mock Trial, Moot Court, and Legal Research and Writing. Students will participate in activities such as Moot Court, Mock Trial, law internships, and college/university and law school visits.",Q14C,,,,,N/A - new program,63-25 Main Street,Y,,,,,,-73.824944,,,,,Y,,Visual Arts,Q14H,,"John Bowne High School is a welcoming multicultural school community.  All community members build on their diversity through collaborative action and global awareness. Students are empowered by developing critical thinking, social, and emotional skills and by pursuing life with a passion for constructing knowledge in the areas of S.T.E.M., humanities, sports and the arts. In addition to our S.T.E.M. Program, Law Institute, Animal/Plant Agriscience Institute (Agriculture) and our Academy for Creative Artists, we offer students the opportunity to specialize in Engineering and Information Technology, Cinema and Film, Visual Arts, or Sports Medicine and Management. All students are also eligible for our Air Force J.R.O.T.C. Program.",Y,Priority to students who live in the zoned area for up to 50% of the seats,,0.58999997,,,,408,Ed. Opt.,,N/A - new program,{'url': 'https://tools.nycenet.edu/snapshot/0/25Q425/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},9,,,,2019-20 Marking Period Grades - 40%,,"CTE program(s): Plant and Animal Science (NYSED-Approved), Law Academy/Legal Studies",Q14D,,,,,,1.0,Then to New York City residents,9 to 12,,,0.87,673,Partially Accessible,,8:35am,,,Open to New York City residents,84,101,,,8,,,,,,,"The John Bowne Computer Science Institute provides students with the opportunity to foster their creativity, computational thinking, collaborative learning, and digital fluency in an immersive computer science program which will prepare students for relevant post-secondary studies in a variety of fields. Upon culmination of this program, students will earn certifications which will help prepare them to enter the technology workforce or post-secondary studies. During their time in the program, students will experience several aspects of computer science: human-computer interaction, problem solving, web design (HTML, CSS), programming (Scratch, EdWare, Snap, Java Script), research, computing, and data analysis. Required courses include: Exploring Computer Science, Digital Art, Introduction to Computational Media, AP Computer Science Principles, and AP Computer Science A or CS and the City."
09X329,Dreamyard Preparatory School,Y21A,,Honors courses in ELA,,,,"College Now Classes, SAT Preparation, Life-Ready Class, Senior Seminar, Poetry, Cosmetology, Fashion Design, Barbershop, Technology Classes",10457,,,,,,,,,,,23,,,,,,,,,240 East 172nd Street,Y,,,,,,-73.91091,,,,,,,,,,"Dreamyard Prep's mission is to support young people in becoming Life-Ready, which means that they will be accepted to a college of their choice with a clear career path. All students will declare an Arts Major in their junior and senior years. We promote community-building by using Restorative Practices to address social-emotional challenges and Circles to address conflict. All students have opportunities to engage in community service and paid internships. We conduct college visits starting in 9th grade, and all 10th and 11th Grade students participate in yearly college overnight trips. Our elective classes include visual art, dance, digital media, choral music, theater, digital photography, culinary arts and musical production.",,,,0.31,,,,204,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/09X329/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},5,,,,,William Howard Taft Educational Campus,,,,,,"4 to Mt Eden Ave; B, D to 170th St",,,,9 to 12,,,0.86000001,,Partially Accessible,,8:30am,,,,,,,,,,,,,,,
30Q286,"Young Women's Leadership School, Astoria (TYWLS)",Q56A,,"Electives include Filmmaking, Drama, Musical Theater, Game Design, and Visual Art.",37% of offers went to this group,,,"Students engage in an academically rigorous college prep course of study, with the opportunity to take Advanced Placement and College Now courses.",11102,,,,,Then to New York City residents,,,,,,13,,,,,,,,,23-15 Newtown Avenue,Y,,,,,,-73.924591,,,,,,,,,,"The Young Women's Leadership School of Astoria opened in 2006 as part of a national network of college prep schools for young women. TYWLS nurtures the intellectual curiosity and creativity of young women by supporting the whole girl in order to maximize academic achievement, social and emotional well-being, and postsecondary success. Our school is established to include advisory, rigorous STEM, humanities, and arts opportunities in a 21st century learning environment. The Young Women's Leadership Network supports our school with a wide range of leadership programs. The College Bound Initiative (CBI) provides college access support with a full-time CBI college counselor who guides each student through the college application process.",,,,0.92000002,,,,401,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/30Q286/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},5,,,,,,CTE program(s): Software Engineering/Web Design,,0% of offers went to this group,,,"N, W to 30th Ave",,,,6 to 12,,,0.88,,Partially Accessible,,8:00am,,,,,,,,,,,,,,,
03M494,High School of Arts and Technology,M12A,,SAT For All,,,,"College Bound Programs, Minds Matter and SEO",10023,,,,,,,,,,,15,,,,,,,,,122 Amsterdam Avenue,Y,,,,,,-73.984753,,,,,,,,,,"The mission of The High School of Arts and Technology is to provide students with the academic, interpersonal, and technological skills needed to achieve excellence in post-secondary education and in their chosen careers.",,,,0.38,,,,107,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/03M494/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},13,,,,,"Martin Luther King, Jr. Educational Campus",,,,,,"1 to 66th St-Lincoln Center; 2, 3 to 72nd St; A, C, B, D to 59th St-Columbus Circle",,,,9 to 12,,,0.51999998,,Partially Accessible,,8:15am,"Cheerleading, Basketball",,,,,,,,,,,,,,
11X509,High School of Language and Innovation,Y52A,,,0% of offers went to this group,,,English Support: All students are new immigrants so all classes focus on acquiring new English vocabulary.,10469,NYS Seal of Biliteracy,,,,,,,,,,23,,,,,,,,,925 Astor Avenue,Y,,,,,,-73.861006,,,,,,,,,,"The High School of Language and Innovation is a school for newcomer immigrants. We seek students who value a diverse community and enjoy working with others. Our goal is to prepare students for college and careers in the United States. Math and English courses include small group instruction to help all students develop strong skills. Our school also offers college-level (Advanced Placement or AP) courses, including AP Environmental Science, AP English, AP Calculus, AP Government, and AP Spanish. Staff works closely with students to provide a supportive learning environment and to celebrate all students for who they are.",,,,0.51999998,,,,211,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/11X509/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},1,,,,,Christopher Columbus Educational Campus,,,,,,2 to Allerton Ave; 5 to Pelham Parkway,,,,9 to 12,,,0.82999998,,Partially Accessible,,8:20am,,,,,,,,,,,,,,,
18K567,Brooklyn Theatre Arts High School,L33A,,CTE program in Drama and Cultural Partnership with Roundabout Theatre Co.,,,,$4 Million annual financial aid for graduates through partnership with College Confident,11236,,,,,,,,,,,20,,,,,,,,,6565 Flatlands Avenue,Y,,,,,,-73.916735,,,,,,,,,,"Brooklyn Theatre Arts High School is a collaborative learning community dedicated to fostering the creativity, critical thinking skills, and personal growth of our students.  BTA graduates leave our school as masters of academia, problem solving, and themselves, both confident and well-prepared for the next chapters of their lives.",,,,0.56,,,,318,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/18K567/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},6,,,,,South Shore Educational Campus,,,,,,,,,,9 to 12,,,0.58999997,,Partially Accessible,,8:30am,,,,,,,,,,,,,,,
10X696,High School of American Studies at Lehman College,X00S,,"Logic, Combinatorics, Number Theory, Diagnosing Disease, Psychobiology, Nutrition, Environmental Ethics, the Biosphere, Anatomy",,,,"Honors-level, AP, and Lehman College courses in all subjects",10468,"Math, Science",,,,,,,,,,,,,,,,,,,2925 Goulden Avenue,Y,,,,,,-73.895382,,,,,,16740.0,,,104.0,"Our school emphasizes the study of American history and offers a well-rounded academic program that aims to prepare students for admission to highly competitive colleges and for a wide range of careers in politics, law, journalism, business, science, mathematics, and the arts. All students engage in a three-year chronological study of American history. Through our collaboration with Lehman College, students have access to its campus library and athletic facilities, and take credit-bearing college classes and seminars in their junior and senior years. In all endeavors, we seek to encourage in our students a love for learning and an inquisitive spirit.",,,,0.99000001,,,,208,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/10X696/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},,,,,,,,,,,,"4 to Bedford Park Blvd-Lehman College; B, D to Bedford Park Blvd",,,,9 to 12,,,0.81999999,,Fully Accessible,,8:00am,"Frisbee, Ping Pong, Soccer, Swimming",,,,,,,,,,,,,,
02M459,Manhattan International High School,M93A,,Communications Class: Speechwriting and Public Speaking,,,,"Students complete Performance-Based Assessment Tasks (PBATs) as a replacement for some Regents Exams, and graduate with a Regents diploma.",10065,,,,,,,,,,,18,,,,,,,,,317 East 67th Street,,,,,,"Open only to New York City residents living in the continental United States four years or fewer who currently identify as English Language Learners per New York City Department of Education guidelines scoring at the Entering, Emerging, or Transitioning levels on the NYSESLAT, NYSITELL, or LAB-R.",-73.960059,,,,,,,,,,"We are a small vibrant multicultural community (over 50 nationalities and 40 languages spoken) serving students who are new learners of English. Our teachers work in teams to create challenging interdisciplinary curricula and provide mastery-based skills and knowledge necessary for success in careers and higher education. Students receive personal attention from teachers and 1 counselor is available per 75 students. Students work collaboratively on hands-on projects to support one another's linguistic and academic growth. Students present Portfolios as a requirement for graduation. We have a 1 to 1 iPad program, a Software Engineering Program and Advanced Placement (AP) Classes. MIHS has been recognized as an Apple Distinguished School.",,,,0.55000001,,,,108,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/02M459/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},2,,,,,Julia Richman Educational Campus,,,,,,"4, 5, N, R, W to 59th St-Lexington Ave; 6 to 68th St-Hunter College; Q to 72nd St; F to Lexington Ave",,,,9 to 12,,,0.83999997,,Partially Accessible,,8:40am,"Boys Intramural Baseball, Girls Intramural Softball, Fitness Club",,,,,,,,,,,,,,
26Q315,Business Technology Early College High School (BTECH),Q58A,,"Access to technology and business labs with PCs, student resource center, and our FAB Lab (Fabrication Lab) including 3D printers and MAC computers.",0% of offers went to this group,,,Early College and Career Model offering college and career advisement through college and industry partnerships.,11427,,,,,,,,,,,17,,,,,,,,,230-17 Hillside Avenue,Y,,,,,,-73.738756,,,,,,,,,,"Students attending Business Technology Early College High School (BTECH) use technology, collaboration and problem-solving skills to solve everyday problems to compete in our global economy. Students have the opportunity to receive a high school diploma in four years and begin college classes in 10th grade at our college partner, Queensborough Community College (QCC). Our unique 9-14 model culminates in an Associate of Applied Science in Information Internet Technology or Computer Information Systems. Students also have the opportunity to apply for internships with various corporations. Additionally, our industry partner (SAP) provides site visits, job shadowing, and other Work-Based Learning (WBL) engagements.",,,,0.81,,,,413,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/26Q315/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},9,,,,,,CTE program(s): Computer Science and Technology (Proposed Program),,,,,,,,,9 to 14,,,0.82999998,,Partially Accessible,,8:03am,,1.0,,,,,,,,,,,,,
09X525,Bronx Leadership Academy High School,X73A,,,1% of offers went to this group,,,"Introduction to Law, Torts (Civil) Law, Criminal Law, Constitutional Law, Mock Trial Team, Moot Court Team",10457,,,,,,,,,,,29,,,,,,,,,1710 Webster Avenue,Y,,,,,,-73.903236,,,,,,,,,,"The mission of Bronx Leadership Academy High School (BLA) is to educate our students to be committed to personal excellence and to improve the quality of life within their communities and society as a whole. This is accomplished by providing a program emphasizing values, education, service to the Bronx, and respect for individual differences and cultures.",,,,0.44,,,,203,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/09X525/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},6,,,,,,,,,,,"B, D to 174-175th Sts",,,,9 to 12,,,0.51999998,,Fully Accessible,,8:40am,,,,,,,,,,,,,,,
25Q540,Queens Academy High School,Q86A,,,,,,ILearnNYC (Online Learning Portal),11354,,,,,,1.0,,,,,,,,,,,,,,138-11 35 Avenue,Y,,,,,,-73.8288,,,,,,,,,,"Queens Academy High School is a small high school in Flushing serving grades 9 through 12. This school has its own independent building. A transfer school is designed to help students who have dropped out of school or fallen behind on credits, earn the credits they need to graduate. The principal has been leading this school since 2017.",,,,,,,,407,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/25Q540/HST/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},,,,,,,,,,,,7 to Flushing-Main Street,,,,9 to 12,,,0.73000002,,Not Accessible,,8:20am,"Co-ed Softball, Boys Varsity Basketball",,,,,,,,,,,,,,
12X446,Arturo A. Schomburg Satellite Academy Bronx,Y74A,,"Portfolio Based Assessment Tasks (PBATs): You will NOT take 4 of the required 5 New York State Regents standardized exams.  Instead, you will create and defend inquiry projects in four core subject areas. This is real college preparatory work!",,,,We lead with compassion in our academically challenging community with a tradition of valuing all voices; all community members are on a first name basis and help to make decisions together.,10459,,,,,,1.0,,,,,,,,,,,,,,1010 Rev. J. A. Polite Avenue,Y,,,,,,-73.898872,,,,,,,,,,Arturo A. Schomburg Satellite Academy Bronx is an Alternative Transfer high school devoted to transforming young minds and lives through education that inspires its learners to make positive changes in their lives and the world while becoming highly prepared for college.,,,,,,,,202,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/12X446/HST/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},,,,,,,,,,,,2/5 to Intervale Station; 6 to Hunts Point Avenue,,,,9 to 12,,,0.98000002,,Not Accessible,,8:40am,"Men's Basketball, Women's Basketball, Women's Volleyball, Softball",,,,,,,,,,,,,,
16K688,"Brooklyn Academy of Global Finance, The",L57A,,,,,,College and Career Readiness Support through AVID (9th & 10th Grades) and ONE GOAL (11th & 12th Grades),11221,,,,,,,,,,,18,,,,,,,,,125 Stuyvesant Avenue,Y,,,,,,-73.933697,,,,,,,,,,"BKAGF provides an environment where students are academically challenged and engage in learning through opportunities to interact on and off-site with partners in various business industries. Career experiences include work-based learning, field trips, job shadowing, paid internships to give students exposure to business management and entrepreneurship. Students have opportunities for early college courses, college visits, mentoring from college students.  Our mission is to prepare students for post-secondary education and participation in the global economy through experiential and real-world learning that builds 21st Century skills, including collaboration, entrepreneurial thinking, cultural competence and sociopolitical consciousness.",,,,0.27000001,,,,303,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/16K688/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},3,,,,,,,,,,,"J to Kosciusko St; M, Z to Myrtle Ave",,,,9 to 12,,,0.79000002,,Not Accessible,,8:15am,,,,,,,,,,,,,,,
32K545,EBC High School for Public Service - Bushwick,K73A,,"Instrumental Music-Beginning, Intermediate and Advanced and Guitar curriculum. Hydroponics lab in science and working towards 1-1 laptop to student ratio.",14% of offers went to this group,,,AVID is a nationwide elective program for students who possess a desire for college and career success with a willingness to work hard. These are often the students who will be the first in their families to attend college and are from groups traditionally underrepresented in higher education,11221,,,,,Then to Brooklyn students or residents,,,,,,21,,,,,,,,,1155 Dekalb Avenue,Y,,,,,,-73.929107,,,,,,,,,,"EBC High School for Public Service-Bushwick is a small school and we have a dress code. We focus on individual excellence, high academic standards and service to the community. We have an educational culture that instills respect, self-discipline, and strong intellectual values. At EBC, students are supported by our staff through an Advisory Program. Students, staff and parent(s)/guardian(s) thrive in a school that provides them access to college courses (on campus and off-campus), guitar and instrumental music. Students are college & career ready for life after high school because we nurture and empower our students to serve as tomorrow's leaders today!",,,,0.52999997,,,,304,,,,{'url': 'https://tools.nycenet.edu/snapshot/0/32K545/HS/?utm_source=myschools.nyc&utm_medium=DOE_App_referral&utm_campaign=MySchools'},8,,,,,,,,6% of offers went to this group,,,J to Kosciusko St; M to Central Ave; Z to Myrtle Ave,,,,9 to 12,,,0.77999997,,Partially Accessible,,8:05am,,,,,,,,,,,,,,,
