address_1,latitude,longitude,wholesale_club_supercenter_1,_3rd_largest_property_use_1,third_party_certification_2,nyc_borough_block_and_lot,hospital_general_medical_5,medical_office_weekly,last_modified_date_electric,alert_energy_meter_has,council_district,energy_star_score,electricity_use_generated_2,source_eui_kbtu_ft,estimated_data_flag_fuel_2,multifamily_housing_number_1,multifamily_housing_number_7,multifamily_housing_total_1,property_gfa_calculated_1,fuel_oil_4_use_kbtu,hospital_general_medical_8,fuel_oil_5_6_use_kbtu,estimated_values_energy,postcode,avoided_emissions_offsite,release_date,_3rd_largest_property_use,leed_us_project_id,municipally_supplied_potable_2,data_center_pdu_input_meter,electricity_use_grid_purchase_1,construction_status,enclosed_mall_gross_floor,hospital_general_medical_11,primary_property_type,data_quality_checker_date,property_gfa_calculated,annual_maximum_demand_mm,parking_completely_enclosed,medical_office_number_of_2,convention_center_gross_floor,metered_areas_energy,supermarket_grocery_gross,municipally_supplied_potable_3,multifamily_housing_total,other_gross_floor_area_ft,national_median_source_eui
74-10 Commonwealth Boulevard,40.746231,-73.727614,Not Available,Not Available,Not Available,4078700074,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,23.0,6,Not Available,240.8,Not Available,Not Available,Not Available,Not Available,81600.0,Not Available,Not Available,Not Available,No,11426,0,2020-08-28T16:28:36.000,Not Available,Not Available,7823.7,Not Available,1532799.9,Existing,Not Available,Not Available,K-12 School,Not Available,81600.0,07/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,137.5
200-01 42nd Avenue,40.759517,-73.784029,Not Available,Not Available,Not Available,4062030001,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,19.0,78,Not Available,102,No,Not Available,Not Available,Not Available,76800.0,2847583.9,Not Available,Not Available,No,11361,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,509839.9,Existing,Not Available,Not Available,K-12 School,Not Available,76800.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,140.7
8973 Bay Parkway Suite 1,40.595105,-74.000904,Not Available,Not Available,Not Available,3064910011,Not Available,Not Available,03/20/2020 12:46 PM EDT,Ok,43.0,55,Not Available,148.1,Not Available,Not Available,Not Available,Not Available,133882.0,Not Available,Not Available,Not Available,No,11214,0,2020-04-21T10:15:34.000,Not Available,Not Available,Not Available,Not Available,1706596.9,Existing,Not Available,Not Available,Retail Store,Not Available,133882.0,Not Available,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,156.8
45-11 31st Avenue,40.759363,-73.912902,Not Available,Not Available,Not Available,4007140001,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,22.0,81,Not Available,89.2,Not Available,Not Available,Not Available,Not Available,111680.0,Not Available,Not Available,Not Available,No,11103,0,2020-08-28T16:28:36.000,Not Available,Not Available,3672.2,Not Available,494399.9,Existing,Not Available,Not Available,K-12 School,Not Available,111680.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,130.9
58 Lawrence Avenue,40.628558,-74.107148,Not Available,Not Available,Not Available,5002760007,Not Available,Not Available,04/17/2020 12:54 PM EDT,Ok,49.0,64,Not Available,108.4,Not Available,Not Available,Not Available,Not Available,87680.0,Not Available,Not Available,Not Available,No,10310,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,441199.9,Existing,Not Available,Not Available,K-12 School,Not Available,87680.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,125.9
758 Courtlandt Avenue,40.821515,-73.917279,Not Available,Not Available,Not Available,2024030001,Not Available,Not Available,04/10/2020 05:35 PM EDT,Ok,17.0,64,Not Available,98.9,No,Not Available,Not Available,Not Available,108080.0,5393385.9,Not Available,Not Available,No,10451,0,2020-08-28T16:28:36.000,Not Available,Not Available,4257.8,Not Available,539199.9,Existing,Not Available,Not Available,K-12 School,Not Available,108080.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,115.1
154 West 93rd Street,40.791709,-73.970802,Not Available,Not Available,Not Available,1012230005,Not Available,Not Available,04/13/2020 05:47 PM EDT,Ok,6.0,69,Not Available,103.3,No,Not Available,Not Available,Not Available,168175.0,9187122.7,Not Available,Not Available,No,10025,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,791599.9,Existing,Not Available,Not Available,K-12 School,Not Available,168175.0,06/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,128.1
31-15 140th Street,40.770387,-73.828617,Not Available,Not Available,Not Available,4044130020,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,20.0,35,Not Available,121,No,Not Available,Not Available,Not Available,72080.0,5577331.6,Not Available,Not Available,No,11354,0,2020-05-01T21:54:16.000,Not Available,Not Available,1647.7,Not Available,316220,Existing,Not Available,Not Available,K-12 School,Not Available,72080.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,104.9
250 West 127th Street,40.810928,-73.948938,Not Available,Not Available,Not Available,1019320010,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,9.0,87,129700.2,91.1,No,Not Available,Not Available,Not Available,108100.0,4271960.2,Not Available,Not Available,Yes,10027,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,479520,Existing,Not Available,Not Available,K-12 School,Not Available,108100.0,08/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,148.0
2230 5th Avenue,40.813184,-73.937322,Not Available,Not Available,Not Available,1017330017,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,9.0,89,Not Available,80.8,Not Available,Not Available,Not Available,Not Available,100925.0,Not Available,Not Available,Not Available,No,10037,0,2020-05-01T21:54:16.000,Not Available,Not Available,Not Available,Not Available,478399.9,Existing,Not Available,Not Available,K-12 School,Not Available,100925.0,08/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,138.2
500 West 138th Street,40.820953,-73.951145,Not Available,Not Available,Not Available,1019880166,Not Available,Not Available,08/14/2020 10:55 PM EDT,Ok,7.0,82,Not Available,96.6,Not Available,Not Available,Not Available,Not Available,130560.0,Not Available,Not Available,Not Available,No,10031,0,2020-08-28T16:28:36.000,Not Available,Not Available,615.5,Not Available,634399.9,Existing,Not Available,Not Available,K-12 School,Not Available,130560.0,06/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,142.9
55-01 94th Street,40.737613,-73.86851,Not Available,Not Available,Not Available,4019010040,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,25.0,58,Not Available,114,Not Available,Not Available,Not Available,Not Available,214800.0,Not Available,Not Available,Not Available,No,11373,0,2020-08-28T16:28:36.000,Not Available,Not Available,8336.1,Not Available,2043999.8,Existing,Not Available,Not Available,K-12 School,Not Available,214800.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,124.3
144-80 Barclay Avenue,40.759844,-73.820548,Not Available,Not Available,Not Available,4050510027,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,20.0,81,Not Available,95.6,No,Not Available,Not Available,Not Available,168125.0,7829103.9,Not Available,Not Available,No,11355,0,2020-08-28T16:28:36.000,Not Available,Not Available,12761.8,Not Available,769279.9,Existing,Not Available,Not Available,K-12 School,Not Available,168125.0,07/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,138.9
455 Madison Avenue,40.758114,-73.975393,Not Available,Not Available,Not Available,1-01286-0021,Not Available,Not Available,04/03/2020 03:56 PM EDT,Ok,4.0,12,Not Available,276.5,Not Available,Not Available,Not Available,Not Available,893750.0,Not Available,Not Available,Not Available,No,10022,0,2020-04-13T13:19:47.000,Not Available,Not Available,62796.7,Not Available,10547113.8,Existing,Not Available,Not Available,Hotel,2020-04-03,893750.0,Not Available,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,193.6
20 West 112th Street,40.798511,-73.949251,Not Available,Not Available,Not Available,1015950015,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,9.0,95,Not Available,79,No,Not Available,Not Available,Not Available,162000.0,6054765.5,Not Available,Not Available,No,10026,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,656799.9,Existing,Not Available,Not Available,K-12 School,Not Available,162000.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,160.8
1186 Carroll Street,40.667195,-73.951167,Not Available,Not Available,Not Available,3012890025,Not Available,Not Available,04/17/2020 10:27 AM EDT,Ok,35.0,23,Not Available,176.6,Not Available,Not Available,Not Available,Not Available,126000.0,Not Available,Not Available,Not Available,No,11225,0,2020-05-01T21:54:16.000,Not Available,Not Available,Not Available,Not Available,1726399.9,Existing,Not Available,Not Available,K-12 School,Not Available,126000.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,133.3
121-10 Rockaway Boulevard,40.675771,-73.816938,Not Available,Not Available,Not Available,4117140100,Not Available,Not Available,04/17/2020 12:54 PM EDT,Ok,28.0,80,155376.1,97.6,Not Available,Not Available,Not Available,Not Available,250800.0,Not Available,Not Available,Not Available,No,11420,0,2020-08-28T16:28:36.000,Not Available,Not Available,8578.4,Not Available,1313284.4,Existing,Not Available,Not Available,K-12 School,Not Available,250800.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,140.9
5105 Fort Hamilton Parkway,40.637322,-73.999215,Not Available,Not Available,Not Available,"K160-3056530021, K521-3056530055",Not Available,Not Available,04/17/2020 10:27 AM EDT,Ok,44.0,44,Not Available,145.3,Not Available,Not Available,Not Available,Not Available,118800.0,Not Available,Not Available,Not Available,No,11219,0,2020-08-28T16:28:36.000,Not Available,Not Available,4152.1,Not Available,1198399.8,Existing,Not Available,Not Available,K-12 School,Not Available,118800.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,137.0
170-45 84th Avenue,40.716617,-73.794637,Not Available,Not Available,Not Available,4098750001,Not Available,Not Available,04/17/2020 12:53 PM EDT,Ok,24.0,53,Not Available,112.7,Not Available,Not Available,Not Available,Not Available,73232.0,Not Available,Not Available,Not Available,No,11432,0,2020-08-28T16:28:36.000,Not Available,Not Available,6935.8,Not Available,353280,Existing,Not Available,Not Available,K-12 School,Not Available,73232.0,03/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,116.7
730 Third Avenue,40.753104,-73.972757,Not Available,12942,Not Available,1013000033,Not Available,Not Available,06/01/2020 03:39 PM EDT,Ok,4.0,74,Not Available,159.8,Not Available,Not Available,Not Available,Not Available,678947.0,Not Available,Not Available,Not Available,No,10017,0,2020-07-31T15:09:11.000,Bank Branch,1000058081,Not Available,0,8925531.4,Existing,Not Available,Not Available,Office,2020-07-31,678947.0,Not Available,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,219.3
1580 Dean Street,40.676094,-73.935688,Not Available,Not Available,Not Available,3013470001,Not Available,Not Available,04/14/2020 02:38 PM EDT,Ok,36.0,80,Not Available,87.7,No,Not Available,Not Available,Not Available,110400.0,4820920.2,Not Available,Not Available,No,11213,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,492479.9,Existing,Not Available,Not Available,K-12 School,Not Available,110400.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,126.4
3000 West 1st Street,40.57752,-73.969517,Not Available,Not Available,Not Available,3072740107,Not Available,Not Available,04/17/2020 10:27 AM EDT,Ok,48.0,63,Not Available,124,Not Available,Not Available,Not Available,Not Available,52800.0,Not Available,Not Available,Not Available,No,11224,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,471999.9,Existing,Not Available,Not Available,K-12 School,Not Available,52800.0,07/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,142.4
4001 18th Avenue,40.63228,-73.973898,Not Available,Not Available,Not Available,3054160048,Not Available,Not Available,04/17/2020 10:27 AM EDT,Ok,44.0,82,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,57180.0,Not Available,Not Available,Not Available,No,11218,0,2020-08-28T16:28:36.000,Not Available,Not Available,2953.5,Not Available,286800,Existing,Not Available,Not Available,K-12 School,Not Available,57180.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,130.2
280 Hart Street,40.694086,-73.940744,Not Available,Not Available,Not Available,3017730014,Not Available,Not Available,04/14/2020 02:38 PM EDT,Ok,36.0,76,Not Available,85.6,Not Available,Not Available,Not Available,Not Available,109200.0,Not Available,Not Available,Not Available,No,11206,0,2020-08-28T16:28:36.000,Not Available,Not Available,0,Not Available,423519.9,Existing,Not Available,Not Available,K-12 School,Not Available,109200.0,08/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,116.1
427 38th Street,40.652701,-74.004743,Not Available,Not Available,Not Available,3007010001,Not Available,Not Available,04/14/2020 02:37 PM EDT,Ok,38.0,48,Not Available,113.5,Not Available,Not Available,Not Available,Not Available,110400.0,Not Available,Not Available,Not Available,No,11232,0,2020-08-28T16:28:36.000,Not Available,Not Available,3445.3,Not Available,942000,Existing,Not Available,Not Available,K-12 School,Not Available,110400.0,07/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,112.2
220 East 76th Street,40.77205,-73.958066,Not Available,Not Available,Not Available,1014300005,Not Available,Not Available,04/13/2020 05:45 PM EDT,Ok,4.0,94,Not Available,60.8,No,Not Available,Not Available,Not Available,188400.0,5456604,Not Available,Not Available,No,10021,0,2020-08-28T16:28:36.000,Not Available,Not Available,285.9,Not Available,593599.9,Existing,Not Available,Not Available,K-12 School,Not Available,188400.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,122.0
925 Astor Avenue,40.859665,-73.861006,Not Available,Not Available,Not Available,2043580001,Not Available,Not Available,04/10/2020 05:35 PM EDT,Ok,13.0,71,Not Available,105.2,Not Available,Not Available,Not Available,Not Available,314575.0,Not Available,Not Available,Not Available,No,10469,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,1574399.7,Existing,Not Available,Not Available,K-12 School,Not Available,314575.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,133.2
140 Broadway,40.709043,-74.010626,Not Available,Not Available,Not Available,1000480001,Not Available,Not Available,04/24/2020 11:41 AM EDT,Ok,1.0,65,Not Available,211.6,Not Available,Not Available,Not Available,Not Available,1272119.0,Not Available,Not Available,Not Available,No,10005,0,2020-04-30T10:44:30.000,Not Available,1000111648,17994.7,0,19883052.5,Existing,Not Available,Not Available,Office,2020-04-30,1272119.0,Not Available,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,254.0
220 Henry Street,40.713684,-73.986336,Not Available,Not Available,Not Available,1002690041,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,1.0,94,Not Available,70.9,Not Available,Not Available,Not Available,Not Available,183775.0,Not Available,Not Available,Not Available,No,10002,0,2020-08-28T16:28:36.000,Not Available,Not Available,21063.8,Not Available,787199.9,Existing,Not Available,Not Available,K-12 School,Not Available,183775.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,139.3
139 FLATBUSH AVE,40.684437,-73.977725,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/25/2020 02:10 AM EDT,Ok,35.0,80,Not Available,155.9,Not Available,Not Available,Not Available,Not Available,194644.0,Not Available,Not Available,Not Available,No,11217,0,2020-05-01T21:03:25.000,Not Available,Not Available,1676,Not Available,2975444.7,Existing,Not Available,Not Available,Retail Store,2020-05-01,263828.0,Not Available,0,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,218.8
