property_id,number_of_buildings,list_of_all_property_use,site_energy_use_kbtu,multifamily_housing_total,third_party_certification_2,temporary_values,hospital_general_medical_6,multifamily_housing_number_4,office_number_of_workers,convention_center_gross_floor,municipally_supplied_potable,percent_of_recs_retained,_2nd_largest_property_use_1,data_center_cooling_equipment,pre_school_daycare_gross,estimated_data_flag_district,estimated_data_flag_fuel_1,year_ending,annual_maximum_demand_mm,hospital_general_medical_4,medical_office_number_of_2,avoided_emissions_onsite_1,data_center_ups_output_meter,number_of_active_it_meters,multifamily_housing_total_1,multifamily_housing_number,multifamily_housing_government,natural_gas_use_kbtu,nyc_borough_block_and_lot,energy_star_certification,adult_education_gross_floor,municipally_supplied_potable_1,total_ghg_emissions_metric,weather_normalized_site_eui,museum_gross_floor_area_ft,property_gfa_self_reported,fuel_oil_5_6_use_kbtu,senior_living_community_gross,last_modified_date_property_1,multifamily_housing_percent_1,medical_office_percent_that,indirect_ghg_emissions_metric,property_gfa_calculated,retail_store_gross_floor,estimated_data_flag_fuel,other_gross_floor_area_ft,hospital_general_medical_7,energy_power_station_gross,_3rd_largest_property_use_1,enclosed_mall_gross_floor,hotel_gross_floor_area_ft,urgent_care_clinic_other,last_modified_date_non,supermarket_grocery_gross,site_eui_kbtu_ft,indoor_water_use_all_water,estimated_values_energy,multifamily_housing_number_6,year_built,parent_property_id,data_center_pdu_input_meter,hospital_general_medical_2,data_center_energy_estimates,last_modified_date_water,electricity_use_grid_purchase,number_of_active_energy_meters,primary_property_type_self,worship_facility_gross_floor,data_center_gross_floor_area,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,electricity_use_generated_2,bank_branch_gross_floor_area,k_12_school_gross_floor_area,municipally_supplied_potable_2,refrigerated_warehouse_gross,energy_star_score,data_center_it_energy,medical_office_number_of_1,leed_us_project_id,estimated_values_water,self_storage_facility_gross,borough,retail_store_number_of_open,wholesale_club_supercenter_1,office_percent_that_can_be,water_use_all_water_sources,barracks_gross_floor_area,submission_date,avoided_emissions_onsite,occupancy,source_energy_use_kbtu,last_modified_date_gas_meters
2805951,1,"Multifamily Housing, Parking, Retail Store",17551933.9,146,Not Available,No,Not Available,146,Not Available,Not Available,Not Available,Not Available,8038,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.81379,213,No,12277836.2,1-01447-0023,Not Available,Not Available,7921.1,1098,93.4,Not Available,187445,Not Available,Not Available,04/15/2020 10:02 AM EDT,100,Not Available,445.9,194949.0,8038,Not Available,Not Available,Not Available,Not Available,7504,Not Available,Not Available,Not Available,04/15/2020 10:01 AM EDT,Not Available,93.6,7921.1,No,0,1962,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/07/2022 01:28 PM EST,5274097.8,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7921.1,Not Available,17,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,7921.1,Not Available,2022-09-26T00:00:00.000,Not Available,100,27659201.7,04/14/2022 05:28 PM EDT
20476442,1,"Multifamily Housing, Parking",986346.5,22,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,1224,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.56077,36,No,552800,3-04837-7502,Not Available,Not Available,639.6,66,26,Not Available,39232,Not Available,Not Available,05/25/2022 07:55 PM EDT,100,Not Available,36.7,40456.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,25.1,639.6,No,22,2018,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,05/25/2022 07:54 PM EDT,433546.5,10,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,639.6,Not Available,100,Not Available,Not Available,Not Available,No,Not Available,BROOKLYN,Not Available,Not Available,Not Available,639.6,Not Available,2022-09-23T00:00:00.000,Not Available,100,1794370.3,07/27/2022 04:36 PM EDT
4952352,1,"Multifamily Housing, Office",18626440,261,Not Available,No,Not Available,261,24,Not Available,Not Available,Not Available,23978,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.14431,348,No,1228703.1,1-01320-7506,Not Available,Not Available,9764.3,1416.3,Not Available,Not Available,252063,Not Available,Not Available,04/27/2016 11:27 AM EDT,100,Not Available,490.6,252063.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/13/2022 11:57 AM EDT,Not Available,73.9,9764.3,No,0,1979,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:55 PM EST,5802992.1,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9764.3,Not Available,60,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,100,9764.3,Not Available,2022-09-22T00:00:00.000,Not Available,100,29249208.4,05/20/2022 07:17 PM EDT
5785900,1,Multifamily Housing,7065748.4,81,Not Available,No,Not Available,27,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.01242,130,No,4429430.1,1000780020,Not Available,Not Available,Not Available,458.1,94.6,Not Available,80006,Not Available,Not Available,02/22/2017 03:07 PM EST,100,Not Available,222.9,80006.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/17/2018 01:34 PM EDT,Not Available,88.3,Not Available,No,27,1999,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,04/19/2019 08:49 AM EDT,2636318.3,11,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-21T00:00:00.000,Not Available,0,12032592.8,05/13/2022 11:46 PM EDT
21294038,1,"Office, Retail Store",1532456.6,Not Available,Not Available,No,Not Available,Not Available,197.86,Not Available,Not Available,Not Available,6000,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,1123.9,1-00801-0008,Not Available,Not Available,875.7,129.5,18,Not Available,86027,Not Available,Not Available,05/24/2022 09:47 AM EDT,Not Available,Not Available,129.5,86027.0,6000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17.8,875.7,No,Not Available,1911,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,05/23/2022 09:06 AM EDT,1531332.8,3,Office,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,875.7,Not Available,99,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,100,875.7,Not Available,2022-09-22T00:00:00.000,Not Available,100,4288911.8,05/26/2022 10:35 AM EDT
4940504,1,Multifamily Housing,11655266.6,191,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.48107,231,No,9636600.2,4-09819-0003,Not Available,Not Available,Not Available,682.5,94,Not Available,128961,Not Available,Not Available,04/29/2016 10:32 AM EDT,10,Not Available,170.7,128961.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12/14/2018 10:25 AM EST,Not Available,90.4,Not Available,No,191,1961,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,02/24/2021 06:26 AM EST,2018666.4,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,66,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,95,15770696,07/27/2022 01:58 PM EDT
4951943,2,Multifamily Housing,10162696.6,162,Not Available,No,Not Available,162,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.26247,162,No,8505423.3,1-00877-0074,Not Available,Not Available,4114.3,591.9,86.3,Not Available,128320,Not Available,Not Available,04/27/2016 08:09 AM EDT,100,Not Available,140.1,128320.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,79.2,4114.3,No,0,1917,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:58 PM EST,1657273.3,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4114.3,Not Available,73,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,4114.3,Not Available,2022-09-22T00:00:00.000,Not Available,100,13571059.6,03/09/2022 09:59 AM EST
6292405,1,Multifamily Housing,6458208.9,78,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.2,91,Not Available,5455500.3,4-02474-0021,Not Available,Not Available,Not Available,374.5,106.2,Not Available,65000,Not Available,Not Available,07/20/2020 02:30 PM EDT,100,Not Available,84.8,65000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99.4,Not Available,No,0,1960,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1002708.6,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,QUEENS,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,90,8535859.4,07/27/2022 01:49 PM EDT
4407517,1,Multifamily Housing,5455021.3,60,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.9827,90,No,4768476.4,4-00148-0001,Not Available,Not Available,2818.4,311.3,95.6,Not Available,61056,Not Available,Not Available,04/25/2015 01:41 PM EDT,100,Not Available,58.0,61056.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11/12/2018 02:42 PM EST,Not Available,89.3,2818.4,No,60,1942,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:55 PM EST,686544.9,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2818.4,Not Available,61,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,2818.4,Not Available,2022-09-26T00:00:00.000,Not Available,100,6929226,05/20/2022 07:21 PM EDT
2678532,1,Multifamily Housing,6321159.3,49,Not Available,No,Not Available,49,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.4293,119,No,4490132.9,1-01503-0014,Not Available,Not Available,3268.2,393.3,Not Available,Not Available,114138,Not Available,Not Available,10/25/2018 02:02 PM EDT,100,Not Available,154.8,114138.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/28/2022 11:03 PM EDT,Not Available,55.4,3268.2,No,0,1946,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:56 PM EST,1831026.4,8,Multifamily Housing,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,3268.2,Not Available,87,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,3268.2,Not Available,2022-09-22T00:00:00.000,Not Available,100,9841513.6,03/28/2022 10:59 PM EDT
2705514,1,"Office, Retail Store",1566784.6,Not Available,Not Available,No,Not Available,Not Available,229,Not Available,Not Available,Not Available,5000,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,1012920048,Not Available,Not Available,Not Available,132.5,20.2,Not Available,77511,Not Available,Not Available,07/29/2020 04:38 PM EDT,Not Available,Not Available,132.5,77511.0,5000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,05/26/2021 03:06 AM EDT,Not Available,20.2,Not Available,No,Not Available,1930,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,02/24/2021 01:51 PM EST,1566784.6,1,Office,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,98,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,100,Not Available,Not Available,2022-09-21T00:00:00.000,Not Available,100,4386996.9,Not Available
5876479,1,Multifamily Housing,17635955.4,261,Not Available,No,Not Available,261,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.97555,522,No,13562425.3,1-00626-0012,Not Available,Not Available,8162,1064.7,70.6,Not Available,267542,Not Available,Not Available,04/30/2017 09:35 PM EDT,100,Not Available,344.4,267542.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65.9,8162,No,0,1963,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:57 PM EST,4073530.1,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8162,Not Available,89,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,8162,Not Available,2022-09-22T00:00:00.000,Not Available,100,25646430.8,03/07/2022 11:18 PM EST
6666492,1,Multifamily Housing,9496288.4,112,Not Available,No,Not Available,112,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.57369,224,Not Available,4525116.5,1-01345-7502,Not Available,Not Available,4875.8,660.6,50.1,Not Available,195227,Not Available,Not Available,03/24/2020 11:17 PM EDT,100,Not Available,420.3,195227.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48.6,4875.8,No,0,1990,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:32 PM EST,4971172,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4875.8,Not Available,74,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,4875.8,Not Available,2022-09-22T00:00:00.000,Not Available,100,18670653.8,05/23/2022 12:59 PM EDT
5218337,1,Multifamily Housing,5002539.1,12,Not Available,No,Not Available,12,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.17079,12,No,2489211.5,1-00773-7502,Not Available,Not Available,2311.5,344.7,71,Not Available,70260,Not Available,Not Available,09/21/2022 04:27 PM EDT,100,Not Available,212.5,70260.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,71.2,2311.5,No,0,1900,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,09/12/2022 09:53 AM EDT,2513327.5,10,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2311.5,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,2311.5,Not Available,2022-09-23T00:00:00.000,Not Available,100,9650989.2,05/31/2022 10:00 AM EDT
4952304,1,"Multifamily Housing, Retail Store",12533051,141,Not Available,No,Not Available,141,Not Available,Not Available,Not Available,Not Available,7235,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.89464,193,No,200989.2,1-01236-7501,Not Available,Not Available,6112.3,973,81.2,Not Available,164841,Not Available,Not Available,09/14/2020 03:43 PM EDT,100,Not Available,309.3,164841.0,7235,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/13/2022 04:03 PM EDT,Not Available,76,6112.3,No,0,1986,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:58 PM EST,3658668.9,10,Multifamily Housing,Not Available,Not Available,Not Available,8673392.9,Not Available,Not Available,Not Available,6112.3,Not Available,47,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,6112.3,Not Available,2022-09-22T00:00:00.000,Not Available,100,19215438.3,03/07/2022 04:20 PM EST
