property_id,office_weekly_operating_hours,multifamily_housing_number_5,net_emissions_metric_tons,retail_store_cash_register,food_service_gross_floor,address_2,primary_property_type_epa,non_refrigerated_warehouse,data_center_pdu_input_meter,municipally_supplied_potable_1,supermarket_grocery_gross,property_floor_area_building,weather_normalized_site,retail_store_gross_floor,national_median_source_eui,electricity_use_generated_1,national_median_energy_star,fast_food_restaurant_gross,pre_school_daycare_gross,data_center_national_median,multifamily_housing_percent_1,fuel_oil_1_use_kbtu,hospital_general_medical_1,kerosene_use_kbtu,bar_nightclub_gross_floor,vocational_school_gross_floor,nyc_borough_block_and_lot,data_center_it_site_energy,senior_care_community_gross,data_center_it_source_energy,occupancy,hospital_general_medical_4,multifamily_housing_number_3,census_tract,medical_office_gross_floor,total_ghg_emissions_metric,energy_power_station_gross,avoided_emissions_onsite,hospital_general_medical,manufacturing_industrial,municipally_supplied_potable_3,longitude,percent_of_electricity_that,water_wastewater_investment,retail_store_computer_density,weather_normalized_site_eui,personal_services_health,indoor_water_use_all_water,hospital_general_medical_3,courthouse_gross_floor_area,hospital_general_medical_6,social_meeting_hall_gross,hospital_general_medical_9,borough,outpatient_rehabilitation,year_built,data_center_it_energy,restaurant_weekly_operating,fuel_oil_2_use_kbtu,estimated_data_flag_fuel,worship_facility_gross_floor,mailing_center_post_office,hospital_general_medical_12,estimated_data_flag_fuel_2,fuel_oil_no_2_cost
2587818,Not Available,1.02564,1045.2,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,195001,12.2,Not Available,148.3,Not Available,50,Not Available,Not Available,Not Available,70,Not Available,Not Available,Not Available,Not Available,Not Available,3069630003,Not Available,Not Available,Not Available,100,Not Available,1.97435,330.0,Not Available,1045.2,Not Available,Not Available,Not Available,Not Available,Not Available,-74.000299,0,Not Available,Not Available,76.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1965,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1465130,60.32,Not Available,3788.6,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,473890,17.5,Not Available,335.8,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1000230050,1393393.9,Not Available,14928376.8,100,Not Available,Not Available,7.0,Not Available,3788.6,Not Available,Not Available,Not Available,Not Available,14.27,-74.011033,0,Not Available,Not Available,103.3,Not Available,6761.3,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1956,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2594233,Not Available,Not Available,2938.3,Not Available,Not Available,Not Available,Non-Refrigerated Warehouse,130000,Not Available,Not Available,Not Available,130000,34.4,Not Available,111.5,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3-03650-0001,Not Available,Not Available,Not Available,100,Not Available,Not Available,1098.0,Not Available,2938.3,Not Available,Not Available,Not Available,Not Available,2.65,-73.906619,0,Not Available,Not Available,349.9,Not Available,344.9,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1968,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1832494,Not Available,Not Available,193.9,Not Available,Not Available,Not Available,Parking,Not Available,Not Available,Not Available,Not Available,145000,4.6,Not Available,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100-02136-00245,Not Available,Not Available,Not Available,100,Not Available,Not Available,247.0,Not Available,193.9,Not Available,Not Available,Not Available,Not Available,Not Available,-73.943855,0,Not Available,Not Available,15.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1990,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2598400,Not Available,Not Available,485.2,0.3,Not Available,Not Available,Retail Store,Not Available,Not Available,Not Available,Not Available,165076,10.3,165076,234,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5016960008,Not Available,Not Available,Not Available,100,Not Available,Not Available,30302.0,Not Available,485.2,Not Available,Not Available,Not Available,Not Available,Not Available,-74.156541,0,Not Available,0.2,35.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,1993,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2614197,60,Not Available,5579.8,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,1155995,11.4,Not Available,286.5,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1000430002,Not Available,Not Available,Not Available,100,Not Available,Not Available,7.0,Not Available,5579.8,Not Available,Not Available,Not Available,Not Available,Not Available,-74.009875,0,Not Available,Not Available,61.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1929,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2630974,Not Available,0,165.9,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,22033,3.1,Not Available,129.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5005950015,Not Available,Not Available,Not Available,100,Not Available,1.81546,39.0,Not Available,165.9,Not Available,Not Available,Not Available,Not Available,Not Available,-74.094364,0,Not Available,Not Available,132.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640573,Not Available,0,80.9,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,10875,5.2,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076720002,Not Available,Not Available,Not Available,100,Not Available,2.2069,1377.0,Not Available,80.9,Not Available,Not Available,Not Available,Not Available,Not Available,-73.751403,0,Not Available,Not Available,127.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1192662,60,Not Available,15118.2,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,1797825,13.5,Not Available,264.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1012617501,Not Available,Not Available,Not Available,100,Not Available,Not Available,96.0,Not Available,15118.2,Not Available,Not Available,Not Available,Not Available,Not Available,-73.982526,0,Not Available,Not Available,114.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1974,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2506975,Not Available,0,318.2,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,66078,4.2,Not Available,142.9,Not Available,50,Not Available,Not Available,Not Available,80,Not Available,Not Available,Not Available,Not Available,Not Available,2-02614-0061,Not Available,Not Available,Not Available,100,Not Available,1.6647,185.0,Not Available,318.2,Not Available,Not Available,Not Available,Not Available,0,-73.90436,0,Not Available,Not Available,82.2,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1946606,Not Available,Not Available,2539.2,Not Available,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Not Available,320000,14.3,Not Available,229.2,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1013760036,Not Available,Not Available,Not Available,100,Not Available,Not Available,11401.0,Not Available,2539.2,Not Available,Not Available,Not Available,Not Available,Not Available,-73.968796,0,Not Available,Not Available,115.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2540632,Not Available,0,379.4,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,117390,2.6,Not Available,116.4,Not Available,50,Not Available,Not Available,Not Available,91,Not Available,Not Available,Not Available,Not Available,Not Available,3012280060,Not Available,Not Available,Not Available,100,Not Available,0.92853,341.0,Not Available,379.4,Not Available,Not Available,Not Available,Not Available,35.49,-73.945831,0,Not Available,Not Available,Not Available,Not Available,4166.4,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1936,Not Available,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available
2630961,Not Available,0,1011.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,194870,3.8,Not Available,147.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3072350001,Not Available,Not Available,Not Available,100,Not Available,1.95002,37402.0,Not Available,1011.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.969376,0,Not Available,Not Available,88.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2638713,Not Available,Not Available,970.9,Not Available,Not Available,Not Available,Residence Hall/Dormitory,Not Available,Not Available,Not Available,Not Available,221531,5.1,Not Available,194.5,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2032730001,Not Available,Not Available,Not Available,100,Not Available,Not Available,397.0,Not Available,970.9,Not Available,Not Available,Not Available,Not Available,Not Available,-73.882884,0,Not Available,Not Available,69.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,2000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640564,Not Available,0,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,12150,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076580002,Not Available,Not Available,Not Available,100,Not Available,2.13992,1377.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-73.754309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1454367,Not Available,Not Available,10815,Not Available,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Not Available,1200000,8.9,Not Available,208.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01286-0021,Not Available,Not Available,Not Available,100,Not Available,Not Available,102.0,Not Available,10815,Not Available,Not Available,Not Available,Not Available,225.56,-73.975393,0,Not Available,Not Available,139.2,Not Available,270674.2,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1980,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
