pivot-metric,pivot-value,job_filing_number,latitude,longitude,total_fee,designprofessional_city,owner_type,house_number,zip,amount_due,last_objection_date,asbestosabatementcompliance,total_construction_floor
no_good_check,,M00375520-I1,40.824319,-73.93712,0.0,BRONX,City owned Non- NYCHA,2581,10039,0,2021-05-04T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
block,1002.0,M00424335-P1,40.759644,-73.980627,8627.7,FORT LEE,Private,1251,10020,0,2023-02-10T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",106128
no_good_check,,M00927235-I1,40.795745,-73.950029,6457.4,HUNTINGTON,Private,1270,10029,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",12
no_good_check,,M00985309-P1,40.794723,-73.973581,12684.1,LONG ISLAND CITY,Private,720,10025,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",400
no_good_check,,B00267667-I1,40.614502,-74.037362,401.0,,Private,9801,11209,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",400
block,2505.0,X00384054-I1,40.835627,-73.923633,267.1,,Private,1161,10452,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",88
block,2333.0,B00949397-P1,40.719113,-73.961277,295.0,,Private,80,11249,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",145
no_good_check,,M00348483-I1,40.733979,-73.989897,287.7,,Private,1,10003,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",252
block,437.0,Q00229012-I1,40.747547,-73.944399,627.6,,Private,23-21,11101,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1600
no_good_check,,B00213803-I1,40.631144,-74.026379,236.2,,Private,353,11209,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",50
no_good_check,,B08036942-I1,40.625903,-73.983382,328.9,WEST MILFORD,Private,5311,11204,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",225
no_good_check,,M00218614-I1,40.740803,-73.995421,493.7,,Private,121,10011,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",400
block,729.0,M00485425-P2,40.751502,-73.997697,325.0,,Private,401,10001,0,2021-10-21T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1824452
no_good_check,,Q00269634-I1,40.739996,-73.790974,287.7,,Private,183-31,11365,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",400
no_good_check,,M00825263-I1,40.858521,-73.931679,318.6,CORONA,Private,4526,10040,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",13
block,1289.0,M00019838-I1,40.759838,-73.974165,442.2,,Private,520,10022,0,2018-03-21T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",645
no_good_check,,B00128307-P2,40.699412,-73.99582,3972.1,CORONA,Private,122,11201,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,1911.0,M00184407-I1,40.808651,-73.945457,318.6,CORONA,Private,101,10027,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",14
block,32.0,Q00282737-I1,40.743119,-73.956085,215.6,,Private,5-03,11101,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",20
block,789.0,M00127101-I1,40.75547,-73.989616,2018.1,JERSEY CITY,Private,264,10018,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",40
block,67.0,M01187555-I1,40.708642,-74.008541,554.6,WEST CALDWELL,Private,59,10038,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",12
no_good_check,,X00384054-I1,40.835627,-73.923633,267.1,,Private,1161,10452,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",88
block,5077.0,B00310822-I1,40.650717,-73.964312,236.2,,Private,2,11226,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",30
block,2491.0,B00532012-I1,40.737867,-73.952776,8950.0,STATEN ISLAND,Private,440,11222,0,2021-07-28T00:00:00.000,The scope of work requires related asbestos abatement as defined in the regulations of the NYC DEP.,150
no_good_check,,B00829237-I1,40.650749,-73.962427,215.6,,Private,1,11226,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",22
block,696.0,M00535267-I1,40.749515,-74.004533,3109.9,CORONA,Private,530,10001,0,2021-06-30T00:00:00.000,The scope of work is not an asbestos project as defined in the regulation of the NYC DEP. DEP Control# is required,1
block,3803.0,B00595356-P2,40.664864,-73.896964,100.0,JAMAICA,Private-Tax Exempt,461,11207,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,B00297139-I1,40.635041,-73.984943,215.6,,Private,4412,11219,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",20
no_good_check,,Q00701138-S7,40.730097,-73.781595,2573.4,JAMAICA,Private,75-60,11366,0,2023-08-25T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,M08050107-I1,40.754421,-73.980213,225.0,,Private,520,10036,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",507608
no_good_check,,Q00078845-I1,40.748925,-73.913652,287.7,,Private,50-01,11104,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",600
no_good_check,,B00251377-I1,40.641566,-73.975155,246.5,,Private,445,11218,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",20
block,7137.0,B00826679-I1,40.593423,-73.981716,0.0,,NYCHA,2218,11223,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",10
no_good_check,,M00314275-I1,40.808423,-73.96629,0.0,,Private-Tax Exempt,431,10025,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",45
no_good_check,,M00243876-I1,40.801114,-73.957773,246.5,,Private,2040,10026,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",87852
no_good_check,,M01041623-I1,40.739529,-74.00612,195.0,,Private,3,10014,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,1896.0,M00314275-I1,40.808423,-73.96629,0.0,,Private-Tax Exempt,431,10025,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",45
block,732.0,M00166408-I1,40.754664,-73.997257,473.1,,Private,434,10001,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1200
block,5495.0,B00850861-I1,40.619689,-73.97101,5448.0,LONG ISLAND CITY,Private,1275,11230,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1
no_good_check,,B00517528-I1,40.659394,-73.882613,0.0,,NYCHA,851,11207,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",400
block,3730.0,X00812831-I1,40.827858,-73.864953,0.0,,NYCHA,1810,10472,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",10
block,1480.0,M00726762-I1,40.763818,-73.955956,0.0,,Private-Tax Exempt,1252,10065,0,2022-07-20T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",600
no_good_check,,M00518543-I1,40.8153,-73.947739,2254.1,LONG ISLAND CITY,Private,308,10030,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",190
block,2016.0,M00375520-I1,40.824319,-73.93712,0.0,BRONX,City owned Non- NYCHA,2581,10039,0,2021-05-04T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
block,3056.0,B00679002-I1,40.70856,-73.938091,275.3,,Private,260,11206,0,2022-03-29T00:00:00.000,The scope of work is not an asbestos project as defined in the regulation of the NYC DEP. DEP Control# is required,25
block,424.0,M00908898-A8,40.719196,-73.993304,355.0,LONG ISLAND CITY,Private,125,10002,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",198
no_good_check,,M00246648-I1,40.746077,-73.982092,1482.5,,Private,2,10016,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",45
block,167.0,M00204818-I1,40.716498,-74.001122,0.0,,City owned Non- NYCHA,120,10013,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",144
block,8692.0,B00350450-I1,40.57718,-73.960499,308.3,,Private,3109,11235,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
no_good_check,,M00205778-P1,40.757839,-73.971372,3591.0,MORRISTOWN,Private,595,10022,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",649
block,218.0,M00340391-P1,40.722918,-74.011065,500.1,,Private,67,10013,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100000
no_good_check,,M00959050-I1,40.785009,-73.953688,5231.7,HUNTINGTON,Private,1192,10128,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",17
no_good_check,,B00330205-I1,40.612191,-73.975577,905.7,CORONA,Private,2402,11204,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",22
no_good_check,,M00527141-I1,40.80329,-73.956757,195.0,,Private,310,10026,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",2500
no_good_check,,Q00897345-P3,40.748794,-73.939555,355.0,LONG ISLAND CITY,Private,28-16,11101,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",212
no_good_check,,M00356633-I1,40.807877,-73.945747,431.9,,Private,100,10027,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,B00560232-S9,40.662144,-73.9098,225.0,NEW ROCHELLE,Private,380,11212,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",400
block,1861.0,M00350280-I1,40.799579,-73.963654,0.0,,Private-Tax Exempt,119,10025,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",32
block,78.0,M00374982-I1,40.709729,-74.006792,658.5,,Private,106,10038,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",45
block,795.0,M00218614-I1,40.740803,-73.995421,493.7,,Private,121,10011,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",400
no_good_check,,M00106968-I1,40.787734,-73.953246,225.9,,Private,53,10029,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",50
no_good_check,,X00440919-I1,40.8613,-73.906258,431.0,GARDEN CITY,Private,2331,10468,0,,The scope of work is not an asbestos project as defined in the regulation of the NYC DEP. DEP Control# is required,12
no_good_check,,Q00108950-I1,40.726191,-73.858691,236.2,,Private,65-50,11374,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",400
no_good_check,,S00389527-I1,40.595807,-74.113145,130.0,GARDEN CITY,Private,121,10304,0,2020-09-18T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",39
no_good_check,,B00313593-I1,40.648913,-73.904812,277.4,,Private,9801,11236,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1
no_good_check,,M00280601-I1,40.770888,-73.96545,0.0,,Private-Tax Exempt,44,10021,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",45
block,2697.0,X00341798-I1,40.821167,-73.896902,2986.3,JAMAICA,Private,941,10459,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,2166.0,Q00073530-I1,40.736083,-73.849609,318.6,,Private,108-50,11375,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1
no_good_check,,B01270557-I1,40.655915,-73.955605,236.2,,Private,522,11226,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",24
no_good_check,,M00338935-I1,40.764473,-73.988242,2254.1,SMITHTOWN,Private,771,10019,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",12500
block,40.0,M00072398-I1,40.706205,-74.009154,236.2,,Private,52,10005,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1700698
block,7381.0,B00793731-I1,40.596349,-73.95082,576.1,WEST MILFORD,Private,2657,11229,0,2022-08-19T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",145
no_good_check,,M00190625-I1,40.762495,-73.998202,298.0,CORONA,Private,633,10036,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",14
no_good_check,,M00397769-I1,40.767756,-73.964141,0.0,,Private-Tax Exempt,919,10065,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",25
no_good_check,,X08028198-I1,40.859448,-73.901113,0.0,STATEN ISLAND,City owned Non- NYCHA,2347,10468,0,2022-11-09T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1000
no_good_check,,Q00259911-I1,40.595258,-73.748506,267.1,,Private,14-30,11691,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",7
block,6996.0,B00347797-I1,40.581168,-73.983479,225.0,MORRISTOWN,Private,2702,11224,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",35312
block,1958.0,M00518543-I1,40.8153,-73.947739,2254.1,LONG ISLAND CITY,Private,308,10030,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",190
no_good_check,,M00269656-I1,40.755439,-73.981476,205.3,,Private,47,10036,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",36
no_good_check,,M00419982-I1,40.818224,-73.938831,1039.6,CORONA,Private,127,10030,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",19
block,3310.0,X00624868-I1,40.873832,-73.888121,225.0,CORONA,Private,3054,10468,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,432.0,Q00897345-P3,40.748794,-73.939555,355.0,LONG ISLAND CITY,Private,28-16,11101,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",212
no_good_check,,M00273794-P1,40.746484,-73.991598,325.0,CORONA,Private,132,10001,0,2021-04-20T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,Q01185942-I1,40.753629,-73.757491,0.0,NEW ROCHELLE,State,221-35,11364,0,2025-03-19T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,1007.0,M00157068-I1,40.762495,-73.97854,1049.0,GARDEN CITY,Private,1345,10105,0,,The scope of work is not an asbestos project as defined in the regulation of the NYC DEP. DEP Control# is required,14
block,5180.0,Q00222231-I1,40.756038,-73.825369,215.6,,Private,42-65,11355,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,4600.0,X00151477-I1,40.87365,-73.866155,246.5,CORONA,Private,3315,10467,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",12
no_good_check,,B00949397-P1,40.719113,-73.961277,295.0,,Private,80,11249,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",145
no_good_check,,M00187497-P2,40.705886,-74.015293,4384.1,CARMEL,Private,28,10004,0,,The scope of work requires related asbestos abatement as defined in the regulations of the NYC DEP.,200
no_good_check,,M00127101-I1,40.75547,-73.989616,2018.1,JERSEY CITY,Private,264,10018,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",40
no_good_check,,S00169784-I1,40.626334,-74.091759,473.1,DOBBS FERRY,Private,660,10301,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",828
no_good_check,,X00342827-I1,40.837355,-73.910195,0.0,,Private-Tax Exempt,319,10456,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,1020.0,M00324727-I1,40.761014,-73.985052,339.2,,Private,224,10019,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",400
no_good_check,,B00826679-I1,40.593423,-73.981716,0.0,,NYCHA,2218,11223,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",10
