dbn,ethnicity_amerindian_pct_1,teacher_ethnicity_white_pct,n_pct_core_sci_all,val_attendance_k8_all,near_pct_asian,val_chronic_absent_ems_allem,val_pct_accel_p_all,ethnicity_pacific_pct,val_hs_9gr_credits_all,val_pct_accel_try_sci_all,qr_3_1,near_pct_amerindian,ethnicity_asian_pct_dist,val_prof_pct_watn3_mthlevel2,iep,n_pct_core_mth_all,qr_1_2,val_prof_2plus_watn3_elalevel1,n_ele_core_all,val_pct_accelerated_all,val_pct_accel_sci_all,ethnicity_white_pct_dist,val_pct_accel_try_lote_all,cap_sc_pct,val_chronic_absent_ems_alleh,teacher_ethnicity_hispanic,near_pct_pacific,median_distance,principal,val_pct_accel_p_sci_all,rr_p,val_prof_2plus_watn3_mthlevel1,val_ele_core_all,enrollment,ethnicity_hispanic_pct,val_chronic_absent_ems_alleb,eni_pct_k8,gender_female_pct,near_pct_hispanic,dates_of_review,n_prof_pct_watn3_mthlevel34,n_pct_accel_try_sci_all,ethnicity_asian_pct,n_prof_pct_watn5_elalevel2,survey_pp_se,n_pct_accel_mth_all,n_interaction_k8_all,teacher_attendance,rr_s,rating_mth_grade_5_pct_rs,hra_elig_pct
02M527,0.003,0.788,No Data,0.951,0.112,0.895,No Data,0.004,No Data,No Data,Proficient,0.003,0.265,No Data,0.2,No Data,Proficient,No Data,49,No Data,No Data,0.445,No Data,0.004,0.861,No Data,0.006,0.2,Daniel Mccormick,No Data,39%,No Data,0.995,480,0.15,0.806,0.197,0.5,0.261,2019-11-01T00:00:00.000,40,No Data,0.121,No Data,0.88,No Data,486,0.97,,No Data,0.152
03M258,0.009,0.913,225,0.932,0.068,No Data,1,0.0,0.957,1,Proficient,0.01,0.052,No Data,0.262,225,Proficient,No Data,No Data,1,1,0.33,0,0.041,0.818,No Data,0.003,1.3,Andrew Sullivan,1,7%,No Data,No Data,244,0.549,0.737,0.779,0.488,0.311,2019-02-01T00:00:00.000,No Data,70,0.033,29,0.84,70,238,0.969,4%,2.49,0.668
01M064,0.007,0.87,No Data,0.911,0.121,No Data,No Data,0.0,No Data,No Data,Proficient,0.008,0.094,No Data,0.327,No Data,Proficient,No Data,26,No Data,No Data,0.179,No Data,0.0,0.635,No Data,0.005,0.4,Marlon L. Hosang,No Data,40%,No Data,0.979,202,0.743,0.6,0.91,0.421,0.553,2018-01-01T00:00:00.000,15,No Data,0.03,No Data,0.9,No Data,208,0.974,,No Data,0.797
28Q167,0.036,0.586,375,0.962,0.253,No Data,0.991,0.032,0.968,0.975,Well Developed,0.015,0.262,No Data,0.183,375,Well Developed,No Data,No Data,0.975,0.975,0.151,0,0.0,0.871,0.1,0.008,2.0,PATRICK FINLEY,1,19%,No Data,No Data,378,0.368,0.952,0.532,0.466,0.432,2019-11-01T00:00:00.000,No Data,118,0.198,34,0.73,118,379,0.988,67%,3.08,0.451
27Q333,0.046,0.556,100,0.952,0.013,No Data,1,0.016,0.982,0.433,Proficient,0.011,0.204,No Data,0.131,100,Developing,No Data,No Data,0.433,0.433,0.099,0,0.016,0.8,No Data,0.003,0.3,ANGELA LOGAN-SMITH,1,6%,No Data,No Data,367,0.215,0.866,0.787,0.512,0.272,2017-11-01T00:00:00.000,No Data,30,0.016,6,0.6,30,341,0.968,96%,No Data,0.708
12X195,0.013,0.606,No Data,0.931,0.024,No Data,No Data,0.004,No Data,No Data,Proficient,0.025,0.037,0.333,0.242,No Data,Proficient,0.138,127,No Data,No Data,0.015,No Data,0.078,0.777,0.211,0.002,0.2,Unal Karakas,No Data,36%,0.15,0.989,836,0.819,0.736,0.945,0.478,0.757,2016-11-01T00:00:00.000,20,No Data,0.018,No Data,0.6,No Data,821,0.987,,No Data,0.873
17K399,0.013,No Data,No Data,0.91,0.002,No Data,No Data,0.007,No Data,No Data,Well Developed,0.011,0.027,0.053,0.137,No Data,Developing,No Data,57,No Data,No Data,0.049,No Data,0.018,0.651,No Data,0.002,0.2,Lakeasha Williams,No Data,48%,0.059,0.909,284,0.148,0.668,0.864,0.511,0.215,2018-12-01T00:00:00.000,19,No Data,0.021,No Data,0.88,No Data,284,0.975,,No Data,0.803
07X049,0.01,0.284,No Data,0.928,0.002,No Data,No Data,0.004,No Data,No Data,Proficient,0.003,0.004,0.565,0.298,No Data,Well Developed,No Data,80,No Data,No Data,0.014,No Data,0.104,0.778,0.328,0.002,0.2,Frank Hernandez,No Data,58%,No Data,0.993,560,0.713,0.789,0.95,0.466,0.692,2018-01-01T00:00:00.000,47,No Data,0.002,No Data,0.81,No Data,567,0.972,,No Data,0.871
02M003,0.003,0.784,No Data,0.941,0.08,0.875,No Data,0.005,No Data,No Data,Proficient,0.004,0.265,No Data,0.215,No Data,Developing,No Data,99,No Data,No Data,0.445,No Data,0.008,0.79,No Data,0.003,0.5,LISA SIEGMAN,No Data,39%,No Data,0.988,647,0.153,0.837,0.22,0.47,0.129,2017-12-01T00:00:00.000,83,No Data,0.083,No Data,0.86,No Data,646,0.978,,No Data,0.158
14K586,0.004,0.488,135,0.893,0.046,No Data,No Data,0.014,0.743,0,Well Developed,0.003,0.037,No Data,0.28,135,Proficient,No Data,No Data,No Data,0,0.126,0,0.014,0.613,0.209,0.001,0.9,KAREN ONISHI,No Data,2%,No Data,No Data,143,0.615,0.63,0.915,0.462,0.637,2020-02-01T00:00:00.000,No Data,38,0.0,15,0.72,38,143,0.981,54%,2.31,0.84
29Q134,0.042,0.419,No Data,0.923,0.049,No Data,No Data,0.037,No Data,No Data,Proficient,0.036,0.186,0.063,0.173,No Data,Developing,No Data,48,No Data,No Data,0.018,No Data,0.063,0.729,No Data,0.025,0.3,RANDI POSNER MARINO,No Data,53%,0.095,0.947,300,0.187,0.744,0.761,0.54,0.142,2018-03-01T00:00:00.000,3,No Data,0.053,No Data,0.61,No Data,302,0.978,,No Data,0.723
06M209,0.003,0.387,313,0.939,0.012,No Data,No Data,0.003,0.906,0,Proficient,0.004,0.009,No Data,0.249,313,Proficient,No Data,No Data,0,0,0.023,0,0.003,0.767,0.29,0.001,0.5,BENJAMIN LEV,No Data,23%,No Data,No Data,321,0.816,0.727,0.843,0.458,0.635,2016-12-01T00:00:00.000,No Data,84,0.022,21,0.73,84,320,0.985,63%,2.4,0.757
05M161,0.008,0.176,335,0.908,0.011,No Data,0,0.001,0.88,0,Proficient,0.007,0.011,No Data,0.29,335,Developing,No Data,No Data,0,0,0.029,0,0.123,0.68,0.485,0.002,0.2,Pamela Price Haynes,No Data,13%,No Data,No Data,762,0.749,0.55,0.941,0.501,0.67,2017-01-01T00:00:00.000,No Data,115,0.013,36,0.78,115,753,0.964,19%,No Data,0.874
28Q101,0.038,0.86,No Data,0.953,0.296,0.931,No Data,0.002,No Data,No Data,Well Developed,0.002,0.283,No Data,0.169,No Data,Well Developed,No Data,12,No Data,No Data,0.171,No Data,0.017,0.768,No Data,0.002,0.4,MONIQUE LOPEZ-PANIAGUA,No Data,45%,No Data,No Data,662,0.186,0.88,0.162,0.485,0.136,2019-11-01T00:00:00.000,60,No Data,0.298,No Data,0.88,No Data,659,0.976,,No Data,0.14
24Q343,0.006,0.658,No Data,0.939,0.253,No Data,No Data,0.002,No Data,No Data,Well Developed,0.01,0.185,No Data,0.236,No Data,Proficient,No Data,No Data,No Data,No Data,0.1,No Data,0.037,0.789,0.132,0.0,0.3,Brooke Barr,No Data,42%,No Data,No Data,488,0.574,No Data,0.732,0.5,0.499,2019-10-01T00:00:00.000,No Data,No Data,0.279,No Data,0.89,No Data,488,0.977,,No Data,0.637
18K366,0.01,0.219,397,0.934,0.013,No Data,1,0.01,0.913,0.216,Proficient,0.006,0.011,No Data,0.206,397,Proficient,No Data,No Data,0.216,0.216,0.031,0,0.057,0.59,0.188,0.008,1.0,DENNIS HERRING JR,1,20%,No Data,No Data,407,0.096,0.802,0.714,0.501,0.138,2018-02-01T00:00:00.000,No Data,134,0.007,48,0.62,134,402,0.971,100%,2.48,0.627
29Q283,0.041,0.417,198,0.955,0.015,No Data,0.81,0.014,0.94,0.574,Proficient,0.018,0.154,No Data,0.162,198,Proficient,No Data,No Data,0.77,0.574,0.015,0,0.024,0.941,No Data,0.005,1.2,CHARLES ANDERSON,1,17%,No Data,No Data,210,0.081,0.89,0.59,0.548,0.085,2018-11-01T00:00:00.000,No Data,61,0.029,19,No Data,61,199,0.965,0%,2.55,0.503
14K132,0.006,0.851,No Data,0.939,0.037,0.688,No Data,0.003,No Data,No Data,No Data,0.007,0.037,0.292,0.139,No Data,Well Developed,0.55,97,No Data,No Data,0.223,No Data,0.022,0.753,0.106,0.003,0.4,Beth Lubeck,No Data,15%,0.571,0.989,641,0.3,0.653,0.508,0.512,0.386,2016-01-07T00:00:00.000,49,No Data,0.067,No Data,0.86,No Data,633,0.98,,No Data,0.388
03M250,0.009,0.667,139,0.901,0.055,No Data,0,0.0,0.86,0,Proficient,0.01,0.052,No Data,0.355,139,Developing,No Data,No Data,0,0,0.33,0,0.013,0.6,No Data,0.003,1.3,Novella Bailey,No Data,5%,No Data,No Data,152,0.507,0.678,0.745,0.559,0.317,2019-03-01T00:00:00.000,No Data,54,0.013,12,0.75,54,145,0.976,19%,2.52,0.645
12X047,0.013,0.633,No Data,0.94,0.167,No Data,No Data,0.006,No Data,No Data,Developing,0.02,0.037,0.091,0.185,No Data,Proficient,0.068,163,No Data,No Data,0.015,No Data,0.057,0.822,0.19,0.007,0.3,THOMAS GUARNIERI,No Data,72%,0.145,0.992,1019,0.65,0.791,0.919,0.492,0.626,2018-01-01T00:00:00.000,42,No Data,0.121,No Data,0.81,No Data,1018,0.975,,No Data,0.882
01M034,0.006,0.606,121,0.874,0.097,No Data,No Data,0.004,0.927,0,Proficient,0.0,0.166,No Data,0.416,121,Developing,No Data,No Data,0,0,0.161,0,0.022,0.545,0.303,0.006,0.2,ANGELIKI LOUKATOS,No Data,11%,No Data,No Data,279,0.581,0.491,0.955,0.477,0.569,2017-10-01T00:00:00.000,No Data,43,0.022,8,0.66,43,278,0.986,17%,No Data,0.871
02M104,0.004,0.754,1080,0.964,0.141,0.927,0.911,0.004,0.976,0.713,Proficient,0.007,0.256,No Data,0.166,1080,Proficient,No Data,No Data,0.713,0.713,0.406,0.384,0.02,0.783,0.087,0.004,1.3,Rocco Macri,1,42%,No Data,No Data,1101,0.188,0.785,0.438,0.464,0.324,2018-11-01T00:00:00.000,No Data,359,0.353,56,No Data,359,1100,0.985,0%,3.6,0.351
06M128,0.003,0.352,No Data,0.919,0.016,No Data,No Data,0.0,No Data,No Data,Proficient,0.006,0.011,0.038,0.249,No Data,Proficient,0,84,No Data,No Data,0.063,No Data,0.125,0.741,0.481,0.002,0.3,CARY PANTALEON,No Data,76%,0.318,0.986,502,0.928,0.938,0.865,0.496,0.895,2019-02-01T00:00:00.000,31,No Data,0.008,No Data,0.86,No Data,498,0.98,,No Data,0.733
04M377,0.007,0.278,196,0.923,0.043,No Data,1,0.0,0.726,1,Proficient,0.015,0.034,No Data,0.257,196,Proficient,No Data,No Data,1,1,0.026,0,0.05,0.755,0.278,0.006,0.7,Brian Bradley,1,1%,No Data,No Data,202,0.525,0.72,0.921,0.619,0.566,2017-05-01T00:00:00.000,No Data,57,0.005,8,0.62,57,214,0.977,0%,2.31,0.871
24Q113,0.005,0.865,291,0.953,0.064,No Data,0.34,0.0,0.932,0.333,No Data,0.006,0.194,No Data,0.153,291,Well Developed,No Data,No Data,0.333,0.333,0.138,0.98,0.034,0.845,0.096,0.0,0.3,Alejandro Megias,1,86%,No Data,No Data,834,0.417,No Data,0.347,0.496,0.404,2015-02-04T00:00:00.000,No Data,99,0.061,21,0.87,99,829,0.975,67%,No Data,0.275
11X019,0.012,0.875,180,0.951,0.028,No Data,0,0.004,0.915,0,Proficient,0.01,0.094,No Data,0.164,180,Proficient,No Data,No Data,0,0,0.088,0,0.0,0.822,No Data,0.003,0.2,TIMOTHY SULLIVAN,No Data,42%,No Data,No Data,525,0.284,0.865,0.441,0.48,0.355,2016-12-01T00:00:00.000,No Data,60,0.025,10,0.68,60,535,0.975,59%,No Data,0.358
01M134,0.007,0.656,No Data,0.907,0.245,No Data,No Data,0.013,No Data,No Data,Proficient,0.007,0.094,0.133,0.447,No Data,Proficient,0.176,46,No Data,No Data,0.179,No Data,0.128,0.577,No Data,0.004,0.3,ROBERT PERALES,No Data,63%,0.059,0.923,235,0.596,0.5,0.935,0.472,0.377,2020-01-01T00:00:00.000,15,No Data,0.081,No Data,0.69,No Data,239,0.971,,No Data,0.894
23K671,0.016,0,193,0.918,0.008,No Data,0,0.0,0.87,0,No Data,0.012,0.007,No Data,0.291,193,Proficient,No Data,No Data,0,0,0.009,0,0.128,0.714,No Data,0.001,0.4,Nadia Lopez,No Data,9%,No Data,No Data,203,0.177,0.682,0.915,0.507,0.294,2014-10-28T00:00:00.000,No Data,55,0.005,8,0.78,55,204,0.962,7%,2.17,0.872
13K287,0.007,0.385,No Data,0.892,0.036,No Data,No Data,0.0,No Data,No Data,Proficient,0.012,0.044,No Data,0.255,No Data,Developing,No Data,33,No Data,No Data,0.238,No Data,0.01,0.667,No Data,0.004,0.2,MICHELE RAWLINS,No Data,62%,0,0.825,102,0.225,0.563,0.914,0.431,0.335,2016-11-01T00:00:00.000,6,No Data,0.059,No Data,0.39,No Data,109,0.978,,No Data,0.882
20K971,0.003,0.5,No Data,0.953,0.249,No Data,No Data,0.0,No Data,No Data,Proficient,0.002,0.497,0.2,0.16,No Data,Proficient,No Data,58,No Data,No Data,0.235,No Data,0.003,0.817,0.25,0.0,0.2,Ruth Stanislaus,No Data,99%,No Data,1,312,0.455,No Data,0.852,0.519,0.666,2017-02-01T00:00:00.000,25,No Data,0.446,No Data,0.82,No Data,297,0.966,,No Data,0.766
29Q147,0.039,0.447,228,0.925,0.029,No Data,0,0.002,0.916,0,Proficient,0.024,0.154,No Data,0.218,228,Proficient,No Data,No Data,0,0,0.017,0,0.113,0.678,No Data,0.005,0.4,Afua Hill,No Data,8%,No Data,No Data,541,0.104,0.748,0.576,0.47,0.089,2018-03-01T00:00:00.000,No Data,71,0.015,17,No Data,71,542,0.974,0%,No Data,0.529
26Q172,0.006,0.754,997,0.965,0.669,No Data,0.389,0.011,0.973,0.381,Developing,0.012,0.645,No Data,0.166,997,Proficient,No Data,No Data,0.381,0.381,0.143,0.979,0.044,0.897,0.123,0.012,0.7,JEFFREY SLIVKO,1,29%,No Data,No Data,1009,0.152,0.898,0.484,0.491,0.118,2018-02-01T00:00:00.000,No Data,328,0.624,77,0.61,328,1013,0.978,95%,3.32,0.41
14K414,0.006,0.689,No Data,0.94,0.024,0.889,No Data,0.0,No Data,No Data,Proficient,0.003,0.037,0.211,0.23,No Data,Proficient,No Data,89,No Data,No Data,0.223,No Data,0.042,0.819,No Data,0.001,0.3,Eva Irizarry,No Data,73%,0.167,0.996,574,0.596,No Data,0.576,0.476,0.804,2019-01-01T00:00:00.000,46,No Data,0.033,No Data,0.88,No Data,572,0.978,,No Data,0.446
04M012,0.011,0.4,202,0.967,0.076,0.93,1,0.02,0.974,1,Proficient,0.007,0.05,No Data,0.057,202,Well Developed,No Data,No Data,1,1,0.036,1,0.0,0.94,No Data,0.003,4.1,JANETTE CESAR,1,23%,No Data,No Data,600,0.138,0.889,0.358,0.49,0.529,2018-11-01T00:00:00.000,No Data,74,0.432,3,0.73,74,596,0.974,27%,No Data,0.218
13K266,0.011,0.313,155,0.913,0.056,No Data,0.933,0.0,0.914,0.333,Proficient,0.006,0.027,No Data,0.307,155,Proficient,No Data,No Data,0.333,0.333,0.057,0,0.066,0.725,No Data,0.006,1.6,Glenda Esperance,1,4%,No Data,No Data,166,0.301,0.743,0.73,0.446,0.22,2017-05-01T00:00:00.000,No Data,42,0.0,9,0.64,42,168,0.981,20%,2.3,0.639
11X287,0.014,0.396,480,0.891,0.011,No Data,0.933,0.004,0.85,0.147,Proficient,0.013,0.066,No Data,0.255,480,Developing,No Data,No Data,0.147,0.147,0.041,0,0.094,0.558,0.125,0.002,0.6,Magdalen Neyra,1,3%,No Data,No Data,513,0.384,0.659,0.895,0.46,0.309,2020-01-01T00:00:00.000,No Data,190,0.021,40,0.6,190,498,0.973,31%,2.19,0.836
21K188,0.008,0.613,No Data,0.875,0.041,No Data,No Data,0.0,No Data,No Data,Proficient,0.006,0.277,No Data,0.298,No Data,Developing,No Data,47,No Data,No Data,0.375,No Data,0.098,0.413,No Data,0.0,0.2,FREDERICK TUDDA,No Data,38%,No Data,0.977,315,0.368,0.47,0.928,0.479,0.329,2016-10-01T00:00:00.000,25,No Data,0.051,No Data,0.44,No Data,325,0.981,,No Data,0.889
08X062,0.012,0.481,No Data,0.915,0.002,No Data,No Data,0.0,No Data,No Data,Proficient,0.004,0.055,0.107,0.345,No Data,Proficient,No Data,82,No Data,No Data,0.044,No Data,0.17,0.684,0.365,0.0,0.2,LISA MANFREDONIA,No Data,68%,0.063,0.992,565,0.791,0.596,0.935,0.402,0.762,2019-01-01T00:00:00.000,45,No Data,0.004,No Data,0.76,No Data,560,0.963,,No Data,0.85
22K217,0.01,0.815,No Data,0.926,0.553,0.773,No Data,0.001,No Data,No Data,Proficient,0.002,0.166,0.104,0.136,No Data,Proficient,0.158,155,No Data,No Data,0.31,No Data,0.031,0.773,No Data,0.002,0.2,Robert Bonilla,No Data,64%,0.208,0.992,1069,0.172,0.793,0.784,0.495,0.193,2019-03-01T00:00:00.000,93,No Data,0.528,No Data,0.87,No Data,1070,0.972,,No Data,0.712
01M110,0.007,0.769,No Data,0.941,0.155,No Data,No Data,0.006,No Data,No Data,Proficient,0.008,0.094,No Data,0.127,No Data,Developing,No Data,49,No Data,No Data,0.179,No Data,0.003,0.733,No Data,0.005,0.4,KAREN FEUER,No Data,58%,No Data,0.986,361,0.468,0.667,0.64,0.427,0.501,2016-10-01T00:00:00.000,45,No Data,0.155,No Data,0.65,No Data,353,0.977,,No Data,0.501
09X070,0.005,0.409,No Data,0.912,0.006,No Data,No Data,0.001,No Data,No Data,Proficient,0.002,0.008,0.21,0.233,No Data,Proficient,0.114,174,No Data,No Data,0.013,No Data,0.092,0.67,0.33,0.001,0.2,KERRY CASTELLANO,No Data,32%,0.121,0.96,998,0.765,0.674,0.941,0.477,0.73,2016-12-01T00:00:00.000,41,No Data,0.003,No Data,0.79,No Data,998,0.969,,No Data,0.88
13K351,0.011,0.5,166,0.925,0.037,No Data,0,0.006,0.88,0,Proficient,0.007,0.027,No Data,0.331,166,Developing,No Data,No Data,0,0,0.057,0,0.087,0.594,No Data,0.017,0.7,Emily Jarrell,No Data,10%,No Data,No Data,172,0.18,0.75,0.83,0.465,0.222,2020-01-01T00:00:00.000,No Data,45,0.029,14,0.9,45,178,0.972,1%,2.19,0.767
04M224,0.007,0.625,203,0.941,0.078,No Data,0.927,0.0,0.914,0.81,Proficient,0.011,0.034,No Data,0.236,203,Developing,No Data,No Data,0.81,0.81,0.026,0.873,0.096,0.778,No Data,0.005,1.4,LUIS GENAO,1,17%,No Data,No Data,208,0.471,0.734,0.709,0.519,0.417,2019-05-01T00:00:00.000,No Data,63,0.067,11,0.7,63,206,0.977,95%,3.08,0.567
15K443,0.003,0.806,564,0.952,0.122,1,1,0.0,0.99,1,Proficient,0.003,0.127,No Data,0.201,564,Well Developed,No Data,No Data,1,1,0.311,0,0.003,0.844,No Data,0.002,1.2,FRANK GIORDANO,1,12%,No Data,No Data,573,0.311,0.889,0.407,0.67,0.353,2019-12-01T00:00:00.000,No Data,181,0.106,27,0.92,181,571,0.978,0%,3.38,0.321
12X300,0.013,0.42,No Data,0.907,0.005,No Data,No Data,0.004,No Data,No Data,Proficient,0.005,0.037,0.212,0.337,No Data,Developing,0.1,108,No Data,No Data,0.015,No Data,0.124,0.615,0.16,0.002,0.2,VENESSA SINGLETON,No Data,33%,0.184,0.983,534,0.624,0.681,0.958,0.511,0.569,2017-05-01T00:00:00.000,34,No Data,0.006,No Data,No Data,No Data,554,0.995,,No Data,0.916
02M006,0.003,0.9,No Data,0.958,0.207,No Data,No Data,0.0,No Data,No Data,Proficient,0.0,0.265,No Data,0.196,No Data,Proficient,No Data,68,No Data,No Data,0.445,No Data,0.003,0.829,No Data,0.0,0.2,LAUREN FONTANA,No Data,22%,No Data,1,578,0.071,No Data,0.077,0.514,0.072,2019-10-01T00:00:00.000,80,No Data,0.19,No Data,0.87,No Data,575,0.972,,No Data,0.036
03M334,0.006,0.862,162,0.97,0.116,0.983,1,0.0,1,1,Well Developed,0.004,0.065,No Data,0.096,162,Well Developed,No Data,No Data,1,1,0.303,0.939,0.0,0.956,No Data,0.003,1.6,JODI HYDE,1,45%,No Data,No Data,522,0.086,No Data,0.139,0.46,0.229,2019-12-01T00:00:00.000,No Data,49,0.312,2,0.87,49,520,0.987,57%,No Data,0.073
28Q121,0.038,0.865,No Data,0.936,0.369,No Data,No Data,0.074,No Data,No Data,No Data,0.206,0.283,0.35,0.142,No Data,Well Developed,No Data,No Data,No Data,No Data,0.171,No Data,0.043,0.8,No Data,0.065,0.3,Evelyn Vadi,No Data,56%,0.611,No Data,786,0.13,0.764,0.651,0.487,0.174,2016-05-17T00:00:00.000,96,No Data,0.45,No Data,0.91,No Data,788,0.979,,No Data,0.576
05M197,0.008,0.265,No Data,0.902,0.029,No Data,No Data,0.004,No Data,No Data,Proficient,0.005,0.013,No Data,0.368,No Data,Proficient,No Data,43,No Data,No Data,0.04,No Data,0.107,0.634,No Data,0.007,0.2,Natasha Spann,No Data,100%,0.043,0.932,242,0.376,0.57,0.939,0.426,0.288,2016-12-01T00:00:00.000,9,No Data,0.012,No Data,0.76,No Data,243,0.981,,No Data,0.884
28Q349,0.038,0.553,No Data,0.94,0.403,No Data,No Data,0.006,No Data,No Data,Proficient,0.016,0.283,No Data,0.14,No Data,Proficient,No Data,No Data,No Data,No Data,0.171,No Data,0.06,0.767,0.132,0.004,0.1,TANYA BATES HOWELL,No Data,95%,No Data,No Data,484,0.382,0.795,0.799,0.521,0.419,2017-12-01T00:00:00.000,No Data,No Data,0.405,No Data,0.81,No Data,481,0.985,,No Data,0.707
02M289,0.004,0.722,269,0.97,0.453,No Data,No Data,0.0,0.999,0,Proficient,0.004,0.256,No Data,0.21,269,Proficient,No Data,No Data,0,0,0.406,0,0.0,0.769,0,0.001,1.2,Zeynep Ozkan,No Data,1%,No Data,No Data,276,0.185,No Data,0.503,0.475,0.12,2019-12-01T00:00:00.000,No Data,93,0.5,19,0.89,93,273,0.974,0%,3.45,0.399
05M286,0.011,No Data,95,0.889,0.019,No Data,0.791,0.0,0.816,0,No Data,0.009,0.019,No Data,0.456,95,Developing,No Data,No Data,0.791,0,0.061,0,0.243,0.568,0.333,0.003,0.9,Melisha Jackman,No Data,13%,No Data,No Data,103,0.359,0.516,0.947,0.456,0.464,2015-03-31T00:00:00.000,No Data,43,0.019,20,0.73,43,104,0.966,20%,2.31,0.883
12X691,0.013,0.593,No Data,0.945,0.071,No Data,No Data,0.007,No Data,No Data,Proficient,0.014,0.037,No Data,0.23,No Data,Proficient,No Data,43,No Data,No Data,0.015,No Data,0.0,0.815,0.185,0.004,0.2,Beverly Urquiza,No Data,75%,No Data,0.996,300,0.62,0.828,0.883,0.537,0.666,2018-01-01T00:00:00.000,21,No Data,0.157,No Data,0.89,No Data,299,0.973,,No Data,0.79
07X065,0.01,0.424,No Data,0.879,0.005,No Data,No Data,0.012,No Data,No Data,Proficient,0.013,0.004,0.35,0.262,No Data,Proficient,No Data,38,No Data,No Data,0.014,No Data,0.099,0.518,0.303,0.005,0.2,Jasmine Gonzalez,No Data,57%,No Data,0.943,332,0.654,0.425,0.968,0.515,0.631,2018-11-01T00:00:00.000,7,No Data,0.006,No Data,0.75,No Data,351,0.984,,No Data,0.907
10X054,0.007,0.343,No Data,0.937,0.008,No Data,No Data,0.023,No Data,No Data,Proficient,0.015,0.037,0.136,0.198,No Data,Proficient,No Data,57,No Data,No Data,0.053,No Data,0.103,0.768,0.486,0.008,0.2,Marybelle Ferreira,No Data,93%,0.238,0.966,400,0.735,0.824,0.929,0.518,0.676,2017-02-01T00:00:00.000,17,No Data,0.0,No Data,0.82,No Data,401,0.977,,No Data,0.855
29Q132,0.042,0.276,No Data,0.93,0.007,No Data,No Data,0.0,No Data,No Data,Proficient,0.019,0.186,No Data,0.242,No Data,Proficient,No Data,33,No Data,No Data,0.018,No Data,0.074,0.846,No Data,0.001,0.5,ALICIA HAWKINS DAVIS,No Data,40%,No Data,0.929,298,0.084,0.778,0.635,0.419,0.084,2018-01-01T00:00:00.000,21,No Data,0.01,No Data,0.91,No Data,321,0.969,,No Data,0.574
11X021,0.012,0.413,No Data,0.897,0.016,No Data,No Data,0.017,No Data,No Data,Proficient,0.019,0.082,0.024,0.24,No Data,Developing,No Data,101,No Data,No Data,0.061,No Data,0.098,0.568,No Data,0.011,0.3,JOYCE COLEMAN,No Data,14%,0.025,0.969,600,0.338,0.661,0.893,0.44,0.366,2017-04-01T00:00:00.000,31,No Data,0.018,No Data,0.71,No Data,596,0.969,,No Data,0.83
02M217,0.004,0.762,87,0.959,0.196,0.921,0,0.03,0.999,0,Well Developed,0.006,0.265,No Data,0.13,87,Well Developed,No Data,No Data,0,0,0.418,0,0.008,0.862,0.143,0.005,0.9,MANDANA BECKMAN,No Data,45%,No Data,No Data,600,0.152,0.944,0.258,0.527,0.212,2018-03-01T00:00:00.000,No Data,29,0.285,5,0.81,29,605,0.97,0%,No Data,0.165
05M318,0.008,No Data,No Data,0.919,0.013,No Data,No Data,0.01,No Data,No Data,Proficient,0.007,0.013,No Data,0.286,No Data,Proficient,No Data,34,No Data,No Data,0.04,No Data,0.005,0.683,No Data,0.001,0.4,DAWN BROOKS DECOSTA,No Data,80%,No Data,0.938,206,0.199,0.708,0.836,0.544,0.4,2019-04-01T00:00:00.000,21,No Data,0.0,No Data,0.87,No Data,203,0.984,,No Data,0.757
07X151,0.008,0.238,174,0.897,0.003,No Data,No Data,0.016,0.829,0,Proficient,0.006,0.005,No Data,0.291,174,Proficient,No Data,No Data,0,0,0.011,0,0.111,0.616,0.429,0.006,0.3,Socorro Rivera,No Data,20%,No Data,No Data,189,0.683,0.607,0.942,0.513,0.612,2017-11-01T00:00:00.000,No Data,77,0.0,11,0.74,77,189,0.965,0%,2.32,0.857
22K312,0.01,0.944,No Data,0.942,0.041,No Data,No Data,0.003,No Data,No Data,Proficient,0.007,0.166,0.148,0.237,No Data,Proficient,No Data,113,No Data,No Data,0.31,No Data,0.067,0.67,No Data,0.002,0.3,Sungmin Yoo,No Data,46%,No Data,1,668,0.171,0.863,0.448,0.524,0.153,2020-01-01T00:00:00.000,78,No Data,0.048,No Data,0.87,No Data,667,0.974,,No Data,0.374
11X481,0.012,0.25,No Data,0.935,0.074,No Data,No Data,0.0,No Data,No Data,Proficient,0.018,0.082,No Data,0.165,No Data,Well Developed,No Data,No Data,No Data,No Data,0.061,No Data,0.045,0.768,0.5,0.002,0.2,Katiria Rojas,No Data,76%,No Data,No Data,267,0.577,0.848,0.832,0.498,0.594,2018-01-01T00:00:00.000,No Data,No Data,0.116,No Data,0.9,No Data,251,0.968,,No Data,0.76
08X448,0.011,0.276,361,0.923,0.091,No Data,1,0.005,0.887,0.294,Developing,0.014,0.06,No Data,0.251,361,Developing,No Data,No Data,0.294,0.294,0.038,0,0.08,0.731,0.414,0.003,0.6,WILLIAM FRACKELTON,1,6%,No Data,No Data,374,0.671,0.735,0.847,0.487,0.572,2020-01-01T00:00:00.000,No Data,126,0.019,42,0.61,126,378,0.993,8%,2.53,0.757
