manhattan_cooperatives_comparable_properties_address,borough,comparable_rental_2_gross_income_per_sqft,postcode,comparable_rental_2_building_classification,comparable_rental_1_neighborhood,comparable_rental_1_boro_block_lot,manhattan_cooperatives_comparable_properties_est_gross_income,longitude,comparable_rental_1_address,comparable_rental_1_est_gross_income,community_council,comparable_rental_1_year_built,bbl,manhattan_cooperatives_comparable_properties_total_units
"{'latitude': '40.631046816883', 'longitude': '-74.035909120257', 'human_address': '{""address"": ""51 78 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,28.5,,D9-ELEVATOR,UPPER EAST SIDE (59-79),1-01428-0007,569010,,"{'latitude': '40.633425821061', 'longitude': '-74.029594565135', 'human_address': '{""address"": ""211 73 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",692800,,1930,,21
"{'latitude': '40.713935278866', 'longitude': '-74.010677170794', 'human_address': '{""address"": ""75 PARK TERRACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,17.54,,D7-ELEVATOR,INWOOD,1-02250-0050,1223600,,"{'latitude': '40.871944007864', 'longitude': '-73.919055752705', 'human_address': '{""address"": ""583 215 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",993685,,1930,,78
"{'latitude': '40.655335490283', 'longitude': '-74.006156403502', 'human_address': '{""address"": ""318 36 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,34.8,,C4-WALK-UP,CHELSEA,1-00741-0001,315000,,"{'latitude': '40.742977678649', 'longitude': '-74.003894249895', 'human_address': '{""address"": ""108 9 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",424000,,1910,,14
"{'latitude': '40.627499358985', 'longitude': '-74.03478390264', 'human_address': '{""address"": ""134 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,27.7,,D1-ELEVATOR,UPPER WEST SIDE (79-96),1-01229-0039,327608,,"{'latitude': '40.626908262746', 'longitude': '-74.032238190292', 'human_address': '{""address"": ""208 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",503141,,1910,,20
"{'latitude': '40.737577275701', 'longitude': '-73.986061138271', 'human_address': '{""address"": ""24 GRAMERCY PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,35.5,10003.0,D1-ELEVATOR,MURRAY HILL,1-00885-0051,1725000,-73.985674,"{'latitude': '40.658074964642', 'longitude': '-74.001636044993', 'human_address': '{""address"": ""150 30 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",758000,2.0,1962,1008750056.0,18
"{'latitude': '40.732806346498', 'longitude': '-73.991213809282', 'human_address': '{""address"": ""801 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,40.4,10003.0,D6-ELEVATOR,GREENWICH VILLAGE-WEST,1-00610-0060,4500000,-73.991265,"{'latitude': '40.734029424458', 'longitude': '-73.999973205847', 'human_address': '{""address"": ""1 CHRISTOPHER STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4640000,2.0,1931,1005630037.0,152
"{'latitude': '40.829145787917', 'longitude': '-73.945207722176', 'human_address': '{""address"": ""510 151 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,16.56,,C7-WALK-UP,HARLEM-UPPER,1-02068-0001,192640,,"{'latitude': '40.830382786677', 'longitude': '-73.943846517998', 'human_address': '{""address"": ""1881 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",231367,,1940,,14
"{'latitude': '40.855464878074', 'longitude': '-73.938963199379', 'human_address': '{""address"": ""23 CHITTENDEN AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,14.85,10033.0,D1-ELEVATOR,WASHINGTON HEIGHTS UPPER,1-02165-0065,261540,-73.938836,"{'latitude': '40.850860349284', 'longitude': '-73.932595999412', 'human_address': '{""address"": ""1469 ST NICHOLAS AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",372288,10.0,1905,1021790261.0,18
"{'latitude': '40.785437796226', 'longitude': '-73.973856740821', 'human_address': '{""address"": ""124 84 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,42.6,,D7-ELEVATOR,UPPER EAST SIDE (59-79),1-01453-0021,1730836,,"{'latitude': '40.628960395409', 'longitude': '-74.027160515172', 'human_address': '{""address"": ""353 78 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1763333,,1986,,37
"{'latitude': '40.633321381801', 'longitude': '-74.032550984768', 'human_address': '{""address"": ""112 74 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,49.7,,D6-ELEVATOR,UPPER EAST SIDE (59-79),1-01439-0023,1643492,,"{'latitude': '40.762879675158', 'longitude': '-73.959593646731', 'human_address': '{""address"": ""1185 1 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2138078,,1996,,23
"{'latitude': '40.766423003953', 'longitude': '-73.971410738197', 'human_address': '{""address"": ""812 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.3,10065.0,D3-ELEVATOR,UPPER EAST SIDE (59-79),1-01431-0016,2966370,-73.971459,"{'latitude': '40.631221459132', 'longitude': '-74.029897000109', 'human_address': '{""address"": ""231 76 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1892995,4.0,1938,1013770003.0,30
"{'latitude': '40.622643528317', 'longitude': '-74.025039849798', 'human_address': '{""address"": ""512 84 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,35.6,,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01517-0025,987030,,"{'latitude': '40.623212800551', 'longitude': '-74.03637947676', 'human_address': '{""address"": ""155 88 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",917560,,1976,,24
"{'latitude': '40.848728956075', 'longitude': '-73.94019527056', 'human_address': '{""address"": ""5 PINEHURST AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,11.73,10033.0,C1-WALK-UP,WASHINGTON HEIGHTS UPPER,1-02167-0063,546825,-73.940292,"{'latitude': '40.852937783172', 'longitude': '-73.932703918055', 'human_address': '{""address"": ""258 WADSWORTH AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",500730,10.0,1923,1021770028.0,38
"{'latitude': '40.770658810711', 'longitude': '-73.962021816211', 'human_address': '{""address"": ""1003 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.7,10021.0,D7-ELEVATOR,UPPER EAST SIDE (59-79),1-01448-0001,1908284,-73.962081,"{'latitude': '40.769606603937', 'longitude': '-73.957750036571', 'human_address': '{""address"": ""1404 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1633157,4.0,1966,1014070020.0,16
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""320 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.0,,D7-ELEVATOR,UPPER WEST SIDE (59-79),1-01150-0048,2233232,,"{'latitude': '40.629614291868', 'longitude': '-74.033574375312', 'human_address': '{""address"": ""140 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2297524,,1914,,34
"{'latitude': '40.640570829873', 'longitude': '-74.025567250253', 'human_address': '{""address"": ""27 65 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,,,UPPER EAST SIDE (79-96),1-01511-0033,4746720,,"{'latitude': '40.776576349664', 'longitude': '-73.955609650142', 'human_address': '{""address"": ""1450 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3908339,,1961,,87
"{'latitude': '40.646804110777', 'longitude': '-74.022246738534', 'human_address': '{""address"": ""36 56 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,25.3,,D3-ELEVATOR,UPPER WEST SIDE (79-96),1-01203-0033,4116000,,"{'latitude': '40.767852935294', 'longitude': '-73.981336598051', 'human_address': '{""address"": ""295 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4141606,,1941,,102
"{'latitude': '40.665561413174', 'longitude': '-73.991115608499', 'human_address': '{""address"": ""140 16 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,39.4,,C4-WALK-UP,CHELSEA,1-00745-0049,560000,,"{'latitude': '40.659113903277', 'longitude': '-73.991295168789', 'human_address': '{""address"": ""320 22 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",311000,,1900,,12
"{'latitude': '40.738678919349', 'longitude': '-73.989882812678', 'human_address': '{""address"": ""889 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.4,10003.0,D6-ELEVATOR,FLATIRON,1-00818-0019,1208473,-73.989932,"{'latitude': '40.66773000146', 'longitude': '-73.995418278486', 'human_address': '{""address"": ""27 16 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1937010,2.0,1907,1008480012.0,19
"{'latitude': '40.626604667055', 'longitude': '-74.034176775558', 'human_address': '{""address"": ""150 83 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,36.2,,C4-WALK-UP,UPPER EAST SIDE (59-79),1-01417-0019,429480,,"{'latitude': '40.641290416348', 'longitude': '-74.022185288766', 'human_address': '{""address"": ""245 62 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",431083,,1910,,20
"{'latitude': '40.739749112564', 'longitude': '-73.982481392377', 'human_address': '{""address"": ""330 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,34.1,10010.0,D1-ELEVATOR,CHELSEA,1-00738-0057,6100000,-73.982451,"{'latitude': '40.663689670778', 'longitude': '-73.985501967085', 'human_address': '{""address"": ""330 15 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",534000,2.0,1904,1008800042.0,208
"{'latitude': '40.843635306525', 'longitude': '-73.941517286384', 'human_address': '{""address"": ""255 FT WASHINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,17.9,10032.0,D7-ELEVATOR,WASHINGTON HEIGHTS LOWER,1-02144-0042,579462,-73.94142,"{'latitude': '40.847128162863', 'longitude': '-73.935338931601', 'human_address': '{""address"": ""1351 ST NICHOLAS AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",607173,10.0,1910,1021390175.0,36
"{'latitude': '40.646256174968', 'longitude': '-74.012166388648', 'human_address': '{""address"": ""413 50 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,39.4,,C4-WALK-UP,CLINTON,1-01053-0012,236840,,"{'latitude': '40.649745745118', 'longitude': '-74.007375750848', 'human_address': '{""address"": ""447 43 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",406485,,1920,,15
"{'latitude': '40.720737444865', 'longitude': '-74.000728636352', 'human_address': '{""address"": ""459 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,30.4,10013.0,D1-ELEVATOR,SOHO,1-00506-0016,1366120,-74.000823,"{'latitude': '40.727057891887', 'longitude': '-74.004897077844', 'human_address': '{""address"": ""30 CHARLTON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1604052,1.0,1920,1002310030.0,13
"{'latitude': '40.832302888152', 'longitude': '-73.94256225023', 'human_address': '{""address"": ""501 156 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,13.24,,C7-WALK-UP,WASHINGTON HEIGHTS LOWER,1-02127-0046,421876,,"{'latitude': '40.841444447638', 'longitude': '-73.935770606175', 'human_address': '{""address"": ""2228 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",331273,,1910,,35
"{'latitude': '40.623427895966', 'longitude': '-74.031018772314', 'human_address': '{""address"": ""302 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,23.91,,D3-ELEVATOR,UPPER WEST SIDE (79-96),1-01210-0012,1870425,,"{'latitude': '40.629612150649', 'longitude': '-74.033321842043', 'human_address': '{""address"": ""147 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2581011,,1926,,37
"{'latitude': '40.626328497018', 'longitude': '-74.029566527135', 'human_address': '{""address"": ""309 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,36.3,,C5-WALK-UP,UPPER WEST SIDE (79-96),1-01245-0046,247792,,"{'latitude': '40.787269288593', 'longitude': '-73.981186368655', 'human_address': '{""address"": ""104 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",262228,,1910,,11
"{'latitude': '40.786073190294', 'longitude': '-73.953046582358', 'human_address': '{""address"": ""1220 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,34.8,10128.0,D8-ELEVATOR,UPPER EAST SIDE (59-79),1-01406-0001,6931500,-73.95298,"{'latitude': '40.770568878508', 'longitude': '-73.964063277217', 'human_address': '{""address"": ""737 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8386811,4.0,1940,1015070033.0,55
"{'latitude': '40.798869828852', 'longitude': '-73.96614283492', 'human_address': '{""address"": ""180 104 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,15.46,,C7-WALK-UP,HARLEM-EAST,1-01680-0001,376682,,"{'latitude': '40.792062675009', 'longitude': '-73.941409355299', 'human_address': '{""address"": ""2100 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",533436,,1920,,36
"{'latitude': '40.56353273741', 'longitude': '-74.178778285902', 'human_address': '{""address"": ""60 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.2,,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01559-0019,11047744,,"{'latitude': '40.771720010706', 'longitude': '-73.950195731525', 'human_address': '{""address"": ""1493 YORK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",10263132,,1956,,125
"{'latitude': '40.789481620785', 'longitude': '-73.946211734935', 'human_address': '{""address"": ""1862 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,12.09,10029.0,C7-WALK-UP,HARLEM-EAST,1-01661-0044,550189,-73.946239,"{'latitude': '40.800738093371', 'longitude': '-73.95463836828', 'human_address': '{""address"": ""204 112 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",586466,8.0,1910,1016300038.0,38
"{'latitude': '40.778725729314', 'longitude': '-73.960367063677', 'human_address': '{""address"": ""1095 MADISON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.0,10028.0,D7-ELEVATOR,UPPER EAST SIDE (79-96),1-01517-0050,2591943,-73.960502,"{'latitude': '40.781207858115', 'longitude': '-73.95431462642', 'human_address': '{""address"": ""1329 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3305454,4.0,1929,1014940050.0,34
"{'latitude': '40.84724279691', 'longitude': '-73.934989015325', 'human_address': '{""address"": ""592 178 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,17.32,,C1-WALK-UP,WASHINGTON HEIGHTS LOWER,1-02133-0013,406312,,"{'latitude': '40.845778878595', 'longitude': '-73.935376160706', 'human_address': '{""address"": ""574 176 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",346094,,1913,,30
"{'latitude': '40.625498427202', 'longitude': '-74.029472260077', 'human_address': '{""address"": ""324 83 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.6,,D5-ELEVATOR,UPPER WEST SIDE (79-96),1-01252-0022,783608,,"{'latitude': '40.618696199047', 'longitude': '-74.032762687727', 'human_address': '{""address"": ""306 93 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",618263,,1927,,25
"{'latitude': '40.650340069421', 'longitude': '-74.01134977815', 'human_address': '{""address"": ""305 45 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,44.2,,D6-ELEVATOR,UPPER EAST SIDE (59-79),1-01406-0001,12774102,,"{'latitude': '40.770568878508', 'longitude': '-73.964063277217', 'human_address': '{""address"": ""737 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8386811,,1940,,348
"{'latitude': '40.782610800481', 'longitude': '-73.98472070423', 'human_address': '{""address"": ""33 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,40.0,10023.0,D6-ELEVATOR,UPPER WEST SIDE (79-96),1-01230-0043,6513500,-73.984423,"{'latitude': '40.786226075039', 'longitude': '-73.978083707654', 'human_address': '{""address"": ""2290 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5301704,6.0,1924,1011850001.0,144
"{'latitude': '40.625441806032', 'longitude': '-74.035536708068', 'human_address': '{""address"": ""120 85 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,,,UPPER EAST SIDE (59-79),1-01448-0037,713448,,"{'latitude': '40.631904121024', 'longitude': '-74.026573572703', 'human_address': '{""address"": ""334 74 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",952763,,1914,,12
"{'latitude': '40.6682923387', 'longitude': '-73.989769115685', 'human_address': '{""address"": ""226 12 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,,,EAST VILLAGE,1-00469-0030,2117476,,"{'latitude': '40.732140848196', 'longitude': '-73.985125399143', 'human_address': '{""address"": ""223 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2489000,,1925,,84
"{'latitude': '40.730800858373', 'longitude': '-74.005450077006', 'human_address': '{""address"": ""47 MORTON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.3,10014.0,D1-ELEVATOR,GREENWICH VILLAGE-WEST,1-00590-0034,440000,-74.005419,"{'latitude': '40.731610248199', 'longitude': '-74.0015919855', 'human_address': '{""address"": ""7 CORNELIA STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",880000,3.0,1900,1005840043.0,29
"{'latitude': '40.777826407285', 'longitude': '-73.982184616108', 'human_address': '{""address"": ""2039 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,10023.0,,UPPER WEST SIDE (59-79),1-01113-0001,16848200,-73.982499,"{'latitude': '40.643263878645', 'longitude': '-74.022379076216', 'human_address': '{""address"": ""45 60 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",18148640,6.0,1981,1011620029.0,396
"{'latitude': '40.820955683066', 'longitude': '-73.954925118101', 'human_address': '{""address"": ""611 136 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,17.05,,C1-WALK-UP,HARLEM-WEST,1-01988-0044,356687,,"{'latitude': '40.819029622759', 'longitude': '-73.952598718668', 'human_address': '{""address"": ""510 135 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",352754,,1910,,20
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""450 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,26.1,,D3-ELEVATOR,UPPER WEST SIDE (59-79),1-01186-0083,3456555,,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""393 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2573018,,1927,,56
"{'latitude': '40.641192091989', 'longitude': '-74.025054344213', 'human_address': '{""address"": ""1 64 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.3,,D3-ELEVATOR,UPPER WEST SIDE (79-96),1-01210-0012,4075444,,"{'latitude': '40.629612150649', 'longitude': '-74.033321842043', 'human_address': '{""address"": ""147 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2581011,,1926,,94
"{'latitude': '40.618296383063', 'longitude': '-74.031818651564', 'human_address': '{""address"": ""345 93 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.8,,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01568-0021,11222244,,"{'latitude': '40.777547617456', 'longitude': '-73.945941938327', 'human_address': '{""address"": ""1673 YORK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",15495147,,1974,,315
"{'latitude': '40.774633814081', 'longitude': '-73.965439239922', 'human_address': '{""address"": ""944 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.1,10021.0,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01510-0020,3166134,-73.965368,"{'latitude': '40.776477424241', 'longitude': '-73.957777016232', 'human_address': '{""address"": ""1195 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5429922,4.0,1987,1013900003.0,14
"{'latitude': '40.635476322052', 'longitude': '-74.035087312993', 'human_address': '{""address"": ""55 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,,,UPPER EAST SIDE (59-79),1-01387-0056,2315643,,"{'latitude': '40.772241617483', 'longitude': '-73.965088504331', 'human_address': '{""address"": ""900 MADISON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2882037,,1939,,31
"{'latitude': '40.772961075106', 'longitude': '-73.966662317882', 'human_address': '{""address"": ""920 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.7,10021.0,D6-ELEVATOR,UPPER EAST SIDE (59-79),1-01473-0038,4067292,-73.966246,"{'latitude': '40.627616833323', 'longitude': '-74.025716786443', 'human_address': '{""address"": ""420 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3563601,4.0,1959,1013870069.0,27
"{'latitude': '40.665529593659', 'longitude': '-73.984059805469', 'human_address': '{""address"": ""380 12 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,35.9,,D1-ELEVATOR,GREENWICH VILLAGE-WEST,1-00631-0001,3530000,,"{'latitude': '40.733687682087', 'longitude': '-74.008516765125', 'human_address': '{""address"": ""669 WASHINGTON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4987000,,1930,,53
"{'latitude': '40.627645458856', 'longitude': '-74.028347183911', 'human_address': '{""address"": ""333 80 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.7,,D7-ELEVATOR,UPPER EAST SIDE (79-96),1-01549-0024,1414654,,"{'latitude': '40.777133929322', 'longitude': '-73.949170504412', 'human_address': '{""address"": ""1653 1 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1412421,,1910,,54
"{'latitude': '40.765206229381', 'longitude': '-73.975012995737', 'human_address': '{""address"": ""65 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.0,10000.0,D6-ELEVATOR,UPPER WEST SIDE (59-79),1-01158-0033,6371680,-73.965126,"{'latitude': '40.777026010679', 'longitude': '-73.982796155087', 'human_address': '{""address"": ""212 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",6399443,6.0,1926,1011110001.0,111
"{'latitude': '40.629509743754', 'longitude': '-74.032887560948', 'human_address': '{""address"": ""161 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,44.6,,D3-ELEVATOR,UPPER EAST SIDE (79-96),1-01518-0009,1760928,,"{'latitude': '40.622523196482', 'longitude': '-74.036716247475', 'human_address': '{""address"": ""115 89 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1801660,,1924,,24
"{'latitude': '40.627258992864', 'longitude': '-74.036681005925', 'human_address': '{""address"": ""71 83 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,42.6,,C4-WALK-UP,UPPER WEST SIDE (79-96),1-01198-0015,385000,,"{'latitude': '40.784339593136', 'longitude': '-73.971078072168', 'human_address': '{""address"": ""29 84 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",341329,,1900,,12
"{'latitude': '40.669482381414', 'longitude': '-73.992098242538', 'human_address': '{""address"": ""169 12 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,52.0,,D7-ELEVATOR,GREENWICH VILLAGE-WEST,1-00585-0001,1060000,,"{'latitude': '40.73193400413', 'longitude': '-74.006565236322', 'human_address': '{""address"": ""464 HUDSON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3471000,,1900,,25
"{'latitude': '40.648471523923', 'longitude': '-74.009791487427', 'human_address': '{""address"": ""415 46 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,38.3,,C4-WALK-UP,CLINTON,1-01078-0014,309070,,"{'latitude': '40.645249922576', 'longitude': '-74.008947878843', 'human_address': '{""address"": ""533 49 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",360534,,1901,,20
"{'latitude': '40.80284554614', 'longitude': '-73.944862751892', 'human_address': '{""address"": ""1486 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,15.87,10035.0,C7-WALK-UP,HARLEM-CENTRAL,1-01823-0031,114757,-73.944881,"{'latitude': '40.800345430899', 'longitude': '-73.950996128131', 'human_address': '{""address"": ""65 LENOX AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",110078,9.0,1900,1017180035.0,12
"{'latitude': '40.767213321538', 'longitude': '-73.979929806901', 'human_address': '{""address"": ""232 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,27.4,10000.0,D3-ELEVATOR,MIDTOWN WEST,1-01041-0011,4690800,-73.965126,"{'latitude': '40.647221153479', 'longitude': '-74.013757141581', 'human_address': '{""address"": ""335 50 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",6222652,6.0,1930,1011110001.0,164
"{'latitude': '40.807360142727', 'longitude': '-73.966968087372', 'human_address': '{""address"": ""417 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,16.75,10025.0,D3-ELEVATOR,UPPER WEST SIDE (96-116),1-01859-0039,1146502,-73.966922,"{'latitude': '40.798793369764', 'longitude': '-73.96397755586', 'human_address': '{""address"": ""120 105 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",903426,7.0,1929,1018950076.0,76
