property_name,metered_areas_water,data_center_cooling_equipment_redundancy,wastewater_treatment_plant_gross_floor_area_ft,national_median_reference_property_type,data_center_it_site_energy_kwh,last_modified_date_water_meters,weather_normalized_site_natural_gas_use_therms,nta,convention_center_gross_floor_area_ft,metered_areas_energy,total_ghg_emissions_metric_tons_co2e,annual_maximum_demand_meter_name_meter_id,outpatient_rehabilitation_physical_therapy_gross_floor_area_ft,multifamily_housing_percent_that_can_be_heated,multifamily_housing_number_of_laundry_hookups_in_all_units,mailing_center_post_office_gross_floor_area_ft,parent_property_name,enclosed_mall_gross_floor_area_ft,year_built,municipally_supplied_potable_water_outdoor_use_kgal,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,municipally_supplied_potable_water_mixed_indoor_outdoor_use_kgal,last_modified_date_electric_meters,alert_water_meter_has_less_than_12_full_calendar_months_of_data,primary_property_type_portfolio_manager_calculated,fuel_oil_5_6_use_kbtu,medical_office_percent_that_can_be_cooled,percent_of_electricity_that_is_green_power,list_of_all_property_use_types_at_property,multifamily_housing_total_number_of_residential_living_units,_3rd_largest_property_use_type_gross_floor_area_ft,manufacturing_industrial_plant_gross_floor_area_ft,site_energy_use_kbtu,release_date,number_of_active_energy_meters_total,museum_gross_floor_area_ft,k_12_school_gross_floor_area_ft,green_power_offsite_kwh,_2nd_largest_property_use_type,multifamily_housing_resident_population_type,indoor_water_use_all_water_sources_kgal,natural_gas_use_kbtu,hospital_general_medical_surgical_percent_that_can_be_heated,estimated_data_flag_fuel_oil_no_5_and_no_6,leed_us_project_id,propane_use_kbtu,alert_energy_meter_has_single_entry_more_than_65_days,adult_education_gross_floor_area_ft,community_board,electricity_use_generated_from_onsite_renewable_systems_and_used_onsite_kbtu,supermarket_grocery_gross_floor_area_ft,barracks_gross_floor_area_ft,avoided_emissions_onsite_green_power_metric_tons_co2e
M052-0100066,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,1792.6,Marble Hill-Inwood,Not Available,Whole Property,858.6,0100066E (7935334),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1932,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,11323970.3,2021-05-28T17:29:28.000,3,Not Available,164575,0,Not Available,Not Available,Not Available,172200,Not Available,No,Not Available,Not Available,Ok,Not Available,112.0,Not Available,Not Available,Not Available,Not Available
888 Seventh Ave,Whole Property,Not Available,Not Available,CBECS - Other,Not Available,04/09/2021 01:00 PM EDT,63070.3,Midtown-Midtown South,Not Available,Whole Property,5335.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1970,Not Available,Not Available,Not Available,03/31/2021 06:27 PM EDT,Ok,Mixed Use Property,Not Available,Not Available,0,"Financial Office, Office, Parking, Restaurant",Not Available,72752,Not Available,74267210.5,2021-05-12T16:55:43.000,7,Not Available,Not Available,0,Financial Office,Not Available,11991.9,6307029.9,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,105.0,Not Available,Not Available,Not Available,Not Available
K440-0300364,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 04:22 PM EDT,146693,Crown Heights South,Not Available,Whole Property,1277.9,0300364E (7943506),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1924,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,"Heated Swimming Pool, K-12 School",Not Available,Not Available,Not Available,20541689.4,2021-05-28T17:29:28.000,3,Not Available,324000,0,Heated Swimming Pool,Not Available,187.6,12765900,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,309.0,Not Available,Not Available,Not Available,Not Available
K304-0300299,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 04:03 PM EDT,3199,Stuyvesant Heights,Not Available,Whole Property,439,0300299E (7934773),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1950,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5902559.6,2021-05-28T17:29:28.000,3,Not Available,109200,0,Not Available,Not Available,206.8,319900,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,303.0,Not Available,Not Available,Not Available,Not Available
Q137-0401457,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,60185.4,Ozone Park,Not Available,Whole Property,604.1,0401457E (8013798),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,2001,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,9390364,2021-05-28T17:29:28.000,3,Not Available,186000,0,Not Available,Not Available,Not Available,5391500,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,410.0,Not Available,Not Available,Not Available,Not Available
K238-0300242,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,43813.8,Homecrest,Not Available,Whole Property,370.1,0300242E (7899876),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5985600.3,2021-05-28T17:29:28.000,3,Not Available,105600,0,Not Available,Not Available,Not Available,3879000.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,315.0,Not Available,Not Available,Not Available,Not Available
M898-0101303,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 10:56 AM EDT,5476,Marble Hill-Inwood,Not Available,Whole Property,52.7,0101303E (8316640),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1950,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,807571.6,2021-05-28T17:29:28.000,2,Not Available,23080,0,Not Available,Not Available,56.6,435800,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,112.0,Not Available,Not Available,Not Available,Not Available
M137-0100123,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,411,Lower East Side,Not Available,Whole Property,164.2,0100123E (7935630),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1966,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2221054,2021-05-28T17:29:28.000,3,Not Available,99700,0,Not Available,Not Available,Not Available,41100,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,103.0,Not Available,Not Available,Not Available,Not Available
X077-0200115,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 10:19 AM EDT,2750.2,West Farms-Bronx River,Not Available,Whole Property,627.9,0200115E (8052727),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1925,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,8328828.1,2021-05-28T17:29:28.000,3,Not Available,130975,0,Not Available,Not Available,325,257400,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,209.0,Not Available,Not Available,Not Available,Not Available
Q048-0400043,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 11:38 AM EDT,23116.3,South Jamaica,Not Available,Whole Property,180.2,0400043E (7978848),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2988500.1,2021-05-28T17:29:28.000,3,Not Available,44460,0,Not Available,Not Available,332.1,2094500.3,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,412.0,Not Available,Not Available,Not Available,Not Available
K284-0300085,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,39831.8,Brownsville,Not Available,Whole Property,342.2,0300085E (7934779),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1954,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,"Heated Swimming Pool, K-12 School",Not Available,Not Available,Not Available,5523809.2,2021-05-28T17:29:28.000,3,Not Available,110400,0,Heated Swimming Pool,Not Available,Not Available,3618100,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,316.0,Not Available,Not Available,Not Available,Not Available
CBRE-1166 Avenue of the Americas,Whole Property,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,05/08/2019 01:06 PM EDT,Not Available,Midtown-Midtown South,Not Available,Whole Property,9960.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1974,Not Available,Not Available,Not Available,04/16/2021 10:37 AM EDT,Possible Issue,Office,Not Available,Not Available,0,"Bank Branch, Data Center, Financial Office, Office",Not Available,7238,Not Available,138709156.3,2021-04-16T11:27:31.000,5,Not Available,Not Available,0,Financial Office,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,105.0,Not Available,Not Available,Not Available,Not Available
Conde Nast Building,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,379902.4,Midtown-Midtown South,Not Available,Whole Property,8976.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1999,Not Available,Not Available,Not Available,05/04/2021 07:28 PM EDT,Unable to Check (not enough data),Office,Not Available,Not Available,0,"Office, Retail Store",Not Available,Not Available,Not Available,126054250.5,2021-05-10T18:34:54.000,6,Not Available,Not Available,0,Retail Store,Not Available,Not Available,34039087.3,Not Available,Not Available,1000098026,Not Available,Ok,Not Available,105.0,Not Available,Not Available,Not Available,Not Available
M040-0100056,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 09:25 AM EDT,5,Gramercy,Not Available,Whole Property,399,0100056E (8108455),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1898,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5766021.8,2021-05-28T17:29:28.000,3,Not Available,114125,0,Not Available,Not Available,0,500,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,106.0,Not Available,Not Available,Not Available,Not Available
R043-0500481,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:18 AM EDT,27691.9,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Not Available,Whole Property,979.9,0500481E (8030614),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,2008,Not Available,Not Available,Not Available,04/21/2021 04:03 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,13024442.6,2021-05-28T17:29:28.000,2,Not Available,194208,0,Not Available,Not Available,437.8,2088300.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,502.0,Not Available,Not Available,Not Available,Not Available
X028-0200065,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,0,Mount Hope,Not Available,Whole Property,408.3,0200065E (8032682),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1907,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5421552.3,2021-05-28T17:29:28.000,3,Not Available,94980,0,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,205.0,Not Available,Not Available,Not Available,Not Available
K198-0300200,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,35800.1,East Flatbush-Farragut,Not Available,Whole Property,284.9,0300200E (7896934),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4673760.1,2021-05-28T17:29:28.000,3,Not Available,80400,0,Not Available,Not Available,Not Available,3253800.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,317.0,Not Available,Not Available,Not Available,Not Available
X410-0200228,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,166403.5,East Concourse-Concourse Village,Not Available,Whole Property,1127.5,0200228E (8106339),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1940,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,19023888.8,2021-05-28T17:29:28.000,2,Not Available,337450,0,Not Available,Not Available,Not Available,14580099.8,Not Available,No,Not Available,Not Available,Ok,Not Available,204.0,Not Available,Not Available,Not Available,Not Available
M087-0100087,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,3.4,Upper West Side,Not Available,Whole Property,428.1,0100087E (8108453),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1954,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5666654.3,2021-05-28T17:29:28.000,3,Not Available,106800,0,Not Available,Not Available,Not Available,300,Not Available,No,Not Available,Not Available,Ok,Not Available,107.0,Not Available,Not Available,Not Available,Not Available
K128 & K721 Tandem-0300136,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,43892.5,Bensonhurst West,Not Available,Whole Property,444.6,0300136E (7896368),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1909,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6962323.7,2021-05-28T17:29:28.000,3,Not Available,132000,0,Not Available,Not Available,Not Available,3836200,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,311.0,Not Available,Not Available,Not Available,Not Available
K857-0300217,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,13292.9,East New York,Not Available,Whole Property,138.9,0300217E (7943411),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1973,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2139119.2,2021-05-28T17:29:28.000,2,Not Available,48360,0,Not Available,Not Available,Not Available,1178300,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,305.0,Not Available,Not Available,Not Available,Not Available
124110 - 1370 Avenue of the Americas,Whole Property,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,02/22/2021 11:58 AM EST,Not Available,Midtown-Midtown South,Not Available,Whole Property,2126.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1971,Not Available,Not Available,Not Available,03/15/2021 04:59 PM EDT,Ok,Office,Not Available,Not Available,0,"Bank Branch, Financial Office, Office, Restaurant, Retail Store",Not Available,12214,Not Available,29251616.4,2021-03-15T17:37:08.000,4,Not Available,Not Available,0,Financial Office,Not Available,6596.8,Not Available,Not Available,Not Available,1000109552,Not Available,Ok,Not Available,105.0,Not Available,Not Available,Not Available,Not Available
Q070-0400062,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,46652,Astoria,Not Available,Whole Property,569.3,0400062E (8011410),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1923,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,8487851.3,2021-05-28T17:29:28.000,3,Not Available,165393,0,Not Available,Not Available,Not Available,3992199.8,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,401.0,Not Available,Not Available,Not Available,Not Available
R040-0500063,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:59 AM EDT,22332.8,West New Brighton-New Brighton-St. George,Not Available,Whole Property,220.9,0500063E (7979678),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1925,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,3449930.5,2021-05-28T17:29:28.000,3,Not Available,43260,0,Not Available,Not Available,233.4,1975000.3,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,501.0,Not Available,Not Available,Not Available,Not Available
X340-0201270,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:39 AM EDT,19875.6,Van Cortlandt Village,Not Available,Whole Property,290.6,0201270E (8106375),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1999,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4233754.6,2021-05-28T17:29:28.000,2,Not Available,67632,0,Not Available,Not Available,297.4,1738900.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,207.0,Not Available,Not Available,Not Available,Not Available
X042-0200078,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,12270,Claremont-Bathgate,Not Available,Whole Property,129.3,0200078E (8052423),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1906,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2034415.7,2021-05-28T17:29:28.000,3,Not Available,78175,0,Not Available,Not Available,Not Available,1227000,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,203.0,Not Available,Not Available,Not Available,Not Available
X096-0200138,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:59 AM EDT,52878,Bronxdale,Not Available,Whole Property,590.5,0200138E (8052717),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1929,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,9207211.4,2021-05-28T17:29:28.000,3,Not Available,148666,0,Not Available,Not Available,619.4,5287800.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,211.0,Not Available,Not Available,Not Available,Not Available
X117-0200160,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 10:09 AM EDT,3436,Mount Hope,Not Available,Whole Property,703.3,0200160E (8080083),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1938,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,9326873.5,2021-05-28T17:29:28.000,3,Not Available,136025,0,Not Available,Not Available,Not Available,343600,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,205.0,Not Available,Not Available,Not Available,Not Available
K017-0300044,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 12:48 PM EDT,44962,North Side-South Side,Not Available,Whole Property,393.6,0300044E (8137848),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1919,Not Available,Not Available,Not Available,04/21/2021 03:22 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6333148.6,2021-05-28T17:29:28.000,3,Not Available,91200,0,Not Available,Not Available,216.1,4011000.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,301.0,Not Available,Not Available,Not Available,Not Available
M124-0100195,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 09:35 AM EDT,7,Chinatown,Not Available,Whole Property,417.6,0100195E (8316642),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1978,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5512961.9,2021-05-28T17:29:28.000,3,Not Available,111725,0,Not Available,Not Available,93275.3,700,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,103.0,Not Available,Not Available,Not Available,Not Available
X118-0200016,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,80886.9,East Tremont,Not Available,Whole Property,542.7,0200016E (8080079),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1938,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,9149231.4,2021-05-28T17:29:28.000,3,Not Available,114080,0,Not Available,Not Available,Not Available,6954400.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,206.0,Not Available,Not Available,Not Available,Not Available
K227-0300232,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 02:47 PM EDT,65379.1,Bensonhurst West,Not Available,Whole Property,506.5,0300232E (7899171),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1929,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,8334078.3,2021-05-28T17:29:28.000,3,Not Available,146400,0,Not Available,Not Available,281.5,5762500,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,311.0,Not Available,Not Available,Not Available,Not Available
K010-0300038,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,53187.6,Park Slope-Gowanus,Not Available,Whole Property,384.1,0300038E (8137842),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1930,Not Available,Not Available,Not Available,04/21/2021 03:22 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6431582.3,2021-05-28T17:29:28.000,3,Not Available,92400,0,Not Available,Not Available,Not Available,4737399.9,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,307.0,Not Available,Not Available,Not Available,Not Available
K260-0300264,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,5,Canarsie,Not Available,Whole Property,407.9,0300264E (7899920),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1953,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5372828.1,2021-05-28T17:29:28.000,3,Not Available,85200,0,Not Available,Not Available,Not Available,500,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,318.0,Not Available,Not Available,Not Available,Not Available
Q650-0401559,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 12:50 PM EDT,45387.8,Richmond Hill,Not Available,Whole Property,948.3,0401559E (8032188),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,2006,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,13292522.7,2021-05-28T17:29:28.000,2,Not Available,149900,0,Not Available,Not Available,127.9,4096500.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,409.0,Not Available,Not Available,Not Available,Not Available
K243-0300247,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,1114.8,Crown Heights North,Not Available,Whole Property,458.8,0300247E (7899886),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1961,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6037158.7,2021-05-28T17:29:28.000,3,Not Available,110400,0,Not Available,Not Available,Not Available,104700,Not Available,No,Not Available,Not Available,Ok,Not Available,308.0,Not Available,Not Available,Not Available,Not Available
M036-0100054,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,44976.5,Morningside Heights,Not Available,Whole Property,316.7,0100054E (7934698),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1966,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5289965.3,2021-05-28T17:29:28.000,2,Not Available,85280,0,Not Available,Not Available,Not Available,3933900,Not Available,No,Not Available,Not Available,Ok,Not Available,109.0,Not Available,Not Available,Not Available,Not Available
K002-0301578,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,89080.7,Prospect Lefferts Gardens-Wingate,Not Available,Whole Property,745.8,0301578E (7836167),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1992,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,12010866.5,2021-05-28T17:29:28.000,3,Not Available,157200,0,Not Available,Not Available,Not Available,7872800.3,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,309.0,Not Available,Not Available,Not Available,Not Available
R021-0500044,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:09 AM EDT,5643.8,Port Richmond,Not Available,Whole Property,115.6,0500044E (7979019),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,1648541.8,2021-05-28T17:29:28.000,3,Not Available,40860,0,Not Available,Not Available,7156,496700,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,501.0,Not Available,Not Available,Not Available,Not Available
K093-0300104,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 01:30 PM EDT,33,Crown Heights North,Not Available,Whole Property,505.1,0300104E (7877763),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1907,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6676230.3,2021-05-28T17:29:28.000,3,Not Available,92400,0,Not Available,Not Available,2933.2,3000,Not Available,No,Not Available,Not Available,Ok,Not Available,303.0,Not Available,Not Available,Not Available,Not Available
