unnamed_column,q31_my_teachers_check_in,q25_in_how_many_of_your,q50_at_this_school_students,q63_if_you_are_a_student,q33_i_feel_like_i_belong,q48_i_feel_safe_in_the_1,q21_in_how_many_of_your_1,q6_at_this_school_we_have,q40_discipline_is_applied,q59_if_you_are_a_student,q46_i_feel_safe_outside_around,q7_in_general_my_teachers,q38_when_my_teachers_tell_1,q51_at_this_school_students,q8_i_feel_that_my_teachers,q9_in_general_my_teachers_1,q57_if_you_are_a_student,q9_in_general_my_teachers,q3_my_school_encourages_and_1,q7_in_general_my_teachers_1,q56_at_this_school_there_1,q48_i_feel_safe_in_the,q53_at_this_school_students,q43_in_how_many_of_your,q41_in_how_many_of_your_1,q14_during_this_school_year_1,q40_discipline_is_applied_1,q34_my_teachers_will_always_1,q19_in_how_many_of_your,q22_in_how_many_of_your_1,q47_i_feel_safe_traveling_1,q45_in_how_many_of_your_1,q28_i_m_learning_a_lot_in_1,q10_i_am_presented_with_1,q61_if_you_are_a_student,q29_my_school_expects_all,q51_at_this_school_students_1,q39_my_classes_at_this_school_1,q22_in_how_many_of_your,q56_at_this_school_there,q55_at_this_school_students_1,q1_most_students_at_this
09X327,0.25,0.2,0.77,0.03,0.08,0.96,0.86,0.18,0.14,0.06,0.07,0.04,0.92,0.86,0.04,0.85,0.09,0.15,0.93,0.96,0.07,0.04,0.8,0.59,0.61,0.65,0.86,0.91,0.17,0.72,0.94,0.82,0.89,0.93,0.06,0.05,0.14,0.84,0.28,0.93,0.09,0.13
30Q502,0.28,0.36,0.77,0.14,0.27,0.92,0.77,0.22,0.14,0.28,0.13,0.05,0.87,0.88,0.01,0.79,,0.21,0.91,0.95,0.07,0.08,0.84,0.56,0.54,0.68,0.86,0.84,0.31,0.4,0.94,0.72,0.74,0.94,0.28,0.06,0.12,0.71,0.6,0.93,0.15,0.08
20K220,0.27,0.28,0.69,,0.15,0.86,0.85,0.12,0.15,,0.13,0.06,0.93,0.81,0.03,0.82,0.1,0.18,0.94,0.94,0.11,0.14,0.79,0.66,0.47,0.63,0.85,0.91,0.18,0.52,0.88,0.79,0.91,0.95,,0.08,0.19,0.77,0.48,0.89,0.13,0.14
02M104,0.35,0.28,0.77,,0.13,0.92,0.88,0.18,0.16,,0.09,0.04,0.89,0.91,0.02,0.77,0.15,0.23,0.91,0.96,0.04,0.08,0.85,0.6,0.48,0.66,0.84,0.89,0.17,0.57,0.88,0.82,0.88,0.96,,0.11,0.09,0.76,0.43,0.96,0.09,0.09
16K669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02M047,0.17,0.2,0.91,0.07,0.2,0.96,0.82,0.1,0.15,0.16,0.09,0.01,0.89,0.95,0.01,0.87,,0.13,0.95,0.99,0.02,0.04,0.93,0.57,0.53,0.79,0.85,0.91,0.25,0.6,0.81,0.77,0.84,0.99,0.07,0.04,0.05,0.79,0.4,0.98,0.06,0.04
75X188,0.04,0.08,0.89,0.05,0.07,0.95,0.93,0.11,0.07,0.05,0.07,0.02,0.96,0.92,0.02,0.94,0.02,0.06,0.94,0.98,0.07,0.05,0.92,0.23,0.89,0.27,0.93,0.96,0.11,0.9,0.92,0.9,0.98,0.96,0.15,0.03,0.08,0.93,0.1,0.93,0.06,0.04
22K240,0.3,0.29,0.6,,0.22,0.84,0.82,0.28,0.21,,0.21,0.1,0.84,0.77,0.05,0.76,0.12,0.24,0.88,0.9,0.18,0.16,0.67,0.59,0.49,0.65,0.79,0.85,0.22,0.6,0.84,0.8,0.86,0.9,,0.13,0.23,0.75,0.4,0.82,0.11,0.25
23K178,0.16,0.25,0.52,,0.21,0.89,0.74,0.25,0.33,,0.33,0.11,0.8,0.75,0.09,0.78,0.1,0.22,0.85,0.89,0.17,0.11,0.62,0.48,0.49,0.7,0.67,0.89,0.25,0.45,0.73,0.89,0.95,0.91,,0.11,0.25,0.72,0.55,0.83,0.13,0.36
28Q686,0.38,0.36,0.79,0.05,0.18,0.94,0.79,0.24,0.16,0.12,0.07,0.05,0.87,0.85,0.04,0.73,,0.28,0.9,0.95,0.11,0.06,0.8,0.49,0.56,0.73,0.84,0.84,0.26,0.43,0.93,0.7,0.77,0.94,0.05,0.07,0.15,0.79,0.57,0.89,0.22,0.1
23K644,0.31,0.19,0.65,,0.18,0.78,0.83,0.15,0.15,,0.3,0.12,0.88,0.82,0.04,0.82,0.11,0.18,0.87,0.88,0.2,0.22,0.71,0.49,0.65,0.57,0.85,0.85,0.16,0.6,0.79,0.78,0.9,0.9,,0.07,0.18,0.79,0.4,0.8,0.18,0.21
02M600,0.25,0.3,0.82,0.05,0.13,0.95,0.85,0.05,0.12,0.16,0.11,0.03,0.94,0.92,0.02,0.85,,0.15,0.97,0.97,0.04,0.05,0.88,0.52,0.62,0.7,0.88,0.94,0.22,0.57,0.82,0.81,0.86,0.97,0.15,0.03,0.08,0.86,0.43,0.96,0.16,0.07
23K518,0.28,0.27,0.59,,0.23,0.89,0.76,0.24,0.3,,0.25,0.09,0.78,0.82,0.05,0.77,0.11,0.23,0.88,0.91,0.22,0.11,0.62,0.57,0.51,0.7,0.7,0.82,0.24,0.56,0.86,0.73,0.88,0.86,,0.07,0.18,0.66,0.44,0.78,0.09,0.23
84K395,0.1,0.23,0.81,0.1,0.1,0.92,0.9,0.05,0.1,0.19,0.33,0.05,0.9,0.9,0.0,0.95,,0.05,1.0,0.95,0.19,0.08,0.86,0.81,0.33,0.33,0.9,0.86,0.24,0.57,0.92,0.86,0.9,1.0,0.14,0.05,0.1,0.74,0.43,0.81,0.14,0.16
24Q267,0.24,0.31,0.85,0.08,0.16,0.93,0.85,0.18,0.12,0.24,0.14,0.03,0.93,0.91,0.02,0.85,,0.15,0.94,0.97,0.05,0.07,0.87,0.54,0.65,0.65,0.88,0.92,0.21,0.61,0.94,0.77,0.82,0.98,0.21,0.05,0.09,0.87,0.39,0.95,0.15,0.05
09X328,0.31,0.26,0.58,,0.18,0.86,0.81,0.18,0.24,,0.15,0.13,0.88,0.8,0.07,0.81,0.12,0.19,0.91,0.87,0.11,0.14,0.73,0.62,0.47,0.7,0.76,0.91,0.21,0.58,0.82,0.79,0.87,0.93,,0.1,0.2,0.72,0.43,0.89,0.09,0.25
05M129,0.12,0.18,0.63,,0.25,0.86,0.77,0.13,0.19,,0.09,0.04,0.84,0.83,0.0,0.8,0.1,0.2,0.88,0.96,0.1,0.14,0.69,0.6,0.5,0.66,0.81,0.96,0.12,0.62,0.92,0.92,0.96,0.93,,0.06,0.17,0.85,0.38,0.9,0.12,0.22
12X684,0.19,0.18,0.61,0.09,0.21,0.83,0.84,0.15,0.18,0.14,0.23,0.07,0.9,0.78,0.07,0.82,,0.18,0.89,0.93,0.22,0.17,0.71,0.51,0.58,0.72,0.82,0.9,0.15,0.69,0.83,0.88,0.83,0.92,0.16,0.07,0.22,0.84,0.31,0.78,0.2,0.25
04M012,0.34,0.39,0.84,,0.13,0.89,0.84,0.09,0.23,,0.2,0.03,0.88,0.96,0.01,0.8,0.26,0.2,0.72,0.97,0.01,0.11,0.85,0.45,0.52,0.73,0.77,0.79,0.21,0.42,0.83,0.75,0.87,0.97,,0.03,0.04,0.83,0.58,0.99,0.0,0.06
26Q074,0.34,0.29,0.81,,0.11,0.91,0.87,0.26,0.11,,0.08,0.05,0.89,0.89,0.04,0.82,0.11,0.18,0.93,0.95,0.06,0.1,0.85,0.56,0.56,0.67,0.89,0.86,0.15,0.71,0.91,0.78,0.89,0.94,,0.07,0.11,0.86,0.29,0.94,0.07,0.1
15K447,0.26,0.25,0.92,,0.05,1.0,0.9,0.11,0.09,,0.15,0.03,0.89,0.96,0.03,0.82,0.15,0.18,0.9,0.97,0.0,0.0,0.96,0.53,0.54,0.65,0.91,0.9,0.23,0.76,0.87,0.91,0.88,0.97,,0.08,0.04,0.79,0.24,1.0,0.03,0.04
17K122,0.28,0.23,0.76,0.1,0.21,0.93,0.83,0.1,0.17,0.22,0.31,0.08,0.89,0.88,0.04,0.85,,0.15,0.9,0.92,0.15,0.07,0.81,0.5,0.59,0.57,0.83,0.87,0.21,0.59,0.82,0.86,0.86,0.96,0.16,0.05,0.12,0.86,0.41,0.85,0.11,0.15
10X397,0.13,0.15,0.88,0.04,0.07,0.85,0.88,0.17,0.14,0.07,0.2,0.1,0.97,0.92,0.06,0.91,,0.09,0.96,0.9,0.07,0.15,0.92,0.67,0.55,0.4,0.86,0.99,0.05,0.81,0.83,0.93,0.97,0.96,0.1,0.01,0.08,0.73,0.19,0.93,0.03,0.09
75K053,0.2,0.2,0.8,0.0,0.1,1.0,0.8,0.13,0.1,0.0,0.0,0.0,0.9,0.8,0.0,0.89,,0.11,0.75,1.0,0.2,0.0,0.78,0.6,0.8,0.33,0.9,0.8,0.3,0.4,0.71,0.9,0.9,0.89,0.0,0.1,0.2,0.7,0.6,0.8,0.1,0.22
15K667,0.15,0.18,0.75,0.1,0.17,0.92,0.9,0.08,0.08,0.16,0.08,0.03,0.96,0.83,0.02,0.83,,0.17,0.94,0.97,0.15,0.08,0.78,0.65,0.64,0.66,0.92,0.96,0.16,0.62,0.9,0.9,0.87,0.97,0.11,0.07,0.17,0.82,0.38,0.85,0.22,0.12
29Q138,0.36,0.32,0.51,,0.27,0.8,0.79,0.19,0.27,,0.21,0.06,0.89,0.78,0.03,0.75,0.12,0.25,0.89,0.94,0.18,0.2,0.62,0.58,0.43,0.7,0.73,0.82,0.26,0.53,0.83,0.82,0.86,0.89,,0.1,0.22,0.74,0.47,0.82,0.15,0.45
07X500,0.33,0.28,0.77,0.05,0.17,1.0,0.85,0.14,0.16,0.08,0.2,0.08,0.9,0.92,0.01,0.71,0.16,0.29,0.89,0.93,0.06,0.0,0.84,0.56,0.6,0.64,0.84,0.84,0.18,0.47,0.85,0.76,0.87,0.95,0.08,0.04,0.08,0.87,0.53,0.94,0.11,0.04
84K693,0.18,0.21,0.85,0.06,0.21,0.97,0.87,0.08,0.14,0.08,0.06,0.04,0.93,0.89,0.03,0.82,,0.18,0.85,0.96,0.11,0.03,0.86,0.49,0.57,0.74,0.86,0.92,0.2,0.59,0.92,0.84,0.84,0.97,0.08,0.04,0.11,0.85,0.41,0.89,0.11,0.07
17K524,0.09,0.05,0.89,0.04,0.07,0.95,0.91,0.09,0.06,0.06,0.1,0.07,0.94,0.94,0.05,0.88,,0.12,0.93,0.93,0.11,0.05,0.85,0.61,0.61,0.4,0.94,0.98,0.06,0.79,0.89,0.9,0.95,0.94,0.03,0.04,0.06,0.82,0.21,0.89,0.11,0.1
84K536,0.13,0.16,0.79,,0.07,1.0,0.9,0.02,0.13,,0.1,0.05,0.84,0.97,0.02,0.84,0.07,0.16,0.88,0.95,0.02,0.0,0.86,0.47,0.61,0.63,0.87,0.89,0.15,0.85,0.94,0.91,0.86,0.94,,0.16,0.03,0.9,0.15,0.98,0.03,0.11
07X522,0.18,0.24,0.78,0.09,0.19,0.86,0.84,0.1,0.22,0.12,0.28,0.08,0.85,0.85,0.05,0.78,,0.22,0.93,0.92,0.19,0.14,0.73,0.44,0.53,0.64,0.78,0.87,0.18,0.7,0.78,0.8,0.88,0.89,0.11,0.11,0.15,0.79,0.3,0.81,0.19,0.16
02M449,0.13,0.2,0.81,0.09,0.09,0.95,0.84,0.03,0.14,0.16,0.08,0.06,0.94,0.92,0.04,0.89,,0.11,0.98,0.94,0.07,0.05,0.91,0.6,0.64,0.59,0.86,0.95,0.26,0.72,0.91,0.88,0.84,0.95,0.15,0.05,0.08,0.91,0.28,0.93,0.09,0.1
27Q334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29Q268,0.3,0.24,0.63,,0.18,0.84,0.8,0.32,0.24,,0.2,0.07,0.89,0.84,0.03,0.74,0.13,0.26,0.85,0.93,0.05,0.16,0.69,0.61,0.54,0.69,0.76,0.84,0.25,0.59,0.89,0.77,0.91,0.94,,0.09,0.16,0.8,0.41,0.95,0.08,0.2
06M293,0.27,0.2,0.82,0.04,0.11,0.97,0.89,0.09,0.13,0.12,0.05,0.03,0.89,0.92,0.02,0.82,0.03,0.18,0.94,0.97,0.04,0.03,0.85,0.5,0.57,0.64,0.87,0.93,0.19,0.66,0.91,0.81,0.92,0.97,0.07,0.05,0.08,0.88,0.34,0.96,0.08,0.09
02M586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21K228,0.3,0.31,0.71,,0.12,0.86,0.86,0.23,0.18,,0.12,0.05,0.89,0.8,0.04,0.79,0.14,0.21,0.91,0.95,0.12,0.14,0.75,0.66,0.46,0.61,0.82,0.89,0.17,0.54,0.88,0.79,0.88,0.93,,0.09,0.2,0.77,0.46,0.88,0.12,0.13
09X303,0.11,0.16,0.83,,0.1,0.93,0.85,0.08,0.08,,0.12,0.05,0.96,0.9,0.02,0.9,0.04,0.1,0.96,0.95,0.09,0.07,0.84,0.58,0.56,0.59,0.92,0.95,0.12,0.69,0.9,0.89,0.94,0.96,,0.07,0.1,0.84,0.31,0.91,0.07,0.08
07X296,0.14,0.15,0.67,,0.09,0.92,0.88,0.09,0.13,,0.14,0.06,0.91,0.77,0.04,0.9,0.09,0.1,0.95,0.94,0.13,0.08,0.73,0.45,0.58,0.61,0.87,0.94,0.16,0.61,0.84,0.89,0.92,0.96,,0.08,0.23,0.84,0.39,0.87,0.14,0.12
19K662,0.11,0.16,0.8,,0.08,0.91,0.89,0.05,0.08,,0.11,0.04,0.93,0.82,0.05,0.9,0.08,0.1,0.95,0.96,0.14,0.09,0.79,0.36,0.7,0.67,0.92,0.95,0.13,0.85,0.91,0.85,0.95,0.97,,0.06,0.18,0.88,0.15,0.86,0.14,0.07
02M316,0.18,0.23,0.81,0.13,0.21,0.96,0.79,0.03,0.15,0.2,0.11,0.12,0.93,0.89,0.07,0.89,,0.11,0.92,0.88,0.06,0.04,0.83,0.67,0.44,0.58,0.85,0.93,0.24,0.66,0.89,0.89,0.8,0.97,0.17,0.06,0.11,0.89,0.34,0.94,0.17,0.1
13K412,0.2,0.25,0.8,0.05,0.16,1.0,0.7,0.05,0.15,0.1,0.07,0.0,0.9,0.85,0.0,0.89,,0.11,0.95,1.0,0.15,0.0,0.85,0.65,0.55,0.7,0.85,0.85,0.37,0.55,0.77,0.9,0.9,1.0,0.2,0.0,0.15,0.9,0.45,0.85,0.11,0.13
21K239,0.39,0.28,0.84,,0.11,0.94,0.92,0.43,0.12,,0.11,0.03,0.93,0.91,0.02,0.84,0.14,0.16,0.89,0.97,0.03,0.06,0.87,0.58,0.54,0.52,0.88,0.89,0.11,0.72,0.92,0.82,0.9,0.94,,0.05,0.09,0.84,0.28,0.97,0.07,0.07
29Q192,0.3,0.19,0.58,,0.17,0.88,0.85,0.2,0.17,,0.19,0.08,0.89,0.8,0.04,0.82,0.11,0.18,0.93,0.92,0.1,0.13,0.7,0.51,0.55,0.59,0.83,0.84,0.19,0.52,0.86,0.85,0.85,0.93,,0.07,0.2,0.78,0.48,0.9,0.09,0.2
18K567,0.36,0.29,0.65,0.18,0.29,0.92,0.84,0.12,0.09,0.32,0.11,0.12,0.89,0.75,0.11,0.74,,0.26,0.83,0.88,0.21,0.08,0.7,0.59,0.61,0.69,0.91,0.84,0.18,0.58,0.78,0.8,0.77,0.9,0.27,0.09,0.25,0.86,0.42,0.79,0.14,0.28
27Q232,0.08,0.15,0.72,,0.1,0.96,0.93,0.25,0.08,,0.08,0.03,0.98,0.85,0.03,0.94,0.08,0.06,0.92,0.97,0.03,0.04,0.75,0.35,0.82,0.44,0.93,1.0,0.1,0.83,1.0,0.98,0.98,1.0,,0.0,0.15,0.93,0.18,0.98,0.03,0.22
23K643,0.06,0.06,0.91,0.02,0.06,0.96,0.9,0.04,0.06,0.04,0.07,0.04,0.98,0.92,0.02,0.98,,0.02,1.0,0.96,0.11,0.04,0.94,0.26,0.84,0.72,0.94,0.96,0.09,0.86,0.92,0.95,0.95,0.98,0.05,0.03,0.08,0.96,0.14,0.89,0.1,0.02
84K733,0.08,0.13,0.88,0.04,0.1,0.91,0.89,0.02,0.06,0.09,0.08,0.04,0.95,0.92,0.02,0.92,,0.08,0.97,0.96,0.05,0.09,0.9,0.45,0.65,0.61,0.94,0.95,0.13,0.73,0.89,0.87,0.93,0.96,0.14,0.01,0.08,0.89,0.27,0.95,0.1,0.06
84M202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18K285,0.26,0.29,0.67,,0.19,0.88,0.81,0.18,0.18,,0.14,0.09,0.89,0.86,0.04,0.78,0.09,0.22,0.91,0.91,0.14,0.12,0.73,0.58,0.54,0.63,0.82,0.88,0.23,0.6,0.87,0.85,0.83,0.92,,0.07,0.14,0.75,0.4,0.86,0.11,0.24
09X454,0.21,0.15,0.84,,0.12,0.9,0.9,0.17,0.14,,0.15,0.05,0.91,0.92,0.03,0.79,0.07,0.21,0.93,0.95,0.05,0.1,0.85,0.47,0.56,0.67,0.86,0.95,0.09,0.75,0.84,0.91,0.93,0.96,,0.05,0.08,0.85,0.25,0.95,0.03,0.1
12X242,0.19,0.2,0.81,0.06,0.11,0.91,0.84,0.08,0.11,0.12,0.11,0.06,0.92,0.88,0.03,0.81,0.06,0.19,0.96,0.94,0.09,0.09,0.79,0.6,0.54,0.64,0.89,0.93,0.17,0.56,0.9,0.83,0.9,0.95,0.1,0.03,0.12,0.77,0.44,0.91,0.1,0.08
84M433,0.17,0.22,0.81,0.1,0.17,0.93,0.83,0.1,0.15,0.15,0.15,0.06,0.9,0.93,0.03,0.79,,0.21,0.95,0.94,0.12,0.07,0.9,0.6,0.47,0.7,0.85,0.9,0.19,0.57,0.86,0.83,0.85,0.96,0.12,0.07,0.07,0.78,0.43,0.88,0.14,0.12
26Q067,0.43,0.34,0.75,,0.13,0.91,0.9,0.4,0.13,,0.07,0.04,0.89,0.89,0.03,0.76,0.11,0.24,0.91,0.96,0.03,0.09,0.82,0.56,0.54,0.68,0.87,0.88,0.15,0.58,0.93,0.79,0.88,0.93,,0.1,0.11,0.82,0.42,0.97,0.04,0.12
28Q008,0.36,0.22,0.58,,0.22,0.82,0.8,0.15,0.16,,0.27,0.07,0.86,0.77,0.05,0.84,0.16,0.16,0.88,0.93,0.14,0.18,0.72,0.63,0.52,0.69,0.84,0.86,0.22,0.51,0.83,0.8,0.9,0.95,,0.06,0.23,0.79,0.49,0.86,0.11,0.26
27Q137,0.31,0.26,0.59,,0.12,0.88,0.89,0.24,0.15,,0.18,0.06,0.92,0.79,0.03,0.82,0.09,0.18,0.91,0.94,0.13,0.12,0.68,0.67,0.48,0.59,0.85,0.9,0.13,0.52,0.88,0.85,0.92,0.95,,0.07,0.21,0.79,0.48,0.87,0.19,0.18
02M519,0.31,0.34,0.82,0.01,0.17,0.98,0.76,0.01,0.09,0.15,0.0,0.0,0.89,0.94,0.01,0.93,,0.08,0.91,1.0,0.04,0.02,0.89,0.48,0.6,0.67,0.91,0.92,0.24,0.61,0.81,0.78,0.75,0.98,0.1,0.01,0.06,0.82,0.39,0.96,0.25,0.02
27Q308,0.26,0.24,0.79,0.08,0.11,0.92,0.86,0.24,0.11,0.2,0.11,0.05,0.93,0.84,0.03,0.81,,0.19,0.93,0.95,0.09,0.08,0.8,0.53,0.54,0.67,0.89,0.91,0.19,0.52,0.88,0.77,0.88,0.96,0.14,0.03,0.16,0.84,0.48,0.91,0.15,0.05
02M418,0.39,0.36,0.92,0.07,0.17,0.97,0.86,0.1,0.12,0.26,0.04,0.02,0.91,0.96,0.02,0.77,,0.23,0.88,0.98,0.02,0.03,0.93,0.36,0.75,0.79,0.88,0.87,0.21,0.68,0.89,0.76,0.82,0.96,0.13,0.04,0.04,0.87,0.32,0.98,0.15,0.03
03M245,0.26,0.27,0.86,,0.09,0.98,0.92,0.06,0.06,,0.04,0.03,0.89,0.95,0.04,0.87,0.06,0.13,0.92,0.97,0.02,0.02,0.91,0.37,0.67,0.61,0.94,0.95,0.09,0.77,0.93,0.86,0.94,0.96,,0.07,0.05,0.88,0.23,0.98,0.09,0.06
31R861,0.42,0.33,0.65,,0.23,0.8,0.82,0.51,0.26,,0.21,0.08,0.82,0.8,0.05,0.72,0.15,0.28,0.9,0.92,0.07,0.2,0.71,0.68,0.38,0.65,0.74,0.93,0.22,0.44,0.82,0.77,0.81,0.92,,0.13,0.2,0.7,0.56,0.93,0.03,0.24
31R024,0.37,0.33,0.81,,0.13,0.93,0.87,0.43,0.12,,0.06,0.03,0.92,0.88,0.02,0.81,0.14,0.19,0.89,0.97,0.03,0.07,0.82,0.55,0.6,0.59,0.88,0.89,0.14,0.54,0.93,0.78,0.88,0.94,,0.06,0.12,0.8,0.46,0.97,0.06,0.1
13K351,0.16,0.18,0.6,,0.1,0.86,0.83,0.1,0.21,,0.16,0.09,0.88,0.81,0.06,0.82,0.07,0.18,0.94,0.91,0.09,0.14,0.67,0.46,0.68,0.58,0.79,0.9,0.22,0.72,0.86,0.92,0.93,0.93,,0.05,0.19,0.88,0.28,0.91,0.09,0.19
75M721,0.07,0.11,0.91,0.11,0.05,0.93,0.9,0.1,0.08,0.08,0.03,0.05,0.95,0.93,0.04,0.97,0.26,0.03,0.93,0.95,0.06,0.07,0.94,0.31,0.77,0.4,0.92,0.94,0.18,0.85,0.93,0.89,0.97,0.95,0.29,0.05,0.07,0.89,0.15,0.94,0.04,0.01
23K671,0.2,0.19,0.76,,0.11,0.9,0.9,0.17,0.19,,0.26,0.05,0.94,0.93,0.04,0.89,0.05,0.11,0.95,0.95,0.1,0.1,0.78,0.56,0.57,0.62,0.81,0.91,0.16,0.67,0.81,0.96,0.96,0.9,,0.04,0.07,0.84,0.33,0.9,0.05,0.15
08X452,0.28,0.28,0.67,0.17,0.24,0.89,0.83,0.08,0.17,0.11,0.25,0.06,0.83,0.67,0.06,0.79,,0.21,0.94,0.94,0.24,0.11,0.72,0.56,0.61,0.78,0.83,0.94,0.28,0.56,0.56,0.83,0.78,0.93,0.11,0.11,0.33,0.78,0.44,0.76,0.33,0.36
22K381,0.32,0.22,0.71,,0.14,0.87,0.89,0.16,0.15,,0.15,0.06,0.88,0.85,0.03,0.83,0.09,0.17,0.93,0.94,0.06,0.13,0.75,0.59,0.55,0.63,0.85,0.85,0.15,0.58,0.86,0.82,0.92,0.94,,0.08,0.15,0.78,0.42,0.94,0.05,0.19
02M300,0.08,0.08,0.84,0.0,0.1,0.96,0.86,0.06,0.05,0.05,0.1,0.05,0.98,0.86,0.03,0.91,,0.09,1.0,0.95,0.12,0.04,0.81,0.54,0.63,0.6,0.95,0.99,0.14,0.8,0.89,0.84,0.92,0.96,0.02,0.01,0.14,0.93,0.2,0.88,0.13,0.03
17K484,0.1,0.13,0.9,,0.1,0.96,0.9,0.03,0.13,,0.08,0.06,0.94,0.97,0.0,0.9,0.03,0.1,1.0,0.94,0.03,0.04,0.84,0.53,0.63,0.35,0.87,0.97,0.06,0.84,0.88,0.94,0.97,0.97,,0.06,0.03,0.94,0.16,0.97,0.03,0.13
01M184,0.31,0.26,0.8,,0.12,0.91,0.86,0.17,0.15,,0.15,0.07,0.87,0.91,0.06,0.81,0.11,0.19,0.91,0.93,0.04,0.09,0.85,0.61,0.48,0.65,0.85,0.88,0.19,0.58,0.9,0.82,0.92,0.92,,0.12,0.09,0.81,0.42,0.96,0.04,0.11
08X337,0.26,0.18,0.75,,0.13,0.91,0.88,0.26,0.14,,0.16,0.05,0.92,0.86,0.02,0.84,0.14,0.16,0.95,0.95,0.09,0.09,0.78,0.63,0.55,0.72,0.86,0.9,0.14,0.49,0.85,0.86,0.88,0.96,,0.08,0.14,0.76,0.51,0.91,0.08,0.14
02M425,0.16,0.2,0.81,0.06,0.15,0.97,0.86,0.08,0.13,0.18,0.04,0.03,0.92,0.89,0.03,0.87,,0.13,0.94,0.97,0.09,0.03,0.84,0.56,0.55,0.68,0.87,0.96,0.27,0.6,0.87,0.81,0.8,0.96,0.11,0.03,0.11,0.81,0.4,0.91,0.16,0.07
75Q023,0.18,0.26,0.51,0.09,0.29,0.84,0.72,0.3,0.25,0.2,0.19,0.14,0.88,0.76,0.04,0.83,0.08,0.17,0.8,0.86,0.19,0.16,0.77,0.68,0.5,0.72,0.75,0.79,0.28,0.55,0.92,0.68,0.84,0.95,0.26,0.11,0.24,0.74,0.45,0.81,0.22,0.27
84K775,0.17,0.33,0.7,0.13,0.29,0.93,0.87,0.03,0.27,0.2,0.17,0.08,0.73,0.89,0.05,0.8,,0.2,0.81,0.93,0.13,0.07,0.72,0.37,0.57,0.73,0.73,0.76,0.28,0.41,0.93,0.7,0.93,0.89,0.22,0.07,0.11,0.8,0.59,0.87,0.09,0.13
08X123,0.27,0.22,0.66,,0.19,0.83,0.82,0.2,0.17,,0.2,0.07,0.92,0.81,0.05,0.82,0.1,0.18,0.93,0.93,0.14,0.17,0.69,0.61,0.54,0.66,0.83,0.92,0.15,0.55,0.8,0.82,0.89,0.95,,0.05,0.19,0.71,0.45,0.86,0.14,0.2
75X469,0.0,0.0,1.0,,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.13,1.0,0.29,1.0,1.0,0.0,1.0,0.71,1.0,1.0,1.0,,0.0,0.0,0.88,0.0,1.0,0.0,0.0
27Q314,0.23,0.23,0.75,0.12,0.21,0.96,0.86,0.1,0.14,0.2,0.15,0.07,0.9,0.82,0.06,0.81,,0.19,0.91,0.93,0.14,0.04,0.81,0.52,0.64,0.63,0.86,0.9,0.21,0.65,0.91,0.85,0.82,0.9,0.17,0.05,0.18,0.83,0.35,0.86,0.17,0.16
14K610,0.18,0.18,0.8,0.14,0.18,0.93,0.82,0.13,0.16,0.12,0.11,0.04,0.89,0.89,0.05,0.85,,0.15,0.9,0.96,0.15,0.07,0.86,0.55,0.53,0.61,0.84,0.87,0.24,0.65,0.88,0.77,0.84,0.9,0.12,0.06,0.11,0.78,0.35,0.85,0.17,0.1
23K493,0.16,0.18,0.78,0.11,0.11,0.94,0.87,0.1,0.09,0.11,0.16,0.03,0.93,0.85,0.01,0.87,,0.13,0.94,0.97,0.19,0.06,0.81,0.59,0.55,0.62,0.91,0.94,0.13,0.65,0.89,0.83,0.91,0.97,0.14,0.04,0.15,0.86,0.35,0.81,0.17,0.11
03M291,0.27,0.23,0.87,0.05,0.14,0.97,0.87,0.08,0.19,0.2,0.07,0.05,0.86,0.94,0.03,0.79,0.29,0.21,0.86,0.95,0.01,0.03,0.92,0.39,0.66,0.78,0.81,0.83,0.2,0.81,0.93,0.81,0.86,0.94,0.14,0.07,0.06,0.78,0.19,0.99,0.12,0.06
15K464,0.26,0.21,0.76,0.13,0.14,0.92,0.87,0.07,0.13,0.23,0.07,0.01,0.91,0.9,0.02,0.85,0.15,0.15,0.91,0.99,0.07,0.08,0.85,0.56,0.54,0.71,0.87,0.91,0.15,0.66,0.93,0.83,0.86,0.97,0.23,0.09,0.1,0.81,0.34,0.93,0.15,0.11
12X318,0.19,0.21,0.69,,0.13,0.84,0.73,0.19,0.22,,0.24,0.06,0.91,0.76,0.03,0.82,0.07,0.18,0.92,0.94,0.1,0.16,0.69,0.54,0.59,0.67,0.78,0.88,0.23,0.59,0.83,0.81,0.83,0.92,,0.07,0.24,0.75,0.41,0.9,0.06,0.16
21K337,0.13,0.15,0.87,0.08,0.12,0.93,0.85,0.1,0.11,0.1,0.05,0.05,0.93,0.88,0.05,0.91,,0.09,0.96,0.95,0.12,0.07,0.88,0.62,0.47,0.53,0.89,0.96,0.18,0.78,0.91,0.87,0.96,0.97,0.09,0.05,0.12,0.75,0.22,0.88,0.15,0.06
