ats_system_code,beds_number,location_type_description,community_school_sup_name,administrative_district_name,open_date,principal_name,admin_district_location_code,:@computed_region_92fq_4b7q,census_tract,field_support_center_name,location_1
14K488      ,331400011488,General Academic,,,2004-09-08T00:00:00.000,Noah Lansner,HS05,38,51900,Field Support Center - Brooklyn North,"{'latitude': '40.715561', 'longitude': '-73.954815', 'human_address': '{""address"": ""257 NORTH 6 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}"
02M376      ,310200011376,General Academic,,,2008-07-01T00:00:00.000,Isora Bailey,HS04,10,3700,Field Support Center - Manhattan,"{'latitude': '40.72463', 'longitude': '-74.005058', 'human_address': '{""address"": ""131 AVENUE OF THE AMERICAS"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10013""}'}"
20K506      ,332000010506,General Academic,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,2006-07-01T00:00:00.000,Dana Parentini,K820,7,7400,Field Support Center - Brooklyn South,"{'latitude': '40.64195', 'longitude': '-74.019299', 'human_address': '{""address"": ""330 59 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11220""}'}"
20K105      ,332000010105,General Academic,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,1926-07-01T00:00:00.000,JOHANNA CASTRONOVO,K820,7,21400,Field Support Center - Brooklyn South,"{'latitude': '40.63332', 'longitude': '-74.003635', 'human_address': '{""address"": ""1031 59 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11219""}'}"
05M148      ,310500011148,General Academic,"RUX, DANIKA",COMMUNITY SCHOOL DISTRICT 05,2013-07-01T00:00:00.000,Mahaliel H. Bethea II,M805,36,22102,Field Support Center - Manhattan,"{'latitude': '40.817228', 'longitude': '-73.947151', 'human_address': '{""address"": ""6 EDGECOMBE AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10030""}'}"
06M211      ,310600011211,Career Technical,,,2014-07-01T00:00:00.000,Samona Tait,HS03,39,29100,Affinity Group,"{'latitude': '40.865556', 'longitude': '-73.925464', 'human_address': '{""address"": ""650 ACADEMY STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10034""}'}"
14K610      ,331400011610,Career Technical,,,1938-07-01T00:00:00.000,Kevin Bryant,HS09,38,51700,Field Support Center - Brooklyn North,"{'latitude': '40.721448', 'longitude': '-73.953328', 'human_address': '{""address"": ""50 BEDFORD AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11222""}'}"
13K670      ,331300011670,General Academic,,,1996-06-05T00:00:00.000,KINSLEY KWATENG,HS05,48,19100,Field Support Center - Brooklyn North,"{'latitude': '40.695389', 'longitude': '-73.968759', 'human_address': '{""address"": ""71-77 CLINTON AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11205""}'}"
03M479      ,310300011479,General Academic,,,1996-06-05T00:00:00.000,RUTH LACEY,HS12,10,12900,Affinity Group,"{'latitude': '40.760858', 'longitude': '-73.996262', 'human_address': '{""address"": ""522 WEST 44TH STREET"", ""city"": ""NEW YORK"", ""state"": ""NY"", ""zip"": ""10036""}'}"
13K439      ,331300011439,General Academic,,,1999-07-01T00:00:00.000,Kathleen Rucker,HS12,38,1500,Affinity Group,"{'latitude': '40.69733', 'longitude': '-73.984528', 'human_address': '{""address"": ""49 FLATBUSH AVENUE EXTENSION"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11201""}'}"
15K172      ,331500010172,General Academic,"SKOP, ANITA",COMMUNITY SCHOOL DISTRICT 15,1914-07-01T00:00:00.000,GIACOMO SPATOLA,K815,7,10100,Field Support Center - Brooklyn North,"{'latitude': '40.657682', 'longitude': '-74.000191', 'human_address': '{""address"": ""825 4 AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11232""}'}"
14K558      ,331400011558,Career Technical,,,2004-09-08T00:00:00.000,GILL CORNELL,HS05,38,51900,Field Support Center - Brooklyn North,"{'latitude': '40.715561', 'longitude': '-73.954815', 'human_address': '{""address"": ""257 NORTH 6 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}"
02M281      ,310200010281,General Academic,"LABOY, BONNIE",COMMUNITY SCHOOL DISTRICT 02,2013-07-01T00:00:00.000,JESSICA ORLEANS,M802,51,8601,Field Support Center - Manhattan,"{'latitude': '40.744288', 'longitude': '-73.972592', 'human_address': '{""address"": ""425 EAST 35TH STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10016""}'}"
14K477      ,331400011477,General Academic,,,1999-07-01T00:00:00.000,Rosemary Vega,HS05,30,48500,Field Support Center - Brooklyn North,"{'latitude': '40.711134', 'longitude': '-73.938921', 'human_address': '{""address"": ""850 GRAND STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}"
02M439      ,310200011439,General Academic,,,1996-06-05T00:00:00.000,HECTOR GEAGER,HS04,10,5800,Field Support Center - Manhattan,"{'latitude': '40.741963', 'longitude': '-73.991966', 'human_address': '{""address"": ""43 WEST 22 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10010""}'}"
02M167      ,310200010167,General Academic,"LABOY, BONNIE",COMMUNITY SCHOOL DISTRICT 02,1956-07-01T00:00:00.000,Jennifer Rehn,M802,51,13400,Field Support Center - Manhattan,"{'latitude': '40.771541', 'longitude': '-73.957827', 'human_address': '{""address"": ""220 EAST 76 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10021""}'}"
