school_name,survey_pp_es,n_chronic_absent_ems_allem,teacher_ethnicity_pacific,n_chronic_absent_ems_allep,n_pct_accel_try_all,n_pct_core_soc_all,n_chronic_absent_ems_allgf,val_prof_pct_watn3_elalevel34,n_prof_2plus_watn5_elalevel1,val_pct_accel_p_lote_all,ethnicity_black_pct,val_prof_pct_watn5_elalevel2,qr_5_1,ethnicity_hispanic_pct_dist,val_chronic_absent_ems_allea,n_prof_2plus_watn3_elalevel1,rating_ela_grade_5_pct_rs,ethnicity_white_pct,qr_4_1,val_interaction_k8_all,n_pct_accel_p_all,qr_2_2,near_pct_white,survey_pp_ct,val_pct_core_mth_all,teacher_ethnicity_black_pct,n_pct_accel_p_sci_all,n_pct_accelerated_all,n_chronic_absent_ems_all,n_prof_pct_watn3_mthlevel2,teacher_ethnicity_amerindian,n_pct_accel_sci_all,qr_1_3,val_pct_core_soc_all,n_hs_9gr_credits_all,n_attendance_k8_all,near_pct_black,n_chronic_absent_ems_allei,ethnicity_amerindian_pct,temp_housing_pct,val_pct_accel_lote_all,val_prof_2plus_watn5_elalevel1,ethnicity_pacific_pct_dist,n_pct_accel_p_lote_all,n_pct_core_ela_all,ethnicity_black_pct_dist,val_prof_pct_watn5_elalevel34,val_prof_pct_watn3_elalevel2,teach_3_more_exp,n_chronic_absent_ems_alleh,n_prof_2plus_watn5_mthlevel1
P.S. 102 Jacques Cartier,0.55,3,0,No Data,No Data,No Data,91,0.538,No Data,No Data,0.34,No Data,Proficient,0.648,0.941,4,No Data,0.038,Proficient,0.836,No Data,Developing,0.03,0.65,No Data,0.333,No Data,No Data,221,10,0,No Data,Proficient,No Data,No Data,234,0.218,6,0.028,0.222,No Data,No Data,0.002,No Data,No Data,0.257,No Data,No Data,0.758,106,No Data
I.S. 229 Roland Patterson,0.77,2,No Data,2,83,231,118,No Data,33,No Data,0.299,0.222,Developing,0.673,No Data,No Data,2.06,0.004,Developing,0.847,No Data,Developing,0.008,0.68,1,0.548,No Data,83,256,No Data,No Data,83,Developing,0.996,59,272,0.521,1,0.004,0.22,0,0.545,0.003,No Data,231,0.297,No Data,No Data,0.839,171,35
P.S. 054 Hillside,0.76,4,0,8,No Data,No Data,264,0.628,No Data,No Data,0.056,No Data,Proficient,0.274,0.768,11,No Data,0.019,Proficient,0.92,No Data,Proficient,0.037,0.77,No Data,No Data,No Data,No Data,534,32,0,No Data,Well Developed,No Data,No Data,552,0.095,25,0.044,0.137,No Data,No Data,0.012,No Data,No Data,0.193,No Data,0.111,0.8,305,No Data
Brooklyn Arts and Science Elementary School,0.94,7,No Data,1,No Data,No Data,145,No Data,No Data,No Data,0.418,No Data,Proficient,0.195,No Data,16,No Data,0.179,Proficient,0.883,No Data,Developing,0.256,0.96,No Data,0.321,No Data,No Data,299,11,No Data,No Data,Proficient,No Data,No Data,310,0.436,No Data,0.0,0.126,No Data,No Data,0.005,No Data,No Data,0.695,No Data,0.067,0.571,96,No Data
P.S. 063 Author's Academy,0.85,No Data,0,No Data,No Data,No Data,249,0.375,No Data,No Data,0.367,No Data,Proficient,0.692,No Data,11,No Data,0.031,Proficient,0.9,No Data,Proficient,0.028,0.81,No Data,0.136,No Data,No Data,481,19,0,No Data,Proficient,No Data,No Data,501,0.348,4,0.009,0.281,No Data,No Data,0.002,No Data,No Data,0.277,No Data,0.1,0.773,276,No Data
P.S. 108 Captain Vincent G. Fowler,0.87,11,0,2,No Data,No Data,641,0.775,No Data,No Data,0.045,No Data,Well Developed,0.457,0.856,11,No Data,0.065,Proficient,0.893,No Data,Well Developed,0.052,0.88,No Data,No Data,No Data,No Data,1329,60,0,No Data,Proficient,No Data,No Data,1346,0.048,14,0.011,0.051,No Data,No Data,0.012,No Data,No Data,0.196,No Data,0.155,0.835,800,No Data
P.S. 250 George H. Lindsay,0.91,2,No Data,2,No Data,No Data,187,0.486,No Data,No Data,0.138,No Data,Developing,0.503,0.896,11,No Data,0.005,Proficient,0.899,No Data,Developing,0.096,0.91,No Data,0.176,No Data,No Data,391,28,No Data,No Data,Proficient,No Data,No Data,407,0.157,No Data,0.0,0.162,No Data,No Data,0.003,No Data,No Data,0.207,No Data,0.051,0.853,260,No Data
J.H.S. 127 The Castle Hill,0.89,5,0,3,245,790,415,No Data,70,No Data,0.208,0.359,Proficient,0.367,0.944,No Data,2.56,0.027,Proficient,0.945,101,Proficient,0.037,0.93,0.994,0.288,62,245,846,No Data,No Data,245,Well Developed,1,270,868,0.185,17,0.018,0.201,0,0.714,0.006,No Data,790,0.5,0.711,No Data,0.667,356,69
P.S. 290 Juan Morel Campos,0.91,1,No Data,No Data,No Data,No Data,207,0.581,No Data,No Data,0.177,No Data,Proficient,0.443,No Data,12,No Data,0.01,Proficient,0.823,No Data,Well Developed,0.011,0.94,No Data,0.297,No Data,No Data,438,18,No Data,No Data,Well Developed,No Data,No Data,465,0.21,8,0.017,0.133,No Data,No Data,0.007,No Data,No Data,0.413,No Data,No Data,0.784,335,No Data
P.S. 033 Chelsea Prep,0.69,46,0,No Data,No Data,No Data,305,0.868,No Data,No Data,0.176,No Data,Proficient,0.161,0.911,12,No Data,0.211,Proficient,0.91,No Data,Proficient,0.342,0.84,No Data,No Data,No Data,No Data,613,15,0,No Data,Proficient,No Data,No Data,644,0.163,5,0.009,0.171,No Data,No Data,0.002,No Data,No Data,0.06,No Data,0.118,0.667,175,No Data
STEM Institute of Manhattan,0.88,1,0,1,No Data,No Data,48,0.4,No Data,No Data,0.536,No Data,Developing,0.293,No Data,5,No Data,0.072,Developing,0.869,No Data,Developing,0.175,No Data,No Data,0.4,No Data,No Data,101,5,0,No Data,Developing,No Data,No Data,107,0.489,1,0.01,0.206,No Data,No Data,0.003,No Data,No Data,0.206,No Data,No Data,0.933,34,No Data
The New School for Leadership and Journalism,0.92,3,0,1,262,703,348,No Data,114,No Data,0.086,0.769,Developing,0.751,0.875,No Data,2.27,0.013,Proficient,0.864,225,Proficient,0.027,0.92,0.996,0.131,225,262,736,No Data,0,262,Proficient,1,244,754,0.125,2,0.003,0.258,0,0.789,0.004,No Data,703,0.158,0.922,No Data,0.689,642,91
P.S. 304 Early Childhood School,0.9,7,0,1,No Data,No Data,228,0.875,No Data,No Data,0.088,No Data,Proficient,0.666,1,6,No Data,0.154,Proficient,0.964,No Data,Proficient,0.074,0.95,No Data,No Data,No Data,No Data,478,14,0,No Data,Well Developed,No Data,No Data,487,0.19,1,0.002,0.066,No Data,No Data,0.004,No Data,No Data,0.215,No Data,No Data,0.914,321,No Data
P.S. 126 Jacob August Riis,0.88,19,0,2,111,341,345,No Data,25,0,0.08,No Data,Proficient,0.174,0.972,No Data,No Data,0.054,Proficient,0.964,111,Proficient,0.026,0.91,0.979,No Data,111,111,700,No Data,No Data,111,Proficient,0.994,105,709,0.166,2,0.003,0.24,0,0.76,0.003,111,341,0.075,0.967,No Data,0.871,118,16
J.H.S. 074 Nathaniel Hawthorne,0.97,20,No Data,3,368,1130,514,No Data,32,0,0.033,0.576,Proficient,0.136,0.98,No Data,3.29,0.153,Well Developed,0.975,177,Well Developed,0.139,0.84,0.999,No Data,163,368,1169,No Data,No Data,368,Well Developed,0.999,314,1176,0.021,1,0.001,0.023,0,0.656,0.004,177,1130,0.048,0.933,No Data,0.919,144,16
P.S. 091 Bronx,No Data,2,No Data,No Data,No Data,No Data,305,0.447,No Data,No Data,0.147,No Data,Developing,0.76,0.857,22,No Data,0.025,Proficient,0.899,No Data,Proficient,0.016,No Data,No Data,0.115,No Data,No Data,628,38,No Data,No Data,Well Developed,No Data,No Data,663,0.126,9,0.013,0.366,No Data,No Data,0.002,No Data,No Data,0.134,No Data,0.029,0.904,486,No Data
P.S. 009 Teunis G. Bergen,0.73,20,0,5,No Data,No Data,417,0.79,No Data,No Data,0.418,No Data,Well Developed,0.209,0.754,1,No Data,0.298,Well Developed,0.969,No Data,Proficient,0.427,0.76,No Data,0.365,No Data,No Data,837,25,0,No Data,Well Developed,No Data,No Data,853,0.275,7,0.009,0.043,No Data,No Data,0.006,No Data,No Data,0.443,No Data,0.15,0.857,141,No Data
Muscota,0.97,22,No Data,No Data,No Data,No Data,164,0.852,No Data,No Data,0.023,No Data,Well Developed,0.851,No Data,No Data,No Data,0.434,Proficient,0.989,No Data,Proficient,0.079,0.97,No Data,No Data,No Data,No Data,304,7,No Data,No Data,Well Developed,No Data,No Data,306,0.044,1,0.003,0.03,No Data,No Data,0.001,No Data,No Data,0.059,No Data,No Data,0.842,130,No Data
J.H.S. 201 The Dyker Heights,0.95,4,0,5,570,1725,816,No Data,83,0,0.004,0.773,Proficient,0.259,0.987,No Data,3.06,0.287,Proficient,0.97,267,Proficient,0.244,0.94,0.998,0,179,570,1756,No Data,0,570,Well Developed,0.999,486,1769,0.011,2,0.001,0.036,0,0.771,0.006,264,1725,0.029,0.958,No Data,0.86,276,54
J.H.S. 259 William McKinley,0.98,8,0,7,622,1826,888,No Data,119,0,0.009,0.73,Well Developed,0.259,0.961,No Data,2.99,0.312,Proficient,0.973,257,Proficient,0.248,0.97,1,No Data,257,622,1881,No Data,0,622,Well Developed,1,576,1898,0.009,3,0.002,0.065,0,0.824,0.006,203,1826,0.029,0.969,No Data,0.788,376,69
J.H.S. 202 Robert H. Goddard,0.92,8,0,20,376,1070,558,No Data,83,No Data,0.082,0.562,Well Developed,0.405,0.904,No Data,2.76,0.063,Well Developed,0.904,156,Proficient,0.192,0.95,0.997,0.069,156,376,1118,No Data,0,376,Well Developed,0.97,329,1145,0.113,49,0.042,0.059,0,0.639,0.013,No Data,1070,0.184,0.852,No Data,0.903,514,59
Sixth Avenue Elementary School,0.9,45,0,No Data,No Data,No Data,160,No Data,No Data,No Data,0.037,No Data,Proficient,0.161,0.88,No Data,No Data,0.625,Proficient,0.965,No Data,Proficient,0.617,0.91,No Data,No Data,No Data,No Data,335,No Data,0,No Data,Well Developed,No Data,No Data,339,0.035,No Data,0.0,0.009,No Data,No Data,0.002,No Data,No Data,0.06,No Data,No Data,0.71,45,No Data
P.S. 166 The Richard Rodgers School of The Arts an,0.52,65,0,1,No Data,No Data,333,0.855,No Data,No Data,0.041,No Data,Proficient,0.293,0.916,No Data,No Data,0.565,Well Developed,0.976,No Data,Proficient,0.435,0.64,No Data,No Data,No Data,No Data,673,4,0,No Data,Well Developed,No Data,No Data,677,0.118,No Data,0.0,0.021,No Data,No Data,0.003,No Data,No Data,0.206,No Data,No Data,0.615,104,No Data
P.S. 198 Brooklyn,0.78,1,0,1,No Data,No Data,195,0.417,No Data,No Data,0.849,No Data,Proficient,0.158,No Data,7,No Data,0.016,Proficient,0.858,No Data,Proficient,0.025,0.74,No Data,0.382,No Data,No Data,379,15,No Data,No Data,Proficient,No Data,No Data,395,0.807,6,0.011,0.184,No Data,No Data,0.006,No Data,No Data,0.334,No Data,0.125,0.941,41,No Data
P.S. 055 Maure,0.95,5,0,16,No Data,No Data,223,0.571,No Data,No Data,0.089,No Data,Proficient,0.274,0.814,6,No Data,0.014,Proficient,0.843,No Data,Proficient,0.011,0.96,No Data,0.119,No Data,No Data,441,22,0,No Data,Proficient,No Data,No Data,456,0.1,93,0.21,0.04,No Data,No Data,0.012,No Data,No Data,0.193,No Data,0.05,0.929,111,No Data
Young Voices Academy of the Bronx,0.96,1,0,1,No Data,No Data,208,0.414,No Data,No Data,0.066,No Data,Proficient,0.396,0.849,4,No Data,0.14,Proficient,0.893,No Data,Proficient,0.111,0.96,No Data,No Data,No Data,No Data,401,20,0,No Data,Proficient,No Data,No Data,413,0.108,2,0.005,0.195,No Data,No Data,0.004,No Data,No Data,0.437,No Data,No Data,0.879,260,No Data
School for Environmental Citizenship,0.78,No Data,0,1,No Data,No Data,240,0.875,No Data,No Data,0.12,No Data,Proficient,0.76,No Data,38,No Data,0.012,Proficient,0.837,No Data,Proficient,0.007,0.78,No Data,0.122,No Data,No Data,528,24,0,No Data,Well Developed,No Data,No Data,537,0.168,No Data,0.0,0.316,No Data,No Data,0.002,No Data,No Data,0.134,No Data,0.132,0.653,456,No Data
P.S. 191 Mayflower,0.96,9,0,No Data,No Data,No Data,181,0.854,No Data,No Data,0.04,No Data,Well Developed,0.141,0.895,No Data,No Data,0.072,Well Developed,0.942,No Data,Well Developed,0.081,0.98,No Data,0,No Data,No Data,355,10,0,No Data,Well Developed,No Data,No Data,364,0.019,3,0.006,0.063,No Data,No Data,0.003,No Data,No Data,0.045,No Data,No Data,0.96,48,No Data
The Children's Workshop School,0.91,17,0,2,No Data,No Data,140,0.789,No Data,No Data,0.114,No Data,Proficient,0.529,0.88,2,No Data,0.349,Proficient,0.887,No Data,Proficient,0.192,0.94,No Data,No Data,No Data,No Data,303,4,0,No Data,Well Developed,No Data,No Data,308,0.18,1,0.003,0.084,No Data,No Data,0.005,No Data,No Data,0.153,No Data,No Data,0.821,118,No Data
P.S. 089 Bronx,No Data,5,No Data,4,169,550,767,No Data,54,No Data,0.198,0.472,Developing,0.403,0.822,No Data,No Data,0.159,Proficient,0.869,49,Developing,0.117,0.97,1,0.121,30,169,1510,No Data,No Data,169,Proficient,1,138,1539,0.253,12,0.008,0.111,0,0.648,0.005,No Data,550,0.39,0.929,No Data,0.727,795,43
P.S./M.S. 280 Mosholu Parkway,0.82,2,0,33,100,287,399,No Data,42,No Data,0.081,0.441,Proficient,0.757,0.622,No Data,No Data,0.046,Proficient,0.874,20,Proficient,0.056,0.82,0.979,No Data,No Data,100,824,No Data,0,100,Well Developed,0.962,112,844,0.079,3,0.004,0.203,0,0.619,0.004,No Data,287,0.143,0.864,No Data,0.815,633,20
P.S. Q016 The Nancy DeBenedittis School,0.88,1,0,1,No Data,No Data,721,0.608,No Data,No Data,0.0,No Data,Proficient,0.687,0.946,70,No Data,0.014,Proficient,0.949,No Data,Well Developed,0.008,0.9,No Data,No Data,No Data,No Data,1426,94,No Data,No Data,Proficient,No Data,No Data,1453,0.0,6,0.004,0.196,No Data,No Data,0.002,No Data,No Data,0.016,No Data,0.135,0.804,1306,No Data
M.S. 301 Paul L. Dunbar,0.98,1,0,No Data,67,180,104,No Data,50,No Data,0.482,0.471,Proficient,0.673,No Data,No Data,2.05,0.025,Proficient,0.902,No Data,Proficient,0.017,0.98,0.994,0.476,No Data,67,219,No Data,0,67,Proficient,0.994,84,233,0.425,6,0.03,0.271,0,0.44,0.003,No Data,180,0.212,No Data,No Data,0.667,101,42
P.S. 038 Rosedale,0.95,3,0,3,No Data,No Data,138,0.68,No Data,No Data,0.829,No Data,Developing,0.165,No Data,No Data,No Data,0.019,Developing,0.922,No Data,Developing,0.014,0.95,No Data,0.364,No Data,No Data,284,11,0,No Data,Proficient,No Data,No Data,294,0.857,No Data,0.0,0.067,No Data,No Data,0.009,No Data,No Data,0.568,No Data,No Data,0.955,32,No Data
P.S. 144 Col Jeromus Remsen,0.95,70,0,1,No Data,No Data,423,0.782,No Data,No Data,0.015,No Data,Proficient,0.274,0.935,5,No Data,0.374,Proficient,0.993,No Data,Proficient,0.374,0.98,No Data,No Data,No Data,No Data,878,22,0,No Data,Well Developed,No Data,No Data,887,0.013,1,0.001,0.017,No Data,No Data,0.012,No Data,No Data,0.193,No Data,0.05,0.966,153,No Data
Riverdale / Kingsbridge Academy (Middle School / H,0.85,15,0,1,259,787,402,No Data,43,0,0.083,0.643,Proficient,0.751,0.94,No Data,2.95,0.268,Proficient,0.909,196,Proficient,0.283,0.85,1,0.092,64,259,829,No Data,0,259,Proficient,0.989,200,840,0.065,2,0.002,0.106,0,0.814,0.004,196,787,0.158,0.838,No Data,0.888,473,21
I.S. 340,0.94,1,0,No Data,53,193,96,No Data,30,No Data,0.716,0.3,Proficient,0.142,No Data,No Data,2.67,0.025,Proficient,0.941,53,Proficient,0.248,0.92,0.891,0.688,52,53,200,No Data,0,53,Proficient,0.927,78,208,0.446,5,0.025,0.162,0,0.7,0.004,No Data,193,0.775,0.853,No Data,0.938,46,18
P.S. 297 Abraham Stockton,0.8,1,0,No Data,No Data,No Data,99,No Data,No Data,No Data,0.354,No Data,Proficient,0.503,No Data,No Data,No Data,0.016,Proficient,0.808,No Data,Developing,0.011,0.85,No Data,0.263,No Data,No Data,198,13,0,No Data,Well Developed,No Data,No Data,210,0.433,4,0.021,0.307,No Data,No Data,0.003,No Data,No Data,0.207,No Data,No Data,0.579,120,No Data
P.S. 138 Samuel Randall,0.89,2,No Data,No Data,No Data,No Data,296,0.667,No Data,No Data,0.271,No Data,Developing,0.666,No Data,22,No Data,0.007,Proficient,0.902,No Data,Proficient,0.015,0.92,No Data,0.438,No Data,No Data,583,20,No Data,No Data,Proficient,No Data,No Data,614,0.31,11,0.02,0.2,No Data,No Data,0.004,No Data,No Data,0.215,No Data,0.129,0.958,398,No Data
P.S. 051 Elias Howe,0.92,14,0,1,No Data,No Data,216,0.6,No Data,No Data,0.156,No Data,Proficient,0.161,0.821,1,No Data,0.214,Well Developed,0.884,No Data,Proficient,0.261,0.86,No Data,No Data,No Data,No Data,444,12,0,No Data,Well Developed,No Data,No Data,484,0.12,1,0.002,0.219,No Data,No Data,0.002,No Data,No Data,0.06,No Data,0,0.703,206,No Data
P.S. 018 Park Terrace,0.94,No Data,0,No Data,46,152,172,No Data,17,No Data,0.026,No Data,Proficient,0.848,No Data,No Data,No Data,0.014,Well Developed,0.915,19,Proficient,0.055,0.9,1,No Data,No Data,46,356,No Data,0,46,Well Developed,1,34,361,0.096,No Data,0.0,0.318,0,0.706,0.001,No Data,152,0.068,No Data,No Data,0.828,341,14
P.S. 108 Sal Abbracciamento,0.92,5,0,1,No Data,No Data,408,0.793,No Data,No Data,0.08,No Data,Well Developed,0.443,0.872,14,No Data,0.015,Well Developed,0.93,No Data,Well Developed,0.008,0.91,No Data,No Data,No Data,No Data,830,34,No Data,No Data,Well Developed,No Data,No Data,873,0.109,17,0.021,0.223,No Data,No Data,0.007,No Data,No Data,0.413,No Data,0.205,0.792,686,No Data
P.S. 75 School of Research and Discovery,0.91,3,0,1,No Data,No Data,273,0.6,No Data,No Data,0.23,No Data,Proficient,0.666,No Data,18,No Data,0.023,Proficient,0.878,No Data,Well Developed,0.018,0.91,No Data,0.104,No Data,No Data,529,32,0,No Data,Well Developed,No Data,No Data,551,0.296,4,0.008,0.199,No Data,No Data,0.004,No Data,No Data,0.215,No Data,0.125,0.896,376,No Data
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",0.85,7,0,No Data,129,372,492,No Data,10,0,0.007,0.444,Proficient,0.636,0.974,No Data,No Data,0.75,Proficient,0.97,129,Proficient,0.73,0.83,0.987,No Data,33,129,969,No Data,0,129,Proficient,0.984,68,974,0.006,2,0.002,0.02,0,No Data,0.003,129,372,0.018,0.885,No Data,0.857,188,8
P.S. 185 Walter Kassenbrock,0.94,24,0,No Data,No Data,No Data,326,0.738,No Data,No Data,0.008,No Data,No Data,0.247,0.977,7,No Data,0.675,No Data,0.961,No Data,Proficient,0.592,0.97,No Data,No Data,No Data,No Data,654,12,0,No Data,No Data,No Data,No Data,679,0.027,1,0.002,0.006,No Data,No Data,0.001,No Data,No Data,0.009,No Data,No Data,0.81,140,No Data
J.H.S. 292 Margaret S. Douglas,0.89,2,0,9,170,493,271,No Data,96,No Data,0.466,0.677,Proficient,0.455,0.854,No Data,2.28,0.013,Developing,0.799,50,Proficient,0.015,0.86,0.882,0.773,49,170,550,No Data,No Data,170,Proficient,0.917,162,594,0.566,7,0.013,0.262,0,0.646,0.007,No Data,493,0.442,0.84,No Data,0.75,177,87
P.S. 026 Rufus King,0.85,9,0,No Data,No Data,No Data,373,0.684,No Data,No Data,0.091,No Data,Well Developed,0.141,0.821,4,No Data,0.119,Proficient,0.929,No Data,Well Developed,0.124,0.89,No Data,No Data,No Data,No Data,691,10,0,No Data,Well Developed,No Data,No Data,708,0.056,6,0.007,0.021,No Data,No Data,0.003,No Data,No Data,0.045,No Data,0.188,0.833,119,No Data
P.S. 229 Dyker,0.84,11,0,5,125,379,609,No Data,12,No Data,0.013,0.7,Proficient,0.254,0.949,No Data,No Data,0.225,Proficient,0.955,32,Developing,0.231,0.86,0.987,No Data,32,125,1231,No Data,No Data,125,Proficient,0.997,104,1250,0.017,3,0.002,0.025,0,No Data,0.003,No Data,379,0.017,0.968,No Data,0.821,167,6
The Academy for Excellence through the Arts,0.98,13,No Data,No Data,No Data,No Data,124,No Data,No Data,No Data,0.045,No Data,No Data,0.274,0.927,No Data,No Data,0.385,No Data,0.991,No Data,Well Developed,0.438,1,No Data,No Data,No Data,No Data,249,No Data,No Data,No Data,No Data,No Data,No Data,251,0.019,1,0.004,0.008,No Data,No Data,0.012,No Data,No Data,0.193,No Data,No Data,0.75,46,No Data
P.S. 224 Hale A. Woodruff,0.95,2,0,4,No Data,No Data,165,No Data,No Data,No Data,0.597,No Data,Proficient,0.443,No Data,21,No Data,0.01,Proficient,0.748,No Data,Proficient,0.004,0.96,No Data,0.613,No Data,No Data,326,16,0,No Data,Proficient,No Data,No Data,348,0.651,7,0.02,0.187,No Data,No Data,0.007,No Data,No Data,0.413,No Data,0.174,0.839,114,No Data
P.S. 159,0.94,9,0,3,No Data,No Data,325,0.798,No Data,No Data,0.013,No Data,Well Developed,0.141,0.94,No Data,No Data,0.218,Well Developed,0.986,No Data,Well Developed,0.219,0.94,No Data,No Data,No Data,No Data,647,14,0,No Data,Well Developed,No Data,No Data,656,0.024,3,0.005,0.049,No Data,No Data,0.003,No Data,No Data,0.045,No Data,No Data,0.933,89,No Data
P.S. 081 Robert J. Christen,0.97,26,No Data,2,No Data,No Data,373,0.754,No Data,No Data,0.08,No Data,Proficient,0.76,0.837,1,No Data,0.289,Proficient,0.978,No Data,Well Developed,0.368,No Data,No Data,No Data,No Data,No Data,784,11,No Data,No Data,Well Developed,No Data,No Data,794,0.089,7,0.009,0.046,No Data,No Data,0.002,No Data,No Data,0.134,No Data,No Data,0.789,410,No Data
P.S. 111 Adolph S. Ochs,0.97,6,0,1,No Data,No Data,187,0.8,No Data,No Data,0.16,No Data,Proficient,0.161,0.759,7,No Data,0.17,Proficient,0.89,No Data,Proficient,0.253,No Data,No Data,No Data,No Data,No Data,410,7,0,No Data,Proficient,No Data,No Data,455,0.116,2,0.005,0.214,No Data,No Data,0.002,No Data,No Data,0.06,No Data,No Data,0.75,208,No Data
P.S. 146 Edward Collins,0.73,5,0,No Data,No Data,No Data,196,0.55,No Data,No Data,0.372,No Data,Proficient,0.666,No Data,2,No Data,0.014,Proficient,0.874,No Data,Proficient,0.01,0.78,No Data,0.645,No Data,No Data,359,23,0,No Data,Proficient,No Data,No Data,386,0.389,2,0.006,0.274,No Data,No Data,0.004,No Data,No Data,0.215,No Data,0.133,0.807,210,No Data
Brooklyn School of Inquiry,0.96,18,0,2,55,170,273,No Data,1,0,0.058,No Data,No Data,0.254,0.957,No Data,No Data,0.65,No Data,0.996,54,Well Developed,0.305,No Data,0.982,No Data,53,55,535,No Data,0,55,No Data,1,54,535,0.058,1,0.002,0.006,0,No Data,0.003,54,170,0.017,0.972,No Data,0.8,20,No Data
P.S. 251 Queens,0.85,5,0,1,No Data,No Data,155,0.556,No Data,No Data,0.744,No Data,Proficient,0.165,0.739,1,No Data,0.019,Well Developed,0.82,No Data,Proficient,0.014,0.82,No Data,0.333,No Data,No Data,333,14,0,No Data,Proficient,No Data,No Data,343,0.804,11,0.032,0.131,No Data,No Data,0.009,No Data,No Data,0.568,No Data,0.118,0.767,43,No Data
P.S. 161 Arthur Ashe School,0.93,6,0,8,No Data,No Data,277,0.781,No Data,No Data,0.048,No Data,Well Developed,0.274,0.815,2,No Data,0.029,Well Developed,0.973,No Data,Well Developed,0.022,0.95,No Data,0.109,No Data,No Data,543,21,No Data,No Data,Well Developed,No Data,No Data,570,0.067,44,0.084,0.051,No Data,No Data,0.012,No Data,No Data,0.193,No Data,0.167,1,64,No Data
P.S. 223 Lyndon B. Johnson,0.94,6,0,8,No Data,No Data,207,0.64,No Data,No Data,0.551,No Data,Well Developed,0.457,0.698,11,No Data,0.015,Proficient,0.873,No Data,Proficient,0.021,0.92,No Data,0.289,No Data,No Data,488,27,0,No Data,Well Developed,No Data,No Data,495,0.63,49,0.099,0.077,No Data,No Data,0.012,No Data,No Data,0.196,No Data,0.103,0.911,86,No Data
P.S. 013 Roberto Clemente,0.75,No Data,0,4,No Data,No Data,167,0.737,No Data,No Data,0.642,No Data,Proficient,0.443,No Data,6,No Data,0.034,Well Developed,0.911,No Data,Proficient,0.026,0.82,No Data,0.591,No Data,No Data,386,12,0,No Data,Well Developed,No Data,No Data,409,0.706,7,0.02,0.262,No Data,No Data,0.007,No Data,No Data,0.413,No Data,No Data,0.682,101,No Data
P.S. 105 Sen Abraham Bernstein,0.86,4,0,3,No Data,No Data,472,0.639,No Data,No Data,0.094,No Data,Well Developed,0.396,0.778,21,No Data,0.134,Proficient,0.89,No Data,Proficient,0.102,0.86,No Data,0.136,No Data,No Data,983,36,0,No Data,Well Developed,No Data,No Data,1019,0.128,10,0.011,0.145,No Data,No Data,0.004,No Data,No Data,0.437,No Data,0.106,0.852,626,No Data
P.S. 163 Alfred E. Smith,0.74,29,0,1,No Data,No Data,260,0.726,No Data,No Data,0.179,No Data,Proficient,0.293,0.921,7,No Data,0.258,Well Developed,0.96,No Data,Proficient,0.267,0.76,No Data,No Data,No Data,No Data,526,19,0,No Data,Well Developed,No Data,No Data,541,0.232,No Data,0.0,0.101,No Data,No Data,0.003,No Data,No Data,0.206,No Data,0.053,0.745,230,No Data
Spring Creek Community School,0.78,No Data,0,No Data,70,207,107,No Data,41,No Data,0.738,0.647,Well Developed,0.455,No Data,No Data,2.28,0.033,Well Developed,0.858,No Data,Well Developed,0.025,0.89,0.957,0.49,No Data,70,217,No Data,0,70,Well Developed,1,76,229,0.704,3,0.014,0.094,0,0.634,0.007,No Data,207,0.442,0.85,No Data,0.694,47,42
P.S. 191 Paul Robeson,0.97,3,0,No Data,No Data,No Data,84,No Data,No Data,No Data,0.801,No Data,No Data,0.195,No Data,1,No Data,0.013,No Data,0.938,No Data,Proficient,0.005,0.94,No Data,0.588,No Data,No Data,173,2,0,No Data,No Data,No Data,No Data,185,0.785,2,0.013,0.346,No Data,No Data,0.005,No Data,No Data,0.695,No Data,No Data,0.882,26,No Data
P.S. 007 Louis F. Simeone,0.95,5,0,2,No Data,No Data,641,0.743,No Data,No Data,0.006,No Data,Proficient,0.687,0.871,22,No Data,0.036,Proficient,0.934,No Data,Proficient,0.038,0.97,No Data,0,No Data,No Data,1314,60,No Data,No Data,Well Developed,No Data,No Data,1332,0.051,7,0.005,0.083,No Data,No Data,0.002,No Data,No Data,0.016,No Data,0.265,0.888,430,No Data
P.S. 234 Independence School,0.94,63,0,4,No Data,No Data,331,0.787,No Data,No Data,0.02,No Data,Proficient,0.161,0.894,1,No Data,0.718,Well Developed,0.976,No Data,Proficient,0.658,0.96,No Data,No Data,No Data,No Data,646,12,0,No Data,Proficient,No Data,No Data,651,0.01,2,0.003,0.003,No Data,No Data,0.002,No Data,No Data,0.06,No Data,No Data,0.563,55,No Data
M.S. 390,0.83,No Data,0,3,163,532,262,No Data,69,No Data,0.149,0.432,Developing,0.751,No Data,No Data,2.34,0.011,Proficient,0.909,58,Developing,0.007,0.89,0.93,0.184,57,163,567,No Data,0,163,Proficient,0.923,136,585,0.239,2,0.004,0.295,0,0.667,0.004,No Data,532,0.158,0.857,No Data,0.612,468,69
