maprojid,typecategory,plannedcommit_ccnonexempt,plannedcommit_ccexempt,adopt_total,spent_ccnonexempt,magencyname,spent_citycost,commit_ccnonexempt,the_geom,adopt_noncitycost,allocate_nccstate,ccpversion,adopt_ccnonexempt,commit_nccstate,commit_noncitycost,allocate_noncitycost
841BRC231F,Fixed Asset,14139000.0,0.0,458391000.0,357697541.15,Department of Transportation,357697541.15,54046441.35,"{'type': 'MultiPoint', 'coordinates': [[-73.95390046912556, 40.756708721987685]]}",0.0,0.0,fisa_2026,458391000.0,0.0,0.0,0.0
846P-200CRSL,Fixed Asset,17000.0,0.0,486000.0,319583.85,Department of Parks and Recreation,319583.85,193363.3,"{'type': 'MultiPoint', 'coordinates': [[-73.96422735379123, 40.663736648392785]]}",0.0,0.0,fisa_2026,486000.0,0.0,0.0,0.0
850HL98HSS,"ITT, Vehicles, and Equipment",0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.00233250754599, 40.715666090459294]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
850CO277ELV2,Fixed Asset,374000.0,0.0,4794000.0,4321025.1,Department of Design and Construction,4321025.1,98112.41,"{'type': 'MultiPoint', 'coordinates': [[-73.94317411330682, 40.745999298527906]]}",0.0,0.0,fisa_2026,4794000.0,0.0,0.0,0.0
846P-1ANCH01,Fixed Asset,0.0,0.0,9205000.0,9173634.29,Department of Parks and Recreation,9173634.29,31455.2,"{'type': 'MultiPoint', 'coordinates': [[-73.91246060648241, 40.81162467845295]]}",0.0,0.0,fisa_2026,9205000.0,0.0,0.0,0.0
846P-109PAR2,Fixed Asset,0.0,0.0,4171000.0,4170015.45,Department of Parks and Recreation,4170015.45,1365.38,"{'type': 'MultiPoint', 'coordinates': [[-73.87349721830485, 40.82888297414104]]}",0.0,0.0,fisa_2026,4171000.0,0.0,0.0,0.0
801BNYINF-SP,Fixed Asset,0.0,0.0,0.0,0.0,Brooklyn Navy Yard,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.97924382570744, 40.698819630487066]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
850LBK14DRRF,Fixed Asset,0.0,0.0,730000.0,723967.62,Department of Design and Construction,723967.62,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.01202102674262, 40.61633763283603]]}",0.0,0.0,fisa_2026,730000.0,0.0,0.0,0.0
850PVDTA-PH2,Fixed Asset,975000.0,0.0,3969000.0,2895831.06,Department of Design and Construction,2895831.06,98093.06,"{'type': 'MultiPoint', 'coordinates': [[-73.99038922765646, 40.72632518288781]]}",0.0,0.0,fisa_2026,3969000.0,0.0,0.0,0.0
801EASTPLAZA,Fixed Asset,0.0,0.0,0.0,0.0,Department of Small Business Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.93091911277533, 40.79541318246297]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
850HLDNDIGTL,"ITT, Vehicles, and Equipment",103000.0,0.0,103000.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.9026638560406, 40.83257633160385]]}",0.0,0.0,fisa_2026,103000.0,0.0,0.0,0.0
850HLQDNSMHS,Fixed Asset,5000.0,0.0,5000.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.92606261033573, 40.67411170623589]]}",0.0,0.0,fisa_2026,5000.0,0.0,0.0,0.0
826TI-169-L,Fixed Asset,0.0,16455000.0,84157000.0,0.0,Department of Environmental Protection,27267678.6,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.83934034440371, 40.79492941743239]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
826WI-282-L,Fixed Asset,0.0,0.0,12000.0,0.0,Department of Environmental Protection,11571.87,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.92191746406428, 40.787444971672976]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
841HWD10324,Lump Sum,300000.0,0.0,300000.0,0.0,Department of Transportation,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.80735290462499, 40.71423151319675]]}",0.0,0.0,fisa_2026,300000.0,0.0,0.0,0.0
801ALTFUELS,Fixed Asset,551000.0,0.0,6000000.0,0.0,Department of Small Business Services,0.0,5449117.0,"{'type': 'MultiPoint', 'coordinates': [[-73.87371739881797, 40.80346989126114]]}",0.0,0.0,fisa_2026,6000000.0,0.0,0.0,0.0
071HH112FWFR,Fixed Asset,4546000.0,0.0,5260000.0,205000.0,Department of Homeless Services,205000.0,580000.0,"{'type': 'MultiPoint', 'coordinates': [[-73.94129359629409, 40.842117673647664]]}",0.0,0.0,fisa_2026,5260000.0,0.0,0.0,0.0
846P-1HAFFPL,"ITT, Vehicles, and Equipment",16750000.0,0.0,18773000.0,1052221.05,Department of Parks and Recreation,1052221.05,11766074.95,"{'type': 'MultiPoint', 'coordinates': [[-73.83951762707913, 40.87364466346481]]}",0.0,0.0,fisa_2026,18773000.0,0.0,0.0,0.0
071HH115NLBR,Fixed Asset,3845000.0,0.0,3845000.0,0.0,Department of Homeless Services,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.79032565216728, 40.70482869469918]]}",0.0,0.0,fisa_2026,3845000.0,0.0,0.0,0.0
850HLQNURBH,Lump Sum,0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.89229170172848, 40.825031328964585]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
846P-411C567,Fixed Asset,454000.0,0.0,14447000.0,13718953.95,Department of Parks and Recreation,13718953.95,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.74291496651685, 40.76945910086653]]}",250000.0,250000.0,fisa_2026,14197000.0,0.0,0.0,250000.0
111PO187-PH2,"ITT, Vehicles, and Equipment",0.0,0.0,35000.0,35722.72,Unknown,35722.72,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.0017824820239, 40.712176920360996]]}",0.0,0.0,fisa_2026,35000.0,0.0,0.0,0.0
801BAMSTRTS,Fixed Asset,255000.0,0.0,1697000.0,1441635.72,Department of Small Business Services,1441635.72,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.97820550606953, 40.686811076954704]]}",0.0,0.0,fisa_2026,1697000.0,0.0,0.0,0.0
850LNEA08MH2,Fixed Asset,14000.0,0.0,770000.0,705469.46,Department of Design and Construction,705469.46,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.00533522881457, 40.729882087155204], [-73.9912026448754, 40.76491655469893], [-73.98205606750241, 40.73805226736596], [-73.93888087611991, 40.79288976347748]]}",0.0,0.0,fisa_2026,770000.0,0.0,0.0,0.0
850HLDNHCARE,"ITT, Vehicles, and Equipment",0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.95871934518746, 40.69967321121721]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
801BNYINF-WF,Fixed Asset,64524000.0,0.0,88090000.0,16806642.53,Brooklyn Navy Yard,16806642.53,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.97924382570744, 40.698819630487066]]}",0.0,0.0,fisa_2026,88090000.0,0.0,0.0,0.0
826JA-183-L,Fixed Asset,0.0,0.0,0.0,0.0,Department of Environmental Protection,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.80902563141862, 40.66236610155577]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
039LQQ122FAO,Fixed Asset,0.0,0.0,907000.0,880556.0,Queens Borough Public Library,880556.0,2100.19,"{'type': 'MultiPoint', 'coordinates': [[-73.75209056112047, 40.60476416387276]]}",0.0,0.0,fisa_2026,907000.0,0.0,0.0,0.0
039LQ122-CMC,"ITT, Vehicles, and Equipment",0.0,0.0,55000.0,54466.0,Queens Borough Public Library,54466.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.73964123961163, 40.69476931541907]]}",0.0,0.0,fisa_2026,55000.0,0.0,0.0,0.0
826OB-136-L,Fixed Asset,0.0,41686000.0,52312000.0,0.0,Department of Environmental Protection,4237091.44,0.0,"{'type': 'MultiPoint', 'coordinates': [[-74.11688255857253, 40.551232355694246]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
846P-108WWST,Fixed Asset,661000.0,0.0,4315000.0,3612434.71,Department of Parks and Recreation,3612434.71,316428.98,"{'type': 'MultiPoint', 'coordinates': [[-73.89806660844414, 40.87149566619336]]}",0.0,0.0,fisa_2026,4315000.0,0.0,0.0,0.0
071HH115FLRF,Fixed Asset,4053000.0,0.0,4203000.0,82500.0,Department of Homeless Services,82500.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.89912662062953, 40.65645870878897]]}",0.0,0.0,fisa_2026,4203000.0,0.0,0.0,0.0
841HB1070MD,Lump Sum,9263000.0,0.0,63600000.0,455000.0,Department of Transportation,455000.0,61957314.09,"{'type': 'MultiPoint', 'coordinates': [[-73.93387163211163, 40.82813839303126]]}",0.0,0.0,fisa_2026,63600000.0,0.0,0.0,0.0
850HLDNMAIMD,"ITT, Vehicles, and Equipment",0.0,0.0,0.0,0.0,Department of Design and Construction,0.0,0.0,"{'type': 'MultiPoint', 'coordinates': [[-73.99870504758822, 40.63949864903249]]}",0.0,0.0,fisa_2026,0.0,0.0,0.0,0.0
