property_id,property_name,address_1,retail_store_number_of_open,natural_gas_use_kbtu,ambulatory_surgical_center,enclosed_mall_gross_floor,property_gfa_calculated,other_weekly_operating_hours,other_gross_floor_area_ft,parent_property_id,year_ending,office_percent_that_can_be,number_of_buildings,worship_facility_gross_floor,retail_store_number_of_walk,office_weekly_operating_hours,refrigerated_warehouse_gross,weather_normalized_site_eui,difference_from_national_2,hospital_general_medical_3,hospital_general_medical_11,weather_normalized_site_2,college_university_number,nyc_borough_block_and_lot,movie_theater_gross_floor,medical_office_percent_that,adult_education_gross_floor,direct_ghg_emissions_metric,residence_hall_dormitory,data_center_pdu_output_meter,hotel_gym_fitness_center,convention_center_gross_floor,hospital_general_medical_13,hospital_general_medical_6,alert_data_center_does_not,multifamily_housing_resident,bank_branch_gross_floor_area,difference_from_national_1,financial_office_computer,weather_normalized_site_1,largest_property_use_type_1,other_number_of_workers_on,council_district,distribution_center_gross,net_emissions_metric_tons,urgent_care_clinic_other,list_of_all_property_use,district_chilled_water_use,supermarket_grocery_gross,national_median_reference,supermarket_grocery_open,hospital_general_medical_2,medical_office_mri_machine
3956854,Village Care of New York - 510 West 46 Street,510 West 46 Street,Not Available,3951836.6,Not Available,Not Available,51339,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,112.5,Not Available,Not Available,Not Available,43605.6,Not Available,1-01074-7502,Not Available,Not Available,Not Available,209.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-31.6,Not Available,0.8,51339,Not Available,3.0,Not Available,341.1,Not Available,Senior Care Community,Not Available,Not Available,CBECS - Nursing,Not Available,Not Available,Not Available
2831126,MORRIS II,1420 WASHINGTON AVENUE,Not Available,4228996.9,Not Available,Not Available,792250,Not Available,Not Available,4473965,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2029020036;2029110001,Not Available,Not Available,Not Available,224.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-23.1,Not Available,Not Available,792250,Not Available,16.0,Not Available,1895.1,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2789423,551 Wales Avenue,551 Wales Avenue,Not Available,412643.7,Not Available,Not Available,83725,Not Available,9955,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,111.4,Not Available,Not Available,Not Available,4126.4,Not Available,2026410036,Not Available,Not Available,Not Available,511.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,3.6,Not Available,0,72237,Not Available,8.0,Not Available,676.9,1533,"Multifamily Housing, Other, Urgent Care/Clinic/Other Outpatient",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5947755,87-46 Chelsea Street,87-46 Chelsea Street,Not Available,3893385.7,Not Available,Not Available,58350,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,85.7,Not Available,Not Available,Not Available,42008,Not Available,4099540049,Not Available,Not Available,Not Available,206.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-22.5,Not Available,0.7,58350,Not Available,24.0,Not Available,282.7,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4896925,Gilman: 175 Hawthorne St,175 Hawthorne St,Not Available,5236499.8,Not Available,Not Available,81396,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,83.8,Not Available,Not Available,Not Available,58871.8,Not Available,3-05043-0071,Not Available,Not Available,Not Available,278.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-8.8,Not Available,0.7,81396,Not Available,40.0,Not Available,368.6,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6070096,3184 Grand Concourse,3184 Grand Concourse,Not Available,4092115.5,Not Available,Not Available,65267,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2-03313-0069,Not Available,Not Available,Not Available,217.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,4.1,Not Available,Not Available,65267,Not Available,11.0,Not Available,323.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2775800,Parkchester South (3929),2000 East Tremont Ave,0,13895408.6,Not Available,Not Available,178288,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,0,Not Available,Not Available,100.9,Not Available,Not Available,Not Available,147173.6,Not Available,2039297501,Not Available,100,Not Available,770.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,5.9,2,0.8,161987,Not Available,18.0,Not Available,1040.2,Not Available,"Financial Office, Medical Office, Multifamily Housing, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6172163,"Urban-SERS Sheffield, LLC",360 Belmont Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3037530008,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42.0,Not Available,11.4,Not Available,Self-Storage Facility,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4394748,H & C 1300 Metropolitan Ave,1300 Metropolitan ave,Not Available,2808500.1,Not Available,Not Available,130000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,120000,40.7,Not Available,Not Available,Not Available,28085,Not Available,3-02953-0001,Not Available,Not Available,Not Available,149.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-64.6,Not Available,0.2,120000,Not Available,34.0,Not Available,342.1,Not Available,"Parking, Refrigerated Warehouse",Not Available,Not Available,CBECS - Refrigerated Warehouse,Not Available,Not Available,Not Available
5985966,"WeCare Trading Company llc, d/b/a Cambria Hotel  Suites New York - Chelsea",123 West 28th St,Not Available,2199564.4,Not Available,Not Available,55411,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008040022,Not Available,Not Available,Not Available,116.8,Not Available,Not Available,410,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-6.8,Not Available,Not Available,55411,Not Available,3.0,Not Available,433.5,Not Available,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,Not Available,Not Available
5917059,90-75,90-75 Sutphin Blvd,Not Available,Not Available,Not Available,Not Available,90840,0,90840,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,4-09994-0031,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-97.5,Not Available,Not Available,90840,0,27.0,Not Available,8.2,Not Available,Other,Not Available,Not Available,CBECS - Other,Not Available,Not Available,Not Available
2640726,114-116 West 238th Street,114-116 West 238th Street,Not Available,642374.8,Not Available,Not Available,115429,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6472.4,Not Available,2032620077,Not Available,Not Available,Not Available,766.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-0.3,Not Available,0.1,115429,Not Available,11.0,Not Available,907.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2684479,Clipper - 250 Livingston St,250 Livingston Street,0,Not Available,Not Available,Not Available,306853,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,0,65,Not Available,13,Not Available,Not Available,Not Available,Not Available,Not Available,3-00165-0022,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-72.4,Not Available,Not Available,305653,Not Available,33.0,Not Available,370.4,Not Available,"Office, Retail Store",Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
2921320,1487 SCHENECTADY AVE,1020 EAST 48TH STREET,Not Available,14577.1,Not Available,Not Available,88000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,11.6,Not Available,Not Available,Not Available,170.4,Not Available,3047860022,Not Available,Not Available,Not Available,0.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-40.2,Not Available,0,88000,Not Available,45.0,88000,0.8,Not Available,Distribution Center,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,Not Available,Not Available
2831188,SHEEPSHEAD BAY,2985 AVENUE X,Not Available,4081558.8,Not Available,Not Available,974200,Not Available,Not Available,4474028,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,4.2,Not Available,Not Available,Not Available,41341.9,Not Available,3073870001;3074051001,Not Available,Not Available,Not Available,216.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-97.1,Not Available,0,974200,Not Available,46.0,Not Available,216.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3238013,Simone: 1200 Zerega Ave,1200 Zerega Ave,Not Available,2330422.9,Not Available,Not Available,105188,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,44.2,Not Available,Not Available,Not Available,27515.2,Not Available,2-03841-0001,Not Available,Not Available,Not Available,123.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-66.1,Not Available,0.3,105188,Not Available,13.0,Not Available,302.5,Not Available,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
1454910,Waldorf Astoria,301 Park Avenue,Not Available,7384481,Not Available,Not Available,1614000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,129.3,Not Available,Not Available,Not Available,73844.8,Not Available,1-01304-7501,Not Available,Not Available,Not Available,392.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,19.9,Not Available,0,1600000,Not Available,4.0,Not Available,15486.1,Not Available,"Hotel, Parking",Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,Not Available,Not Available
5837688,BEN06072M 60-72 Madison Street,60-72 Madison Street,Not Available,Not Available,Not Available,Not Available,60552,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4035300045,Not Available,Not Available,Not Available,314.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-12.9,Not Available,Not Available,60552,Not Available,30.0,Not Available,355.3,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2732758,Ace Hotel New York,1186 Broadway,Not Available,14035028,Not Available,Not Available,187893,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,140.8,Not Available,Not Available,Not Available,146237.8,Not Available,1-00830-0054,Not Available,Not Available,Not Available,745.5,Not Available,Not Available,456,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,20.6,Not Available,0.8,185490,Not Available,4.0,Not Available,1817.2,Not Available,"Hotel, Restaurant",Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,Not Available,Not Available
4932262,168-42 88th ave,168-42 88th ave,Not Available,4611780.4,Not Available,Not Available,50976,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,116,Not Available,Not Available,Not Available,49312.6,Not Available,4-09820-0049,Not Available,Not Available,Not Available,245,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,21.8,Not Available,1,50976,Not Available,27.0,Not Available,335.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
