manhattan_cooperatives_comparable_properties_address,community_board,comparable_rental_2_distance_from_coop_in_miles,manhattan_cooperatives_comparable_properties_estimated_expense,bbl,census_tract,comparable_rental_1_expense_per_sqft,manhattan_cooperatives_comparable_properties_gross_income_per_sqft,comparable_rental_3_market_value_per_sqft,comparable_rental_2_estimated_expense,comparable_rental_1_market_value_per_sqft,comparable_rental_3_neighborhood,manhattan_cooperatives_comparable_properties_total_units,comparable_rental_2_neighborhood,comparable_rental_2_net_operating_income,manhattan_cooperatives_comparable_properties_full_market_value,comparable_rental_3_building_classification,postcode,comparable_rental_1_net_operating_income,comparable_rental_3_net_operating_income,comparable_rental_1_estimated_gross_income,comparable_rental_3_gross_sqft,manhattan_cooperatives_comparable_properties_estimated_gross_income,comparable_rental_2_gross_income_per_sqft
"{'latitude': '40.835462312006', 'longitude': '-73.942296769376', 'human_address': '{""address"": ""543 160 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.1,92112,,,6.64,12.77, ,203450.0,26.16, ,20,WASHINGTON HEIGHTS LOWER,180669.0,679000, ,,64048, ,164787, ,193785,14.67
"{'latitude': '40.623979492805', 'longitude': '-74.024111587756', 'human_address': '{""address"": ""525 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.1,790023,,,8.34,30.01,142.54,760193.0,162.34,UPPER EAST SIDE (59-79),95,UPPER EAST SIDE (79-96),2282187.0,15376000,D3-ELEVATOR,,1685476,"2,169,144",2333760,"113,820",2842757,27.73
"{'latitude': '40.765497454476', 'longitude': '-73.975854241162', 'human_address': '{""address"": ""88 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",64.0,0.14,1562357,1011110001.0,143.0,6.4,35.28,274.09,1698857.0,118.33,UPPER WEST SIDE (59-79),42,UPPER WEST SIDE (59-79),3373719.0,22960000,D6-ELEVATOR,10000.0,1724550,"4,907,259",2406587,"133,460",4667226,35.28
"{'latitude': '40.656167079568', 'longitude': '-74.011896694704', 'human_address': '{""address"": ""135 39 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.13,280774,,,10.59,33.47, ,1213550.0,121.38, ,29,MURRAY HILL,3170337.0,4395000, ,,710831, ,1157993, ,872563,39.51
"{'latitude': '40.715215607605', 'longitude': '-74.007068856658', 'human_address': '{""address"": ""74 READE STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1.0,0.13,127238,1001500010.0,33.0,10.41,28.66, ,244216.0,116.0, ,12,CIVIC CENTER,436439.0,2716000, ,10007.0,1125000, ,1593450, ,488825,29.59
"{'latitude': '40.627839743918', 'longitude': '-74.022979252202', 'human_address': '{""address"": ""509 77 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.06,1117897,,,10.5,40.0,216.62,519240.0,213.75,UPPER EAST SIDE (59-79),287,UPPER EAST SIDE (59-79),1341006.0,21354000,C1-WALK-UP,,1548235,"1,283,073",2123625,"44,764",3943200,41.38
"{'latitude': '40.623472572324', 'longitude': '-74.030964265761', 'human_address': '{""address"": ""305 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,607451,,,7.52,24.46,109.9,979620.0,104.17,UPPER WEST SIDE (79-96),49,UPPER WEST SIDE (79-96),1436214.0,7139000,D1-ELEVATOR,,669007,"261,875",1022992,"17,325",1589117,27.73
"{'latitude': '40.798871814971', 'longitude': '-73.95995863044', 'human_address': '{""address"": ""10 107 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.1,146304,,,8.75,12.7,33.99,111546.0,63.08,HARLEM-CENTRAL,30,MANHATTAN VALLEY,75391.0,652000,C1-WALK-UP,,147706,"54,593",295581,"10,740",243840,11.46
"{'latitude': '40.776999031018', 'longitude': '-73.952363097616', 'human_address': '{""address"": ""1632 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.17,2107522,1015470049.0,14601.0,10.76,36.22, ,1897717.0,175.46, ,202,UPPER EAST SIDE (79-96),6534822.0,42730000, ,10028.0,307927, ,447816, ,7902117,37.98
"{'latitude': '40.666439232504', 'longitude': '-73.992791941385', 'human_address': '{""address"": ""111 16 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.18,363775,,,9.92,28.73,167.97,309198.0,105.36,CHELSEA,83,CHELSEA,654568.0,5781000,D1-ELEVATOR,,568846,"568,264",958486,"25,362",1133542,28.73
"{'latitude': '40.618718719388', 'longitude': '-74.032675745872', 'human_address': '{""address"": ""309 93 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,227355,,,6.91,22.26,117.47,290801.0,105.9,UPPER WEST SIDE (79-96),29,UPPER WEST SIDE (79-96),621832.0,3558000,D1-ELEVATOR,,475457,"416,452",703069,"25,794",713811,22.26
"{'latitude': '40.5701453017', 'longitude': '-74.116585659731', 'human_address': '{""address"": ""121 10 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.07,143780,,,8.21,37.25,192.63,192713.0,173.86,EAST VILLAGE,25,EAST VILLAGE,883894.0,2505000,D5-ELEVATOR,,320671,"367,178",433680,"14,022",484250,60.5
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""401 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.1,752193,,,10.72,23.55,126.72,2542024.0,75.02,UPPER WEST SIDE (79-96),76,UPPER WEST SIDE (79-96),3110918.0,5767000,D3-ELEVATOR,,1371122,"1,446,939",2809728,"83,154",1543043,23.55
"{'latitude': '40.656446959723', 'longitude': '-74.008008388057', 'human_address': '{""address"": ""110 36 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,464400,,,5.83,35.27,174.96,1009793.0,105.02,MURRAY HILL,63,MURRAY HILL,2584876.0,6998000,D1-ELEVATOR,,607726,"621,817",848595,"26,280",1410800,50.55
"{'latitude': '40.722751926211', 'longitude': '-73.999010931276', 'human_address': '{""address"": ""514 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.95,796120,1004830013.0,45.0,9.23,37.67, ,730891.0,194.17, ,53,EAST VILLAGE,1784389.0,15340000, ,10012.0,1011303, ,1366791, ,2883639,39.83
"{'latitude': '40.849635337817', 'longitude': '-73.936746096219', 'human_address': '{""address"": ""715 180 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.06,152706,,,7.46,13.49, ,144658.0,26.1, ,20,WASHINGTON HEIGHTS UPPER,162156.0,840000, ,,83496, ,236496, ,279513,15.43
"{'latitude': '40.625547314862', 'longitude': '-74.035734532458', 'human_address': '{""address"": ""111 85 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.22,2114060,,,7.98,32.79,162.34,1897717.0,184.5,UPPER EAST SIDE (79-96),162,UPPER EAST SIDE (79-96),6534822.0,35832000,D6-ELEVATOR,,5557112,"3,288,499",7345583,"151,184",6932003,37.98
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""1809 ADAM"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.35,274260,,,10.44,11.17,37.61,126619.0,78.64,HARLEM-CENTRAL,36,HARLEM-CENTRAL,75641.0,1770000,D7-ELEVATOR,,334540,"272,354",660353,"46,692",574764,6.42
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""880 181 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.13,377436,,,7.77,14.15, ,406001.0,51.32, ,61,WASHINGTON HEIGHTS UPPER,297839.0,2919000, ,,388052, ,791688, ,798315,13.06
"{'latitude': '40.644833525462', 'longitude': '-74.02038282191', 'human_address': '{""address"": ""227 57 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.61,1226825,,,13.18,38.75, ,1566613.0,193.51, ,120,MIDTOWN EAST,3695685.0,18026000, ,,2267872, ,3436384, ,3609679,39.32
"{'latitude': '40.813763315576', 'longitude': '-73.941211504453', 'human_address': '{""address"": ""485 LENOX AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",10.0,0.3,1066241,1019190026.0,228.0,6.39,12.41, ,2183611.0,39.59, ,160,HARLEM-CENTRAL,2803318.0,5640000, ,10037.0,1028426, ,2066951, ,1957404,15.05
"{'latitude': '40.834888390044', 'longitude': '-73.947200989168', 'human_address': '{""address"": ""790 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",12.0,0.29,1669161,1021340071.0,241.0,7.05,12.96, ,629610.0,40.09, ,202,HARLEM-UPPER,954117.0,17039000, ,10032.0,596437, ,1294923, ,4225064,12.84
"{'latitude': '40.624231379941', 'longitude': '-74.030381558405', 'human_address': '{""address"": ""310 85 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.1,362344,,,7.98,21.73,79.07,353985.0,110.82,UPPER WEST SIDE (79-96),36,UPPER WEST SIDE (79-96),669007.0,5018000,D3-ELEVATOR,,367312,"914,087",560459,"82,648",1047038,21.73
"{'latitude': '40.748076834556', 'longitude': '-74.000153070253', 'human_address': '{""address"": ""250 9 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4.0,1.13,1568665,1007490001.0,93.0,10.09,25.99, ,468940.0,86.81, ,186,CLINTON,1118161.0,26538000, ,10001.0,299615, ,554731, ,5233580,30.03
"{'latitude': '40.617672303917', 'longitude': '-74.032842558123', 'human_address': '{""address"": ""310 94 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,225178,,,6.91,22.26,110.93,199998.0,105.9,UPPER WEST SIDE (79-96),34,UPPER WEST SIDE (79-96),634894.0,3524000,D1-ELEVATOR,,475457,"621,832",703069,"41,000",706978,26.41
"{'latitude': '40.631392600416', 'longitude': '-74.027613753734', 'human_address': '{""address"": ""304 75 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.12,392735,,,10.9,27.26,141.12,372662.0,118.01,UPPER WEST SIDE (59-79),120,UPPER WEST SIDE (59-79),673133.0,12370000,D6-ELEVATOR,,1425774,"2,166,221",2375709,"114,767",2107471,26.11
"{'latitude': '40.628454011378', 'longitude': '-74.028449198324', 'human_address': '{""address"": ""325 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.15,1464242,,,11.51,30.31,142.54,1332201.0,145.97,UPPER EAST SIDE (59-79),86,UPPER EAST SIDE (79-96),1649962.0,18389000,D3-ELEVATOR,,2681859,"2,169,144",4261263,"113,820",3920599,24.14
"{'latitude': '40.822855461292', 'longitude': '-73.95095116203', 'human_address': '{""address"": ""83 HAMILTON PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",9.0,0.35,125247,1020720022.0,225.0,5.43,12.28,26.42,108725.0,84.21,HARLEM-CENTRAL,24,HARLEM-WEST,109169.0,737000,C1-WALK-UP,10031.0,240456,"62,799",352531,"15,292",241449,12.28
"{'latitude': '40.801532535977', 'longitude': '-73.964917633145', 'human_address': '{""address"": ""968 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",7.0,0.05,550237,1018790036.0,195.0,9.08,19.33,120.5,943294.0,73.5,UPPER WEST SIDE (96-116),118,UPPER WEST SIDE (96-116),1023252.0,10049000,D3-ELEVATOR,10025.0,1088027,"1,988,148",2051860,"120,542",1951576,18.2
"{'latitude': '40.568059691541', 'longitude': '-74.118596312247', 'human_address': '{""address"": ""211 10 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.16,238900,,,10.91,43.96,192.19,213163.0,246.09,GREENWICH VILLAGE-WEST,24,GREENWICH VILLAGE-WEST,541932.0,4202000,C1-WALK-UP,,650955,"458,417",845026,"18,024",796820,44.11
"{'latitude': '40.635479687617', 'longitude': '-74.031942034339', 'human_address': '{""address"": ""119 71 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.0,307370,,,5.55,28.35,241.43,771071.0,163.93,UPPER WEST SIDE (59-79),36,UPPER WEST SIDE (59-79),1236149.0,9082000,D3-ELEVATOR,,828796,"1,369,813",1030791,"42,642",1570080,26.71
"{'latitude': '40.726034451617', 'longitude': '-74.001439100755', 'human_address': '{""address"": ""163 PRINCE STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.04,164783,1005160001.0,49.0,6.51,36.76, ,143634.0,225.2, ,35,SOHO,421144.0,4441000, ,10012.0,618009, ,749564, ,767733,36.4
"{'latitude': '40.625557674751', 'longitude': '-74.036014666536', 'human_address': '{""address"": ""102 85 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,507701,,,5.67,25.13,125.21,895398.0,132.01,UPPER WEST SIDE (79-96),91,UPPER WEST SIDE (79-96),1939653.0,8069000,D3-ELEVATOR,,1047664,"1,429,854",1375337,"82,916",1619101,28.34
"{'latitude': '40.722934180518', 'longitude': '-73.988285395425', 'human_address': '{""address"": ""204 HOUSTON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.15,358038,,,10.7,34.39, ,361155.0,156.19, ,29,SOHO,1282259.0,6809000, ,,465692, ,703764, ,1305720,37.13
"{'latitude': '40.629116633195', 'longitude': '-74.027824380665', 'human_address': '{""address"": ""321 78 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.18,821692,,,8.05,27.33, ,372536.0,120.27, ,56,UPPER WEST SIDE (79-96),864363.0,12996000, ,,693722, ,1031169, ,2623461,30.07
"{'latitude': '40.628389152023', 'longitude': '-74.025377448982', 'human_address': '{""address"": ""421 78 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.0,94560,,,10.13,35.88, ,82357.0,233.59, ,16,UPPER EAST SIDE (59-79),299383.0,1421000, ,,237377, ,315173, ,287040,43.5
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""162 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.87,4695037,,,10.61,14.29, ,1682349.0,60.85, ,439,LOWER EAST SIDE,834320.0,22288000, ,,3693378, ,8313052, ,7911801,9.49
"{'latitude': '40.626467225026', 'longitude': '-74.023729066502', 'human_address': '{""address"": ""505 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.37,3003000,,,11.76,33.84, ,2589964.0,200.01, ,210,UPPER EAST SIDE (79-96),5578072.0,43012000, ,,8012952, ,11271330, ,8798400,31.28
"{'latitude': '40.80345708512', 'longitude': '-73.969207399225', 'human_address': '{""address"": ""355 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",7.0,0.16,478483,1018920064.0,195.0,8.48,26.97, ,521921.0,168.99, ,40,UPPER WEST SIDE (96-116),637791.0,8490000, ,10025.0,716616, ,985101, ,1654448,22.82
"{'latitude': '40.729128119398', 'longitude': '-74.004307938028', 'human_address': '{""address"": ""44 DOWNING STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,1.81,112678,1005280033.0,67.0,7.33,19.37, ,100822.0,31.73, ,20,MURRAY HILL,231521.0,1168000, ,10014.0,92576, ,198771, ,275577,25.01
"{'latitude': '40.634726277046', 'longitude': '-74.032169152741', 'human_address': '{""address"": ""132 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.18,321266,,,14.13,34.71, ,315371.0,206.86, ,16,UPPER EAST SIDE (59-79),1093171.0,9762000, ,,2011123, ,3048279, ,1639874,35.0
"{'latitude': '40.647415768893', 'longitude': '-74.011052025431', 'human_address': '{""address"": ""411 48 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.0,104040,,,11.18,29.43, ,89646.0,167.93, ,20,CLINTON,153862.0,1471000, ,,220851, ,329967, ,300186,25.04
"{'latitude': '40.638640011813', 'longitude': '-74.032157226611', 'human_address': '{""address"": ""74 68 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.23,420167,,,7.28,31.06, ,273063.0,210.76, ,58,UPPER WEST SIDE (59-79),520007.0,8792000, ,,950533, ,1193025, ,1597354,26.3
"{'latitude': '40.857848081452', 'longitude': '-73.933126599409', 'human_address': '{""address"": ""225 BENNETT AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",12.0,0.0,436615,1021800522.0,279.0,6.78,13.8,56.09,408289.0,47.67,WASHINGTON HEIGHTS UPPER,106,WASHINGTON HEIGHTS UPPER,387655.0,4633000,D1-ELEVATOR,10040.0,457597,"709,218",885542,"83,402",1138997,12.61
"{'latitude': '40.773284831037', 'longitude': '-73.962363558582', 'human_address': '{""address"": ""820 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.14,518098,1013900035.0,130.0,8.74,38.89,200.95,380450.0,228.04,UPPER EAST SIDE (59-79),14,UPPER EAST SIDE (59-79),1003969.0,13260000,D6-ELEVATOR,10021.0,1244653,"1,093,171",1605662,"40,249",2305360,46.93
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""310 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.18,639478,,,6.84,23.67, ,337447.0,116.21, ,66,UPPER WEST SIDE (59-79),693722.0,10150000, ,,804761, ,1150728, ,2031738,24.59
"{'latitude': '40.660020481781', 'longitude': '-73.995689884516', 'human_address': '{""address"": ""311 24 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,1.21,4681645,,,10.54,23.73,79.67,4619674.0,92.1,GRAMERCY,763,KIPS BAY,3693378.0,107200000,D6-ELEVATOR,,40654487,"245,070",62103532,"22,254",19388383,19.09
"{'latitude': '40.856535071289', 'longitude': '-73.937200528202', 'human_address': '{""address"": ""350 CABRINI BOULEVARD"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",12.0,0.33,485591,1021790440.0,275.0,4.85,13.21,35.77,441391.0,55.54,WASHINGTON HEIGHTS UPPER,76,WASHINGTON HEIGHTS UPPER,709218.0,4847000,D7-ELEVATOR,10040.0,1018024,"467,936",1608855,"75,352",1214897,13.8
"{'latitude': '40.735369414282', 'longitude': '-74.004442836333', 'human_address': '{""address"": ""79 PERRY STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.07,99495,1006220066.0,73.0,12.32,37.13, ,100083.0,255.67, ,11,GREENWICH VILLAGE-WEST,155319.0,1605000, ,10014.0,306065, ,416958, ,317647,27.93
"{'latitude': '40.631046816883', 'longitude': '-74.035909120257', 'human_address': '{""address"": ""51 78 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.35,147359,,,10.64,38.14, ,114055.0,209.9, ,21,UPPER EAST SIDE (79-96),337873.0,3096000, ,,704577, ,974827, ,556463,37.9
"{'latitude': '40.630146852484', 'longitude': '-74.035355758896', 'human_address': '{""address"": ""112 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.06,1125770,,,9.59,32.64,162.44,820130.0,144.69,UPPER WEST SIDE (79-96),50,UPPER WEST SIDE (79-96),1671133.0,16936000,D1-ELEVATOR,,2210255,"2,399,621",3310583,"109,896",3402328,32.7
"{'latitude': '40.632733532435', 'longitude': '-74.033015558456', 'human_address': '{""address"": ""103 75 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.1,916373,,,7.84,41.53,206.86,380450.0,200.95,UPPER EAST SIDE (59-79),28,UPPER EAST SIDE (59-79),1003969.0,13415000,D7-ELEVATOR,,1093171,"2,011,123",1408542,"73,396",2693345,46.93
"{'latitude': '40.776531383563', 'longitude': '-73.949602178986', 'human_address': '{""address"": ""1646 1 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,1.85,1740647,1015650001.0,14401.0,15.16,34.5, ,1507755.0,231.39, ,149,UPPER WEST SIDE (96-116),4177818.0,21750000, ,10028.0,10902118, ,16273458, ,6687342,33.43
"{'latitude': '40.792377860938', 'longitude': '-73.964227433406', 'human_address': '{""address"": ""370 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",64.0,0.3,571977,1011110001.0,143.0,9.09,18.04, ,315793.0,79.41, ,74,MANHATTAN VALLEY,210020.0,6710000, ,10000.0,1066560, ,1939200, ,1526400,12.29
"{'latitude': '40.775452197127', 'longitude': '-73.964854680603', 'human_address': '{""address"": ""954 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.21,835461,,130.0,8.74,42.25, ,1282453.0,228.04, ,32,UPPER EAST SIDE (79-96),3469478.0,18991000, ,10075.0,1244653, ,1605662, ,3352157,45.6
"{'latitude': '40.643739745056', 'longitude': '-74.017157576756', 'human_address': '{""address"": ""342 56 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,335567,,,11.97,30.7,208.56,402321.0,140.03,MIDTOWN WEST,42,MIDTOWN WEST,693464.0,3925000,D5-ELEVATOR,,1010752,"1,020,839",1656546,"37,030",860644,28.43
"{'latitude': '40.734775861742', 'longitude': '-74.003912236335', 'human_address': '{""address"": ""82 CHARLES STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.05,210157,1006200056.0,73.0,9.73,34.12, ,282914.0,167.94, ,30,GREENWICH VILLAGE-WEST,554324.0,3300000, ,10014.0,585502, ,838000, ,655445,35.94
"{'latitude': '40.767061522594', 'longitude': '-73.964638843316', 'human_address': '{""address"": ""895 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.19,1374319,1014010054.0,120.0,9.64,30.46,206.86,1259445.0,152.27,UPPER EAST SIDE (59-79),60,UPPER EAST SIDE (59-79),3654742.0,20324000,D7-ELEVATOR,10065.0,3464103,"2,011,123",5107830,"73,396",4092057,29.99
"{'latitude': '40.623118251008', 'longitude': '-74.027193141935', 'human_address': '{""address"": ""435 85 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.1,379400,,,9.09,35.75, ,511001.0,185.37, ,70,UPPER EAST SIDE (79-96),1007096.0,6441000, ,,704563, ,960607, ,1251250,37.39
"{'latitude': '40.758149241284', 'longitude': '-73.960097267068', 'human_address': '{""address"": ""25 SUTTON PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",6.0,0.11,769860,1013720062.0,10601.0,11.94,32.2,132.11,227930.0,156.74,MIDTOWN EAST,14,MIDTOWN EAST,372762.0,9373000,D6-ELEVATOR,10022.0,3795245,"2,481,230",5943853,"140,000",2028600,32.2
"{'latitude': '40.631348962739', 'longitude': '-74.020943537229', 'human_address': '{""address"": ""531 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,187785,,,7.01,32.44,152.71,157659.0,179.45,UPPER EAST SIDE (59-79),20,UPPER EAST SIDE (59-79),470251.0,1862000,C7-WALK-UP,,222160,"181,722",286973,"8,860",437940,39.15
"{'latitude': '40.738130332912', 'longitude': '-74.003075866848', 'human_address': '{""address"": ""20 JANE STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.0,92479,1006150067.0,77.0,10.96,39.92, ,95463.0,196.05, ,20,GREENWICH VILLAGE-WEST,196869.0,1555000, ,10014.0,189208, ,266999, ,298202,42.21
"{'latitude': '40.788969007228', 'longitude': '-73.980988517809', 'human_address': '{""address"": ""126 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",7.0,0.05,212419,1012460058.0,171.0,11.15,26.24, ,193147.0,134.64, ,27,UPPER WEST SIDE (79-96),367312.0,3265000, ,10024.0,629564, ,1020760, ,663557,23.17
"{'latitude': '40.671524613115', 'longitude': '-73.99636643031', 'human_address': '{""address"": ""37 12 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.19,1922381,,,9.3,33.83, ,926559.0,148.41, ,106,GREENWICH VILLAGE-CENTRAL,4183429.0,44955000, ,,3559494, ,5232885, ,7979651,38.59
"{'latitude': '40.632472991504', 'longitude': '-74.032163194948', 'human_address': '{""address"": ""136 75 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.16,183710,,,7.97,28.62, ,201995.0,157.04, ,30,UPPER WEST SIDE (59-79),828796.0,4463000, ,,642396, ,887166, ,777777,28.35
"{'latitude': '40.765763', 'longitude': '-73.984633', 'human_address': '{""address"": ""315 55 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.0,271427,,,7.35,30.97, ,645794.0,178.32, ,43,MIDTOWN WEST,1010752.0,4473000, ,,608604, ,795858, ,870195,30.7
"{'latitude': '40.737186044781', 'longitude': '-73.986447402526', 'human_address': '{""address"": ""81 IRVING PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",6.0,0.23,1162916,1008750019.0,50.0,12.24,38.98, ,1022560.0,247.48, ,103,GRAMERCY,3236383.0,12552000, ,10003.0,2586568, ,3548932, ,2826089,55.11
"{'latitude': '40.629436595945', 'longitude': '-74.032577360055', 'human_address': '{""address"": ""171 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.06,921032,,,9.99,27.97,131.29,530413.0,152.66,UPPER WEST SIDE (59-79),63,UPPER WEST SIDE (59-79),1197143.0,12431000,D6-ELEVATOR,,2174248,"2,279,980",3238313,"125,040",2647612,26.91
"{'latitude': '40.6004216164', 'longitude': '-74.00379233305', 'human_address': '{""address"": ""255 23 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.22,1131130,,,10.36,29.2,139.73,1242281.0,125.22,CHELSEA,159,CHELSEA,3857462.0,26368000,D9-ELEVATOR,,1156326,"2,943,141",1845723,"157,364",4645428,29.2
"{'latitude': '40.813142783376', 'longitude': '-73.961455243332', 'human_address': '{""address"": ""140 CLAREMONT AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",9.0,0.13,287491,1019930057.0,211.0,10.3,21.83, ,318451.0,77.42, ,61,MORNINGSIDE HEIGHTS,560033.0,3751000, ,10027.0,388162, ,680847, ,799480,19.69
"{'latitude': '40.634496785928', 'longitude': '-74.031205936497', 'human_address': '{""address"": ""158 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.16,633555,,,12.2,33.91, ,315371.0,153.34, ,21,UPPER EAST SIDE (59-79),1093171.0,11209000, ,,1467828, ,2336130, ,2144095,35.0
"{'latitude': '40.725476871959', 'longitude': '-74.000305954998', 'human_address': '{""address"": ""127 PRINCE STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.38,319663,1005150037.0,49.0,9.17,29.99, ,277923.0,152.8, ,15,GREENWICH VILLAGE-CENTRAL,547077.0,5001000, ,10012.0,792450, ,1149094, ,987301,30.43
