avoided_emissions_onsite,data_center_ups_output_meter,multifamily_housing_number_4,financial_office_number_of_1,energy_power_station_gross,fuel_oil_2_use_kbtu,third_party_certification_1,data_center_it_site_energy,hotel_percent_that_can_be,non_refrigerated_warehouse,convenience_store_with_gas,water_use_all_water_sources,courthouse_gross_floor_area,count_of_buildings,data_quality_checker_run,national_median_energy_star,office_number_of_workers,temporary_values,mailing_center_post_office,senior_care_community_living,supermarket_grocery_number,wholesale_club_supercenter,latitude,data_center_pdu_input_meter,multifamily_housing_number_5,avoided_emissions_offsite,retail_store_open_or_closed,address_2,water_current_date,percent_of_recs_retained,energy_star_certification,retail_store_walk_in,alert_property_has_no_uses,multifamily_housing_number_6,office_computer_density_number,electricity_use_generated,third_party_certification_2,municipally_supplied_potable,hospital_general_medical_10,_3rd_largest_property_use_1,convenience_store_with_gas_1,retail_store_gross_floor,source_energy_use_adjusted,restaurant_weekly_operating,laboratory_gross_floor_area,hotel_room_density_number,office_number_of_computers,repair_services_vehicle_shoe,financial_office_number_of,city,multifamily_housing_gross,estimated_data_flag_1,property_gfa_calculated_2,leed_us_project_id,multifamily_housing_number_1,multifamily_housing_percent_1,_2nd_largest_property_use,propane_use_kbtu,multifamily_housing_number_3,estimated_values_water,green_power_offsite_kwh,weather_normalized_site_energy,third_party_certification,alert_individual_monthly,nyc_building_identification,hospital_general_medical_9,borough,default_values,primary_property_type_self,data_center_ups_system,alert_meter_has_less_than,hospital_general_medical_4,financial_office_gross_floor,property_name-hospital_general_medical_17
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.823831,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,Not Available,30000,Not Available,Not Available,Not Available,Parking,Not Available,Not Available,Unable to Check (not enough data),0,6371371.4,Not Available,Ok,2022641,Not Available,BRONX,Yes,Office,Not Available,Ok,Not Available,Not Available,Soundview Ave-Not Available
Not Available,Not Available,Not Available,2777.81,Not Available,Not Available,LEED,Not Available,Not Available,Not Available,Not Available,16237.6,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.713767,Not Available,Not Available,0,Not Available,Not Available,02/28/2017,Not Available,"2012, 2011, 2010, 2009, 2008",Not Available,Ok,Not Available,Not Available,Not Available,07/01/2011,Not Available,Not Available,Not Available,Not Available,Not Available,257382253.3,Not Available,Not Available,Not Available,Not Available,Not Available,3030.81,New York,Not Available,Not Available,Not Available,1000002490,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,105321100.8,07/01/2011,Ok,1001416,Not Available,MANHATTAN,No,Financial Office,Not Available,Ok,Not Available,1149222,101 Barclay-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,155.6,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.761252,Not Available,Not Available,0,Not Available,Not Available,03/31/2017,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40256008.1,Not Available,Not Available,0.5,Not Available,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,14083700,Not Available,Ok,1034800,Not Available,MANHATTAN,No,Hotel,Not Available,Ok,Not Available,Not Available,university club of New York-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.856966,Not Available,0,0,Not Available,Not Available,12/31/2012,Not Available,Not Available,Not Available,Ok,63,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8560486.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,87500,Not Available,2500,Not Available,5,100,Parking,Not Available,0.72,No,0,6464159.5,Not Available,Ok,2049243,Not Available,BRONX,No,Multifamily Housing,Not Available,Possible Issue,Not Available,Not Available,Rraci:  1144 Pelham Parkway S.-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,1173427.7,Not Available,Not Available,Not Available,Not Available,Not Available,12953.1,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.692375,Not Available,Not Available,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,21123588,Not Available,Not Available,3058264,Not Available,BROOKLYN,No,Residential Care Facility,Not Available,Not Available,Not Available,Not Available,The Phoenix Rehab-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Yes,50,313,No,Not Available,Not Available,Not Available,Not Available,40.753288,Not Available,Not Available,0,Not Available,Not Available,12/31/2014,Not Available,Not Available,Not Available,Ok,Not Available,1.07083,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18645279.6,Not Available,Not Available,Not Available,188,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,1014457,Not Available,MANHATTAN,No,Office,Not Available,Possible Issue,Not Available,Not Available,225 West 37th Street BBL: 1007870025 (BIN): 1014457-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2456.1,Not Available,,No,50,287.5,No,Not Available,Not Available,Not Available,Not Available,40.70236,Not Available,Not Available,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,Not Available,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,250,Not Available,Not Available,Jamaica,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,19651616.3,Not Available,Ok,4196414,Not Available,QUEENS,Yes,Office,Not Available,Ok,Not Available,Not Available,Axel Building-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.729704,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5983893.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,FLUSHING,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),0,2242810.2,Not Available,Ok,4143956,Not Available,QUEENS,No,K-12 School,Not Available,Ok,Not Available,Not Available,YESHIVA CENTRAL QUEENS-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.851605,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,Not Available,198200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),0,1130713.4,Not Available,Not Available,2118236,Not Available,BRONX,No,Parking,Not Available,Not Available,Not Available,Not Available,STB044003 St Barnabas Parking 4400 3rd Ave-Not Available
Not Available,Not Available,0,Not Available,Not Available,4088802.1,Not Available,Not Available,Not Available,Not Available,Not Available,6043.3,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.706554,Not Available,0,0,Not Available,Not Available,03/31/2017,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11631964.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Jamaica,55500,Not Available,Not Available,Not Available,0,10,Not Available,Not Available,1.31532,No,0,10390998.4,Not Available,Ok,4208904,Not Available,QUEENS,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,ZARA - 88-06 Parsons Blvd-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,40.750574,Not Available,0,0,Not Available,35-30 73rd Street,02/29/2016,Not Available,Not Available,Not Available,Ok,96,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7609518.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,99552,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,1.4,No,0,7475508.5,Not Available,Ok,4431325;4431326,Not Available,QUEENS,Yes,Multifamily Housing,Not Available,Possible Issue,Not Available,Not Available,Surfair Equities LTD-Not Available
Not Available,Not Available,0,Not Available,Not Available,11952221.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.836194,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,168,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27765061.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,217800,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.43251,Unable to Check (not enough data),0,21769233,Not Available,Ok,2092914;2092915,Not Available,BRONX,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,"Archer Cooperative, Inc.-Not Available"
Not Available,Not Available,157,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,40.712427,Not Available,0.32723,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,109663874,Not Available,Not Available,0.80244,Not Available,Not Available,Not Available,New York,479788,Not Available,Not Available,Not Available,Not Available,100,Hotel,Not Available,0.62528,Unable to Check (not enough data),0,Not Available,Not Available,Not Available,1089428,Not Available,MANHATTAN,Yes,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Four Seasons Hotel NYC Downtown-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.758876,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,106771203,Not Available,Not Available,2.39437,Not Available,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),0,60622571.2,Not Available,Ok,1024711,Not Available,MANHATTAN,No,Hotel,Not Available,Ok,Not Available,Not Available,Row NYC-Not Available
Not Available,Not Available,92,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3022.2,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.775856,Not Available,1.06977,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11423299.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,86000,Not Available,4000,Not Available,2,100,Parking,Not Available,1.26744,No,0,8376057.3,Not Available,Ok,1050534,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,"415 East 85th Street, New York-Not Available"
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8103.3,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.855513,Not Available,0,0,Not Available,Not Available,02/28/2017,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6418100.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,85000,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1.4,No,0,6193321.8,Not Available,Ok,Not Available,Not Available,MANHATTAN,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,S & E Bridge-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,126.4,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.709058,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,118664,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,0.00843,No,0,531183.6,Not Available,Ok,3072166,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Lincoln Property: 1300 Flushing Ave-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5321.6,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.766106,Not Available,0,0,0,Not Available,12/31/2016,Not Available,Not Available,0,Ok,34,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10000,13748913.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,90000,Not Available,Not Available,Not Available,0,100,Retail Store,Not Available,1.13333,No,0,7251639.9,Not Available,Ok,1025421,Not Available,MANHATTAN,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,360 West 55th Street-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3876.6,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.766878,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,68,Not Available,Not Available,Not Available,1934.2,Not Available,Not Available,Not Available,Not Available,5485418.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Douglaston,61578,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,1.4,No,0,5155796.5,Not Available,Ok,4168843,Not Available,QUEENS,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,4325 Douglaston Parkway-Not Available
Not Available,Not Available,0,Not Available,Not Available,703524,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.0,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.66713,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,857,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,944590,Not Available,Not Available,Not Available,0,90,Not Available,Not Available,1.91618,Unable to Check (not enough data),Not Available,Not Available,Not Available,Ok,3328033;3328034;3328050;3328051;3084282;3084284;3328036;3328035;3328048;3328049;3336125;3336124;3084439,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Possible Issue,Not Available,Not Available,UNITY PLAZA (ALL SITES)/LONG ISLAND BAPTIST HOUSES CAMPUS-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,2167938.4,Not Available,Not Available,Not Available,Not Available,Not Available,819.3,Not Available,,Yes,50,200,No,Not Available,Not Available,Not Available,Not Available,40.738851,Not Available,Not Available,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,Not Available,3.04878,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6582802.2,Not Available,Not Available,Not Available,200,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,3539821.6,Not Available,Ok,1016211,Not Available,MANHATTAN,No,Office,Not Available,Ok,Not Available,Not Available,17219 - 45 East 20th Street (BBL): 1-00849-0031 (BIN) 1016211-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.782088,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10954724.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),0,4692296.7,Not Available,Ok,1031012,Not Available,MANHATTAN,No,K-12 School,Not Available,Ok,Not Available,Not Available,310 West 75th Street-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29888.4,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.877681,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,20,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3015391.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,60850,Not Available,Not Available,Not Available,0,90,Not Available,Not Available,1.28184,No,0,1148327.3,Not Available,Ok,2018610,Not Available,BRONX,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,"DECATUR ENTERPRISE, LLC-Not Available"
Not Available,Not Available,0,Not Available,Not Available,553587,Not Available,Not Available,Not Available,Not Available,Not Available,12561.7,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.651888,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15467481.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,115374,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1.4,No,0,11967284.1,Not Available,Not Available,3116550,Not Available,BROOKLYN,Yes,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,441 Ocean Avenue Associates-Not Available
Not Available,Not Available,1054,Not Available,Not Available,48714,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.0,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.788974,Not Available,0.90546,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,192,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,103669299,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,1164050,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,2.28083,Unable to Check (not enough data),0,107295633.2,Not Available,Ok,1078838;1078839;1078840;1078841;1079192;1079193;1082312;1082313;1082314;1082315;1082659;1082660;1082661,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,CARVER-Not Available
Not Available,Not Available,75,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1487.1,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.584033,Not Available,0.42657,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2066682.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,175820,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,0.69389,No,0,722573.6,Not Available,Ok,3394338,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Jalen Management: 3132 Emmons Ave-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.689767,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,11,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4336382.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,53197,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,1.39106,No,0,2513565.4,Not Available,Ok,4607744,Not Available,QUEENS,No,Multifamily Housing,Not Available,Possible Issue,Not Available,Not Available,162-25 112th Road-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,739.3,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.861098,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5743943.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,51780,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1.4,No,0,5754200.5,Not Available,Ok,1064194,Not Available,MANHATTAN,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Dunmore Realty LLC-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.665144,Not Available,0,0,Not Available,Not Available,12/31/2014,Not Available,Not Available,Not Available,Ok,59,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7793340.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,58631,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,3.44528,No,0,6151201.5,Not Available,Ok,3038310,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Possible Issue,Not Available,Not Available,Brenda Management Corp.-Not Available
Not Available,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.0,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.754771,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,1604,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,1284600,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,2.03954,Unable to Check (not enough data),Not Available,Not Available,Not Available,Possible Issue,4433389;4433390;4433391;4433392;4433393;4433398;4433399;4433403;4433404;4433405;4433410;4433411;4433416;4433417;4433421;4433422,Not Available,QUEENS,No,Multifamily Housing,Not Available,Possible Issue,Not Available,Not Available,QUEENSBRIDGE SOUTH-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5608.5,Not Available,,No,50,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,40.866186,Not Available,0,0,1.001,Not Available,12/31/2016,Not Available,Not Available,1.001,Ok,72,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,999,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,86352,Not Available,Not Available,Not Available,2,100,Retail Store,Not Available,1.56337,No,0,Not Available,Not Available,Possible Issue,Not Available,Not Available,MANHATTAN,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,1803 Riverside Drive-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9746.8,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.604581,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,81,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10067828.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,84460,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,0.87615,No,0,7157841,Not Available,Ok,3183927,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Clipper - 1833 East 12th St-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11594.9,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.752328,Not Available,Not Available,0,Not Available,Not Available,04/30/2017,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,34311635.3,Not Available,Ok,Not Available,Not Available,MANHATTAN,No,Other,Not Available,Ok,Not Available,Not Available,"Gadol 45 Owner, LLC-Not Available"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,3928.3,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.717182,Not Available,Not Available,0,Not Available,Not Available,07/31/2017,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14979694.6,Not Available,Not Available,1.95,Not Available,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,9171839.9,Not Available,Ok,1082490,Not Available,MANHATTAN,Yes,Hotel,Not Available,Ok,Not Available,Not Available,Wyndham Garden Chinatown-Not Available
Not Available,882075.1,Not Available,Not Available,Not Available,Not Available,Not Available,882075.1,Not Available,15000,Not Available,624.6,Not Available,,Yes,50,75,No,Not Available,Not Available,Not Available,Not Available,40.630095,0,Not Available,0,Not Available,Not Available,02/28/2017,Not Available,Not Available,Not Available,Ok,Not Available,4.19355,Not Available,Not Available,Not Available,Not Available,5450,Not Available,Not Available,15089916.7,Not Available,Not Available,Not Available,130,Not Available,Not Available,Staten Island,Not Available,Not Available,50439,Not Available,Not Available,Not Available,Non-Refrigerated Warehouse,Not Available,Not Available,No,0,5820175.5,Not Available,Ok,5028501,Not Available,STATEN IS,No,Office,N+2,Ok,Not Available,Not Available,Charter Communications-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6987.6,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.701615,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,117,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14216600.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,114648,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,1.4,No,0,9385919.9,Not Available,Not Available,4525224,Not Available,QUEENS,Yes,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Richmond Hill Housing-Not Available
