property_id,property_name,nyc_building_identification,address_1,year_built,office_percent_that_can_be,largest_property_use_type_1,retail_store_number_of_open,multifamily_housing_percent_1,municipally_supplied_potable_3,parent_property_id,non_refrigerated_warehouse,convention_center_gross_floor,hospital_general_medical_8,medical_office_gross_floor,district_steam_use_kbtu,fuel_oil_2_use_kbtu,net_emissions_metric_tons,year_ending,estimated_values_water,site_eui_kbtu_ft,report_submission_date,report_generation_date,temporary_values,worship_facility_gross_floor,multifamily_housing_number_7,property_gfa_calculated,direct_ghg_emissions_metric,electricity_use_generated_2,leed_us_project_id,diesel_2_use_kbtu,list_of_all_property_use,estimated_data_flag_fuel_2,alert_energy_meter_has_single,direct_ghg_emissions_intensity,weather_normalized_site_eui,total_location_based_ghg,postal_code,electricity_use_grid_purchase_2,reason_s_for_no_score,third_party_certification_1,multifamily_housing_number_5,courthouse_gross_floor_area,last_modified_date_property,energy_star_certification_1,last_modified_date_water,national_median_site_eui,number_of_active_it_meters,hotel_gym_fitness_center,multifamily_housing_total_1,site_energy_use_kbtu,office_gross_floor_area_ft,movie_theater_gross_floor,alert_energy_no_meters,default_values,natural_gas_use_kbtu,social_meeting_hall_gross,medical_office_percent_that,third_party_certification,estimated_data_flag_fuel,fuel_oil_4_use_kbtu
2800624,ABC: 409 Edgecombe Ave,1061186,409 Edgecombe Ave,1984,Not Available,169147,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,11520971.2,971.6,2022-12-31T00:00:00.000,No,76.9,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0,169147,869.3,Not Available,Not Available,Not Available,Multifamily Housing (169147.0),Not Available,Ok,5.1,78.4,971.6,10031,354434,Not Available,Not Available,0.72718,Not Available,2023-04-17T00:00:00.000,Not Available,2023-04-08T00:00:00.000,92.2,0,Not Available,0.72718,13000900,Not Available,Not Available,Ok,False,270600,Not Available,Not Available,Not Available,Not Available,Not Available
2745634,Maxwell: 24 Central Park S.,1035255,24 Central Park South,1963,Not Available,103367,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,475.5,2022-12-31T00:00:00.000,No,56.1,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0,108367,302.5,Not Available,Not Available,Not Available,"Multifamily Housing (103367.0), Retail Store (5000.0)",No,Ok,2.8,56.2,475.5,10019,599558,Not Available,Not Available,0.35795,Not Available,2023-03-29T00:00:00.000,Not Available,2023-02-24T00:00:00.000,92.4,0,Not Available,0.35795,6083561.4,Not Available,Not Available,Ok,False,66100,Not Available,Not Available,Not Available,Not Available,3971769.5
26570568,419 Lafayette,1008773,419 Lafayette St,1895,100,50513,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,300.2,2022-12-31T00:00:00.000,No,67.7,2023-04-27T18:12:00.000,2023-04-27T18:11:00.000,False,Not Available,Not Available,57729,51.3,Not Available,Not Available,Not Available,"Office (50513.0), Fitness Center/Health Club/Gym (7216.0)",Not Available,Ok,0.9,68.1,300.2,10003,863033,Not Available,Not Available,Not Available,Not Available,2023-04-27T00:00:00.000,Not Available,2023-04-24T00:00:00.000,69.7,0,Not Available,Not Available,3909968.6,50513,Not Available,Ok,True,965300,Not Available,Not Available,Not Available,Not Available,Not Available
28524291,3214 Beverly Road,3110754,3214 Beverly Road,1928,Not Available,25675,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,689586,75.4,2022-12-31T00:00:00.000,No,38,2023-07-27T11:21:00.000,2023-07-27T11:17:00.000,False,Not Available,0,25675,51.2,Not Available,Not Available,Not Available,Multifamily Housing (25675.0),Not Available,Ok,2,37.7,75.4,11226,84045,Not Available,Not Available,0,Not Available,2023-07-27T00:00:00.000,Not Available,2023-07-27T00:00:00.000,64.7,0,Not Available,1.05161,976347.5,Not Available,Not Available,Ok,False,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
6261386,105 East 177th Street,2007635,105 East 177th Street,1927,Not Available,45060,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,194.9,2022-12-31T00:00:00.000,No,73.4,2023-04-20T19:38:00.000,2023-04-20T19:37:00.000,False,Not Available,0.44385,45060,143.3,Not Available,Not Available,Not Available,Multifamily Housing (45060.0),Not Available,Possible Issue,3.2,Not Available,194.9,10453,178823.8,Not Available,Not Available,0,Not Available,2023-02-24T00:00:00.000,Not Available,2023-02-24T00:00:00.000,87.1,0,Not Available,1.35375,3308202,Not Available,Not Available,Ok,True,2698055.2,Not Available,Not Available,Not Available,Not Available,Not Available
24222805,Resolution -  229 West 28th Street,1014255,229 West 28th Street,1917,100,156500,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,589.4,2022-12-31T00:00:00.000,No,52.6,2023-03-09T11:57:00.000,2023-03-09T11:56:00.000,False,Not Available,Not Available,156500,179,Not Available,Not Available,Not Available,Office (156500.0),Not Available,Ok,1.1,53.5,589.4,10001,1422689,Not Available,Not Available,Not Available,Not Available,2023-03-08T00:00:00.000,Not Available,2023-02-24T00:00:00.000,93.1,0,Not Available,Not Available,8224515.4,156500,Not Available,Ok,False,3370299.9,Not Available,Not Available,Not Available,Not Available,Not Available
2734728,ADI: 43-07 39th Place,4002498,43-07 39th Place,1954,100,67775,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,241,2022-12-31T00:00:00.000,No,58.4,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,1.03283,73710,180.5,Not Available,Not Available,Not Available,"Office (2700.0), Multifamily Housing (67775.0), Parking (3235.0)",Not Available,Ok,2.6,59.5,241,11104,209823,Not Available,Not Available,0,Not Available,2023-03-18T00:00:00.000,Not Available,2023-02-24T00:00:00.000,87.4,0,Not Available,1.03283,4113616.3,2700,Not Available,Ok,False,3397700.1,Not Available,Not Available,Not Available,Not Available,Not Available
8719819,Dylan Hotel,1035320,50 East 41st Street,1911,Not Available,62650,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,355,2022-12-31T00:00:00.000,No,84.5,2023-03-09T10:10:00.000,2023-03-09T10:08:00.000,False,Not Available,Not Available,62650,156.3,Not Available,Not Available,Not Available,Hotel (62650.0),Not Available,Ok,2.5,85.8,355,10017,688800,Not Available,Not Available,Not Available,Not Available,2023-03-08T00:00:00.000,Not Available,2023-02-17T00:00:00.000,108.9,0,221,Not Available,5292885.8,Not Available,Not Available,Ok,False,2942700.3,Not Available,Not Available,Not Available,Not Available,Not Available
2798593,Delta Management- 182-25 Wexford Terrace,4213190,"182-25 Wexford Terrace,",1951,Not Available,80550,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,393.7,2022-12-31T00:00:00.000,No,82.1,2023-04-17T08:16:00.000,2023-04-17T08:13:00.000,False,Not Available,0.39727,88800,279.5,Not Available,Not Available,Not Available,"Multifamily Housing (80550.0), Parking (8250.0)",Not Available,Ok,3.5,82.8,393.7,11432,395715,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2022-03-07T00:00:00.000,96.8,0,Not Available,1.21664,6613179.5,Not Available,Not Available,Ok,True,5262999.8,Not Available,Not Available,Not Available,Not Available,Not Available
6040995,Lower East Side II Associates-195,1004926,195 Avenue B (aka 601 East 12th Street),1910,Not Available,27000,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,133.7,2022-12-31T00:00:00.000,No,85.4,2023-03-13T15:00:00.000,2023-03-13T14:58:00.000,False,Not Available,0.59259,27000,103.5,Not Available,Not Available,Not Available,Multifamily Housing (27000.0),Not Available,Ok,3.8,87,133.7,10009,104712,{1} is too small.,Not Available,0,Not Available,2023-03-10T00:00:00.000,Not Available,2023-02-24T00:00:00.000,89.4,0,Not Available,0.59259,2305677.3,Not Available,Not Available,Ok,False,1948400,Not Available,Not Available,Not Available,Not Available,Not Available
17255333,15 West 44th Street,1034225 ; 1090699 ; 1034226,15 West 44th Street,1914,100,48351,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,245.7,2022-12-31T00:00:00.000,No,67.9,2023-03-07T15:32:00.000,2023-03-07T15:32:00.000,False,Not Available,Not Available,52851,97.5,Not Available,Not Available,Not Available,"Restaurant (4500.0), Office (48351.0)",Not Available,Ok,1.8,67.9,245.7,10036,513685,Not Available,Not Available,Not Available,Not Available,2023-03-07T00:00:00.000,Not Available,2023-02-24T00:00:00.000,92.6,0,Not Available,Not Available,3588093.3,48351,Not Available,Ok,False,1835400,Not Available,Not Available,Not Available,Not Available,Not Available
27204960,GTS - 175 9th Ave,1813292 ; 1083573,175 9th Ave,1931,Not Available,66943,Not Available,100,Not Available,27204965,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,739.9,2022-12-31T00:00:00.000,Unable to Check (not enough data),188.3,2023-06-05T18:10:00.000,2023-06-05T18:01:00.000,False,Not Available,0.56765,66943,551,Not Available,Not Available,Not Available,Multifamily Housing (66943.0),Not Available,Ok,8.2,195.1,739.9,10011,654833,Not Available,Not Available,0,Not Available,2023-06-05T00:00:00.000,Not Available,,74.6,0,Not Available,0.56765,12608690.5,Not Available,Not Available,Ok,False,10374400.3,Not Available,Not Available,Not Available,Not Available,Not Available
6680696,Holiday Inn Express Union,3395585,625 Union Street,2006,Not Available,39780,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,240.6,2022-12-31T00:00:00.000,No,86.6,2023-03-13T10:41:00.000,2023-03-13T10:40:00.000,False,Not Available,Not Available,39780,85.8,Not Available,Not Available,Not Available,Hotel (39780.0),Not Available,Ok,2.2,86.9,240.6,11215,536755,Not Available,Not Available,Not Available,Not Available,2023-03-10T00:00:00.000,Not Available,2023-02-24T00:00:00.000,101.6,0,Not Available,Not Available,3446508.1,Not Available,Not Available,Ok,False,1615100.1,Not Available,Not Available,Not Available,Not Available,Not Available
3788683,Beth Jacob Teachers Seminary,3136533,4420 15th Ave.,1986,Not Available,65792,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,347.2,2022-12-31T00:00:00.000,No,83.6,2023-04-18T01:06:00.000,2023-04-18T01:05:00.000,False,Not Available,Not Available,65792,199.3,Not Available,Not Available,Not Available,K-12 School (65792.0),Not Available,Ok,3,86.6,347.2,11219,512722,Not Available,Not Available,Not Available,Not Available,2023-04-07T00:00:00.000,Not Available,2022-03-01T00:00:00.000,76,0,Not Available,Not Available,5501107.3,Not Available,Not Available,Ok,False,3751699.9,Not Available,Not Available,Not Available,Not Available,Not Available
6618555,545 West 148 Street,1062019,545 West 148 Street,1920,Not Available,43032,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,1695330.3,176,2022-12-31T00:00:00.000,Unable to Check (not enough data),54.6,2023-03-26T04:53:00.000,2023-03-26T04:50:00.000,False,Not Available,0.37182,43032,134.4,Not Available,Not Available,Not Available,Multifamily Housing (43032.0),No,Ok,3.1,56.3,176,10031,144273,Not Available,Not Available,0,Not Available,2023-03-25T00:00:00.000,Not Available,2022-04-27T00:00:00.000,80.3,0,Not Available,0.88306,2348989.7,Not Available,Not Available,Ok,True,161400,Not Available,Not Available,Not Available,Not Available,Not Available
2803972,Christopher Lee: 279 East 44th Street,1037574; 1084253,279 East 44th Street,1964,Not Available,213397,0,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,17539289.4,1912.3,2022-12-31T00:00:00.000,No,111.6,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0,225567,1361.6,Not Available,Not Available,Not Available,"Multifamily Housing (213397.0), Retail Store (12170.0)",Not Available,Ok,6,109.8,1912.3,10017,1909158,Not Available,Not Available,1.16684,Not Available,2023-04-18T00:00:00.000,Not Available,2023-04-18T00:00:00.000,83.9,0,Not Available,1.16684,25182636.7,Not Available,Not Available,Ok,False,1129300,Not Available,Not Available,Not Available,Not Available,Not Available
2829947,Majestic Rayon: 116 West 23rd Street,1014802,116 West 23rd Street,1910,100,120000,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,837.6,2022-12-31T00:00:00.000,No,57,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,Not Available,180000,50.4,Not Available,Not Available,Not Available,"Office (60000.0), Retail Store (120000.0)",Not Available,Ok,0.3,56.4,837.6,10011,2728970,Not Available,Not Available,Not Available,Not Available,2023-04-21T00:00:00.000,Not Available,2023-04-13T00:00:00.000,60.2,0,Not Available,Not Available,10260945.9,60000,Not Available,Ok,False,949700,Not Available,Not Available,Not Available,Not Available,Not Available
2743006,Bujar: 1 East 198th Street,2017587,1 East 198th Street,1941,Not Available,61489,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,670.4,2022-12-31T00:00:00.000,No,140.7,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,1.15468,63089,578.2,Not Available,Not Available,Not Available,"Personal Services (Health/Beauty, Dry Cleaning, etc.) (1600.0), Multifamily Housing (61489.0)",No,Ok,9.2,145,670.4,10468,319910,Not Available,Not Available,0,Not Available,2023-04-12T00:00:00.000,Not Available,2023-04-12T00:00:00.000,100.8,0,Not Available,1.15468,8879739.3,Not Available,Not Available,Ok,False,369800,Not Available,Not Available,Not Available,Not Available,7418406.4
2769630,Maverick: 1000 Pennsylvania Ave,3097872,1000 Pennsylvania Ave,1971,100,281750,0,Not Available,Not Available,Not Applicable: Standalone Property,281750,Not Available,Not Available,Not Available,Not Available,Not Available,1321.4,2022-12-31T00:00:00.000,No,43.7,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,Not Available,428000,442.1,Not Available,Not Available,Not Available,"Office (50000.0), Non-Refrigerated Warehouse (281750.0), Retail Store (96250.0)",Not Available,Ok,1,44,1321.4,11207,3048484,Not Available,Not Available,Not Available,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-27T00:00:00.000,47.4,0,Not Available,Not Available,18724027.9,50000,Not Available,Ok,False,8322600.3,Not Available,Not Available,Not Available,Not Available,Not Available
8688497,674 47th Street,3012369,PO Box 320671 Bush Terminal,1919,Not Available,32104,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,177.8,2022-12-31T00:00:00.000,No,94.6,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,0,32104,133.5,Not Available,Not Available,Not Available,Multifamily Housing (32104.0),Not Available,Ok,4.2,98.5,177.8,11232,153700,Not Available,Not Available,0,Not Available,2023-04-25T00:00:00.000,Not Available,2023-02-24T00:00:00.000,87.8,0,Not Available,1.1525,3037424.5,Not Available,Not Available,Ok,False,2513000,Not Available,Not Available,Not Available,Not Available,Not Available
21968633,8701 4 Avenue,3153753,8701 4 Avenue,1926,100,36500,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,129.2,2022-12-31T00:00:00.000,Unable to Check (not enough data),44.2,2023-04-25T11:02:00.000,2023-04-25T11:01:00.000,False,Not Available,Not Available,36500,12,Not Available,Not Available,Not Available,Office (36500.0),Not Available,Ok,0.3,43.8,129.2,11209,406386,Not Available,Not Available,Not Available,Not Available,2023-04-24T00:00:00.000,Not Available,,63.3,0,Not Available,Not Available,1611989.1,36500,Not Available,Ok,False,225400,Not Available,Not Available,Not Available,Not Available,Not Available
2815332,Michael Young: 144-27 35th Avenue,4113044;4802913,144-27 35th Avenue,1969,Not Available,84840,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,317.3,2022-12-31T00:00:00.000,No,62.5,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,1.01367,84840,221.8,Not Available,Not Available,Not Available,Multifamily Housing (84840.0),Not Available,Ok,2.6,63.4,317.3,11354,331113,Not Available,Not Available,0,Not Available,2023-04-11T00:00:00.000,Not Available,2023-04-11T00:00:00.000,81.1,0,Not Available,1.01367,5305257.5,Not Available,Not Available,Ok,False,4175499.9,Not Available,Not Available,Not Available,Not Available,Not Available
2810862,MNM: 107-129 East 126th Street,1054496,107-129 East 126th Street,1980,Not Available,284214,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1254.9,2022-12-31T00:00:00.000,No,70.8,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0,284214,754.7,Not Available,Not Available,Not Available,Multifamily Housing (284214.0),Not Available,Ok,2.7,71.4,1254.9,10035,1734266,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-04-07T00:00:00.000,73.3,0,Not Available,0.89721,20125415.8,Not Available,Not Available,Ok,False,14208100,Not Available,Not Available,Not Available,Not Available,Not Available
17402809,32-65 107 Street,4607299,32-65 107 Street,2020,Not Available,28838,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,89.6,2022-12-31T00:00:00.000,Unable to Check (not enough data),48.8,2023-03-06T17:50:00.000,2023-03-06T17:50:00.000,False,Not Available,0.69353,28838,49.7,Not Available,Not Available,Not Available,Multifamily Housing (28838.0),Not Available,Ok,1.7,50,89.6,11369,138080,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,,74.9,0,Not Available,0.69353,1407229,Not Available,Not Available,Ok,False,936100,Not Available,Not Available,Not Available,Not Available,Not Available
28507989,142-28 38 Avenue,4540143,142-28 38 Avenue,2007,Not Available,64286,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,285,2022-12-31T00:00:00.000,No,71.3,2023-07-27T09:52:00.000,2023-07-27T09:51:00.000,False,Not Available,0,82286,172.8,Not Available,Not Available,Not Available,"Multifamily Housing (64286.0), Parking (18000.0)",Not Available,Ok,2.7,72.6,285,11354,388907,Not Available,Not Available,0.35778,Not Available,2023-07-26T00:00:00.000,Not Available,2023-07-26T00:00:00.000,80.9,0,Not Available,0.35778,4580750.6,Not Available,Not Available,Ok,False,3253800,Not Available,Not Available,Not Available,Not Available,Not Available
21694896,Morton Barrow Condo - 456 Hudson St,1077816,456 Hudson St,1925,Not Available,8897,0,Not Available,Not Available,21693534,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72.7,2022-12-31T00:00:00.000,No,72.8,2023-03-17T13:03:00.000,2023-03-17T13:03:00.000,False,Not Available,Not Available,14130,24.2,Not Available,Not Available,Not Available,"Restaurant (5233.0), Retail Store (8897.0)",Not Available,Ok,1.7,72,72.7,10014,168117,"More than 25% of the Portfolio Manager-Calculated Property GFA is considered ""Other.""",Not Available,Not Available,Not Available,2023-03-14T00:00:00.000,Not Available,2023-03-08T00:00:00.000,59.3,0,Not Available,Not Available,1028515.1,Not Available,Not Available,Ok,False,454900,Not Available,Not Available,Not Available,Not Available,Not Available
6824332,2244 Westchester Ave,2119179,2244 Westchester Ave,2003,Not Available,29819,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,206.6,2022-12-31T00:00:00.000,No,93.9,2023-05-01T22:43:00.000,2023-05-01T22:42:00.000,False,Not Available,Not Available,29819,50.8,Not Available,Not Available,Not Available,Bank Branch (29819.0),Not Available,Ok,1.7,95.1,206.6,10462,540242,Not Available,Not Available,Not Available,Not Available,2023-03-10T00:00:00.000,Not Available,2023-02-27T00:00:00.000,89.5,0,Not Available,Not Available,2799405.7,Not Available,Not Available,Ok,False,956100,Not Available,Not Available,Not Available,Not Available,Not Available
20324156,Lester - 49-07 1 Ave,3337234,49-07 1 Ave,1920,Not Available,44352,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,44352,Not Available,Not Available,Not Available,Not Available,Not Available,183.5,2022-12-31T00:00:00.000,No,60.1,2023-04-03T16:12:00.000,2023-04-03T16:11:00.000,False,Not Available,Not Available,44352,70.9,Not Available,Not Available,Not Available,Non-Refrigerated Warehouse (44352.0),Not Available,Ok,1.6,62.3,183.5,11232,390160,Not Available,Not Available,Not Available,Not Available,2023-04-01T00:00:00.000,Not Available,2023-03-08T00:00:00.000,46,0,Not Available,Not Available,2666826,Not Available,Not Available,Ok,False,1335600.1,Not Available,Not Available,Not Available,Not Available,Not Available
6723414,2198 Cruger Avenue,2049406,2198 Cruger avenue,1930,Not Available,88386,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,402.6,2022-12-31T00:00:00.000,No,76.3,2023-04-21T12:19:00.000,2023-04-21T12:19:00.000,False,Not Available,0.27154,88386,283.1,Not Available,Not Available,Not Available,Multifamily Housing (88386.0),Not Available,Possible Issue,3.2,Not Available,402.6,10462,414317.3,Not Available,Not Available,0,Not Available,2023-04-21T00:00:00.000,Not Available,2023-02-24T00:00:00.000,77.7,0,Not Available,0.99563,6743949.7,Not Available,Not Available,Ok,True,5330299.3,Not Available,Not Available,Not Available,Not Available,Not Available
2638325,21 East 10,1032045,21 East 10th street,1900,Not Available,56939,3,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,244.9,2022-12-31T00:00:00.000,No,65.8,2023-04-20T19:25:00.000,2023-04-20T19:25:00.000,False,Not Available,0.36882,60939,158.7,Not Available,Not Available,Not Available,"Multifamily Housing (56939.0), Retail Store (4000.0)",Not Available,Possible Issue,2.6,Not Available,244.9,10003,298896.4,"The Total Number of Residential Living Units must equal the sum of the High, Mid, and Low-rise Living Units. {1} is too small.",Not Available,0,Not Available,2023-04-20T00:00:00.000,Not Available,2023-02-27T00:00:00.000,79,0,Not Available,1.07132,4008282,Not Available,Not Available,Ok,True,2988447.5,Not Available,Not Available,Not Available,Not Available,Not Available
24774640,Living - 1776 Castle Hill Ave,2042266,1776 Castle Hill Ave,1936,Not Available,78000,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,381.1,2022-12-31T00:00:00.000,No,83.7,2023-04-28T14:23:00.000,2023-04-28T14:22:00.000,False,Not Available,1.08974,78000,288.8,Not Available,Not Available,Not Available,Multifamily Housing (78000.0),Not Available,Ok,3.7,86.2,381.1,10462,319681,Not Available,Not Available,0,Not Available,2023-04-02T00:00:00.000,Not Available,2023-02-24T00:00:00.000,98.3,0,Not Available,1.08974,6528751.6,Not Available,Not Available,Ok,False,5438000,Not Available,Not Available,Not Available,Not Available,Not Available
6716109,Delta Management- 161 East 90 Street,1048257,161 East 90 Street,1926,Not Available,38117,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,201,2022-12-31T00:00:00.000,No,90.4,2023-04-17T08:16:00.000,2023-04-17T08:13:00.000,False,Not Available,0.39353,38117,152.5,Not Available,Not Available,Not Available,Multifamily Housing (38117.0),Not Available,Ok,4,92.9,201,10128,168214,Not Available,Not Available,0,Not Available,2023-03-09T00:00:00.000,Not Available,2023-02-24T00:00:00.000,85.6,0,Not Available,0.70835,3444946,Not Available,Not Available,Ok,False,2870999.8,Not Available,Not Available,Not Available,Not Available,Not Available
2794479,SUPERIOR: 114-06 Queens Blvd,4079915,114-06 Queens Blvd,1939,Not Available,68091,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,303.4,2022-12-31T00:00:00.000,No,78.7,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.79306,68091,253.4,Not Available,Not Available,Not Available,Multifamily Housing (68091.0),Not Available,Ok,3.7,81.3,303.4,11375,173114,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-24T00:00:00.000,84.5,0,Not Available,0.79306,5361764.9,Not Available,Not Available,Ok,False,4771099.9,Not Available,Not Available,Not Available,Not Available,Not Available
20408216,3624 BROADWAY,1062077,3624 BROADWAY,1905,Not Available,45930,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,392.7,2022-12-31T00:00:00.000,No,140.4,2023-04-24T16:36:00.000,2023-04-24T16:36:00.000,False,Not Available,0.56608,45930,257.3,Not Available,Not Available,Not Available,Multifamily Housing (45930.0),Not Available,Ok,5.6,144.6,392.7,10027,469436,Not Available,Not Available,0,Not Available,2023-04-21T00:00:00.000,Not Available,2023-03-29T00:00:00.000,77.3,0,Not Available,0.56608,6446415.9,Not Available,Not Available,Ok,False,4844700.2,Not Available,Not Available,Not Available,Not Available,Not Available
2796003,Estates at Bayside- Section 3,4460200;4460213;4452993;4444436;4460199;4444439;4460210;4452997;4444442;4453002;4460201;4444433;4444437;4444434;4452991;4453006;4460208;4444438;4453012;4452970;4452974;4444435;4444440;4444441;4452967;4452968;4452969;4452971;4452972;4452973;4452975;4452976;4452977;4452978;4452979;4452980;4452981;4452982;4452983;4452984;4452985;4452986;4452987;4452988;4452989;4452990;4452992;4452994;4452995;4452996;4452998;4452999;4453000;4453001;4453003;4453004;4453005;4453007;4453008;4453009;4453010;4453011;4453013;4453014;4453015;4453016;4460192;4460193;4460194;4460195;4460196;4460197;4460198;4460202;4460203;4460204;4460205;4460206;4460207;4460209;4460211;4460212,222-01 69 Avenue... Various (See Notes),1949,Not Available,120600,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,988.8,2022-12-31T00:00:00.000,No,144.4,2023-03-10T19:54:00.000,2023-03-10T19:53:00.000,False,Not Available,0,134725,816.5,Not Available,Not Available,Not Available,"Multifamily Housing (120600.0), Parking (14125.0)",Not Available,Ok,6.8,148.9,988.8,11364,597006,Not Available,Not Available,0,Not Available,2023-03-09T00:00:00.000,Not Available,2023-02-24T00:00:00.000,107.5,0,Not Available,1.29353,17410183.9,Not Available,Not Available,Ok,True,15373199.5,Not Available,Not Available,Not Available,Not Available,Not Available
24889838,Indus - 13-18/13-32 Dickens Street,4452157,13-18/13-32 Dickens Street,1949,Not Available,34821,Not Available,100,Not Available,24889836,Not Available,Not Available,Not Available,Not Available,Not Available,832347,174.7,2022-12-31T00:00:00.000,Unable to Check (not enough data),81.9,2023-03-28T12:08:00.000,2023-03-28T12:07:00.000,False,Not Available,0,34821,159.2,Not Available,Not Available,Not Available,Multifamily Housing (34821.0),Not Available,Ok,4.6,82.8,174.7,11691,53639,Not Available,Not Available,0,Not Available,2023-03-10T00:00:00.000,Not Available,,98.6,0,Not Available,1.20617,2850647.2,Not Available,Not Available,Ok,False,1835283.9,Not Available,Not Available,Not Available,Not Available,Not Available
