nyc_building_identification,fuel_oil_1_use_kbtu,national_median_energy_star,district_chilled_water_use,restaurant_worker_density,refrigerated_warehouse_gross,annual_maximum_demand_mm,data_center_pue,green_power_offsite_kwh,_2nd_largest_property_use_1,electricity_use_generated_3,parent_property_name,parking_open_parking_lot,latitude,restaurant_weekly_operating,fuel_oil_5_6_use_kbtu,property_gfa_self_reported,office_number_of_workers,barracks_gross_floor_area,retail_store_number_of_walk,avoided_emissions_onsite_1,hotel_gross_floor_area_ft,hospital_general_medical_9,restaurant_gross_floor_area,alert_gross_floor_area_is,electricity_use_grid_purchase_1,wastewater_treatment_plant,weather_normalized_source_1,_3rd_largest_property_use,ct2020,office_percent_that_can_be_1,electricity_use_generated_1,weather_normalized_site_energy,energy_star_score,property_notes,estimated_data_flag,construction_status,office_weekly_operating_hours,medical_office_number_of_2,longitude,source_eui_kbtu_ft,hospital_general_medical_6,ambulatory_surgical_center
1056487,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.797588,Not Available,Not Available,36730,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,216478,Not Available,8656198.7,Not Available,187.0,Not Available,Not Available,7119982.1,40,Not Available,No,Existing,Not Available,Not Available,-73.969654,235.8,Not Available,Not Available
2008001,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.839087,Not Available,Not Available,33060,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,173713,Not Available,11160169.5,Not Available,223.0,Not Available,Not Available,9651227.4,1,2-02833-0028,No,Existing,Not Available,Not Available,-73.913564,329,Not Available,Not Available
2005539,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.816158,Not Available,Not Available,61200,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,317887,Not Available,7848908.7,Not Available,85.0,Not Available,Not Available,5724356.7,52,2-02707-0068,No,Existing,Not Available,Not Available,-73.897723,128,Not Available,Not Available
4310510,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Highland Church,Not Available,40.709288,Not Available,Not Available,52926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,44602.0,Not Available,Not Available,Not Available,Not Available,This is 1 building spread across multiple lots with shared utilities. All energy data is accounted for at the parent level.,Not Available,Existing,Not Available,Not Available,-73.800752,Not Available,Not Available,Not Available
4029556,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,5000,Not Available,Not Applicable: Standalone Property,Not Available,40.750922,Not Available,Not Available,194450,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,791341.9,Not Available,21160387.1,Not Available,289.0,Not Available,Not Available,15801698,72,4-01273-0001,No,Existing,Not Available,5,-73.892828,107.6,Not Available,Not Available
4308862,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,12500,Not Available,Not Applicable: Standalone Property,Not Available,40.765966,Not Available,Not Available,95423,28.75,Not Available,0,0,Not Available,Not Available,Not Available,Ok,562765.9,Not Available,11801830.9,Retail Store,116301.0,100,Not Available,8102625.7,Not Available,Property Manager has confirmed there are multiple retail outlets on property.,No,Existing,65,Not Available,-73.819632,122.8,Not Available,Not Available
3035470,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.66269,Not Available,Not Available,45950,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,154362,Not Available,6815768.5,Not Available,806.0,Not Available,Not Available,5643012.4,31,Not Available,No,Existing,Not Available,Not Available,-73.945285,145.1,Not Available,Not Available
1009001,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,5000,Not Available,Not Applicable: Standalone Property,Not Available,40.733117,Not Available,Not Available,124630,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,781289.9,Not Available,7453157.8,Not Available,61.0,Not Available,Not Available,2749836.9,100,Not Available,No,Existing,Not Available,Not Available,-73.990911,61.1,Not Available,Not Available
1008451,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.725764,Not Available,Not Available,37993,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,66276,Not Available,659424.4,Not Available,5502.0,Not Available,Not Available,251133.7,Not Available,Not Available,No,Existing,Not Available,Not Available,-73.994144,17.4,Not Available,Not Available
1027122,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.764317,Not Available,Not Available,153363,Not Available,Not Available,Not Available,0,153363,Not Available,Not Available,Ok,3143934.5,Not Available,36000691,Not Available,12902.0,Not Available,Not Available,16407862.6,38,Not Available,No,Existing,Not Available,Not Available,-73.995784,233.9,Not Available,Not Available
1040906,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.765976,Not Available,Not Available,69725,Not Available,Not Available,Not Available,0,69725,Not Available,Not Available,Ok,1694563.8,Not Available,18631189.7,Not Available,11401.0,Not Available,Not Available,8014224.2,23,Not Available,No,Existing,Not Available,Not Available,-73.969336,268.5,Not Available,Not Available
4000753,Not Available,50,Not Available,Not Available,20401,Not Available,Not Available,0,20399,Not Available,Not Applicable: Standalone Property,Not Available,40.739935,Not Available,Not Available,51000,20,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,511862.9,Not Available,5601231.9,Office,104.0,100,Not Available,2442475.8,Not Available,Not Available,Yes,Existing,65,Not Available,-73.94722,110.2,Not Available,Not Available
4619565 ; 4004542,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.754218,Not Available,Not Available,97106,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,377856.9,Not Available,3848822.2,Not Available,55.0,Not Available,Not Available,1386641.9,100,Not Available,No,Existing,Not Available,Not Available,-73.930555,37.4,Not Available,Not Available
2015416,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.873251,Not Available,Not Available,54256,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,245500,Not Available,3311459.6,Not Available,26702.0,Not Available,Not Available,1815606.4,98,Not Available,No,Existing,Not Available,Not Available,-73.900655,62,Not Available,Not Available
4207090,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,500,Not Available,Not Applicable: Standalone Property,1000,40.70496,Not Available,Not Available,65916,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,319027,Not Available,9180591.9,Not Available,238.0,Not Available,Not Available,6929220.7,46,4-09692-0072,No,Existing,Not Available,Not Available,-73.808887,137.8,Not Available,Not Available
3248245,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.600603,Not Available,Not Available,107916,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,445488,Not Available,14497860.7,Not Available,632.0,Not Available,Not Available,11383511.9,37,Gas Cooking Meter excluded from Metric Tracking.,No,Existing,Not Available,Not Available,-73.933754,132.3,Not Available,Not Available
3427181,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.679266,Not Available,Not Available,25671,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,138737,Not Available,1325565.5,Not Available,205.0,Not Available,Not Available,473416.2,100,Not Available,No,Existing,Not Available,Not Available,-73.967523,51.6,Not Available,Not Available
2007894,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.847311,Not Available,Not Available,36300,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,300433.8,Not Available,Not Available,Not Available,22701.0,Not Available,Not Available,Not Available,16,Not Available,No,Existing,Not Available,Not Available,-73.908175,155.6,Not Available,Not Available
1014716,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.740339,Not Available,Not Available,52500,115,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,933441.9,Not Available,10325496.6,Not Available,87.0,100,Not Available,4560935.7,36,Not Available,No,Existing,65,Not Available,-73.996128,196.6,Not Available,Not Available
3397928,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.690504,Not Available,Not Available,26969,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,266098,Not Available,2542721.5,Not Available,387.0,Not Available,Not Available,908114.8,92,Not Available,No,Existing,Not Available,Not Available,-73.92632,94.3,Not Available,Not Available
3426031,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Living - 143 Roebling Campus,Not Available,40.713839,Not Available,Not Available,26165,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,28714,Not Available,262593.2,Not Available,519.0,Not Available,Not Available,93783.3,Not Available,Not Available,No,Existing,Not Available,Not Available,-73.957587,10.5,Not Available,Not Available
101,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.750999,Not Available,Not Available,91777,211,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,840113.9,Not Available,10426937,Not Available,109.0,100,Not Available,5313457.2,81,Steam was incorrectly uploaded for this property. Steam service address is for 135 W 45 ST which is a different lot. We have contacted ConEd to have the problem corrected.,No,Existing,65,Not Available,-73.988559,114.8,Not Available,Not Available
4000738,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.74406,Not Available,Not Available,28148,Not Available,Not Available,Not Available,0,28148,Not Available,Not Available,Ok,474631.9,Not Available,6488681.4,Not Available,104.0,Not Available,Not Available,3489969.7,32,Not Available,No,Existing,Not Available,Not Available,-73.941198,229,Not Available,Not Available
4610290,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Fodera Enterprises,Not Available,,Not Available,Not Available,2000,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,663879.9,Not Available,6348495.3,Not Available,,Not Available,Not Available,2267319.8,1,Shared Electric with other buildings on Lot,No,Existing,Not Available,Not Available,,3171.2,Not Available,Not Available
1061612,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.829134,Not Available,Not Available,30410,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,132764,Not Available,5542743.8,Not Available,23501.0,Not Available,Not Available,4547101.5,11,Not Available,No,Existing,Not Available,Not Available,-73.943146,179.8,Not Available,Not Available
4209597,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,11000,Not Available,Not Applicable: Standalone Property,Not Available,40.705586,Not Available,Not Available,77671,183.32,Not Available,0,0,Not Available,Not Available,Not Available,Ok,582052.9,Not Available,8522415.2,Not Available,460.0,100,Not Available,4806644.4,77,Not Available,Yes,Existing,65,Not Available,-73.794599,127.9,Not Available,Not Available
4075225,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.723974,Not Available,Not Available,90066,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,361972,Not Available,3346693.2,Not Available,71305.0,Not Available,Not Available,1195247.6,100,Not Available,No,Existing,Not Available,Not Available,-73.850711,38.4,Not Available,Not Available
1058616,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.808362,Not Available,Not Available,26944,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,140904,Not Available,3050771.6,Not Available,222.0,Not Available,Not Available,2163846.6,16,Not Available,No,Existing,Not Available,Not Available,-73.950909,111.7,Not Available,Not Available
1064861,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.867029,Not Available,Not Available,36210,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,163342,Not Available,4820097,Not Available,293.0,Not Available,Not Available,3676925.4,59,Not Available,No,Existing,Not Available,Not Available,-73.919045,131.2,Not Available,Not Available
1016044,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,5000,Not Available,Not Applicable: Standalone Property,Not Available,40.751923,Not Available,Not Available,79056,150,Not Available,Not Available,0,Not Available,Not Available,5000,Ok,697403.9,Not Available,11433312.2,Not Available,84.0,100,Not Available,6476575.3,68,Not Available,No,Existing,80,Not Available,-73.983073,142.6,Not Available,Not Available
2002734,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.830777,Not Available,Not Available,30385,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,257302,Not Available,14304470.7,Not Available,18102.0,Not Available,Not Available,12160114.5,1,Not Available,No,Existing,Not Available,Not Available,-73.918674,470.8,Not Available,Not Available
3123690,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.645638,Not Available,Not Available,149450,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,378435.9,Not Available,9812409.8,Not Available,498.0,Not Available,Not Available,7277001.4,98,Not Available,No,Existing,Not Available,Not Available,-73.981046,64.6,Not Available,Not Available
2014634,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.863481,Not Available,Not Available,43000,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,201953.5,Not Available,Not Available,Not Available,263.0,Not Available,Not Available,Not Available,45,Not Available,No,Existing,Not Available,Not Available,-73.902773,116,Not Available,Not Available
3342064,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Living - 143 Roebling Campus,Not Available,,Not Available,Not Available,26165,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,45624,Not Available,435873.4,Not Available,,Not Available,Not Available,155669.1,Not Available,Not Available,No,Existing,Not Available,Not Available,,16.7,Not Available,Not Available
&1078014,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.726619,Not Available,Not Available,38520,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,194610,Not Available,5285923.3,Not Available,28.0,Not Available,Not Available,3953026.5,50,1-00393-0056,No,Existing,Not Available,Not Available,-73.979291,135.9,Not Available,Not Available
4072436,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.728305,Not Available,Not Available,77040,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,310204,Not Available,3008131.9,Not Available,693.0,Not Available,Not Available,1156207.8,100,4-03094-0005,No,Existing,Not Available,Not Available,-73.866212,40.3,Not Available,Not Available
4437274; 4437273; 4437276; 4437277; 4437275; 4610290,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,19000,Not Available,Fodera Enterprises,Not Available,40.760943,Not Available,Not Available,93065,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,1316474.8,Not Available,13310129.5,Non-Refrigerated Warehouse,38301.0,Not Available,Not Available,5189959.4,Not Available,Not Available,No,Existing,Not Available,Not Available,-73.840626,142.7,Not Available,Not Available
3180684,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,,Not Available,Not Available,69336,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,217416,Not Available,8619591.8,Not Available,,Not Available,Not Available,7022650.1,41,Not Available,No,Existing,Not Available,Not Available,,123.7,Not Available,Not Available
2007737,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.850729,Not Available,Not Available,32000,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,161162,Not Available,3999489.3,Not Available,23502.0,Not Available,Not Available,2915075.5,61,Not Available,No,Existing,Not Available,Not Available,-73.904961,123.8,Not Available,Not Available
2015316,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.870596,Not Available,Not Available,53900,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,223413,Not Available,5817996.1,Not Available,26702.0,Not Available,Not Available,4429879.1,91,Not Available,No,Existing,Not Available,Not Available,-73.900485,107,Not Available,Not Available
2018686,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.870796,Not Available,Not Available,50760,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,152730,Not Available,4805354.7,Not Available,425.0,Not Available,Not Available,3853215.2,74,Not Available,No,Existing,Not Available,Not Available,-73.876512,95.5,Not Available,Not Available
2006081,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.823204,Not Available,Not Available,46068,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,240285,Not Available,5971049.8,Not Available,119.0,Not Available,Not Available,4488424,46,Not Available,No,Existing,Not Available,Not Available,-73.889081,128.4,Not Available,Not Available
3163921,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.60484,Not Available,Not Available,84192,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,316757,Not Available,9263524.6,Not Available,290.0,Not Available,Not Available,7107874.4,65,Not Available,No,Existing,Not Available,Not Available,-73.992484,108,Not Available,Not Available
3331325,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,KM - Campus - 70 Ross St,Not Available,40.703979,Not Available,Not Available,93538,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,772705.9,Not Available,15565325.8,Not Available,539.0,Not Available,Not Available,10541255.9,6,Water is entered on parent property to account for all buildings on BBL,No,Existing,Not Available,Not Available,-73.963097,165.7,Not Available,Not Available
3390757; 3390756; 3390755; 3390753; 3390752; 3390751; 3390750; 3390758; 3390754,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.630999,Not Available,Not Available,29040,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,11601,Not Available,110831.3,Not Available,102801.0,Not Available,Not Available,39582.6,100,Not Available,No,Existing,Not Available,Not Available,-73.88775,3.8,Not Available,Not Available
1041667,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,6927,Not Available,Not Applicable: Standalone Property,Not Available,40.774017,Not Available,Not Available,145136,Not Available,Not Available,0,0,Not Available,Not Available,Not Available,Ok,774477.9,Not Available,13171421.4,Medical Office,130.0,Not Available,Not Available,8221760.5,Not Available,"Block and Lot Number
1-01389-0056

Property Manager has confirmed there are multiple retail outlets on property.",No,Existing,Not Available,5.25,-73.964704,89.7,Not Available,Not Available
3097872,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,96250,Not Available,Not Applicable: Standalone Property,Not Available,40.654796,Not Available,Not Available,428000,115,Not Available,0,0,Not Available,Not Available,Not Available,Ok,3048483.7,Not Available,37710167.3,Office,1104.0,100,Not Available,18817335.4,55,Not Available,No,Existing,65,Not Available,-73.887811,88.5,Not Available,Not Available
"1080922 , 1080924",Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.75866,Not Available,Not Available,80496,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,1264055.9,Not Available,12207640.7,Not Available,115.0,Not Available,Not Available,4438059.2,Not Available,We are a shelter for homeless youth which is why we are using Other - Lodging/ Residential as our property type.,Yes,Existing,Not Available,Not Available,-73.995113,151.7,Not Available,Not Available
313 6533,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.635008,Not Available,Not Available,65792,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,512721.9,Not Available,9041419.2,Not Available,232.0,Not Available,Not Available,5695196.3,40,3-05612-0040,No,Existing,Not Available,Not Available,-73.984979,134.3,Not Available,Not Available
2019831,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,40.899615,Not Available,Not Available,61819,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Ok,232356,Not Available,2437556.2,Not Available,45102.0,Not Available,Not Available,1038595.6,100,Not Available,No,Existing,Not Available,Not Available,-73.861997,40.4,Not Available,Not Available
