property_id,property_name,estimated_data_flag_fuel_1,parking_gross_floor_area,non_refrigerated_warehouse,multifamily_housing_government,parking_open_parking_lot,year_built,k_12_school_gross_floor_area,percent_of_total_electricity,last_modified_date_non,medical_office_number_of_1,national_median_reference,source_energy_use_kbtu,office_gross_floor_area_ft,laboratory_gross_floor_area,office_number_of_computers,weather_normalized_site_2,data_center_ups_output_meter,kerosene_use_kbtu,supermarket_grocery_number,avoided_emissions_onsite_1,retail_store_gross_floor,ambulatory_surgical_center,district_steam_use_kbtu,census_tract,natural_gas_use_therms,metered_areas_water,total_ghg_emissions_intensity,data_center_pdu_output_meter,weather_normalized_source_1,weather_normalized_source,weather_normalized_site_energy,restaurant_worker_density,alert_data_center_issue_with,office_weekly_operating_hours,diesel_2_use_kbtu,hospital_general_medical,data_center_it_source_energy,estimated_data_flag_district,restaurant_gross_floor_area,worship_facility_gross_floor,movie_theater_gross_floor,electricity_use_generated
1634531,Q165-0400150,Not Available,Not Available,Not Available,Not Available,Not Available,1959,98500,Not Available,04/13/2020 03:27 PM EDT,Not Available,CBECS - Elementary/Middle & High School,13131245.6,Not Available,Not Available,Not Available,29,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,77906.0,29.00000036,Not Available,7.2,Not Available,13069221.9,132.7,9150532.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634741,Q155-0400142,No,Not Available,Not Available,Not Available,Not Available,1930,83125,Not Available,04/17/2020 12:54 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7581836.5,Not Available,Not Available,Not Available,1065.4,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,176.0,1061.999992,Not Available,5.1,Not Available,7401107.1,89,5458711.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634444,K058-0300078,No,Not Available,Not Available,Not Available,Not Available,1957,133200,Not Available,04/14/2020 02:38 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7919748.4,Not Available,Not Available,Not Available,728,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,77.0,728.000006,Not Available,2.8,Not Available,8047362.3,60.4,5060302.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634739,Q146-0400132,No,Not Available,Not Available,Not Available,Not Available,1963,98460,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,8064036,Not Available,Not Available,Not Available,26456,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,884.0,26629.00018,Not Available,3.2,Not Available,8045872,81.7,4927666.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633187,Q188-0400166,No,Not Available,Not Available,Not Available,Not Available,1957,69905,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,6371245.3,Not Available,Not Available,Not Available,38973.3,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,129104.0,39161.99995,Not Available,3.9,Not Available,6357477.9,90.9,4706360.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633413,Q163-0400148,No,Not Available,Not Available,Not Available,Not Available,1964,129600,Not Available,04/13/2020 03:26 PM EDT,Not Available,CBECS - Elementary/Middle & High School,13836057.2,Not Available,Not Available,Not Available,48090.4,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1215.0,48319.00163,Not Available,3.9,Not Available,13812052,106.6,7938524.6,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633380,K297-0300294,No,Not Available,Not Available,Not Available,Not Available,1959,94800,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,8899754,Not Available,Not Available,Not Available,42862.1,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,257.0,42195.99924,Not Available,3.8,Not Available,8969697.1,94.6,5882346,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1160897,"ELMHURST, NY-2814",Not Available,Not Available,Not Available,Not Available,Not Available,2004,Not Available,Not Available,Not Available,Not Available,CBECS - Retail Store,28538981.1,Not Available,Not Available,Not Available,16589.1,Not Available,Not Available,Not Available,0,204340,Not Available,Not Available,683.0,17197.72021,Whole Property,4.4,Not Available,28273898,138.4,11134641,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1416310,345 Park Ave LP,Not Available,47077,Not Available,Not Available,0,1968,Not Available,Not Available,04/01/2020 03:36 PM EDT,Not Available,CBECS - Office & Bank/Financial,505009111.8,1798735,Not Available,8340,15440,3596334.9,Not Available,Not Available,0,Not Available,Not Available,150095928.5,100.0,15439.9999,Whole Property,10.8,0,500474289.2,271.6,262985080.3,8.78049,Ok,65.53,Not Available,Not Available,34357945.3,No,4100,Not Available,Not Available,Not Available
1633622,K894-0301625,Not Available,Not Available,Not Available,Not Available,Not Available,1926,80625,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,6526094,Not Available,Not Available,Not Available,15056.4,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,367.0,14912.9985,Not Available,2.8,Not Available,6541149.5,81.1,3277148.8,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633439,Q268-0401482,No,Not Available,Not Available,Not Available,Not Available,2001,105600,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,17293656.1,Not Available,Not Available,Not Available,40777.6,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,444.0,41062.00108,Not Available,5.8,Not Available,17257065,163.4,9082370.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634429,X020-0201213,No,Not Available,Not Available,Not Available,Not Available,1991,156125,Not Available,04/10/2020 05:36 PM EDT,Not Available,CBECS - Elementary/Middle & High School,30356973.4,Not Available,Not Available,Not Available,57695.4,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,425.0,57980.00226,Not Available,7.3,Not Available,30327089.1,194.2,16519090.8,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633144,K238-0300242,No,Not Available,Not Available,Not Available,Not Available,1931,105600,Not Available,04/17/2020 10:27 AM EDT,Not Available,CBECS - Elementary/Middle & High School,9885230.2,Not Available,Not Available,Not Available,38504.6,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,420.0,38815.00183,Not Available,4.1,Not Available,9852636.9,93.3,6735826.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634743,Q186-0400164,Not Available,Not Available,Not Available,Not Available,Not Available,1958,92575,Not Available,04/13/2020 03:27 PM EDT,Not Available,CBECS - Elementary/Middle & High School,11697568.8,Not Available,Not Available,Not Available,1128.9,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,155102.0,1294.999971,Not Available,7.4,Not Available,11380873.2,122.9,8643661.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633575,K186-0300188,No,Not Available,Not Available,Not Available,Not Available,1936,92400,Not Available,04/17/2020 10:26 AM EDT,Not Available,CBECS - Elementary/Middle & High School,10443364.9,Not Available,Not Available,Not Available,47680.7,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,274.0,46054.99847,Not Available,4.7,Not Available,10804215,116.9,7471544.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633490,M005-0101316,No,Not Available,Not Available,Not Available,Not Available,1992,114980,Not Available,04/13/2020 05:45 PM EDT,Not Available,CBECS - Elementary/Middle & High School,14274499.9,Not Available,Not Available,Not Available,35161.1,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,299.0,35098.00109,Not Available,4.4,Not Available,14252403.2,124,7287713.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1463890,150 East  58th Street,Not Available,35297,Not Available,Not Available,0,1969,Not Available,Not Available,06/29/2020 06:03 PM EDT,Not Available,CBECS - Office & Bank/Financial,96019880.6,513221,Not Available,2053.53,Not Available,Not Available,Not Available,Not Available,0,30614,Not Available,27745780.2,11203.0,Not Available,Whole Property,6.4,Not Available,94303071.7,162.2,48862885.7,Not Available,Ok,70.82,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available
1634554,Q620-0400229,Not Available,Not Available,Not Available,Not Available,Not Available,1958,287195,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,18584000.6,Not Available,Not Available,Not Available,2533,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,452.0,2532.999741,Not Available,3.3,Not Available,18337795,63.9,12128216.6,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633817,K400-0300368,No,Not Available,Not Available,Not Available,Not Available,1940,324000,Not Available,04/17/2020 10:27 AM EDT,Not Available,CBECS - Elementary/Middle & High School,22533591.2,Not Available,Not Available,Not Available,128612.8,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,306.0,123124.0012,Not Available,2.9,Not Available,23109919.9,71.3,16291845.7,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633863,R049-0500075,Not Available,Not Available,Not Available,Not Available,Not Available,1960,163200,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,11166797.9,Not Available,Not Available,Not Available,1024,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,29.0,1023.999975,Not Available,3.6,Not Available,11394975.5,69.8,8013197,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633056,M470-0100191,Not Available,Not Available,Not Available,Not Available,Not Available,1965,311000,2.674343,04/13/2020 05:47 PM EDT,Not Available,CBECS - Elementary/Middle & High School,26219001.3,Not Available,Not Available,Not Available,664,Not Available,Not Available,Not Available,23.7,Not Available,Not Available,Not Available,169.0,664.00002,Not Available,3.7,Not Available,26113142.7,84,15155347.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,166740.1
1633952,X039-0200816,Not Available,Not Available,Not Available,Not Available,Not Available,1904,102100,Not Available,04/10/2020 05:34 PM EDT,Not Available,CBECS - Elementary/Middle & High School,6456220.6,Not Available,Not Available,Not Available,1207.2,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,87.0,1213.000016,Not Available,3,Not Available,6478323.4,63.5,4048648,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633937,X059-0200094,No,Not Available,Not Available,Not Available,Not Available,1921,82880,Not Available,04/10/2020 05:36 PM EDT,Not Available,CBECS - Elementary/Middle & High School,8040357.3,Not Available,Not Available,Not Available,44611.3,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,395.0,44808.00379,Not Available,4.4,Not Available,8028570.5,96.9,6158765.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1439342,"120 Broadway Holdings, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,1915,Not Available,Not Available,02/24/2020 12:09 PM EST,Not Available,CBECS - Office & Bank/Financial,242043140.4,1858900,Not Available,6000,16490,Not Available,Not Available,Not Available,0,Not Available,Not Available,46131153.9,7.0,16490.00016,Whole Property,4.6,Not Available,241792428.6,126.6,113576761.4,10.56338,Ok,42.27,Not Available,Not Available,Not Available,No,1704,Not Available,Not Available,Not Available
1634323,Q005-0401322,No,Not Available,Not Available,Not Available,Not Available,1994,180166,Not Available,04/13/2020 03:26 PM EDT,Not Available,CBECS - Elementary/Middle & High School,30783839.3,Not Available,Not Available,Not Available,62953,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,489.0,63072.99542,Not Available,6,Not Available,30261755.7,168,15466621.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634500,K263-0300267,No,Not Available,Not Available,Not Available,Not Available,1930,157200,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,14938671.5,Not Available,Not Available,Not Available,4214,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,924.0,4213.999727,Not Available,5,Not Available,14655177.9,93.2,10360135.7,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633587,K287-0300286,Not Available,Not Available,Not Available,Not Available,Not Available,1952,106800,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,8851069.9,Not Available,Not Available,Not Available,380,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,23.0,379.9999606,Not Available,4.8,Not Available,8828363.7,82.7,6718175.7,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634317,Q485-0400213,No,Not Available,Not Available,Not Available,Not Available,1931,307200,Not Available,04/13/2020 03:26 PM EDT,Not Available,CBECS - Elementary/Middle & High School,25373828.8,Not Available,Not Available,Not Available,141405.9,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,595.0,141528.0005,Not Available,3.6,Not Available,25361004.1,82.6,18623812.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1470683,Fisher - 1345 Avenue of the Americas,Not Available,Not Available,Not Available,Not Available,Not Available,1969,Not Available,Not Available,02/25/2020 02:41 PM EST,Not Available,CBECS - Office & Bank/Financial,455421939.7,1832312,Not Available,8127,8605.8,Not Available,Not Available,Not Available,0,Not Available,Not Available,82729581.2,137.0,8605.80646,Not Available,8.7,Not Available,451899087.3,242.1,207444459.7,1.45121,Ok,51.11,Not Available,Not Available,Not Available,No,34454,Not Available,Not Available,Not Available
1444034,Bloomingdale's - 59th Street,Not Available,Not Available,Not Available,Not Available,Not Available,1886,Not Available,Not Available,10/16/2020 01:29 PM EDT,Not Available,CBECS - Retail Store,179251410,Not Available,Not Available,Not Available,7207.1,Not Available,Not Available,Not Available,0,849062,Not Available,20980877.4,11402.0,7197.99968,Whole Property,6.7,Not Available,177604485.9,206.9,75591954.1,7.73196,Ok,Not Available,Not Available,Not Available,Not Available,No,9312,Not Available,Not Available,Not Available
1634189,K108-0300118,No,Not Available,Not Available,Not Available,Not Available,1895,78000,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,8169590.4,Not Available,Not Available,Not Available,26327.4,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,117202.0,26516.99864,Not Available,4.1,Not Available,8149679.8,104.5,4935413,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633161,K290-0300334,Not Available,Not Available,Not Available,Not Available,Not Available,1978,75600,Not Available,04/14/2020 02:38 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7602086.5,Not Available,Not Available,Not Available,122.8,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1198.0,121.9999984,Not Available,4.5,Not Available,7602174.7,100.6,4469051.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634179,K040-0300062,Not Available,Not Available,Not Available,Not Available,Not Available,1964,121200,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,9446199.7,Not Available,Not Available,Not Available,4236,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,379.0,4236.000257,Not Available,4.1,Not Available,9466155.4,78.1,6627244,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634727,K007-0301678,No,Not Available,Not Available,Not Available,Not Available,1998,115200,Not Available,04/14/2020 02:39 PM EDT,Not Available,CBECS - Elementary/Middle & High School,15644205.8,Not Available,Not Available,Not Available,34408.9,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,118201.0,35140.99924,Not Available,4.7,Not Available,15330349.1,133.1,7874546.8,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634618,M136-0100122,No,Not Available,Not Available,Not Available,Not Available,1925,135725,Not Available,04/13/2020 05:45 PM EDT,Not Available,CBECS - Elementary/Middle & High School,12623210.7,Not Available,Not Available,Not Available,74322.8,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,22102.0,74658.9997,Not Available,4,Not Available,12587904.8,92.7,9343761.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633177,Q036-0400034,No,Not Available,Not Available,Not Available,Not Available,1924,51660,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,6808538.2,Not Available,Not Available,Not Available,225,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,366.0,224.9999986,Not Available,6.6,Not Available,6757015.6,130.8,4486534.9,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633800,K234-0300239,No,Not Available,Not Available,Not Available,Not Available,1938,147680,Not Available,04/17/2020 10:28 AM EDT,Not Available,CBECS - Elementary/Middle & High School,16499938.2,Not Available,Not Available,Not Available,66341.9,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,558.0,66748.00246,Not Available,4.5,Not Available,16457297,111.4,10606236.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633126,K174-0300177,No,Not Available,Not Available,Not Available,Not Available,1950,96000,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,9003579.2,Not Available,Not Available,Not Available,48606.1,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1130.0,48707.00317,Not Available,4.2,Not Available,8992988.1,93.7,6766730.7,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633387,K384-0300329,No,Not Available,Not Available,Not Available,Not Available,1973,147600,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,13626419,Not Available,Not Available,Not Available,30053,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,409.0,30052.99972,Not Available,4,Not Available,13626419,92.3,8525199.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634633,X192-0200041,Not Available,Not Available,Not Available,Not Available,Not Available,1972,175325,13.4266,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,19103973.4,Not Available,Not Available,Not Available,602.6,Not Available,Not Available,Not Available,64.4,Not Available,Not Available,Not Available,158.0,597.9999641,Not Available,5.8,Not Available,19196400.7,109.5,13827316.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,453387.9
1634427,X037-0201194,No,Not Available,Not Available,Not Available,Not Available,1971,70800,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,15161284.8,Not Available,Not Available,Not Available,39431.2,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,29302.0,40632.0018,Not Available,7.7,Not Available,14959905.2,211.3,7807274,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633152,K275-0300276,Not Available,Not Available,Not Available,Not Available,Not Available,1930,190800,Not Available,04/14/2020 02:38 PM EDT,Not Available,CBECS - Elementary/Middle & High School,15348052.1,Not Available,Not Available,Not Available,2343,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,922.0,2342.999816,Not Available,4.1,Not Available,15331146.2,80.4,10363439.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634197,K142-0300147,Not Available,Not Available,Not Available,Not Available,Not Available,1920,165600,Not Available,04/14/2020 02:38 PM EDT,Not Available,CBECS - Elementary/Middle & High School,13445515.1,Not Available,Not Available,Not Available,1208,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,63.0,1208.000016,Not Available,4.5,Not Available,13707556.1,82.8,9994480.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634075,R001-0500028,No,Not Available,Not Available,Not Available,Not Available,1935,72000,Not Available,04/17/2020 12:54 PM EDT,Not Available,CBECS - Elementary/Middle & High School,6457753.4,Not Available,Not Available,Not Available,13814.2,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,24401.0,13329.99964,Not Available,4.2,Not Available,6508593.7,90.4,4442305.3,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1712194,Red Circle NYC Corp,Not Available,Not Available,Not Available,Not Available,Not Available,1929,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,16685557,92532,Not Available,200,36120.7,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,87.0,35534.33025,Whole Property,5.3,Not Available,16747122.4,152.2,8238656.8,Not Available,Ok,65,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633549,K093-0300104,Not Available,Not Available,Not Available,Not Available,Not Available,1907,92400,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,8253756.1,Not Available,Not Available,Not Available,46.5,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,247.0,46.00000304,Not Available,5.6,Not Available,8124276.3,87.9,6695896.1,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633342,Q088-0400079,No,Not Available,Not Available,Not Available,Not Available,1908,129600,Not Available,04/13/2020 03:26 PM EDT,Not Available,CBECS - Elementary/Middle & High School,12298267.7,Not Available,Not Available,Not Available,46576.5,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,585.0,46806.99963,Not Available,3.8,Not Available,12274069.5,94.7,7841602.9,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633788,Q116-0400102,No,Not Available,Not Available,Not Available,Not Available,1930,95060,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,9254095.6,Not Available,Not Available,Not Available,47220.5,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,414.0,47305.99796,Not Available,4.1,Not Available,9248606.4,97.3,6519018.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634371,M144-0100126,No,Not Available,Not Available,Not Available,Not Available,1958,94425,Not Available,04/17/2020 04:40 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7911186.2,Not Available,Not Available,Not Available,927.9,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,220.0,925.000028,Not Available,4.1,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634325,Q212-0401422,No,Not Available,Not Available,Not Available,Not Available,1998,94900,Not Available,04/13/2020 03:26 PM EDT,Not Available,CBECS - Elementary/Middle & High School,13519406.5,Not Available,Not Available,Not Available,25902.3,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,283.0,25999.00205,Not Available,4.8,Not Available,13381301.1,141,6512618.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634173,K369-0300042,No,Not Available,Not Available,Not Available,Not Available,1926,39600,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,3361882.1,Not Available,Not Available,Not Available,1196.9,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,41.0,1192.999988,Not Available,4,Not Available,3362290.9,84.9,2131548.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634283,Q029-0400027,No,Not Available,Not Available,Not Available,Not Available,1940,98342,Not Available,04/13/2020 03:26 PM EDT,Not Available,CBECS - Elementary/Middle & High School,11682269.1,Not Available,Not Available,Not Available,44956.4,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,907.0,45141.00074,Not Available,4.6,Not Available,11662882.4,118.6,7257396.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1582252,2 United Nations Plaza,Not Available,Not Available,Not Available,Not Available,Not Available,1983,Not Available,Not Available,06/26/2020 12:58 PM EDT,Not Available,CBECS - Office & Bank/Financial,106103187.7,406785,Not Available,1927,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,28097509.3,90.0,Not Available,Whole Property,7.2,0,105977624,187.6,54049757.5,Not Available,Ok,55.26,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available
1633368,K239-0300243,No,Not Available,Not Available,Not Available,Not Available,1936,186000,Not Available,04/17/2020 10:27 AM EDT,Not Available,CBECS - Elementary/Middle & High School,18002911.3,Not Available,Not Available,Not Available,109884.8,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,330.0,106439.999,Not Available,4.2,Not Available,18364615.2,98.7,13841231.7,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634698,K255-0300258,Not Available,Not Available,Not Available,Not Available,Not Available,1950,91200,Not Available,04/17/2020 10:27 AM EDT,Not Available,CBECS - Elementary/Middle & High School,10152845.9,Not Available,Not Available,Not Available,1566,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,558.0,1565.99996,Not Available,6.7,Not Available,10146877.8,111.3,8126937.8,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634051,Q470-0400217,No,Not Available,Not Available,Not Available,Not Available,1925,291600,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,28641407.8,Not Available,Not Available,Not Available,158973.6,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,452.0,160243,Not Available,4.1,Not Available,28508118.5,97.8,20117319.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634175,K025-0300050,No,Not Available,Not Available,Not Available,Not Available,1959,122400,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,10045733.9,Not Available,Not Available,Not Available,52010.1,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,281.0,52253.00045,Not Available,3.7,Not Available,10020234.4,81.9,7552705.2,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
