property_id,address_1,parking_partially_enclosed,hotel_cooking_facilities,parking_completely_enclosed,worship_facility_weekly,multifamily_housing_percent_1,direct_ghg_emissions_mtco2e,indoor_water_use_all_water,senior_care_community_number,data_center_pue,indirect_ghg_emissions_mtco2e,non_refrigerated_warehouse_1,year_ending,fuel_oil_5_6_use_kbtu,estimated_data_flag_district,other_use_kbtu,bank_branch_computer_density,retail_store_weekly_operating,data_center_it_source_energy,bank_branch_gross_floor_area,postcode,source_eui_kbtu_ft,senior_care_community_average,electricity_use_grid_purchase,target_energy_star_score,senior_care_community_percent,energy_star_certification_1,office_weekly_operating_hours,estimated_data_flag_district_1,medical_office_gross_floor,refrigerated_warehouse_worker,water_current_date,primary_property_type_self,estimated_data_flag_1,community_board,site_eui_kbtu_ft,estimated_data_flag_fuel,egrid_output_emissions_rate,service_and_product_provider,hotel_type_of_laundry_facility,office_worker_density_number,data_center_ups_output_site,multifamily_housing_resident,retail_store_computer_density,k_12_school_gross_floor_area
1467374,230 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,67.17,9411,Not Available,Not Available,10899.72,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,4.11,84,Not Available,390290,10169,227.5,Not Available,66394790.4,0,Not Available,Eligible,48,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,97.9,Not Available,Not Available,"Code Green Solutions, Inc.",Not Available,5.58,Not Available,Not Available,0.92,Not Available
2557733,200 East 71st Street,0,Not Available,2000,Not Available,20,1094.07,15117.2,Not Available,Not Available,1018.63,Not Available,2012-12-31T00:00:00.000,3995838.21,Not Available,Not Available,Not Available,70,Not Available,Not Available,10021,149.7,Not Available,10849453.89,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,30-NOV-11,Multifamily Housing,Not Available,108.0,77.6,No,Not Available,,Not Available,Not Available,Not Available,No specific resident population,1.76,Not Available
2614192,8635 21 AVE PLPM,Not Available,Not Available,Not Available,Not Available,Not Available,317.24,0,Not Available,Not Available,155.19,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11214,107.3,Not Available,1652975.47,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,311.0,69.5,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2043394,555 Madison Ave,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6918.5,Not Available,Not Available,2882.96,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,51,Not Available,Not Available,10022,148.4,Not Available,15665174.4,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,69,Not Available,Not Available,Not Available,31-JAN-13,Office,Not Available,105.0,67.3,Not Available,Not Available,The Cotocon Group,Not Available,2.33,Not Available,Not Available,0.62,Not Available
1241548,1897 Main Street,Not Available,Not Available,Not Available,Not Available,Not Available,170.58,Not Available,Not Available,Not Available,776.77,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10566,437,Not Available,8273373.57,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,161.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1.55e+06,2900 VETERANS RD W,305427,Not Available,0,Not Available,Not Available,140.52,1707.8,Not Available,Not Available,843.26,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,97,Not Available,Not Available,10309,227.7,Not Available,8981632.35,0,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,28-FEB-13,Retail,Not Available,503.0,80.8,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,0.19,Not Available
1716467,"7 Samsondale Plz, Rte 9W",Not Available,Not Available,Not Available,Not Available,Not Available,137.18,Not Available,Not Available,Not Available,761.46,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10993,590.9,Not Available,8341851.83,75,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,211.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2544519,118-21 Queens Boulevard,Not Available,Not Available,Not Available,Not Available,Not Available,147.14,1938.3,Not Available,Not Available,152.82,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,69,Not Available,Not Available,11375,103,Not Available,1627743.2,0,Not Available,Not Eligible: Rating must be 75 or above,90,Not Available,Not Available,Not Available,31-JAN-13,Office,Not Available,406.0,54.3,Not Available,Not Available,,Not Available,0,Not Available,Not Available,0.74,Not Available
2587548,401-409 East 110th street,Not Available,Not Available,Not Available,Not Available,Not Available,69.97,360.6,Not Available,Not Available,494.14,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10029,85.3,Not Available,5263095.3,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Self-Storage,Not Available,111.0,29.6,No,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2558902,2175 Cedar Avenue,Not Available,Not Available,Not Available,Not Available,10,283.11,8505.2,Not Available,Not Available,133.85,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10468,114,Not Available,1425688.76,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,207.0,74.4,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1470683,1345 Avenue of the Americas,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29715.2,Not Available,Not Available,22488.04,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10105,336.6,Not Available,149221684.8,0,Not Available,Not Eligible: Rating must be 75 or above,43,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,137.5,Not Available,Not Available,"CodeGreen Solutions, Inc.",Not Available,2.51,Not Available,Not Available,Not Available,Not Available
2559039,20-38 thru 20-50 Seagirt Blvd,0,Not Available,24985,Not Available,10,553.49,Not Available,Not Available,Not Available,78.13,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11691,63.6,Not Available,832209.55,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,,52.3,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1273008,2 Penn Plaza,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,25289.1,Not Available,Not Available,12061.29,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,15.26,126,Not Available,19664,10121,233.9,Not Available,85193543.51,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,70,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,92.2,Not Available,Not Available,,Not Available,3.3,Not Available,Not Available,0.91,Not Available
2608465,1541-1551 Williamsbridge Rd.,Not Available,Not Available,Not Available,Not Available,20,509.8,Not Available,Not Available,Not Available,149.94,Not Available,2012-12-31T00:00:00.000,3444827.48,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10461,150.8,Not Available,1597035.69,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,211.0,106.2,Not Available,Not Available,Heat Watch LLC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2559283,1919 Williamsbridge Road,Not Available,Not Available,Not Available,Not Available,20,267.95,Not Available,Not Available,Not Available,130.2,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10461,93.7,Not Available,1386773.5,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,211.0,60.5,No,Not Available,,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
1674432,31 West 52nd St.,0,Not Available,24008,Not Available,Not Available,1.96,12248.1,Not Available,Not Available,5619.73,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,168,40310519.3,Not Available,10019,231.4,Not Available,56605126.16,94,Not Available,Eligible,76,Not Available,Not Available,Not Available,31-MAR-13,Office,Not Available,105.0,72.3,Not Available,Not Available,,Not Available,2.79,3537226.8,Not Available,0.57,Not Available
2610478,71-61 159th Street,Not Available,Not Available,Not Available,Not Available,Not Available,1001.13,341.4,6,Not Available,488.82,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11365,223.6,227,5206439.04,0,100,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Senior Care Facility,Not Available,408.0,144.8,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2553881,510 East 80th Street,Not Available,Not Available,Not Available,Not Available,20,306.08,5074.4,Not Available,Not Available,290.51,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10075,178.2,Not Available,3094186.27,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,96.4,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
1241656,313 Rt. 59,Not Available,Not Available,Not Available,Not Available,Not Available,197.29,Not Available,Not Available,Not Available,622.54,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10960,917.1,Not Available,6819978.28,75,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,362.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1730167,250 West 57th Street,Not Available,Not Available,Not Available,Not Available,Not Available,1126.09,Not Available,Not Available,Not Available,2528.9,Not Available,2012-12-31T00:00:00.000,14215757.51,Not Available,Not Available,Not Available,55,Not Available,Not Available,10107,173.4,Not Available,26935428.65,0,Not Available,Eligible,48,Not Available,Not Available,Not Available,31-DEC-10,Office,Not Available,105.0,68.4,Not Available,Not Available,Viridian Energy and Env LLC,Not Available,2.56,Not Available,Not Available,1.85,Not Available
2556738,4-12 49th Avenue,Not Available,Not Available,Not Available,Not Available,16,236.68,Not Available,Not Available,Not Available,86.6,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11101,105.1,Not Available,922374.65,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-JAN-13,Multifamily Housing,Not Available,402.0,72.9,Not Available,Not Available,,Not Available,Not Available,Not Available,Dedicated Senior/Independent Living,Not Available,Not Available
2386047,139-24 Booth Memorial Ave,Not Available,Not Available,Not Available,Not Available,Not Available,1001.98,Not Available,Not Available,Not Available,2138.66,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11355,557.7,Not Available,22778952.26,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Hospital (General Medical and Surgical),Not Available,407.0,242.2,Not Available,Not Available,Gotham 360 LLC,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2506102,1600 Sedgwick Ave.,16946,Not Available,0,Not Available,20,2678.58,46884.6,Not Available,Not Available,765.16,Not Available,2012-12-31T00:00:00.000,32423467.33,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10453,178.4,Not Available,8149793.14,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,205.0,122.4,Not Available,Not Available,"DSM Engineering Associates, PC",Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2587898,531-539 West 21st street,Not Available,Not Available,Not Available,Not Available,Not Available,24.25,Not Available,Not Available,Not Available,105.73,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10011,46.1,Not Available,1126125.6,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Self-Storage,Not Available,104.0,17.2,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1241646,60 Brotherhood Plaza Dr.,Not Available,Not Available,Not Available,Not Available,Not Available,196.97,Not Available,Not Available,Not Available,715.33,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10992,720.9,Not Available,7836493.67,75,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,276.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2591226,225 BROADWAY,Not Available,Not Available,Not Available,Not Available,Not Available,1046.8,Not Available,Not Available,Not Available,1820.65,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10007,171.4,Not Available,19391833.24,0,Not Available,Not Eligible: Current period ending over 120 days,55,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,101.0,72.8,Not Available,Not Available,,Not Available,4.98,Not Available,Not Available,Not Available,Not Available
1241562,250 Pond Path,Not Available,Not Available,Not Available,Not Available,Not Available,212.54,Not Available,Not Available,Not Available,2150.12,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11720,492.4,Not Available,11353512.45,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,179.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2564515,100 West 18th Street,Not Available,Not Available,Not Available,Not Available,20,133.05,4460.5,Not Available,Not Available,441.82,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,2.19,65,Not Available,10937,10011,168.1,Not Available,4705816.2,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,104.0,66.1,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,0.2,Not Available
2397704,501 Madison Ave,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1223.99,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10022,230.3,Not Available,8514585.8,0,Not Available,Not Eligible: Rating must be 75 or above,50,Not Available,Not Available,Not Available,31-AUG-10,Office,Not Available,105.0,91.6,Not Available,Not Available,"Code Green Solutions, Inc.",Not Available,2.79,Not Available,Not Available,Not Available,Not Available
2214240,55 Broadway,Not Available,Not Available,Not Available,Not Available,Not Available,16.25,8997.3,Not Available,Not Available,2561.42,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10006,228.4,Not Available,22847845.29,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,65,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,101.0,78.2,Not Available,Not Available,EnergyWatch Inc,Not Available,2.75,Not Available,Not Available,Not Available,Not Available
2287675,100 West 33rd Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17287.8,Not Available,Not Available,5960.67,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,85,Not Available,Not Available,10001,208.6,Not Available,62988249.6,0,Not Available,Not Eligible: Current period ending over 120 days,50,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,62.8,Not Available,Not Available,,Not Available,2.76,Not Available,Not Available,0.25,Not Available
2379738,395 Hudson Street,0,Not Available,2000,Not Available,Not Available,19.3,9795.6,Not Available,Not Available,5583.95,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,26055204,Not Available,10014,303.6,Not Available,54278634.98,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,55,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,102.0,97.6,Not Available,Not Available,Cushman & Wakefield aaf NY District Council of Carpenters,Not Available,3.73,2286330.4,Not Available,Not Available,Not Available
2037421,283 PLATINUM AVE,Not Available,Not Available,Not Available,Not Available,Not Available,71.89,Not Available,Not Available,Not Available,557.61,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,80,Not Available,Not Available,10314,110.9,Not Available,5939152.39,75,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Retail,Not Available,502.0,37.1,No,Not Available,,Not Available,Not Available,Not Available,Not Available,0.24,Not Available
2386773,1036 Park Avenue,Not Available,Not Available,Not Available,Not Available,10,440.72,3214.7,Not Available,Not Available,138.04,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10028,107.1,Not Available,1470276.7,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,2900,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,73,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
1241552,275 Middle Country Rd,Not Available,Not Available,Not Available,Not Available,Not Available,248.04,Not Available,Not Available,Not Available,1864.69,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11727,527.6,Not Available,9846339.36,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,202.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2367857,"3940,3960 Broadway",Not Available,Not Available,Not Available,Not Available,Not Available,1128.51,Not Available,Not Available,Not Available,1313.95,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10032,989,Not Available,13994923.35,0,Not Available,Not Eligible: Rating must be 75 or above,168,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,,504.9,No,Not Available,,Not Available,2.43,Not Available,Not Available,Not Available,Not Available
2546264,151 East 80th Street,Not Available,Not Available,Not Available,Not Available,10,150.93,0,Not Available,Not Available,154.03,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10021,146.5,Not Available,1640585.74,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,108.0,77.6,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2271554,282 Lafayette Ave,Not Available,Not Available,Not Available,Not Available,Not Available,262.6,768,Not Available,Not Available,383.9,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11205,138.4,Not Available,4088940.8,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,K-12 School,Not Available,302.0,66.4,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,136000
2383250,200 East 84th Street,Not Available,Not Available,Not Available,Not Available,10,457.99,98.7,Not Available,Not Available,229.45,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,10028,124.8,Not Available,2443854.4,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,80.2,No,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,0.2,Not Available
2559260,404 West 54th Street,Not Available,Not Available,Not Available,Not Available,14,240.26,Not Available,Not Available,Not Available,93.82,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10019,100.6,Not Available,999254.68,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,104.0,68.8,Not Available,Not Available,,Not Available,Not Available,Not Available,Dedicated Senior/Independent Living,Not Available,Not Available
2562986,317 EAST 34TH STREET,Not Available,Not Available,Not Available,Not Available,Not Available,310.24,Not Available,Not Available,Not Available,847.21,Not Available,2012-12-31T00:00:00.000,3192632.66,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10016,292.6,Not Available,9023623.28,0,Not Available,Eligible,Not Available,Not Available,117900,Not Available,31-DEC-12,Medical Office,Not Available,106.0,112.8,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2383152,32 Gramercy Park South,0,Not Available,11250,Not Available,10,20.39,6783.2,Not Available,Not Available,1049.24,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,65,Not Available,Not Available,10003,149,Not Available,3770664.67,0,Not Available,Not Eligible: Rating must be 75 or above,65,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,106.0,81.6,Not Available,Not Available,Greenwich Energy Solutions,Not Available,1.67,Not Available,No specific resident population,0.18,Not Available
17506,374 stockholm,Not Available,Not Available,Not Available,Not Available,Not Available,4459.11,Not Available,Not Available,Not Available,4365.37,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11237,467.4,Not Available,46495725.41,75,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-JAN-13,Hospital (General Medical and Surgical),Not Available,,250.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2386810,130 East 75th Street,Not Available,Not Available,Not Available,Not Available,15,513.28,0,Not Available,Not Available,213.98,Not Available,2012-12-31T00:00:00.000,6440999.98,Not Available,Not Available,Not Available,65,Not Available,Not Available,10021,101.1,Not Available,2279125.48,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,650,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,62.6,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,0.21,Not Available
2388677,520 East 72nd Street,0,Not Available,8850,Not Available,10,966.04,0,Not Available,Not Available,434.36,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10021,196.4,Not Available,4626346.98,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,129.1,No,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2587952,26 CT STREET,Not Available,Not Available,Not Available,Not Available,Not Available,415.02,Not Available,Not Available,Not Available,1291.98,Not Available,2012-12-31T00:00:00.000,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11242,184.7,Not Available,13760956.88,0,Not Available,Eligible,168,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,,73.6,Not Available,Not Available,,Not Available,4.44,Not Available,Not Available,Not Available,Not Available
1407848,200 Park Ave,0,Not Available,25200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,50,Not Available,Not Available,10166,Not Available,Not Available,Not Available,Not Available,Not Available,Not Eligible: Rating must be 75 or above,65,Not Available,Not Available,Not Available,01-JAN-00,Office,Not Available,105.0,Not Available,Not Available,Not Available,Tishman Speyer,Not Available,4.72,Not Available,Not Available,1.54,6418
2382101,300 E 65 St,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7726.8,Not Available,Not Available,5273.43,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10065,621.6,Not Available,35417924.8,0,Not Available,Not Eligible: Rating must be 75 or above,70,Not Available,93725,Not Available,31-DEC-12,Health Care: Outpatient,Not Available,108.0,252.1,Not Available,Not Available,Memorial Sloan Kettering Cancer Center,Not Available,1.3,Not Available,Not Available,Not Available,Not Available
2589282,785 West End Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2958.7,Not Available,Not Available,Not Available,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10025,Not Available,Not Available,Not Available,Not Available,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,30-NOV-11,Multifamily Housing,Not Available,107.0,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2383135,201 East 28th Street,0,Not Available,12000,Not Available,10,811.92,16796.3,Not Available,Not Available,564.51,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,65,Not Available,Not Available,10016,149.3,Not Available,6012624.23,0,Not Available,Not Eligible: Rating must be 75 or above,65,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,106.0,88.1,Not Available,Not Available,Greenwich Energy Solutions,Not Available,2.34,Not Available,No specific resident population,0.2,Not Available
2023135,390 GREENWICH STREET,0,Not Available,50000,Not Available,Not Available,1510.63,54952.6,Not Available,Not Available,26486.94,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,370604738.1,Not Available,10013,1259,Not Available,282113583.9,0,Not Available,Not Eligible: Rating must be 75 or above,60,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,101.0,395.7,No,Not Available,,Not Available,4.55,32520370,Not Available,Not Available,Not Available
2610692,55 West 26th Street,0,Not Available,10571,Not Available,15,2930.42,Not Available,Not Available,Not Available,2107.44,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,3.19,Not Available,Not Available,3135,10010,290.2,Not Available,22446445.04,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,33166,Not Available,01-JAN-00,Multifamily Housing,Not Available,105.0,169.4,Not Available,Not Available,,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
1241632,28 Harrison St.,Not Available,Not Available,Not Available,Not Available,Not Available,227.9,Not Available,Not Available,Not Available,1191.85,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10801,621.6,Not Available,12694445.06,75,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,225.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2539055,730 5th Ave,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6088.9,Not Available,Not Available,2580.35,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,1.54,Not Available,Not Available,11697,10019,306.8,Not Available,26032767.54,0,Not Available,Not Eligible: Rating must be 75 or above,59,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,105.0,95.7,Not Available,Not Available,"CodeGreen Solutions, Inc.",Not Available,2.39,Not Available,Not Available,Not Available,Not Available
