dbn,school_name,n_chronic_absent_ems_allew,n_prof_pct_watn5_mthlevel2,survey_pp_ri,qr_1_4,teacher_ethnicity_asian_pct,val_chronic_absent_ems_allei,n_prof_pct_watn5_mthlevel34,val_chronic_absent_ems_allew,n_prof_pct_watn3_elalevel2,val_pct_core_ela_all,rr_t,val_chronic_absent_ems_all,val_lre_all,n_chronic_absent_ems_allgm,val_pct_accel_try_all,survey_pp_tr,val_prof_2plus_watn5_mthlevel1,n_pct_accel_try_mth_all,n_prof_pct_watn5_elalevel34,gender_male_pct,school_type,n_prof_2plus_watn3_mthlevel1,val_pct_core_sci_all,val_prof_pct_watn3_mthlevel34,survey_pp_sf,qr_1_1,qr_3_4,n_pct_accel_try_lote_all,val_chronic_absent_ems_allgm,qr_4_2,val_prof_pct_watn5_mthlevel34,n_chronic_absent_ems_allea,n_prof_pct_watn3_elalevel34,n_lre_all,n_chronic_absent_ems_alleb,ell,n_pct_accel_p_mth_all,val_chronic_absent_ems_allgf,val_prof_pct_watn5_mthlevel2,val_chronic_absent_ems_allep,principal_experience,n_pct_accel_lote_all
04M072,The Lexington Academy,12,22,0.78,Well Developed,0,No Data,20,No Data,No Data,0.986,54%,0.381,0.29,295,0.393,0.83,0.229,61,18,0.524,K-8,No Data,0.833,No Data,0.89,Well Developed,Well Developed,61,0.661,Well Developed,0.3,9,No Data,133,106,0.094,24,0.574,0.136,No Data,10.5,61
18K268,P.S. 268 Emma Lazarus,8,No Data,0.79,Proficient,No Data,No Data,No Data,No Data,12,No Data,32%,0.297,0.38,163,No Data,0.95,No Data,No Data,No Data,0.537,Elementary,10,No Data,No Data,0.97,Proficient,Proficient,No Data,0.669,Proficient,No Data,2,13,50,275,0.074,No Data,0.741,No Data,No Data,0.9,No Data
20K187,The Christa McAuliffe School\I.S. 187,176,6,No Data,No Data,0.136,No Data,231,0.972,No Data,1,0%,0.029,0.11,466,0.505,0.97,No Data,315,225,0.475,Middle,No Data,0.998,No Data,0.92,Well Developed,Well Developed,315,0.972,Well Developed,0.996,708,No Data,108,16,0.035,159,0.971,No Data,No Data,15.9,315
04M171,P.S. 171 Patrick Henry,25,12,0.83,No Data,0.115,No Data,65,0.84,No Data,0.996,29%,0.242,0.19,337,0.75,0.91,No Data,92,48,0.485,K-8,No Data,0.993,No Data,0.97,Well Developed,Well Developed,92,0.76,Well Developed,0.662,57,No Data,125,171,0.031,26,0.757,No Data,No Data,18.9,92
09X219,I.S. 219 New Venture School,5,19,0.73,Proficient,0,No Data,8,No Data,No Data,0.977,70%,0.353,0.34,189,0.036,0.79,0.345,111,9,0.539,Middle,No Data,0.984,No Data,0.82,Proficient,Proficient,111,0.683,Proficient,No Data,No Data,No Data,120,130,0.224,1,0.604,0.158,No Data,0.4,111
17K091,P.S. 091 The Albany Avenue School,2,No Data,0.81,Proficient,No Data,No Data,No Data,No Data,12,No Data,95%,0.3,0.39,106,No Data,0.85,No Data,No Data,No Data,0.48,Elementary,15,No Data,No Data,0.91,Proficient,Proficient,No Data,0.689,Proficient,No Data,1,12,51,181,0.083,No Data,0.712,No Data,No Data,10.1,No Data
25Q194,J.H.S. 194 William Carr,339,58,0.76,Proficient,0.075,No Data,253,0.885,No Data,0.989,48%,0.1,0.29,700,0.447,0.84,0.323,418,192,0.538,Middle,No Data,0.97,No Data,0.86,Proficient,Proficient,418,0.886,Well Developed,0.842,593,No Data,190,13,0.091,187,0.916,0.276,No Data,7.9,418
27Q317,Waterside Children's Studio School,102,No Data,0.91,Well Developed,0,No Data,No Data,0.824,26,No Data,84%,0.224,0.13,237,No Data,0.98,No Data,No Data,No Data,0.484,Elementary,10,No Data,0.81,0.98,Well Developed,Well Developed,No Data,0.747,Proficient,No Data,21,35,87,111,0.108,No Data,0.804,No Data,No Data,11.1,No Data
04M825,Isaac Newton Middle School for Math & Science,3,15,0.87,Proficient,0,No Data,9,No Data,No Data,1,96%,0.208,0.57,145,0.986,0.96,0.667,74,6,0.509,Middle,No Data,1,No Data,0.99,Proficient,Proficient,74,0.807,Developing,No Data,15,No Data,70,60,0.085,73,0.777,0.667,No Data,4,74
26Q173,P.S. 173 Fresh Meadows,232,No Data,0.79,Well Developed,0.242,No Data,No Data,0.892,20,No Data,70%,0.087,0.4,490,No Data,0.91,No Data,No Data,No Data,0.521,Elementary,5,No Data,0.949,0.96,Well Developed,Well Developed,No Data,0.914,Well Developed,No Data,565,105,123,17,0.096,No Data,0.911,No Data,No Data,16.1,No Data
25Q079,P.S. 079 Francis Lewis,208,No Data,0.86,Well Developed,No Data,No Data,No Data,0.913,26,No Data,86%,0.104,0.34,558,No Data,0.93,No Data,No Data,No Data,0.52,Elementary,8,No Data,0.831,0.96,Proficient,Well Developed,No Data,0.896,Proficient,No Data,626,126,115,4,0.137,No Data,0.896,No Data,No Data,5.6,No Data
11X483,The Matilda Avenue School,9,No Data,0.83,Proficient,No Data,No Data,No Data,No Data,No Data,No Data,100%,0.303,0.33,116,No Data,0.96,No Data,No Data,No Data,0.521,Elementary,No Data,No Data,No Data,0.99,Proficient,Well Developed,No Data,0.724,Well Developed,No Data,8,No Data,18,108,0.052,No Data,0.667,No Data,No Data,5.1,No Data
10X344,Ampark Neighborhood,56,No Data,0.73,Proficient,No Data,No Data,No Data,0.893,12,No Data,63%,0.139,0.34,192,No Data,0.97,No Data,No Data,No Data,0.544,Elementary,3,No Data,0.659,0.96,Proficient,Proficient,No Data,0.833,Proficient,No Data,13,35,82,51,0.031,No Data,0.894,No Data,No Data,2.7,No Data
15K136,I.S. 136 Charles O. Dewey,32,35,0.77,Well Developed,No Data,No Data,39,0.781,No Data,1,83%,0.174,0.52,250,0.349,0.92,0.339,172,21,0.481,Middle,No Data,1,No Data,0.92,Proficient,Well Developed,172,0.836,Well Developed,0.462,50,No Data,124,23,0.358,60,0.816,0.143,No Data,0.9,172
16K267,"M.S. 267 Math, Science & Technology",3,19,0.87,Well Developed,No Data,No Data,24,No Data,No Data,1,100%,0.529,0.97,98,0.423,0.93,0.45,78,18,0.475,Middle,No Data,1,No Data,0.98,Well Developed,Well Developed,78,0.459,Well Developed,0.5,1,No Data,62,150,0.04,33,0.482,0.263,No Data,13.7,78
26Q115,The James J. Ambrose School,46,No Data,0.9,No Data,No Data,No Data,No Data,0.891,13,No Data,52%,0.07,0.26,376,No Data,0.96,No Data,No Data,No Data,0.515,Elementary,4,No Data,0.966,0.98,Well Developed,Well Developed,No Data,0.931,Well Developed,No Data,511,93,70,39,0.066,No Data,0.929,No Data,No Data,3.9,No Data
19K345,P.S. 345 Patrolman Robert Bolden,10,No Data,0.71,Proficient,No Data,No Data,No Data,No Data,35,No Data,56%,0.361,0.41,269,No Data,0.89,No Data,No Data,No Data,0.508,Elementary,28,No Data,0.839,0.93,Proficient,Proficient,No Data,0.61,Proficient,No Data,35,30,68,159,0.17,No Data,0.67,No Data,No Data,15.9,No Data
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,232,140,0.85,Well Developed,0.06,No Data,332,0.853,No Data,0.999,39%,0.136,0.21,1040,0.395,0.92,0.363,678,246,0.512,Middle,No Data,0.998,No Data,0.86,Well Developed,Proficient,678,0.849,Well Developed,0.828,553,No Data,390,24,0.132,224,0.88,0.3,No Data,5.9,678
25Q294,BELL Academy,115,12,0.8,Well Developed,No Data,No Data,59,0.896,No Data,0.991,74%,0.083,0.17,188,0.992,0.88,No Data,127,45,0.521,Middle,No Data,0.986,No Data,0.92,Well Developed,Well Developed,127,0.91,Well Developed,0.983,140,No Data,69,9,0.025,119,0.926,No Data,No Data,7.2,127
08X069,P.S. 069 Journey Prep School,8,No Data,0.79,Well Developed,No Data,No Data,No Data,No Data,17,No Data,67%,0.255,0.21,308,No Data,0.86,No Data,No Data,No Data,0.538,Elementary,13,No Data,0.893,0.95,Well Developed,Well Developed,No Data,0.724,Well Developed,No Data,9,67,103,95,0.148,No Data,0.769,No Data,No Data,9.9,No Data
27Q053,M.S. 053 Brian Piccolo,1,8,0.84,Proficient,No Data,No Data,8,No Data,No Data,0.962,84%,0.374,0.67,115,0.901,0.95,0.395,71,5,0.631,Middle,No Data,0.987,No Data,0.91,Proficient,Proficient,71,0.661,Proficient,No Data,1,No Data,63,94,0.161,64,0.569,No Data,No Data,0.9,71
07X551,The Urban Assembly Bronx Academy of Letters,7,18,0.78,Well Developed,0.088,No Data,16,No Data,No Data,0.975,68%,0.335,0.27,142,0,0.94,0.024,82,13,0.542,Middle,No Data,0.988,No Data,0.93,Well Developed,Well Developed,82,0.662,Proficient,0.188,No Data,No Data,74,95,0.17,No Data,0.669,0,No Data,No Data,82
18K135,P.S. 135 Sheldon A. Brookner,35,No Data,0.67,Proficient,No Data,No Data,No Data,0.714,22,No Data,54%,0.239,0.31,244,No Data,0.86,No Data,No Data,No Data,0.559,Elementary,17,No Data,0.743,0.94,Developing,Proficient,No Data,0.766,Proficient,No Data,7,37,62,356,0.091,No Data,0.755,No Data,No Data,9.8,No Data
12X316,Kappa III,3,33,0.78,Proficient,No Data,No Data,34,No Data,No Data,0.991,83%,0.212,0.54,204,0.463,0.86,0.618,121,33,0.543,Middle,No Data,1,No Data,0.91,Well Developed,Well Developed,121,0.784,Proficient,0.824,8,No Data,94,95,0.094,56,0.793,0.394,No Data,4.9,121
25Q219,P.S. 219 Paul Klapper,87,20,0.79,Proficient,0.104,No Data,38,0.885,No Data,0.996,77%,0.137,0.44,332,0.849,0.87,0.688,93,25,0.54,K-8,No Data,1,No Data,0.95,Proficient,Well Developed,93,0.852,Proficient,0.947,297,No Data,163,42,0.157,75,0.875,0.6,No Data,9.9,93
03M165,P.S. 165 Robert E. Simon,86,No Data,No Data,Proficient,No Data,No Data,No Data,0.837,17,No Data,0%,0.32,0.25,199,No Data,0.94,No Data,No Data,No Data,0.491,Elementary,13,No Data,0.705,0.95,Well Developed,Proficient,No Data,0.724,Proficient,No Data,29,37,60,65,0.093,No Data,0.638,No Data,No Data,8.5,No Data
09X231,Eagle Academy for Young Men,No Data,17,0.69,Well Developed,0,No Data,20,No Data,No Data,0.99,18%,0.193,0.5,212,0.946,0.9,0.25,74,13,1.0,Middle,No Data,0.99,No Data,0.84,Proficient,Proficient,74,0.807,Proficient,0.5,1,No Data,64,104,0.044,70,No Data,0.176,No Data,4.8,74
28Q284,York Early College Academy,2,19,0.86,Well Developed,No Data,0.875,54,No Data,No Data,0.996,90%,0.094,0.24,132,0.968,0.9,0.722,95,45,0.473,Middle,No Data,0.996,No Data,0.91,Well Developed,Well Developed,95,0.902,Well Developed,0.833,50,No Data,37,147,0.004,91,0.911,0.263,0.952,4.6,95
17K246,M.S. 246 Walt Whitman,22,21,0.82,Proficient,No Data,No Data,18,0.636,No Data,1,86%,0.282,0.4,231,0.415,0.87,0.353,147,12,0.529,Middle,No Data,1,No Data,0.86,Proficient,Proficient,147,0.693,Proficient,0.833,10,No Data,92,296,0.281,61,0.748,0.381,No Data,14.9,147
09X454,Science and Technology Academy: A Mott Hall School,6,28,0.93,Well Developed,No Data,No Data,47,No Data,No Data,0.998,100%,0.186,0.45,229,0,0.96,0.607,147,38,0.535,Middle,No Data,0.998,No Data,0.93,Well Developed,Well Developed,147,0.825,Proficient,0.851,11,No Data,86,111,0.138,No Data,0.8,0.536,No Data,11.1,147
08X101,M.S. X101 Edward R. Byrne,70,25,0.82,Well Developed,0,No Data,107,0.886,No Data,1,61%,0.136,0.42,260,0.5,0.83,0.531,180,104,0.472,Middle,No Data,1,No Data,0.97,Proficient,Proficient,180,0.881,Well Developed,0.85,87,No Data,128,51,0.02,90,0.849,0.28,No Data,7.6,180
08X392,Bronx Delta School,53,No Data,0.73,Proficient,No Data,No Data,No Data,0.736,No Data,No Data,43%,0.284,0.31,214,No Data,0.89,No Data,No Data,No Data,0.513,Elementary,No Data,No Data,No Data,0.98,Proficient,Well Developed,No Data,0.701,Well Developed,No Data,20,No Data,85,56,0.057,No Data,0.733,No Data,No Data,5.1,No Data
20K160,P.S. 160 William T. Sampson,48,No Data,0.85,Well Developed,0.206,No Data,No Data,0.875,51,No Data,68%,0.049,0.12,657,No Data,0.98,No Data,No Data,No Data,0.523,Elementary,15,No Data,0.906,0.98,Well Developed,Well Developed,No Data,0.951,Well Developed,No Data,1115,99,148,1,0.553,No Data,0.951,No Data,No Data,15.9,No Data
19K409,East New York Family Academy,No Data,19,0.77,Proficient,0.128,No Data,23,No Data,No Data,1,27%,0.33,1.12,101,0.823,0.82,0.636,62,21,0.483,Middle,No Data,0.995,No Data,0.83,Proficient,Well Developed,62,0.604,Proficient,0.783,3,No Data,43,127,0.034,37,0.731,0.737,No Data,6.7,62
15K295,P.S. 295,167,No Data,0.68,No Data,0.125,No Data,No Data,0.88,24,No Data,62%,0.185,0.12,217,No Data,0.85,No Data,No Data,No Data,0.526,Elementary,8,No Data,0.868,0.98,Well Developed,Well Developed,No Data,0.825,Well Developed,No Data,29,31,109,32,0.087,No Data,0.804,No Data,No Data,7.4,No Data
03M862,Mott Hall II,94,27,0.72,No Data,No Data,No Data,60,0.904,No Data,0.98,42%,0.106,0.17,235,1,0.9,No Data,133,58,0.559,Middle,No Data,0.98,No Data,0.93,Well Developed,Well Developed,133,0.915,Well Developed,0.683,21,No Data,92,100,0.041,123,0.868,0.37,No Data,7.5,133
09X457,Sheridan Academy for Young Leaders,6,No Data,0.79,Proficient,No Data,No Data,No Data,No Data,32,No Data,55%,0.34,0.32,236,No Data,0.92,No Data,No Data,No Data,0.473,Elementary,25,No Data,0.846,0.95,Developing,Well Developed,No Data,0.674,Developing,No Data,13,23,99,137,0.242,No Data,0.647,No Data,No Data,11.1,No Data
10X340,P.S. 340,9,No Data,0.8,Well Developed,No Data,No Data,No Data,No Data,39,No Data,24%,0.312,0.1,295,No Data,0.99,No Data,No Data,No Data,0.528,Elementary,29,No Data,0.571,0.97,Well Developed,Well Developed,No Data,0.698,Well Developed,No Data,9,26,124,51,0.288,No Data,0.675,No Data,No Data,5.9,No Data
01M188,P.S. 188 The Island School,9,14,1,Proficient,No Data,No Data,15,No Data,No Data,0.103,21%,0.478,0.25,224,0.86,0.99,0.667,57,8,0.548,K-8,No Data,0.84,No Data,0.98,Proficient,Well Developed,57,0.504,Proficient,0.2,4,No Data,121,123,0.101,49,0.544,No Data,No Data,5.9,57
01M315,The East Village Community School,167,No Data,0.73,Proficient,No Data,No Data,No Data,0.862,5,No Data,50%,0.177,0.18,151,No Data,0.81,No Data,No Data,No Data,0.51,Elementary,3,No Data,0.933,0.99,Proficient,Well Developed,No Data,0.841,Proficient,No Data,28,16,44,15,0.01,No Data,0.804,No Data,No Data,5.9,No Data
16K308,P.S. 308 Clara Cardwell,3,8,0.79,Proficient,0,No Data,4,No Data,No Data,0.841,67%,0.403,0.14,108,0.667,0.88,0.095,15,No Data,0.486,K-8,No Data,0.841,No Data,0.97,Proficient,Developing,15,0.648,Proficient,No Data,5,No Data,58,162,0.024,8,0.551,No Data,No Data,4.5,15
16K040,P.S. 040 George W. Carver,8,No Data,No Data,Well Developed,0,No Data,No Data,No Data,20,No Data,0%,0.287,0.33,168,No Data,1,No Data,No Data,No Data,0.524,Elementary,9,No Data,0.833,1,Proficient,Well Developed,No Data,0.732,Proficient,No Data,5,22,54,215,0.125,No Data,0.692,No Data,No Data,5,No Data
16K681,Madiba Prep Middle School,3,12,0.85,Proficient,No Data,No Data,5,No Data,No Data,0.926,96%,0.264,0.44,123,0.254,0.95,No Data,67,6,0.531,Middle,No Data,0.949,No Data,1,Proficient,Well Developed,67,0.797,Proficient,No Data,5,No Data,84,157,0.049,17,0.667,No Data,No Data,4,67
02M212,P.S. 212 Midtown West,151,No Data,0.86,Well Developed,No Data,No Data,No Data,0.848,5,No Data,81%,0.193,0.29,159,No Data,0.95,No Data,No Data,No Data,0.473,Elementary,No Data,No Data,0.75,0.98,Well Developed,Well Developed,No Data,0.805,Proficient,No Data,52,35,24,26,0.036,No Data,0.808,No Data,No Data,4.3,No Data
27Q232,P.S. 232 Lindenwood,281,31,0.83,Well Developed,No Data,No Data,47,0.879,No Data,0.979,65%,0.146,0.39,471,0.74,0.92,0.542,96,44,0.523,K-8,No Data,0.813,No Data,0.96,Well Developed,Well Developed,96,0.851,Well Developed,0.723,73,No Data,150,69,0.031,54,0.856,0.161,No Data,15,96
18K233,P.S. 233 Langston Hughes,7,No Data,0.8,Proficient,0,No Data,No Data,No Data,33,No Data,90%,0.306,0.33,159,No Data,0.95,No Data,No Data,No Data,0.516,Elementary,12,No Data,0.346,0.96,Proficient,Developing,No Data,0.654,Proficient,No Data,1,28,58,270,0.028,No Data,0.738,No Data,No Data,13.5,No Data
20K682,The Academy of Talented Scholars,257,No Data,0.85,Well Developed,No Data,No Data,No Data,0.895,10,No Data,64%,0.108,0.44,233,No Data,0.95,No Data,No Data,No Data,0.547,Elementary,5,No Data,0.758,0.97,Well Developed,Well Developed,No Data,0.906,Well Developed,No Data,111,36,96,13,0.165,No Data,0.876,No Data,No Data,11.1,No Data
08X119,The Dr. Emmett W. Bassett School,53,No Data,0.74,Developing,No Data,0.618,No Data,0.717,45,No Data,57%,0.24,0.43,353,No Data,0.91,No Data,No Data,No Data,0.487,Elementary,32,No Data,0.867,0.94,Proficient,Proficient,No Data,0.745,Developing,No Data,194,51,98,79,0.272,No Data,0.774,No Data,0.533,1.1,No Data
16K026,P.S. 026 Jesse Owens,18,No Data,0.82,No Data,No Data,No Data,No Data,0.667,8,No Data,94%,0.318,0.4,130,No Data,0.99,No Data,No Data,No Data,0.574,Elementary,4,No Data,0.864,0.98,Well Developed,Well Developed,No Data,0.731,Proficient,No Data,5,20,35,143,0.044,No Data,0.611,No Data,No Data,8.9,No Data
19K760,Highland Park Community School,6,17,0.74,Proficient,0.192,No Data,32,No Data,No Data,0.965,100%,0.22,0.74,191,0.983,0.81,0.469,115,23,0.523,Middle,No Data,0.96,No Data,0.94,Proficient,Well Developed,115,0.754,Proficient,0.156,9,No Data,76,39,0.146,102,0.808,0,No Data,6.1,115
03M009,P.S. 009 Sarah Anderson,381,No Data,0.96,Well Developed,No Data,No Data,No Data,0.937,13,No Data,70%,0.092,0.13,313,No Data,0.99,No Data,No Data,No Data,0.503,Elementary,5,No Data,0.889,0.98,Well Developed,Well Developed,No Data,0.914,Well Developed,No Data,47,56,91,25,0.031,No Data,0.902,No Data,No Data,5.1,No Data
17K241,P.S. 241 Emma L. Johnston,11,No Data,0.78,Proficient,No Data,No Data,No Data,No Data,19,No Data,67%,0.232,0.24,194,No Data,0.93,No Data,No Data,No Data,0.475,Elementary,11,No Data,0.684,0.94,Proficient,Proficient,No Data,0.753,Proficient,No Data,1,38,34,349,0.096,No Data,0.781,No Data,No Data,10.1,No Data
24Q143,P.S. 143 Louis Armstrong,11,No Data,0.72,Well Developed,0.045,No Data,No Data,No Data,97,No Data,100%,0.174,0.3,661,No Data,0.94,No Data,No Data,No Data,0.498,Elementary,89,No Data,0.659,0.94,Proficient,Well Developed,No Data,0.821,Proficient,No Data,38,73,256,18,0.602,No Data,0.83,No Data,No Data,1.6,No Data
08X014,P.S. X014 Senator John Calandra,109,No Data,0.89,Proficient,0,No Data,No Data,0.761,23,No Data,76%,0.229,0.27,294,No Data,0.98,No Data,No Data,No Data,0.51,Elementary,7,No Data,0.855,0.95,Well Developed,Proficient,No Data,0.755,Well Developed,No Data,29,63,106,38,0.078,No Data,0.788,No Data,No Data,9.6,No Data
21K225,P.S. K225 - The Eileen E. Zaglin,426,21,0.72,Developing,No Data,No Data,40,0.711,No Data,0.943,45%,0.276,0.24,551,0.228,0.81,0.6,123,18,0.555,K-8,No Data,0.951,No Data,0.89,Proficient,Proficient,123,0.71,Proficient,0.75,201,No Data,173,22,0.371,28,0.742,0.429,No Data,5.8,123
12X061,P.S. 061 Francisco Oller,1,No Data,0.79,Proficient,0,No Data,No Data,No Data,17,No Data,96%,0.232,0.23,125,No Data,0.92,No Data,No Data,No Data,0.508,Elementary,11,No Data,0.789,0.94,Developing,Proficient,No Data,0.76,Proficient,No Data,2,17,43,41,0.14,No Data,0.777,No Data,No Data,2.9,No Data
05M517,Teachers College Community School,42,No Data,0.72,Proficient,0.207,No Data,No Data,0.929,No Data,0.991,52%,0.173,0.44,168,0.875,0.89,No Data,24,No Data,0.456,K-8,No Data,0.888,No Data,0.96,Proficient,Well Developed,24,0.839,Proficient,No Data,11,No Data,63,150,0.015,20,0.816,No Data,No Data,5.1,24
15K024,P.S. 024,31,No Data,0.62,Proficient,No Data,No Data,No Data,0.71,36,No Data,27%,0.178,0.18,282,No Data,0.91,No Data,No Data,No Data,0.513,Elementary,22,No Data,0.528,0.94,Developing,Proficient,No Data,0.83,Developing,No Data,24,32,100,7,0.487,No Data,0.815,No Data,No Data,0.5,No Data
05M046,P.S. 046 Arthur Tappan,7,11,0.79,Well Developed,0,No Data,6,No Data,No Data,1,100%,0.359,0.26,277,0,0.84,0.063,55,8,0.511,K-8,No Data,1,No Data,0.95,Proficient,Proficient,55,0.628,Developing,No Data,4,No Data,158,260,0.07,No Data,0.654,No Data,No Data,5,55
06M528,I.S. 528 Bea Fuller Rodgers School,1,13,0.82,Well Developed,0,No Data,6,No Data,No Data,1,100%,0.088,0.44,117,1,0.94,0.375,86,7,0.468,Middle,No Data,1,No Data,0.97,Proficient,Well Developed,86,0.906,Proficient,No Data,1,No Data,55,2,0.185,86,0.917,No Data,No Data,5.1,86
24Q153,P.S. 153 Maspeth Elem,420,No Data,0.78,Well Developed,No Data,No Data,No Data,0.81,40,No Data,65%,0.203,0.34,565,No Data,0.93,No Data,No Data,No Data,0.55,Elementary,12,No Data,0.769,0.98,Proficient,Well Developed,No Data,0.786,Well Developed,No Data,124,103,173,11,0.12,No Data,0.811,No Data,No Data,4.9,No Data
17K316,P.S. 316 Elijah Stroud,55,No Data,No Data,Proficient,0.094,No Data,No Data,0.891,8,No Data,2%,0.186,0.6,260,No Data,0.95,No Data,No Data,No Data,0.472,Elementary,No Data,No Data,0.81,0.96,Proficient,Proficient,No Data,0.8,Developing,No Data,10,43,67,374,0.033,No Data,0.827,No Data,No Data,8.9,No Data
17K354,The School of Integrated Learning,2,13,No Data,Well Developed,No Data,No Data,11,No Data,No Data,0.978,,0.214,0.19,177,0.589,No Data,0.348,129,9,0.464,Middle,No Data,0.782,No Data,No Data,Well Developed,Well Developed,129,0.785,Proficient,No Data,5,No Data,75,321,0.038,36,0.787,No Data,No Data,15.1,129
21K153,P.S. 153 Homecrest,182,No Data,0.73,Proficient,No Data,0.778,No Data,0.698,21,No Data,53%,0.246,0.32,286,No Data,0.85,No Data,No Data,No Data,0.525,Elementary,4,No Data,0.64,0.95,Developing,Proficient,No Data,0.783,Proficient,No Data,129,34,97,8,0.296,No Data,0.722,No Data,No Data,16.9,No Data
13K003,P.S. 003 The Bedford Village,8,No Data,0.79,Proficient,0,No Data,No Data,No Data,14,No Data,93%,0.385,0.44,151,No Data,0.87,No Data,No Data,No Data,0.541,Elementary,20,No Data,0.684,0.93,Developing,Proficient,No Data,0.576,Proficient,No Data,23,21,48,210,0.078,No Data,0.661,No Data,No Data,21.2,No Data
08X036,P.S. 036 Unionport,31,No Data,0.83,Well Developed,No Data,0.778,No Data,0.774,35,No Data,48%,0.215,0.15,367,No Data,0.94,No Data,No Data,No Data,0.504,Elementary,15,No Data,0.765,0.99,Proficient,Well Developed,No Data,0.763,Proficient,No Data,204,53,108,72,0.155,No Data,0.807,No Data,No Data,10.6,No Data
25Q185,J.H.S. 185 Edward Bleeker,128,61,0.81,Well Developed,0.151,No Data,300,0.867,No Data,0.99,27%,0.106,0.36,814,0.482,0.91,0.353,488,215,0.548,Middle,No Data,0.99,No Data,0.89,Proficient,Well Developed,488,0.885,Well Developed,0.887,890,No Data,219,27,0.129,206,0.907,0.426,No Data,7.6,488
10X368,In-Tech Academy (M.S. / High School 368),13,44,0.7,Well Developed,0.069,No Data,66,No Data,No Data,0.96,3%,0.169,0.48,244,0.987,0.82,0.556,151,52,0.539,Middle,No Data,0.995,No Data,No Data,Well Developed,Well Developed,151,0.828,Proficient,0.576,12,No Data,80,34,0.234,113,0.834,0.114,No Data,5.1,151
26Q203,P.S. 203 Oakland Gardens,87,No Data,0.92,Well Developed,0.125,No Data,No Data,0.92,16,No Data,93%,0.069,0.3,432,No Data,0.95,No Data,No Data,No Data,0.534,Elementary,1,No Data,0.977,0.97,Well Developed,Well Developed,No Data,0.94,Proficient,No Data,611,115,73,17,0.149,No Data,0.921,No Data,No Data,5.1,No Data
07X224,P.S./I.S. 224,2,26,0.75,Proficient,No Data,No Data,28,No Data,No Data,0.993,82%,0.342,0.46,173,0,0.89,0.073,96,15,0.577,Middle,No Data,0.974,No Data,0.98,Proficient,Proficient,96,0.688,Developing,0.107,1,No Data,83,80,0.214,No Data,0.617,0.038,No Data,1.1,96
15K094,P.S. 094 The Henry Longfellow,16,No Data,0.83,Proficient,0.495,No Data,No Data,0.688,57,No Data,100%,0.09,0.14,662,No Data,0.97,No Data,No Data,No Data,0.529,Elementary,34,No Data,0.816,0.98,Proficient,Proficient,No Data,0.906,Proficient,No Data,871,83,97,5,0.492,No Data,0.915,No Data,No Data,1.4,No Data
03M247,M.S. M247 Dual Language Middle School,9,17,0.85,Well Developed,No Data,No Data,30,No Data,No Data,1,0%,0.123,0.08,110,1,0.91,0.611,69,12,0.459,Middle,No Data,1,No Data,No Data,Well Developed,Well Developed,69,0.882,Well Developed,0.9,1,No Data,62,5,0.234,30,0.873,0.412,No Data,2.9,69
09X443,The Family School,5,No Data,0.66,Well Developed,No Data,No Data,No Data,No Data,32,No Data,76%,0.315,0.18,252,No Data,0.93,No Data,No Data,No Data,0.488,Elementary,22,No Data,No Data,0.95,Well Developed,Well Developed,No Data,0.659,Well Developed,No Data,12,15,114,122,0.339,No Data,0.711,No Data,No Data,5,No Data
04M007,P.S. 007 Samuel Stern,10,20,0.62,No Data,No Data,No Data,16,No Data,No Data,0.792,66%,0.395,0.53,188,0.288,0.87,0.15,66,11,0.541,K-8,No Data,0.937,No Data,0.9,Proficient,Proficient,66,0.612,Proficient,0.063,15,No Data,97,102,0.131,No Data,0.598,0.05,No Data,0.9,66
02M041,P.S. 041 Greenwich Village,418,No Data,No Data,No Data,0.2,No Data,No Data,0.945,11,No Data,0%,0.061,0.21,322,No Data,0.94,No Data,No Data,No Data,0.519,Elementary,1,No Data,0.946,0.96,Well Developed,Well Developed,No Data,0.932,Well Developed,No Data,45,92,84,9,0.018,No Data,0.946,No Data,No Data,15.1,No Data
11X169,Baychester Academy,5,No Data,0.79,Well Developed,0,No Data,No Data,No Data,No Data,No Data,85%,0.218,0.33,192,No Data,0.94,No Data,No Data,No Data,0.484,Elementary,1,No Data,0.442,0.97,Well Developed,Well Developed,No Data,0.766,Well Developed,No Data,9,No Data,67,290,0.061,No Data,0.798,No Data,No Data,1.4,No Data
10X396,P.S. 396,1,No Data,0.82,Well Developed,No Data,No Data,No Data,No Data,13,No Data,88%,0.226,0.22,147,No Data,0.93,No Data,No Data,No Data,0.558,Elementary,24,No Data,No Data,0.97,Proficient,Well Developed,No Data,0.782,Well Developed,No Data,2,12,77,45,0.26,No Data,0.765,No Data,No Data,9.6,No Data
19K213,P.S. 213 New Lots,13,No Data,0.74,Proficient,No Data,No Data,No Data,No Data,13,No Data,77%,0.451,0.31,120,No Data,0.81,No Data,No Data,No Data,0.512,Elementary,14,No Data,No Data,0.9,Proficient,Proficient,No Data,0.508,Proficient,No Data,11,8,36,155,0.108,No Data,0.594,No Data,No Data,7.2,No Data
