property_id,property_name,nyc_building_identification_number_bin,office_worker_density_number_per_1_000_sq_ft,postcode,largest_property_use_type_gross_floor_area_ft,retail_store_gross_floor_area_ft,weather_normalized_site_natural_gas_intensity_therms_ft,food_sales_gross_floor_area_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_10_or_more_stories,borough,hospital_general_medical_surgical_gross_floor_area_ft,financial_office_weekly_operating_hours,estimated_data_flag_municipally_supplied_potable_water_mixed_indoor_outdoor_use,alert_energy_meter_has_less_than_12_full_calendar_months_of_data,energy_star_certification_last_approval_date,estimated_values_water,annual_maximum_demand_mm_yyyy,movie_theater_gross_floor_area_ft,_2nd_largest_property_use_gross_floor_area_ft,percent_of_total_electricity_generated_from_onsite_renewable_systems,census_tract,energy_star_certification_year_s_certified_score,avoided_emissions_onsite_and_offsite_green_power_metric_tons_co2e,office_number_of_computers,indirect_ghg_emissions_intensity_kgco2e_ft,target_energy_star_score,number_of_buildings,largest_property_use_type,property_gfa_calculated_buildings_and_parking_ft,fuel_oil_2_use_kbtu,hospital_general_medical_surgical_number_of_workers_on_main_shift_density_number_per_1_000_sq_ft,city,medical_office_number_of_workers_on_main_shift,estimated_data_flag_fuel_oil_no_4,hospital_general_medical_surgical_number_of_workers_on_main_shift,electricity_use_grid_purchase_and_generated_from_onsite_renewable_systems_kbtu,weather_normalized_site_electricity_intensity_kwh_ft,indirect_ghg_emissions_metric_tons_co2e,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,urgent_care_clinic_other_outpatient_gross_floor_area_ft,refrigerated_warehouse_gross_floor_area_ft,net_emissions_metric_tons_co2e,direct_ghg_emissions_intensity_kgco2e_ft,automobile_dealership_gross_floor_area_ft,national_median_source_eui_kbtu_ft,alert_energy_meter_has_overlaps,medical_office_percent_that_can_be_heated
1634689,K229-0300234,3167212,Not Available,11228,121200.0,Not Available,0.3,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,170.0,Not Available,0.0,Not Available,3,75,1,K-12 School,121200.0,924737.9,Not Available,Brooklyn,Not Available,Not Available,Not Available,4582998.4,11.1,364.2,Not Available,Not Available,Not Available,Not Available,Not Available,619.4,2.1,Not Available,127.2,Ok,Not Available
1633500,M970-0101509,1058843,Not Available,10030,89800.0,Not Available,0.3,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,228.0,Not Available,0.0,Not Available,2.5,75,1,K-12 School,89800.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,2844243.2,9.3,226,Not Available,Not Available,Not Available,Not Available,Not Available,339.0,1.3,Not Available,137.6,Ok,Not Available
1633968,K100-0300111,3196595,Not Available,11224,93600.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,35602.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,93600.0,Not Available,Not Available,Brooklyn,Not Available,No,Not Available,1003946.9,3.1,79.8,Not Available,Not Available,Not Available,Not Available,Not Available,543.1,4.9,Not Available,122.9,Ok,Not Available
1634452,K115-0300124,3232559,Not Available,11236,147600.0,Not Available,0.4,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,1008.0,Not Available,0.0,Not Available,1.4,75,1,K-12 School,147600.0,0,Not Available,Brooklyn,Not Available,Not Available,Not Available,2530380.1,5.0,201.1,Not Available,Not Available,Not Available,Not Available,Not Available,506.1,2.1,Not Available,124.4,Ok,Not Available
1633391,K615-0300350,3327249,Not Available,11208,212400.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,1196.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,212400.0,Not Available,Not Available,Brooklyn,Not Available,No,Not Available,2873586.4,4.0,228.3,Not Available,Not Available,Not Available,Not Available,Not Available,1033.3,3.8,Not Available,128.3,Ok,Not Available
1633522,X083-0200122,2045344,Not Available,10462,96100.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),10/2020,Not Available,Not Available,Not Available,244.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,96100.0,Not Available,Not Available,Bronx,Not Available,No,Not Available,1007222.4,3.1,80,Not Available,Not Available,Not Available,Not Available,Not Available,452.3,3.9,Not Available,127.0,Ok,Not Available
1634315,Q202-0400201,4245993,Not Available,11417,180175.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,58.0,Not Available,0.0,Not Available,0.7,75,1,K-12 School,180175.0,Not Available,Not Available,Queens,Not Available,No,Not Available,1617288.0,2.6,128.5,Not Available,Not Available,Not Available,Not Available,Not Available,506.3,2.1,Not Available,119.9,Ok,Not Available
1633302,X306-0201187,2098721,Not Available,10453,202975.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,217.0,Not Available,0.0,Not Available,2.1,75,1,K-12 School,202975.0,7090991.7,Not Available,Bronx,Not Available,Not Available,Not Available,5333638.4,7.7,423.8,Not Available,Not Available,Not Available,Not Available,Not Available,955.1,2.6,Not Available,142.3,Ok,Not Available
1633285,X079-0200117,2013849,Not Available,10453,182400.0,Not Available,0.1,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,05/2020,Not Available,Not Available,Not Available,23704.0,Not Available,0.0,Not Available,2.2,75,1,K-12 School,182400.0,5051075.9,Not Available,Bronx,Not Available,Not Available,Not Available,5123459.2,8.2,407.1,Not Available,Not Available,Not Available,Not Available,Not Available,867.1,2.5,Not Available,111.4,Ok,Not Available
1633181,Q049-0400044,4069253,Not Available,11379,116323.0,Not Available,0.3,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,11/2020,Not Available,Not Available,Not Available,663.0,Not Available,0.0,Not Available,2.5,75,1,K-12 School,116323.0,0,Not Available,Queens,Not Available,Not Available,Not Available,3605801.6,9.1,286.5,Not Available,Not Available,Not Available,Not Available,Not Available,429.6,1.2,Not Available,130.3,Ok,Not Available
1633854,Q234-0401486,4007619,Not Available,11102,121894.0,Not Available,0.3,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,10/2020,Not Available,Not Available,Not Available,73.0,Not Available,0.0,Not Available,1.9,75,1,K-12 School,121894.0,634110,Not Available,Queens,Not Available,Not Available,Not Available,2855161.6,6.9,226.9,Not Available,Not Available,Not Available,Not Available,Not Available,449.1,1.8,Not Available,125.3,Ok,Not Available
1633744,K001-0300029,3011821,Not Available,11220,120000.0,Not Available,0.3,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,80.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,120000.0,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,1695900.5,4.1,134.8,Not Available,Not Available,Not Available,Not Available,Not Available,332.3,1.6,Not Available,122.0,Ok,Not Available
1634454,K136-0300143,3010580,Not Available,11232,144000.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,01/2020,Not Available,Not Available,Not Available,82.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,144000.0,6187920.2,Not Available,Brooklyn,Not Available,Not Available,Not Available,1954939.5,4.0,155.3,Not Available,Not Available,Not Available,Not Available,Not Available,637.7,3.3,Not Available,129.6,Ok,Not Available
1633693,M003-0100028,1009872,Not Available,10014,121280.0,Not Available,0.5,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,73.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,121280.0,298080,Not Available,New York,Not Available,Not Available,Not Available,1199386.2,2.9,95.3,Not Available,Not Available,Not Available,Not Available,Not Available,420.0,2.7,Not Available,125.2,Ok,Not Available
1467490,595 Madison Avenue,1036061,0.68416,10022,195286.0,11466,Not Available,Not Available,Not Available,MANHATTAN,Not Available,60,Not Available,Ok,04/23/2018,No,Not Available,Not Available,60612,Not Available,11202.0,"2016 (76), 2017 (78), 2018 (81)",0.0,305,4.8,Not Available,1,Office,333984.0,Not Available,Not Available,New York,19.48,Not Available,Not Available,11915464.9,10.5,1608.4,Not Available,Not Available,Not Available,Not Available,Not Available,1608.4,0,Not Available,116.4,Ok,100
1634479,K190-0300192,3085491,Not Available,11207,93600.0,Not Available,0.4,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),02/2020,Not Available,Not Available,Not Available,1128.0,Not Available,0.0,Not Available,1.7,75,1,K-12 School,93600.0,0,Not Available,Brooklyn,Not Available,Not Available,Not Available,2045835.2,6.5,162.6,Not Available,Not Available,Not Available,Not Available,Not Available,347.4,2,Not Available,98.2,Ok,Not Available
1634047,Q185-0400196,4108664,Not Available,11354,152525.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,01/2020,Not Available,Not Available,Not Available,1047.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,152525.0,3866070,Not Available,Queens,Not Available,Not Available,Not Available,1464239.3,2.8,116.4,Not Available,Not Available,Not Available,Not Available,Not Available,413.4,1.9,Not Available,128.3,Ok,Not Available
1633356,Q119-0400105,4092660,Not Available,11385,121375.0,Not Available,0.4,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,08/2020,Not Available,Not Available,Not Available,63301.0,Not Available,0.0,Not Available,1.3,75,1,K-12 School,121375.0,952199.9,Not Available,Queens,Not Available,Not Available,Not Available,1929827.2,4.7,153.4,Not Available,Not Available,Not Available,Not Available,Not Available,468.9,2.6,Not Available,124.2,Ok,Not Available
1634523,Q061-0400054,4046834,Not Available,11368,237892.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,44302.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,237892.0,Not Available,Not Available,Queens,Not Available,No,Not Available,3234575.7,4.0,257,Not Available,Not Available,Not Available,Not Available,Not Available,757.6,2.1,Not Available,127.9,Ok,Not Available
1418604,250 Park Avenue,1035405,2.26359,10177,448402.0,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,07/30/2018,No,Not Available,Not Available,17139,Not Available,94.0,"2008 (77), 2009 (79), 2010 (80), 2011 (75), 2012 (75), 2017 (75), 2018 (76)",0.0,1210,5.3,67,1,Office,465541.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,14382859.5,9.1,2472.9,Not Available,Not Available,Not Available,Not Available,Not Available,2472.9,0,Not Available,183.8,Ok,Not Available
1633869,X097-0200139,20 52739,Not Available,10469,55080.0,Not Available,0.5,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,314.0,Not Available,0.0,Not Available,1.4,75,1,K-12 School,55080.0,607751.9,Not Available,Bronx,Not Available,Not Available,Not Available,986477.4,5.2,78.4,Not Available,Not Available,Not Available,Not Available,Not Available,241.7,3,Not Available,137.4,Ok,Not Available
1633766,K106-0300116,3077286,Not Available,11221,99600.0,Not Available,0.3,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,01/2020,Not Available,Not Available,Not Available,435.0,Not Available,0.0,Not Available,0.7,75,1,K-12 School,99600.0,762036.1,Not Available,Brooklyn,Not Available,Not Available,Not Available,919056.3,2.7,73,Not Available,Not Available,Not Available,Not Available,Not Available,288.2,2.2,Not Available,122.3,Ok,Not Available
1836518,Q105-0400889,4302397,Not Available,11691,103325.0,Not Available,0.4,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,97203.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,103325.0,Not Available,Not Available,Queens,Not Available,No,Not Available,1439591.0,4.1,114.4,Not Available,Not Available,Not Available,Not Available,Not Available,298.1,1.8,Not Available,113.2,Ok,Not Available
1634759,Q131-0401326,4211112,Not Available,11432,73232.0,Not Available,0.4,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,02/2020,Not Available,Not Available,Not Available,456.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,73232.0,579599.9,Not Available,Queens,Not Available,Not Available,Not Available,998214.7,4.1,79.3,Not Available,Not Available,Not Available,Not Available,Not Available,278.9,2.7,Not Available,113.1,Ok,Not Available
1633346,Q095-0400087,4446042,Not Available,11432,114325.0,Not Available,0.4,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,468.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,114325.0,276000,Not Available,Queens,Not Available,Not Available,Not Available,1554097.8,4.0,123.5,Not Available,Not Available,Not Available,Not Available,Not Available,381.4,2.3,Not Available,122.2,Ok,Not Available
1633304,X034-0201216,2098380,Not Available,10460,117400.0,Not Available,0.1,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,393.0,Not Available,0.0,Not Available,1.2,75,1,K-12 School,117400.0,289800,Not Available,Bronx,Not Available,Not Available,Not Available,1823372.8,4.6,144.9,Not Available,Not Available,Not Available,Not Available,Not Available,200.6,0.5,Not Available,134.8,Ok,Not Available
1836400,X080-0200119,2018046,Not Available,10467,138125.0,Not Available,0.1,Not Available,Not Available,,Not Available,Not Available,Not Available,Ok,Not Available,No,06/2020,Not Available,Not Available,Not Available,,Not Available,0.0,Not Available,2.1,75,1,K-12 School,138125.0,5014229.9,Not Available,Bronx,Not Available,Not Available,Not Available,3682230.4,7.8,292.6,Not Available,Not Available,Not Available,Not Available,Not Available,727.8,3.2,Not Available,136.9,Ok,Not Available
1634562,Q680-0401349,4207510,Not Available,11432,117568.0,Not Available,0.1,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,07/2020,Not Available,Not Available,Not Available,236.0,Not Available,0.0,Not Available,1.9,75,1,K-12 School,117568.0,248400,Not Available,Queens,Not Available,Not Available,Not Available,2849702.4,7.1,226.4,Not Available,Not Available,Not Available,Not Available,Not Available,316.2,0.8,Not Available,109.0,Ok,Not Available
1633233,M044-0100060,1030178,Not Available,10024,171725.0,Not Available,0,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),02/2020,Not Available,Not Available,Not Available,161.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,171725.0,5378549.7,Not Available,New York,Not Available,Not Available,Not Available,1706000.0,2.9,135.6,Not Available,Not Available,Not Available,Not Available,Not Available,545.9,2.4,Not Available,118.1,Ok,Not Available
1633435,Q238-0400231,4212425,Not Available,11423,240055.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,05/2020,Not Available,Not Available,Not Available,470.0,Not Available,0.0,Not Available,1,75,1,K-12 School,240055.0,Not Available,Not Available,Queens,Not Available,No,Not Available,2999830.4,3.7,238.4,Not Available,Not Available,Not Available,Not Available,Not Available,683.2,1.9,Not Available,104.8,Ok,Not Available
1633655,Q722-0401256,4462647,Not Available,11373,120000.0,Not Available,0.3,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,683.0,Not Available,0.0,Not Available,1.8,75,1,K-12 School,120000.0,0,Not Available,Queens,Not Available,Not Available,Not Available,2729600.0,6.7,216.9,Not Available,Not Available,Not Available,Not Available,Not Available,358.9,1.2,Not Available,167.5,Ok,Not Available
1633068,X050-0200087,2010786,Not Available,10460,88900.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,157.0,Not Available,0.0,Not Available,1,75,1,K-12 School,88900.0,5050841.5,Not Available,Bronx,Not Available,Not Available,Not Available,1111629.6,3.7,88.3,Not Available,Not Available,Not Available,Not Available,Not Available,482.4,4.4,Not Available,116.2,Ok,Not Available
1836474,X229-0200253,2009253,Not Available,10453,186000.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),10/2020,Not Available,Not Available,Not Available,53.0,Not Available,0.0,Not Available,2.8,75,1,K-12 School,186000.0,3902916,Not Available,Bronx,Not Available,No,Not Available,6662953.6,10.5,529.5,Not Available,Not Available,Not Available,Not Available,Not Available,819.2,1.6,Not Available,130.3,Ok,Not Available
1633078,X089-0200129,2051571,Not Available,10469,117680.0,Not Available,0.4,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,324.0,Not Available,0.0,Not Available,1.2,75,1,K-12 School,117680.0,1379999.9,Not Available,Bronx,Not Available,Not Available,Not Available,1811362.6,4.5,143.9,Not Available,Not Available,Not Available,Not Available,Not Available,483.4,2.9,Not Available,146.7,Ok,Not Available
1634633,X192-0200041,2077130,Not Available,10465,175325.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),12/2020,Not Available,Not Available,17.65515,158.0,Not Available,81.2,Not Available,1.2,75,1,K-12 School,175325.0,Not Available,Not Available,Bronx,Not Available,No,Not Available,3235283.6,4.5,211.7,Not Available,Not Available,Not Available,Not Available,Not Available,982.8,4.4,Not Available,125.2,Ok,Not Available
1634500,K263-0300267,3081442,Not Available,11212,157200.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,924.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,157200.0,7655412.2,Not Available,Brooklyn,Not Available,Not Available,Not Available,1794985.0,3.3,142.6,Not Available,Not Available,Not Available,Not Available,Not Available,726.4,3.7,Not Available,120.7,Ok,Not Available
1634223,Q126-0400112,4006382,Not Available,11106,139325.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),02/2020,Not Available,Not Available,Not Available,77.0,Not Available,0.0,Not Available,0.7,75,1,K-12 School,139325.0,Not Available,Not Available,Queens,Not Available,No,Not Available,1243332.8,2.6,98.8,Not Available,Not Available,Not Available,Not Available,Not Available,531.5,3.1,Not Available,113.5,Ok,Not Available
1634238,K201-0300204,3162973,Not Available,11228,128400.0,Not Available,0.4,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,166.0,Not Available,0.0,Not Available,1,75,1,K-12 School,128400.0,1269600,Not Available,Brooklyn,Not Available,Not Available,Not Available,1659596.8,3.8,131.9,Not Available,Not Available,Not Available,Not Available,Not Available,465.4,2.6,Not Available,132.4,Ok,Not Available
1407884,CitySpire,1076177,1.1935,10019,375698.0,Not Available,0,Not Available,340,MANHATTAN,Not Available,Not Available,No,Ok,12/14/2020,No,Not Available,Not Available,369742,Not Available,137.0,"2010 (85), 2018 (87), 2020 (75)",0.0,1495,3.5,Not Available,1,Multifamily Housing,749338.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,28816189.3,11.3,2615.5,0,1.59703,0.90498,Not Available,Not Available,2625.0,0,Not Available,155.3,Ok,Not Available
1633152,K275-0300276,3082940,Not Available,11212,190800.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),01/2020,Not Available,Not Available,Not Available,922.0,Not Available,0.0,Not Available,0.7,75,1,K-12 School,190800.0,Not Available,Not Available,Brooklyn,Not Available,No,Not Available,1795394.4,2.8,142.7,Not Available,Not Available,Not Available,Not Available,Not Available,567.6,2.2,Not Available,131.7,Ok,Not Available
1634405,X060-0200095,2005348,Not Available,10459,135700.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),01/2020,Not Available,Not Available,Not Available,87.0,Not Available,0.0,Not Available,0.7,75,1,K-12 School,135700.0,4647839.8,Not Available,Bronx,Not Available,Not Available,Not Available,1199659.2,2.6,95.3,Not Available,Not Available,Not Available,Not Available,Not Available,466.3,2.7,Not Available,129.0,Ok,Not Available
1634091,R023-0500342,5059927,Not Available,10306,79375.0,Not Available,0.3,Not Available,Not Available,STATEN IS,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,138.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,79375.0,Not Available,Not Available,Staten Island,Not Available,Not Available,Not Available,938163.5,3.5,74.5,Not Available,Not Available,Not Available,Not Available,Not Available,190.9,1.5,Not Available,135.2,Ok,Not Available
1633689,X147-0200190,2009400,Not Available,10457,199200.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),01/2020,Not Available,Not Available,Not Available,167.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,199200.0,4139227,Not Available,Bronx,Not Available,Not Available,Not Available,2852432.0,4.2,226.7,Not Available,Not Available,Not Available,Not Available,Not Available,536.4,1.6,Not Available,131.3,Ok,Not Available
1634205,K158-0300160,3089176,Not Available,11207,102000.0,Not Available,0.4,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,01/2020,Not Available,Not Available,Not Available,1150.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,102000.0,510600.1,Not Available,Brooklyn,Not Available,Not Available,Not Available,1440682.9,4.1,114.5,Not Available,Not Available,Not Available,Not Available,Not Available,340.4,2.2,Not Available,88.6,Ok,Not Available
1633709,M149 & M207 Tandem-0100131,1051434,Not Available,10026,151200.0,Not Available,0.6,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),08/2020,Not Available,Not Available,Not Available,190.0,Not Available,0.0,Not Available,1.4,75,2,K-12 School,151200.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,2628604.8,5.1,208.9,Not Available,Not Available,Not Available,Not Available,Not Available,603.6,2.6,Not Available,184.4,Ok,Not Available
1634109,X139-0200183,2000391,Not Available,10454,164525.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,41.0,Not Available,0.0,Not Available,1,75,1,K-12 School,164525.0,4681373.9,Not Available,Bronx,Not Available,Not Available,Not Available,2059210.2,3.7,163.6,Not Available,Not Available,Not Available,Not Available,Not Available,524.1,2.2,Not Available,137.8,Ok,Not Available
1836726,X963-0201323,2115801@,Not Available,10455,13200.0,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,71.0,Not Available,0.0,Not Available,0.2,75,1,K-12 School,13200.0,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,28660.8,0.6,2.3,Not Available,Not Available,Not Available,Not Available,Not Available,2.3,0,Not Available,128.7,Ok,Not Available
1634556,Q876-0401217,4085866,Not Available,11385,16160.0,Not Available,0.7,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,11/2020,Not Available,Not Available,Not Available,553.0,Not Available,0.0,Not Available,2.3,75,1,K-12 School,16160.0,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,473312.6,8.6,37.6,Not Available,Not Available,Not Available,Not Available,Not Available,88.3,3.1,Not Available,150.7,Ok,Not Available
1836630,M116-0100107,1020080,Not Available,10016,74480.0,Not Available,0.4,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,70.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,74480.0,0,Not Available,New York,Not Available,Not Available,Not Available,869104.6,3.4,69.1,Not Available,Not Available,Not Available,Not Available,Not Available,196.5,1.7,Not Available,133.3,Ok,Not Available
1634513,K914-0301614,3054323,Not Available,11205,111675.0,Not Available,0.3,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,191.0,Not Available,0.0,Not Available,2.2,75,1,K-12 School,111675.0,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,3023032.0,7.9,240.2,Not Available,Not Available,Not Available,Not Available,Not Available,403.5,1.5,Not Available,138.2,Ok,Not Available
1633643,Q204-0400202,4004156,Not Available,11106,183725.0,Not Available,0.2,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,40.20771,51.0,Not Available,81.5,Not Available,0.4,75,1,K-12 School,183725.0,551999.9,Not Available,Queens,Not Available,Not Available,Not Available,1426605.3,1.4,67.8,Not Available,Not Available,Not Available,Not Available,Not Available,297.0,1.2,Not Available,131.5,Ok,Not Available
1634038,Q063-0400056,4190727,Not Available,11417,118965.0,Not Available,0.5,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,06/2020,Not Available,Not Available,Not Available,54.0,Not Available,0.0,Not Available,1.4,75,1,K-12 School,118965.0,289800,Not Available,Queens,Not Available,Not Available,Not Available,2052659.2,5.1,163.1,Not Available,Not Available,Not Available,Not Available,Not Available,494.3,2.8,Not Available,136.1,Ok,Not Available
1633385,K329-0300313,3189517,Not Available,11224,136800.0,Not Available,0.3,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,10/2020,Not Available,Not Available,Not Available,342.0,Not Available,0.0,Not Available,1,75,1,K-12 School,136800.0,0,Not Available,Brooklyn,Not Available,No,Not Available,1650043.2,3.5,131.1,Not Available,Not Available,Not Available,Not Available,Not Available,334.2,1.5,Not Available,132.3,Ok,Not Available
1634659,K038-0300060,3001183,Not Available,11217,104400.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,39.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,104400.0,2716944.1,Not Available,Brooklyn,Not Available,Not Available,Not Available,1075462.4,3.0,85.5,Not Available,Not Available,Not Available,Not Available,Not Available,309.8,2.1,Not Available,108.7,Ok,Not Available
1633982,K172-0300175,3009847,Not Available,11232,56400.0,Not Available,0.5,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,101.0,Not Available,0.0,Not Available,1.3,75,1,K-12 School,56400.0,222732,Not Available,Brooklyn,Not Available,Not Available,Not Available,908410.9,4.7,72.2,Not Available,Not Available,Not Available,Not Available,Not Available,218.5,2.6,Not Available,137.0,Ok,Not Available
