cfmc_case_id,qsharetravelcode06,qtripplanning7,gfocusaa1_qfocusaa5_ma5,gcarreduce1_qcarreduce2_ma,gfocusaa1_qfocusaa1_ma4,qtemphigh_append,qsharetravelcode02,qtripplanning2,qusetravelcode15,qagegender,qusetravelcode25,qagecode_final2,qridehail8,qdisability3,qtimehome4,qschooltravelcode02,qziptravel8,qschooltravelcode18,qemployment,qsharepurpose08,qridehail7,qzipwork3,qschooltransitfrom7,gfocusaa1_qfocusaa1_ma8,qshare5,qpreridehailcode09,qbenefits10,gfocusaa1_qfocusaa5b_ma6,weekend_number_of_trips,qschooltransitfrom5,gfocusaa1_qfocusaa5b_ma3,gfreight1_qfreight4_ma,qbikestore1,qschooltransitfrom4,qpreridehailcode12,qschooltravelcode03,qsharetravelcode08,gfocusaa1_qfocusaa6_ma1,qtimehome5,agegenwt,qpreridehailcode20,qbiketype2,qbiketype5,qtemplow_append,qridehailpurpose02,qschooltravelcode22,gfocusaa1_qfocusaa4_ma7,qreachtravel4,qziptravel_other7,qusetravelcode18,gfocusaa1_qfocusaa2_ma2,qbikestore5,qridehailpurpose10,qbikestore9,qwpsurveyzone06,qshare3,qbenefits01,qbikestore_other7,qsharetravelcode03,qwpsurveyzone02,qpreridehailcode10,gfocusaa1_qfocusaa2_ma4,qborough2,qnocitibike5,gimprove1_qimprove5_ma,qshare4,qbenefits08,filt_number_of_trips,gcarincrease1_qcarincrease2_ma,qpreridehailcode21,gfocusaa1_qfocusaa5b_ma4,gcarreduce1_qcarreduce5_ma,qsharetravelcode07,gcarincrease1_qcarincrease6_ma,qschooltravelcode26,qsharepurpose04,qtimehome2,qdisability2,qridehailpurpose_other9,qschooltravelcode04,gfocusaa1_qfocusaa2_ma8,eduwt,qpreridehailcode23,starttime_est,qcarmiles,qbenefits_other11,qcarpark2,gfocusaa1_qfocusaa2_ma6,qpreridehailcode03,weekday_filt_trips,qchildrenschoolzip4,gfocusaa1_qfocusaa4_ma2,qlanguageoe,qborough3,gfocusaa1_qfocusaa1_ma3,qsharepurpose05,qtripplanning1,qtripplanning5,qrace_other6,qpreridehailcode06,qsharepurpose06,qusetravelcode10,qschooltravelcode23,qbikestore2,qusetravelcode04,qnumber_of_trips_taken,qsharetravelcode04,gfocusaa1_qfocusaa5_ma3,qridehail_freq,gfocusaa1_qfocusaa3_ma2,qprecipitation_append,qtimehome6,qridehailpurpose01,qnocitibike6,qsharetravelcode25,qridehailpurpose03,gfocusaa1_qfocusaa4_ma5,qridehailpurpose08,gfreight1_qfreight2_ma,qbiketype1,qbenefits06,gfocusaa1_qfocusaa2_ma3,qnocitibike7,qschooltravelcode09,qsafety6,qbenefits12,qnocitibike4,gfocusaa1_qfocusaa3_ma8,qschooltransitfrom3,qbikestore3,qziptravel6,qusetravelcode13,boroughwt,qtimework3,qage,qborough4,qwelfare2,qemployment_other10,gfocusaa1_qfocusaa1_ma1,qpreridehailcode24,qbikestore7,qschooltravelcode25,qziptravel3,gfocusaa1_qfocusaa6_ma3,qrent,qsharepurpose03,qschooltransitto_other5,qusetravelcode23,qtimehome1,qusetravelcode02,qsharetravelcode10,qagecode_final5,gcarincrease1_qcarincrease5_ma,gcarreduce1_qcarreduce6_ma,qpreridehailcode15,qzipcmb,gfocusaa1_qfocusaa5b_ma1
10001814, ,0,0, ,1,83, ,0,0,1,0,0,0,0, , , , ,6, ,0, , ,0,0,0, ,0, , ,1,4,0, ,0, , ,0, ,1,0,0,0,76,0, ,0, , ,0,0,0,0,0, ,0, , , , ,0,1,0,0,3,0, ,2, ,0,0, , , , , , ,0, , ,0,2,0,2017-06-23T00:00:00.000,1, ,1,0,1,2, ,1,1,0,0, ,1,0, ,0, ,0, ,0,0,2.0, ,1,4,0,0.04, ,0,0, ,0,1,0,6,1, ,0,0, ,5, ,0,0, ,0, ,0,2, ,24,0,0, ,1,0,0, , ,0,2.0, , ,0, ,1, ,0, , ,0,11209,1
10000825, ,0,0, ,1,70, ,0,0,10,0,0,0,1,8pm, , , ,2, ,0, , ,0,0, ,0,0,4, ,1,5, , , , , ,0, ,5, , , ,56, , ,0, , ,0,0, , , ,0,0,0, , ,1, ,0,0,0,1,0,0,4, , ,0, , , , , , ,0, , ,0,2, ,2017-06-05T00:00:00.000, , , ,0, , , ,0,1,1,0, ,0,1, , , ,0, , ,1,4.0, ,0, ,0,0.09, , ,0, , ,0, ,4, ,0,1,0, , ,0,1,0, , , ,0,3, ,41,0,0, ,0, , , , ,0,2.0, , ,0, ,1, ,0, , , ,11103,0
10000705,0,0,0, ,0,73,0,0,0,11,0,0,0,0, , ,0, ,1,0,0, , ,0,0,0,0,0,3, ,0,5,0, ,0, ,0,0, ,5,0,0,0,55,1, ,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0,1, ,2,0,0,3, ,0,0, ,0, , ,0, ,0, , ,0,2,0,2017-06-04T00:00:00.000,2, ,1,0,0, , ,0,1,0,0,0,0,1, ,0,0,0, ,0,1,3.0,0,0,6,0,0.01, ,0, ,0,0,0,0,4,1,0,1, , ,2,0, ,0, ,1,0,0,1, ,54,0,0, ,1,0,0, ,1,0,2.0,0, ,0,around 6:30 or 7 pm,1,0,0, , ,1,10025,0
10001290, ,0,0, ,0,93, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,1, , ,0,6, , , , , ,0, ,6, , , ,76, , ,0, , ,0,0, , , ,0,0, , , ,0, ,0,0,1,5,0, ,2, , ,0, , , , , , ,0, , ,0,1, ,2017-06-13T00:00:00.000, , , ,1, ,2, ,0,2,1,0, ,0,1, , , ,0, , ,0,2.0, ,0, ,0,0.0, , ,0, , ,0, ,6, , ,0,0, , , ,0,0, , , ,0,3, ,73,0,0, ,0, , , , ,0,1.0, , ,0, ,1, ,0, , , ,11421,0
10000762, ,0,0, ,0,73, ,0,0,6,0,0,0,0, ,0, ,0,1, ,0, , ,0,0, ,0,0,0, ,0,4,0, , ,0, ,1, ,3, ,0,0,55, ,0,0, , ,0,0,0, ,0,0,0,0, , ,0, ,0,1,0,3,0,0, ,5, ,0, , ,2,0, , ,0, ,0,0,2, ,2017-06-04T00:00:00.000,4, ,0,0, , , ,0,1,0,0, ,1,0, , , ,0,0,1,0,0.0, ,1, ,0,0.01, , ,0, , ,0, ,5,1,0,1,0,0,1,0,0,0, ,0, ,0,1, ,68,0,0, ,1, ,0,0, ,0,1.0, , ,0,it depends usually about 6pm,1, ,0,4, , ,10024,1
10000173, ,0,1, ,1,65, ,0,0,6,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0,2, ,0,5, , , , , ,0, ,3, , , ,55, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,1,0, ,2, , ,0, , , , , , ,0, , ,0,2, ,2017-05-21T00:00:00.000,3, ,0,0, , , ,1,1,0,1, ,0,1, , , ,0, , ,0,2.0, ,1, ,0,0.01, , ,0, , ,1, ,4, , ,0,0, ,3, ,0,0, , , ,0,4, ,72,0,0, ,1, , , , ,0,2.0, , ,0, ,0, ,0, , , ,10463,0
10000694, ,0,0, ,0,73, ,0,0,2,0,1,0,0,5:30 pm, , , ,1, ,0, , ,0,0,0,0,0,4, ,0,3, , ,0, , ,0, ,1,0, , ,55,1, ,0, , ,0,0, ,0, ,0,0,0, , ,0,0,0,0,0,2,0,0,4, ,0,0, , , , , , ,0, , ,0,2,0,2017-06-04T00:00:00.000,1, ,0,0,0, , ,0,20,1,0, ,1,0, ,0, ,0, , ,0,4.0, ,0,2,0,0.01, ,0,0, ,0,0,0,4, ,1,0,0, ,2,0,1,0, , , ,1,3, ,26,0,0, ,0,0, , , ,0,2.0, , ,0,6:20 pm,0, ,0, , ,0,11106,0
10002013,0,0,0, ,1,79,0,0,0,12,0,0,0,0,830PM, ,0, ,1,0,0, , ,0,0, ,0,0,5, ,0,4,0, , , ,0,1, ,6, ,0,0,64, , ,0, , ,0,0,0, ,0,0,1,0, ,0,0, ,0,0,0,3,0,0,5, , ,0, ,0, , ,0, ,0, , ,0,2, ,2017-06-26T00:00:00.000,4, ,0,0, , , ,1,1,0,1,1,1,0, , ,0,0, ,0,0,5.0,0,0, ,0,0.0, , ,0,0, ,1, ,4,1,0,0,0, ,1,0,0,0, ,0,0,0,5, ,61,1,0, ,1, ,0, ,1,1,2.0,0, ,0,600PM,0,0,1, , , ,10307,1
10001746, ,0,1, ,0,83, ,0,1,14,0,0,0,0, , , , ,1, ,0, , ,0,0, ,0,1, , ,0,5, , , , , ,1, ,7, , , ,68, , ,0, , ,0,0, , , , ,0,0, , , , ,0,0,0,2,0,0,2, , ,0, , , , , , ,0, , ,0,2, ,2017-06-22T00:00:00.000,2, ,0,0, ,2, ,0,1,0,0, ,1,0, , , ,0, , ,0,2.0, ,0, ,0,0.0, , ,0, , ,0, ,6, ,0,0,1, ,1,0,0,0, , , ,0,2, ,999,0,0, ,0, , , , ,0,, , ,0,refuse,1, ,0, , , ,11224,0
10000706, ,0,0, ,1,73, ,0,0,1,0,0,0,0,11pm, , , ,2, ,0, , ,0,0,0,0,0,2, ,0,5, , ,0, , ,0, ,1,0, , ,55,0, ,0, , ,0,0, ,0, ,1,0,0, , ,0,0,1,1,0,3,0,0,2, ,0,0, , , , , , ,1, , ,0,1,0,2017-06-04T00:00:00.000, , , ,0,1, , ,0,2,0,0, ,1,0, ,0, ,0, , ,0,2.0, ,0,1,1,0.01, ,1,0, ,0,0,0,3, ,0,1,0, , ,0,0,0, , , ,0,1, ,22,0,0, ,0,0, , , ,1,1.0, , ,0, ,0, ,0, , ,0,10040,1
10001434, ,0,0, ,1,76, ,0,0,11,0,0,0,0, , , , ,1, ,0, , ,0,0, ,0,0, , ,1,5, , , , , ,0, ,5, , , ,64, , ,0, , ,0,0, , , , ,0,0, , , , ,0,0,1,3,0,0,1, , ,0, , , , , , ,0, , ,0,1, ,2017-06-16T00:00:00.000,1, ,0,0, ,1, ,0,20,0,0, ,1,0, , , ,0, , ,0,1.0, ,0, ,0,0.0, , ,0, , ,0, ,1, ,0,1,0, ,2,0,0,0, , , ,0,4, ,50,0,0, ,0, , , , ,0,1.0, , ,0,2pm,0, ,0, , , ,10454,0
10000265, ,0,1, ,1,69, ,0,1,10,0,0,0,0,1pm,0, ,0,2, ,0, , ,0,0,0,0,1,4, ,1,5,0, ,0,0, ,1, ,5,0,0,0,52,1,0,0, , ,1,1,0,0,0, ,0,0, , , ,0,1,0,1,1,0,0,4, ,0,1, , , ,0, , ,0, ,0,0,2,0,2017-05-22T00:00:00.000,3, ,0,0,0, , ,1,1,0,0, ,1,0, ,0, ,0,0,0,0,4.0, ,0,3,0,0.0, ,0,0, ,0,1,0,5,1,0,1,0,0,2,0,0,0, ,0, ,0,2, ,40,0,0, ,1,0,0,0, ,1,1.0, , ,0, ,1, ,0, , ,1,11204,1
10000643, ,0,0, ,0,73, ,0,0,5,0,0,0,0, ,0, ,0,1, ,0, ,0,0,0, ,0,0,4,0,0,3,0,0, ,0, ,0, ,3, ,0,0,55, ,0,0, , ,0,0,0, ,0,0,0,0, , ,0, ,0,0,0,2,0,0,4, , ,0, , , ,0, , ,0, ,1,0,2, ,2017-06-04T00:00:00.000,5, ,1,0, , , ,0,1,0,0, ,0,1, , , ,0,0,1,0,4.0, ,0, ,0,0.01, , ,0, , ,0, ,3,1,0,0,0,0,2,0,0,0,0,0, ,0,2, ,62,0,0, ,1, ,0,0, ,1,2.0, , ,0,7:00pm,1, ,1, , , ,11205,0
10000842, ,0,1, ,1,70, ,0,0,5,0,0,0,0, , , , ,3, ,0, , ,0,0, , ,1,2, ,1,4,0, , , , ,0, ,3, ,0,0,56,0, ,0, , ,0,0,0,0,0, ,0, , , , , ,0,0,0,4,0, ,2, , ,1, , , , , , ,0, , ,0,2, ,2017-06-05T00:00:00.000, , , ,0, , , ,1,11,0,0, ,0,1, , , ,0, ,0,0,2.0, ,1,3,1,0.09, ,1,0, ,0,1,0,1,1, ,0,0, , , ,0,0, ,1, ,0,2, ,56,0,0, ,1, ,0, , ,0,, , ,0, ,0, ,1, , , ,11210,1
10001016, ,0,1, ,0,69, ,0,0,5,0,0,0,0,6pm, , , ,2, ,0, , ,0,0, ,0,0, , ,0,5, , , , , ,0, ,3, , , ,55, , ,0, , ,0,1, , , ,0,0,0, , ,0, ,0,0,1,3,0,0,2, , ,0, , , , , , ,0, , ,0,2, ,2017-06-09T00:00:00.000,2, ,0,0, ,2, ,0,1,1,0, ,0,1, , , ,0, , ,0,2.0, ,0, ,1,0.0, , ,0, , ,1, ,6, ,0,0,0, ,2,0,0,0, , , ,0,3, ,63,0,0, ,1, , , , ,0,2.0, , ,0, ,1, ,1, , , ,11374,0
10000065, ,0,0, ,0,90, ,0,0,6,0,0,0,0, , , , ,8, ,0, , ,1,0, , ,0, , ,0,6, , , , , ,0, ,3, , , ,65, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,2,0, , , , ,0, , , , , , ,1, , ,1,1, ,2017-05-18T00:00:00.000, , , ,0, , , ,0,1,0,0, ,0,1, , , ,0, , ,0,0.0, ,0, ,0,0.0, , ,0, , ,0, ,3, , ,0,0, , , ,0,1, , , ,0,5, ,82,1,0, ,0, , , , ,0,1.0, , ,0, ,0, ,0, , , ,10312,0
10000839, ,0,0, ,1,70, ,0,0,7,0,0,0,0, , , , ,1, ,0, , ,0,0, ,0,0,2, ,1,4,0, , , , ,0, ,7, ,0,0,56, , ,0, , ,0,0,0, ,0,0,0,0, , ,0, ,1,0,1,4,0,0,2, , ,0, , , , , , ,0, , ,0,2, ,2017-06-05T00:00:00.000,1, ,0,0, , , ,0,1,1,0, ,0,1, , , ,0, ,0,1,2.0, ,1, ,0,0.09, , ,0, , ,0, ,5,1,0,0,0, ,2,0,0,0, ,0, ,0,3, ,999,0,0, ,0, ,0, , ,0,2.0, , ,0,7pm,1, ,0, , , ,11367,0
10000758, ,0,0, ,0,73, ,0,0,5,0,0,0,0, , , , ,3, ,0, , ,0,0, , ,0,0, ,0,4,0, , , , ,0, ,3, ,0,0,55, , ,0, , ,0,0,0, ,0, ,0, , , , , ,0,0,1,2,0, , , , ,0, , , , , , ,0, , ,0,2, ,2017-06-04T00:00:00.000,2, ,0,0, , , ,0,1,0,0, ,1,0, , , ,0, ,1,0,0.0, ,0, ,0,0.01, , ,0, , ,0, ,4,1, ,0,0, ,4, ,0,0, ,0, ,0,2, ,60,0,0, ,1, ,0, , ,0,4.0, , ,0, ,0, ,1, , , ,11205,0
10000597, ,0,0, ,0,76, ,0,0,12,0,0,0,0,1:30am, , , ,2, ,0, , ,0,0,0,0,1, , ,1,4, , ,0, , ,0, ,6,0, , ,57,0, ,0, , ,0,0, ,0, ,0,0,0, , ,0,0,0,0,1,2,0,0,1, ,0,0, , , , , , ,0, , ,0,2,0,2017-06-03T00:00:00.000,5, ,0,0,0,1, ,1,2,0,0, ,1,0, ,0, ,0, , ,0,1.0, ,0,3,0,0.01, ,0,0, ,0,1,0,3, ,0,0,0, ,2,0,0,0, , , ,0,2, ,55,0,0, ,1,0, , , ,0,1.0, , ,0, ,1, ,1, , ,0,11222,1
10001975, ,0,0, ,0,79, ,0,0,5,0,0,0,0, , , , ,1, ,0, , ,0,0, ,0,0,2, ,0,5,0, , , , ,1, ,3, ,0,0,64, , ,0, , ,0,0,0, ,0,0,0,0, , ,0, ,0,0,0,2,0,0,2, , ,0, , , , , , ,0, , ,1,2, ,2017-06-26T00:00:00.000,3, ,1,0, , , ,0,1,0,0, ,0,1, , , ,0, ,0,0,2.0, ,0, ,0,0.0, , ,0, , ,1, ,5,1,0,0,1, ,2,0,0,1, ,0, ,0,4, ,55,0,0, ,1, ,0, , ,0,4.0, , ,0,245pm,1, ,1, , , ,10460,0
10002198, ,0,0, ,1,78, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,5, , , , , ,0, ,6, , , ,61, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,1,0, ,4, , ,0, , , , , , ,0, , ,0,2, ,2017-06-28T00:00:00.000,3, ,0,0, ,4, ,0,1,0,0, ,0,0, , , ,0, , ,0,4.0, ,0, ,0,0.0, , ,0, , ,0, ,6, , ,0,0, ,4, ,1,0, , , ,0,4, ,76,0,0, ,0, , , , ,0,1.0, , ,0, ,1, ,0, , , ,10475,0
10001721, ,0,0, ,0,83, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,1,0, ,0, , ,0,4, , ,0, , ,0, ,6,0, , ,71,0, ,0, , ,0,0, ,0, , ,0, , , , ,0,0,0,0,1,0, ,1, ,0,0, , , , , , ,0, , ,0,1,0,2017-06-21T00:00:00.000,7, ,0,1,1,1, ,0,1,0,0, ,0,1, ,0, ,0, , ,0,1.0, ,0,3,0,0.0, ,0,0, ,0,0,0,6, , ,0,1, ,2, ,0,0, , , ,0,2, ,70,0,0, ,1,0, , , ,0,1.0, , ,0, ,1, ,0, , ,0,11213,0
10002005, ,0,0, ,0,79, ,0,0,11,0,0,0,1, , , , ,3, ,0, , ,0,0, , ,1,0, ,1,6, , , , , ,1, ,5, , , ,64, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,3,0, , , , ,0, , , , , , ,0, , ,0,1, ,2017-06-26T00:00:00.000, , , ,0, , , ,0,1,0,0, ,1,0, , , ,0, , ,0,0.0, ,0, ,1,0.0, , ,1, , ,0, ,4, , ,0,0, , , ,0,0, , , ,0,2, ,50,0,1, ,1, , , , ,0,1.0, , ,0, ,0, ,0, , , ,11205,0
10000063, ,0,0,5,0,90, ,0,0,5,0,0,0,1, , , , ,10, ,0, , ,0,0, , ,0, , ,0,4, , , , , ,0, ,3, , , ,65, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,2,0, ,1, , ,0,2, , , , , ,0, , ,0,2, ,2017-05-18T00:00:00.000,7, ,1,0, ,1, ,0,1,0,0, ,0,1, , , ,0, , ,0,1.0, ,0, ,0,0.0, , ,0, , ,0, ,3, , ,0,0, ,4, ,0,0, , , ,0,2, ,62,0,0, ,0, , , , ,0,2.0, , ,0, ,0, ,1, ,5, ,11220,0
10000934, ,0,0, ,1,58, ,0,0,9,0,1,0,0,2:00pm,0, ,0,2, ,0, , ,0,0, ,0,1, , ,0,4, , , ,0, ,0, ,4, , , ,52, ,0,0, , ,0,0, , , ,0,0,0, , ,0, ,0,0,1,4,0,0,4, , ,0, , , ,0, , ,0, ,0,0,1, ,2017-06-07T00:00:00.000, , , ,1, ,4, ,0,1,0,0, ,0,1, , , ,0,0, ,0,4.0, ,0, ,1,0.06, , ,0, , ,0, ,4, ,0,0,0,0, ,0,0,0, , , ,0,2, ,34,0,0, ,0, , ,0, ,0,2.0, , ,0, ,0, ,0, , , ,11205,0
10000944, ,0,0, ,1,58, ,0,0,10,0,0,0,0, ,0, ,0,4, ,0, , ,0,0, , ,0, , ,0,6,0, , ,0, ,1, ,5, ,0,0,52, ,0,0, , ,0,0,0, ,0, ,0, , , , , ,1,0,0,3,0, ,1, , ,0, , , ,0, , ,0, ,0,0,1, ,2017-06-07T00:00:00.000,2, ,0,0, ,1, ,0,1,0,1, ,0,1, , , ,0,0,0,0,1.0, ,1, ,0,0.06, , ,0, , ,0, ,6,1, ,0,0,0,3, ,0,0, ,0, ,0,2, ,35,0,1, ,1, ,0,0, ,0,1.0, , ,0, ,0, ,0, , , ,11204,1
10000624, ,0,0, ,1,76, ,0,0,4,0,0,0,0, , , , ,1, ,0, , ,0,0,0,0,1, , ,1,3, , ,0, , ,0, ,2,0, , ,57,0, ,1, , ,0,0, ,0, ,0,0,0, , ,0,0,0,1,0,2,0,0,2, ,0,1, , , , , , ,0, , ,0,2,0,2017-06-03T00:00:00.000, , , ,0,0,2, ,0,1,0,1, ,0,1, ,0, ,0, , ,0,2.0, ,0,3,0,0.01, ,1,0, ,0,0,0,3, ,0,0,1, , ,0,0,0, , , ,0,1, ,45,0,0, ,1,0, , , ,0,1.0, , ,0,6:00pm,1, ,0, , ,0,10027,1
10002083, ,0,0, ,1,77, ,0,0,11,0,0,0,0,10pm,0, ,0,2, ,0, , ,0,0, ,0,0, , ,0,6, , , ,0, ,0, ,5, , , ,60, ,0,0, , ,0,0, , , , ,0,0, , , , ,0,0,1,1,0,0,1, , ,0, , , ,0, , ,0, ,0,0,1, ,2017-06-27T00:00:00.000, , , ,0, ,1, ,1,1,1,1, ,0,1, , , ,0,0, ,0,1.0, ,0, ,0,0.18, , ,0, , ,1, ,4, ,0,0,0,0, ,0,0,0, , , ,0,3, ,50,0,0, ,0, , ,1, ,0,1.0, , ,0, ,1, ,0, , , ,11377,0
10000664, ,0,0, ,0,73, ,0,0,4,0,0,0,0, ,0, ,0,1, ,0, , ,0,0, ,0,0,1, ,0,4,0, , ,0, ,0, ,2, ,0,0,55, ,0,0, , ,0,0,0, ,0,0,0,1, , ,0, ,0,0,0,2,0,0,1, , ,0, , , ,0, , ,0, ,0,0,2, ,2017-06-04T00:00:00.000,4, ,1,0, , , ,0,1,0,0, ,0,1, , , ,0,0,1,0,1.0, ,0, ,0,0.01, , ,1, , ,0, ,6,1,0,1,0,0,3,0,0,1, ,0, ,0,5, ,47,1,0, ,0, ,0,0, ,0,2.0, , ,0,5.00pm,0, ,0, , , ,10304,0
10002127, ,0,0,4,0,77, ,0,0,6,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,5, , , , , ,0, ,3, , , ,60, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,1,0, , , , ,0,4, , , , , ,0, , ,0,2, ,2017-06-27T00:00:00.000,2, ,1,0, , , ,0,1,1,0, ,0,1, , , ,0, , ,0,0.0, ,0, ,1,0.18, , ,0, , ,0, ,5, , ,0,0, ,1, ,0,0, , , ,0,3, ,70,0,0, ,0, , , , ,0,2.0, , ,0, ,0, ,0, ,3, ,11369,1
10000013, ,0,0, ,0,65, ,0,0,12,0,0,0,0,4-5pm, , , ,2, ,0, , ,0,0,0,0,0, , ,0,4, , ,0, , ,0, ,6,0, , ,48,1, ,0, , ,0,0, ,0, ,0,0,0, , ,0,0,0,0,0,2,0,0,4, ,0,0, , , , , , ,0, , ,0,2,0,2017-05-13T00:00:00.000, , , ,0,1,4, ,0,1,0,0, ,1,0, ,0, ,0, , ,1,4.0, ,0,1,0,0.0, ,0,0, ,1,0,0,3, ,0,0,0, , ,0,1,0, , , ,0,2, ,59,0,0, ,0,0, , , ,0,1.0, , ,0, ,1, ,1, , ,0,11236,1
10001032, ,0,0, ,1,69, ,0,0,8,0,0,0,0, , , , ,6, ,0, , ,0,0,0, ,1, , ,0,5,0, ,0, , ,0, ,4,0,0,0,55,1, ,0, , ,0,1,0,0,0, ,0, , , , ,0,0,0,0,2,0, ,2, ,0,0, , , , , , ,0, , ,0,1,0,2017-06-09T00:00:00.000, , , ,0,1,2, ,1,2,0,0, ,1,0, ,0, ,0, ,1,0,2.0, ,0,3,1,0.0, ,1,0, ,0,0,0,4,1, ,0,0, , , ,0,0, ,0, ,0,4, ,23,0,1, ,0,0,0, , ,0,1.0, , ,0, ,1, ,0, , ,0,10452,0
10000997, ,0,1,2,1,67, ,0,1,2,0,1,0,0, , , , ,1, ,0, , ,0,0,0,0,1, , ,1,5,0, ,0, , ,0, ,1,0,0,0,51,1, ,0, , ,0,1,0,0,0,1,0,0, , ,0,0,1,1,0,2,0,0,3, ,0,1,3, , , , , ,0, , ,0,1,0,2017-06-08T00:00:00.000,7, ,0,1,0,3, ,1,1,0,1, ,1,0, ,0, ,0, ,1,0,3.0, ,1,3,1,0.0, ,1,0, ,0,1,0,3,1,0,1,0, ,1,0,0,0, ,0, ,0,1, ,27,0,0, ,1,0,0, , ,1,1.0, , ,0,500,0, ,0, ,2,1,10030,1
10000618, ,0,1, ,1,76, ,0,0,4,0,0,0,0, ,0, ,0,1, ,0, ,0,0,0,0,0,1, ,0,0,4, ,0,0,1, ,0, ,2,0, , ,57,1,0,0, , ,0,1, ,0, ,0,0,0, , ,0,0,1,0,0,2,0,1,3, ,0,0, , , ,0, , ,0, ,0,0,2,0,2017-06-03T00:00:00.000,4, ,0,1,0,3, ,1,1,0,0, ,1,0, ,0, ,0,0, ,0,3.0, ,1,6,0,0.01, ,0,0, ,0,1,0,4, ,0,1,0,0,2,0,0,0,0, , ,0,4, ,46,0,0, ,1,0, ,0, ,0,2.0, , ,0,7pm,1, ,0, , ,0,10463,1
10001409, ,0,0,2,0,84, ,0,0,13,0,0,0,1, , , , ,10, ,0, , ,0,0, , ,0, , ,0,4,0, , , , ,0, ,6, ,0,0,69, , ,0, , ,0,1,0, ,0, ,0, , , , , ,0,0,1,1,0, , , , ,0,2, , , , , ,0, , ,0,1, ,2017-06-15T00:00:00.000,7, ,0,0, , , ,0,2,1,0, ,0,1, , , ,0, ,1,0,0.0, ,0, ,1,0.29, , ,0, , ,0, ,4,1, ,0,0, ,1, ,0,0, ,0, ,0,3, ,65,0,0, ,1, ,0, , ,0,2.0, , ,0, ,1, ,0, ,3, ,11378,0
10000626, ,0,0, ,0,76, ,0,0,10,0,0,0,0,6:00pm,1, ,0,2, ,0, ,0,0,0,0,0,0, ,0,0,3, ,0,0,0, ,0, ,5,0, , ,57,1,0,1, , ,0,1, ,0, , ,0,0, , , ,0,0,1,0,3,0,0,4, ,0,0, , , ,0, , ,0, ,0,0,2,0,2017-06-03T00:00:00.000, , , ,0,0,4, ,0,1,0,0, ,1,0, ,0, ,0,0, ,0,4.0, ,0,4,0,0.01, ,0,0, ,0,0,0,4, ,0,0,0,0, ,0,1,0,0, , ,0,1, ,40,0,0, ,0,0, ,0, ,0,1.0, , ,0, ,1, ,0, , ,1,10019,0
10000952, ,0,1, ,1,58, ,0,0,11,0,0,0,0, , , , ,1, ,0, , ,0,0,0,0,1, , ,1,5,0, ,0, , ,0, ,5,0,0,0,52,0, ,0, , ,1,1,0,0,0, ,0,0, , , ,0,1,0,0,5,0,0,3, ,0,0, , , , , , ,0, , ,0,2,0,2017-06-07T00:00:00.000,3, ,0,0,0,3, ,1,1,0,1, ,0,1, ,0, ,0, ,1,0,3.0, ,1,4,0,0.06, ,1,0, ,0,1,0,6,1,0,1,0, ,3,0,0,0, ,0, ,0,2, ,50,0,0, ,1,0,0, , ,1,1.0, , ,0,5PM,1, ,0, , ,0,11229,1
10002155, ,0,0, ,0,78, ,0,0,14,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,6, , , , , ,0, ,7, , , ,61, , ,0, , ,0,0, , , , ,0, , , , , ,0,1,1,2,0, , , , ,0, , , , , , ,0, , ,0,1, ,2017-06-28T00:00:00.000, , , ,0, , , ,0,1,0,0, ,0,1, , , ,0, , ,0,0.0, ,0, ,0,0.0, , ,0, , ,0, ,6, , ,1,0, , , ,0,0, , , ,0,1, ,999,0,0, ,0, , , , ,0,2.0, , ,0, ,1, ,0, , , ,10026,0
10002299, ,0,0, ,0,85, ,0,0,9,0,1,0,0,7PM,0, ,0,1, ,0, ,0,0,0, ,0,0, ,0,1,4,0,0, ,1, ,1, ,4, ,0,0,71, ,0,0, , ,0,0,0, ,0,0,0,0, , ,0, ,0,0,0,1,0,0,2, , ,0, , , ,0, , ,0, ,0,0,1, ,2017-07-01T00:00:00.000, , , ,0, ,2, ,0,2,0,0, ,1,0, , , ,0,0,1,0,2.0, ,0, ,0,0.23, , ,0, , ,0, ,6,1,0,1,0,0, ,0,0,0,0,0, ,0,4, ,30,0,0, ,0, ,0,0, ,0,1.0, , ,0,7PM,1, ,0, , , ,10453,0
