property_id,address_1,natural_gas_use_therms,last_modified_date_gas_meters,data_center_energy_estimates_applied,supermarket_grocery_number_of_open_or_closed_refrigeration_freezer_units,district_chilled_water_use_kbtu,hospital_general_medical_surgical_licensed_bed_capacity,data_center_pdu_input_meter_kwh,estimated_data_flag_district_steam,multifamily_housing_government_subsidized_housing,hospital_general_medical_surgical_number_of_staffed_beds,third_party_certification_date_anticipated,hospital_general_medical_surgical_mri_density_number_per_1_000_sq_ft,social_meeting_hall_gross_floor_area_ft,office_gross_floor_area_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,property_gfa_self_reported_ft,office_percent_that_can_be_heated,senior_living_community_gross_floor_area_ft,fuel_oil_4_use_kbtu,nyc_borough_block_and_lot_bbl,number_of_active_it_meters,weather_normalized_source_eui_kbtu_ft,generation_date,food_service_gross_floor_area_ft,data_center_gross_floor_area_ft,medical_office_weekly_operating_hours,hotel_gross_floor_area_ft,green_power_onsite_and_offsite_kwh,energy_star_score,data_center_ups_system_redundancy,other_gross_floor_area_ft,hospital_general_medical_surgical_laboratory,multifamily_housing_gross_floor_area_ft,municipally_supplied_potable_water_total_use_all_meter_types_kgal,site_eui_kbtu_ft,weather_normalized_site_eui_kbtu_ft,financial_office_number_of_workers_on_main_shift,estimated_values_energy,weather_normalized_site_electricity_kwh,occupancy,electricity_use_generated_from_onsite_renewable_systems_kwh,multifamily_housing_number_of_laundry_hookups_in_common_area_s,restaurant_gross_floor_area_ft,fuel_oil_1_use_kbtu,outdoor_water_use_all_water_sources_kgal,latitude,weather_normalized_source_energy_use_kbtu,ambulatory_surgical_center_gross_floor_area_ft,_3rd_largest_property_use_type,source_energy_use_kbtu,data_center_it_equipment_input_meter_kwh,electricity_use_generated_from_onsite_renewable_systems_and_used_onsite_kwh,construction_status,property_gfa_calculated_buildings_ft,district_steam_use_kbtu,medical_office_number_of_computers,estimated_data_flag_electricity_grid_purchase,third_party_certification,longitude,retail_store_number_of_walk_in_refrigeration_freezer_units
1633032,212 West 120th Street,672.999982,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,110480,Not Available,Not Available,Not Available,1019250019,0,87.5,2021-05-28T17:12:44.000,Not Available,Not Available,Not Available,Not Available,0.0,90,Not Available,Not Available,Not Available,Not Available,Not Available,59.4,65.3,Not Available,No,390960.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.806063,9671899.7,Not Available,Not Available,9021200.8,Not Available,Not Available,Existing,110480.0,Not Available,Not Available,No,Not Available,-73.95134,Not Available
1633681,1827 Archer Street,64516.00215,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,163325,Not Available,Not Available,Not Available,2039210030,0,106.4,2021-05-28T17:13:20.000,Not Available,Not Available,Not Available,Not Available,0.0,76,Not Available,Not Available,Not Available,Not Available,1611.8,60.4,66.4,Not Available,No,1001199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.837631,17373270.5,Not Available,Not Available,16339244.8,Not Available,Not Available,Existing,163325.0,Not Available,Not Available,No,Not Available,-73.866036,Not Available
1633060,1257 Ogden Avenue,32800.00359,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81680,Not Available,Not Available,Not Available,2025290081,0,76.7,2021-05-28T17:13:17.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,46.8,50.4,56,Not Available,No,245760.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.839378,6268718.6,Not Available,Not Available,5791893.2,Not Available,Not Available,Existing,81680.0,Not Available,Not Available,No,Not Available,-73.925714,Not Available
1633780,67-54 80th Street,34004.99914,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96765,Not Available,Not Available,Not Available,4037820027,0,102.9,2021-05-28T17:11:16.000,Not Available,Not Available,Not Available,Not Available,0.0,67,Not Available,Not Available,Not Available,Not Available,Not Available,59.1,64.2,Not Available,No,577999.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.711815,9960714.9,Not Available,Not Available,9441234.4,Not Available,Not Available,Existing,96765.0,Not Available,Not Available,No,Not Available,-73.871238,Not Available
1633354,85-15 143rd Street,13592.99879,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,111680,Not Available,Not Available,Not Available,4097230150,0,88.9,2021-05-28T17:12:58.000,Not Available,Not Available,Not Available,Not Available,0.0,62,Not Available,Not Available,Not Available,Not Available,Not Available,57.9,59,Not Available,No,527039.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.709463,9933384.5,Not Available,Not Available,9804447.5,Not Available,Not Available,Existing,111680.0,Not Available,Not Available,No,Not Available,-73.813376,Not Available
1633937,2185 Bathgate Avenue,46657.00149,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,82880,Not Available,Not Available,Not Available,2030490037,0,93.3,2021-05-28T17:11:50.000,Not Available,Not Available,Not Available,Not Available,0.0,61,Not Available,Not Available,Not Available,Not Available,1327.8,65.2,73.6,Not Available,No,222252.5,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.852774,7732634.5,Not Available,Not Available,6959505.7,Not Available,Not Available,Existing,82880.0,Not Available,Not Available,No,Not Available,-73.893524,Not Available
1633106,171-05 137th Avenue,151,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100900,Not Available,Not Available,4954072,4124950166,0,86.2,2021-05-28T17:11:13.000,Not Available,Not Available,Not Available,Not Available,0.0,79,Not Available,Not Available,Not Available,Not Available,254,60.9,64.6,Not Available,No,344960.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.67282,8694553.4,Not Available,Not Available,8315077.5,Not Available,Not Available,Existing,100900.0,Not Available,Not Available,No,Not Available,-73.769252,Not Available
1633732,1007 Evergreen Avenue,6319.99981,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,109200,Not Available,Not Available,3985946.3,2037110001,0,74,2021-05-28T17:12:46.000,Not Available,Not Available,Not Available,Not Available,0.0,86,Not Available,Not Available,Not Available,Not Available,Not Available,53.4,53.4,Not Available,No,355200.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.824054,8082844.6,Not Available,Not Available,8082844.6,Not Available,Not Available,Existing,109200.0,Not Available,Not Available,No,Not Available,-73.880039,Not Available
1633966,1120 East 10th Street,39920.0007,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,94800,Not Available,Not Available,Not Available,3065350011,0,83.6,2021-05-28T17:11:25.000,Not Available,Not Available,Not Available,Not Available,0.0,79,Not Available,Not Available,Not Available,Not Available,337.7,57.2,62.2,Not Available,No,291840.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.621565,7920806.9,Not Available,Not Available,7419187.9,Not Available,Not Available,Existing,94800.0,Not Available,Not Available,No,Not Available,-73.965595,Not Available
1836562,250 East 183rd Street,0,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,132000,Not Available,Not Available,Not Available,2031500010,0,90.2,2021-05-28T17:12:23.000,Not Available,Not Available,Not Available,Not Available,0.0,80,Not Available,Not Available,Not Available,Not Available,Not Available,53.4,59.1,Not Available,No,658800.1,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.857003,11909144.5,Not Available,Not Available,10969264.5,Not Available,Not Available,Existing,132000.0,Not Available,Not Available,No,Not Available,-73.898756,Not Available
1633401,75-10 21st Avenue,26859.00083,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,74480,Not Available,Not Available,Not Available,4009710001,0,73.3,2021-05-28T17:13:33.000,Not Available,Not Available,Not Available,Not Available,0.0,95,Not Available,Not Available,Not Available,Not Available,433.9,46.4,52.5,Not Available,No,226400.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.770335,5460109.1,Not Available,Not Available,4983130.2,Not Available,Not Available,Existing,74480.0,Not Available,Not Available,No,Not Available,-73.894476,Not Available
1836524,233-15 Merrick Boulevard,37707.00124,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,104400,Not Available,Not Available,Not Available,4129730001,0,132.5,2021-05-28T17:12:24.000,Not Available,Not Available,Not Available,Not Available,0.0,49,Not Available,Not Available,Not Available,Not Available,630.5,71.6,75.7,Not Available,No,931116.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.674831,13832543.3,Not Available,Not Available,13338017.7,Not Available,Not Available,Existing,104400.0,Not Available,Not Available,No,Not Available,-73.736713,Not Available
1634645,778 Forest Avenue,160.9999952,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,210000,Not Available,Not Available,Not Available,2026550030,0,61.7,2021-05-28T17:12:05.000,Not Available,Not Available,Not Available,Not Available,220576.1,96,Not Available,Not Available,Not Available,Not Available,Not Available,39.5,43.8,Not Available,No,600977.8,100,287954,Not Available,Not Available,Not Available,Not Available,40.818874,12955890.2,Not Available,Not Available,12041053.4,Not Available,220576.1,Existing,210000.0,Not Available,Not Available,No,Not Available,-73.905927,Not Available
1836686,132-15 218th Street,30243.99772,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60670,Not Available,Not Available,Not Available,4129270028,0,96.4,2021-05-28T17:13:12.000,Not Available,Not Available,Not Available,Not Available,0.0,70,Not Available,Not Available,Not Available,Not Available,158.1,66.5,72.5,Not Available,No,207680.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.682114,5845827.1,Not Available,Not Available,5466347.4,Not Available,Not Available,Existing,60670.0,Not Available,Not Available,No,Not Available,-73.74992,Not Available
1633757,510 Clermont Avenue,22158.99809,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,61200,Not Available,Not Available,Not Available,3020080001,0,82.2,2021-05-28T17:11:17.000,Not Available,Not Available,Not Available,Not Available,0.0,90,Not Available,Not Available,Not Available,Not Available,Not Available,52.0,52,Not Available,No,283200.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.682533,5032274.3,Not Available,Not Available,5032274.3,Not Available,Not Available,Existing,61200.0,Not Available,Not Available,No,Not Available,-73.968769,Not Available
1633296,3000 East Tremont Avenue,150348.0003,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,418550,Not Available,Not Available,Not Available,2053680001,0,90.8,2021-05-28T17:12:14.000,Not Available,Not Available,Not Available,Not Available,284183.6,83,Not Available,Not Available,Not Available,Not Available,Not Available,56.4,56.3,Not Available,No,2227481.0,100,319665,Not Available,Not Available,Not Available,Not Available,40.840702,38011822.4,Not Available,Not Available,38036639.7,Not Available,284183.6,Existing,418550.0,Not Available,Not Available,No,Not Available,-73.838545,Not Available
1836472,1680 Hoe Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10860,Not Available,Not Available,Not Available,2029900006,0,126.4,2021-05-28T17:13:50.000,Not Available,Not Available,Not Available,Not Available,0.0,79,Not Available,Not Available,Not Available,Not Available,102.2,41.7,45.1,Not Available,No,143659.7,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.835765,1372467,Not Available,Not Available,1267189.5,Not Available,Not Available,Existing,10860.0,Not Available,Not Available,No,Not Available,-73.887585,Not Available
1634185,601 Parkside Avenue,57658.99775,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,134400,Not Available,Not Available,Not Available,3050490055,0,93.2,2021-05-28T17:12:36.000,Not Available,Not Available,Not Available,Not Available,0.0,80,Not Available,Not Available,Not Available,Not Available,0,59.4,65.4,Not Available,No,553199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.656046,12524830.7,Not Available,Not Available,11666789.4,Not Available,Not Available,Existing,134400.0,Not Available,Not Available,No,Not Available,-73.953742,Not Available
1422300,41 Madison Ave,2201.47056,04/19/2021 08:48 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,518623,Not Available,527815,100,Not Available,Not Available,1008550037,0,161.2,2021-05-26T11:42:43.000,Not Available,Not Available,Not Available,Not Available,0.0,52,Not Available,4000,Not Available,Not Available,5659.2,92.5,92.5,Not Available,No,4836140.5,95,Not Available,Not Available,5192,Not Available,Not Available,40.742616,85068966.4,Not Available,Other,85068966.4,Not Available,Not Available,Existing,527815.0,32114658.7,Not Available,No,Not Available,-73.986698,Not Available
