property_id,property_name,address_1,percent_of_recs_retained,weather_normalized_site,propane_use_kbtu,electricity_use_grid_purchase,last_modified_date_water,municipally_supplied_potable_1,hospital_general_medical,retail_store_walk_in,weather_normalized_site_energy,national_median_source_eui,fuel_oil_4_use_kbtu,year_built,movie_theater_gross_floor,alert_property_has_no_uses,data_center_it_energy,hotel_worker_density_number,restaurant_worker_density,hospital_general_medical_2,difference_from_national,hospital_general_medical_3,metered_areas_energy,water_use_all_water_sources,weather_normalized_site_1,self_storage_facility_gross,council_district,nyc_building_identification,manufacturing_industrial,avoided_emissions_onsite,green_power_offsite_kwh,data_center_pue,weather_normalized_source_1,financial_office_gross_floor,restaurant_weekly_operating,other_computer_density_number,data_center_ups_output_meter,senior_care_community_living,parent_property_id,estimated_data_flag_fuel_2,hospital_general_medical_7,mailing_center_post_office,hospital_general_medical_11,property_gfa_calculated_2,multifamily_housing_number_2,data_center_it_equipment
1634537,Q205-0400177,75-25 Bell Boulevard,Not Available,4,Not Available,1641581.4,Not Available,Not Available,Not Available,Not Available,6064718.6,102.3,4421171.9,1954,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-26.6,Not Available,Whole Building,Not Available,0,Not Available,23.0,4164007,Not Available,Not Available,0,Not Available,9063875.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1836370,Q907-0401576,98 Beach 28th Street,Not Available,9.7,Not Available,439875,Not Available,Not Available,Not Available,Not Available,1509624.3,107.9,Not Available,2007,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,65.6,Not Available,Whole Building,Not Available,0.8,Not Available,31.0,4531136,Not Available,Not Available,0,Not Available,2354886.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633900,M128-0100116,560 West 169th Street,Not Available,5.7,Not Available,2505772.8,Not Available,Not Available,Not Available,Not Available,7968625.6,102.4,Not Available,1961,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-4.2,Not Available,Whole Building,Not Available,0,Not Available,10.0,1062994,Not Available,Not Available,0,Not Available,12538562.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633744,K001-0300029,309 47th Street,Not Available,5.3,Not Available,2156111,Not Available,Not Available,Not Available,Not Available,6242759.8,101.6,Not Available,1964,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-16.5,Not Available,Whole Building,Not Available,0.3,Not Available,38.0,3011821,Not Available,Not Available,0,Not Available,10328092.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633354,Q117-0400103,85-15 143rd Street,Not Available,4.6,Not Available,1766051.2,Not Available,Not Available,Not Available,Not Available,6072005.6,100.6,Not Available,1936,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-16.7,Not Available,Whole Building,Not Available,0.1,Not Available,24.0,4208040,Not Available,Not Available,0,Not Available,9344878.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634681,Q099-0400091,82-37 Kew Gardens Road,Not Available,6.6,Not Available,1688257.6,Not Available,Not Available,Not Available,Not Available,8600423.7,113.3,6983486.6,1924,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,39.6,Not Available,Whole Building,Not Available,0,Not Available,29.0,4080168,Not Available,Not Available,0,Not Available,11708492.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633389,K138-0300341,760 Prospect Place,Not Available,3.8,Not Available,2309924,Not Available,Not Available,Not Available,Not Available,12662817,110.8,Not Available,1920,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-13.2,Not Available,Whole Building,Not Available,0.5,Not Available,36.0,3330794,Not Available,Not Available,0,Not Available,17291344.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1836372,Q816-0401635,445 Beach 135th Street,Not Available,4,Not Available,391424.6,Not Available,Not Available,Not Available,Not Available,2092012.4,124.6,Not Available,1949,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-21.3,Not Available,Whole Building,Not Available,Not Available,Not Available,32.0,4305631,Not Available,Not Available,0,Not Available,2813582.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633657,Q028-0401464,109-10 47th Avenue,Not Available,14.9,Not Available,2639523.2,Not Available,Not Available,Not Available,Not Available,4675256.4,132.7,Not Available,2001,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,38.1,Not Available,Whole Building,Not Available,0.3,Not Available,21.0,4529578,Not Available,Not Available,0,Not Available,9516592.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634687,K225-0300230,1075 Ocean View Avenue,Not Available,5.7,Not Available,2377481.6,Not Available,Not Available,Not Available,Not Available,10870025.9,146.1,Not Available,1928,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-12.4,Not Available,Whole Building,Not Available,0.6,Not Available,48.0,3245498,Not Available,Not Available,0,Not Available,15532720,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633257,M131-0101005,100 Hester Street,Not Available,6.9,Not Available,4935116.6,Not Available,Not Available,Not Available,Not Available,11443790.9,141.9,Not Available,1983,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-31.1,Not Available,Whole Building,Not Available,0,Not Available,1.0,1082489,Not Available,Not Available,0,Not Available,20358585.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1418604,250 Park Avenue,250 Park Avenue,Not Available,14.1,Not Available,22462672.6,04/08/2019 10:24 AM EDT,10324.6,Not Available,Not Available,37868005.5,188.1,Not Available,1922,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-6.2,Not Available,Whole Building,10324.6,Not Available,Not Available,4.0,1035405,Not Available,Not Available,0,Not Available,81360931.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633304,X034-0201216,770 Grote Street,Not Available,5.8,Not Available,2414331.2,Not Available,Not Available,Not Available,Not Available,5226261,129.1,Not Available,1995,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-35.3,Not Available,Whole Building,Not Available,0.2,Not Available,15.0,2098380,Not Available,Not Available,0,Not Available,9525387.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1273008,Two Penn Plaza,2 Penn Plaza,Not Available,15.1,Not Available,77429314.7,04/11/2019 08:21 PM EDT,20730.2,Not Available,Not Available,119293384.7,208.4,Not Available,1965,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-12.4,Not Available,Whole Building,20730.2,Not Available,Not Available,3.0,1083026,Not Available,Not Available,0,Not Available,265419814.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634733,Q050-0400045,143-26 101st Avenue,Not Available,11.3,Not Available,4656697.5,Not Available,Not Available,Not Available,Not Available,11794511.9,106.5,Not Available,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,60,Not Available,Whole Building,Not Available,0.6,Not Available,28.0,4214461,Not Available,Not Available,0,Not Available,20522412.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
7365,1155,1155  Avenue  of  the  Americas,Not Available,10.3,Not Available,23995341.5,Not Available,Not Available,Not Available,Not Available,31371842.5,173.7,Not Available,1982,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-36.2,Not Available,Whole Building,Not Available,Not Available,Not Available,4.0,1022631,Not Available,Not Available,0,Not Available,76061190,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633362,K199-0300201,1100 Elm Avenue,Not Available,4.8,Not Available,1355246.4,Not Available,Not Available,Not Available,Not Available,6204617.6,105.4,Not Available,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,1.9,Not Available,Whole Building,Not Available,0.4,Not Available,48.0,3180761,Not Available,Not Available,0,Not Available,8835232.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633810,K278-0300279,1925 Stuart Street,100,3.7,Not Available,2086779.2,Not Available,Not Available,Not Available,Not Available,6948568,119.9,4325541.8,1960,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-43.9,Not Available,Whole Building,Not Available,0,Not Available,46.0,3239889,Not Available,56.8,0,Not Available,10699510.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1160897,"ELMHURST, NY-2814",92-59 59TH AVE,Not Available,14.3,Not Available,10112846.5,03/21/2019 03:55 PM EDT,1140,Not Available,0,12263951.2,176.4,Not Available,2004,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-14.8,Not Available,Whole Building,1140,0.1,Not Available,25.0,4530817,Not Available,Not Available,0,Not Available,30333541,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633522,X083-0200122,950 Rhinelander Avenue,Not Available,4.6,Not Available,1504009.6,Not Available,Not Available,Not Available,Not Available,7652329.8,117.7,5949704.4,1924,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-9.6,Not Available,Whole Building,Not Available,0,Not Available,13.0,2045344,Not Available,Not Available,0,Not Available,10421234.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633080,X420 and X423-0200221,1300 Boynton Avenue,Not Available,8.1,Not Available,11854652.8,Not Available,Not Available,Not Available,Not Available,42125970.9,140.8,Not Available,1924,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,7.9,Not Available,Whole Building,Not Available,0.5,Not Available,18.0,"X420-2027459, X423-2117663",Not Available,Not Available,0,Not Available,64474405.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633146,K250-0300253,108 Montrose Avenue,Not Available,3.3,Not Available,1141518.7,Not Available,Not Available,Not Available,Not Available,5173116.3,116.7,3651314.1,1964,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-39.3,Not Available,Whole Building,Not Available,0,Not Available,34.0,3071199,Not Available,Not Available,0,Not Available,7269480.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634468,Q079-0400070,147-27 15th Drive,Not Available,4.6,Not Available,1907990.4,Not Available,Not Available,Not Available,Not Available,6918608.5,89.1,4931588.2,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-5.3,Not Available,Whole Building,Not Available,0,Not Available,19.0,4105232,Not Available,Not Available,0,Not Available,10403130.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634049,Q480-0400209,102-10 Rockaway Boulevard,Not Available,5.4,Not Available,5629254.2,Not Available,Not Available,Not Available,Not Available,23268264.9,124.7,17631193.9,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-12.1,Not Available,Whole Building,Not Available,0,Not Available,32.0,4202849,Not Available,Not Available,0,Not Available,33588359.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634205,K158-0300160,400 Ashford Street,Not Available,4.2,Not Available,1452420.2,Not Available,Not Available,Not Available,Not Available,6410513.3,105.3,Not Available,1908,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-13.2,Not Available,Whole Building,Not Available,0.4,Not Available,37.0,3089176,Not Available,Not Available,0,Not Available,9253448.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1426421,The State - Whitehall Company,24 State Street,Not Available,14.4,Not Available,42378825.2,04/30/2019 04:44 PM EDT,10559.6,Not Available,Not Available,93133906.8,202.3,Not Available,1969,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,4,Not Available,Whole Building,10559.6,Not Available,Not Available,1.0,1000021,Not Available,Not Available,0,Not Available,179721159.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,38567,Not Available,Not Available
1633100,K150-0300152,364 Sackman Street,Not Available,6.5,Not Available,2540575.2,Not Available,Not Available,Not Available,Not Available,8131951.3,106.5,Not Available,1907,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,7,Not Available,Whole Building,Not Available,0.4,Not Available,41.0,3084012,Not Available,Not Available,0,Not Available,12951407.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634097,X095-0200137,3961 Hillman Avenue,Not Available,8.5,Not Available,5002674.5,Not Available,Not Available,Not Available,Not Available,15344695.2,104.3,Not Available,1932,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,35.7,Not Available,Whole Building,Not Available,0.2,Not Available,11.0,2015472,Not Available,Not Available,0,Not Available,24580470.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633950,X450-0200242,1980 Lafayette Avenue,Not Available,4.6,Not Available,7061611.5,Not Available,Not Available,Not Available,Not Available,23189973.7,133.8,Not Available,1968,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-39.7,Not Available,Whole Building,Not Available,0,Not Available,18.0,2022205,Not Available,Not Available,0,Not Available,36080814,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634531,Q165-0400150,70-35 150th Street,Not Available,6.3,Not Available,2119964.3,Not Available,Not Available,Not Available,Not Available,7950356.5,123.8,5701592.2,1959,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-3,Not Available,Whole Building,Not Available,0,Not Available,24.0,4144881,Not Available,Not Available,0,Not Available,11829748.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634462,K154-0300156,1625 11th Avenue,Not Available,5.2,Not Available,940893.1,Not Available,Not Available,Not Available,Not Available,3490982.7,119.7,Not Available,1920,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-17.1,Not Available,Whole Building,Not Available,0.4,Not Available,39.0,3121871,Not Available,Not Available,0,Not Available,5299950.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
13286,201/205,201/205  East  42nd  st.,Not Available,14.7,Not Available,35001939.7,Not Available,Not Available,Not Available,Not Available,84632407.3,116.4,Not Available,1963,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,98.4,Not Available,Whole Building,Not Available,0,Not Available,,1037549,Not Available,Not Available,0,Not Available,156894983.6,Not Available,Not Available,Not Available,Not Available,Not Available,13286,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634771,R840-0500098,15 Fairfield Street,Not Available,8,Not Available,1896662.6,Not Available,Not Available,Not Available,Not Available,3815123.7,185.8,1888510,1975,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-42.4,Not Available,Whole Building,Not Available,0,Not Available,51.0,5061911,Not Available,Not Available,0,Not Available,7163814.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634201,K155-0300157,1355 Herkimer Street,Not Available,3.8,Not Available,1053625.6,Not Available,Not Available,Not Available,Not Available,6955251.4,90.0,Not Available,1908,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,21.7,Not Available,Whole Building,Not Available,0.6,Not Available,37.0,3042263,Not Available,Not Available,0,Not Available,9114909,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633296,X405-0200250,3000 East Tremont Avenue,0,6.7,Not Available,9560322.3,Not Available,Not Available,Not Available,Not Available,34543252,146.0,Not Available,1967,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-5.1,Not Available,Whole Building,Not Available,0.6,Not Available,13.0,2074045,Not Available,0,0,Not Available,52867587.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634494,K251-0300254,1037 East 54th Street,Not Available,4.7,Not Available,1453512,Not Available,Not Available,Not Available,Not Available,6808849.9,101.6,5194241.7,1940,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,2.8,Not Available,Whole Building,Not Available,0,Not Available,46.0,3214729,Not Available,Not Available,0,Not Available,9486492.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633114,Q133-0400119,248-05 86th Avenue,Not Available,3.1,Not Available,1006642.4,Not Available,Not Available,Not Available,Not Available,5132383.7,85.4,Not Available,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-10.3,Not Available,Whole Building,Not Available,0.4,Not Available,23.0,4175739,Not Available,Not Available,0,Not Available,7132411,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633543,K050-0300070,183 South 3rd Street,Not Available,4.8,Not Available,2238272,Not Available,Not Available,Not Available,Not Available,10450546.8,118.2,7737562.2,1920,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-12.3,Not Available,Whole Building,Not Available,0,Not Available,34.0,3063128,Not Available,Not Available,0,Not Available,14570419.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634339,R025-0500095,4210 Arthur Kill Road,Not Available,5.7,Not Available,423906.8,Not Available,Not Available,Not Available,Not Available,1124493.6,125.6,Not Available,1896,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-30,Not Available,Whole Building,Not Available,0.1,Not Available,51.0,5086781,Not Available,Not Available,0,Not Available,1892820,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633800,K234-0300239,1875 East 17th Street,Not Available,5.4,Not Available,2707763.2,Not Available,Not Available,Not Available,Not Available,10120859.7,119.1,Not Available,1938,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-12.4,Not Available,Whole Building,Not Available,0.4,Not Available,48.0,3184057,Not Available,Not Available,0,Not Available,15319070.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633600,K346-0300318,1400 Pennsylvania Avenue,Not Available,5.4,Not Available,2732329.6,Not Available,Not Available,Not Available,Not Available,9959619.2,120.3,7313431.9,1974,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-15.3,Not Available,Whole Building,Not Available,0,Not Available,42.0,3098294,Not Available,Not Available,0,Not Available,14884714.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634490,K205-0300208,6701 20th Avenue,Not Available,5.4,Not Available,2392494.4,Not Available,Not Available,Not Available,Not Available,7857107.2,124.5,Not Available,1930,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-26.4,Not Available,Whole Building,Not Available,0.3,Not Available,47.0,3134749,Not Available,Not Available,0,Not Available,12375969.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633187,Q188-0400166,218-12 Hartland Avenue,Not Available,3.4,Not Available,813966.8,Not Available,Not Available,Not Available,Not Available,4955729.8,105.3,Not Available,1957,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-10.7,Not Available,Whole Building,Not Available,0.6,Not Available,23.0,4164350,Not Available,Not Available,0,Not Available,6627958.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633472,M099-0100094,410 East 100th Street,Not Available,5.8,Not Available,2797840,Not Available,Not Available,Not Available,Not Available,13324715.2,134.1,Not Available,1925,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,0.8,Not Available,Whole Building,Not Available,0.7,Not Available,8.0,1052998,Not Available,Not Available,0,Not Available,18719483.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633972,K121-0300130,5301 20th Avenue,Not Available,5.7,Not Available,813420.8,Not Available,Not Available,Not Available,Not Available,4322312.4,135.8,Not Available,1928,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,2.4,Not Available,Whole Building,Not Available,0.7,Not Available,44.0,3253281,Not Available,Not Available,0,Not Available,5939823.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633209,R044-0500067,80 Maple Parkway,Not Available,6.2,Not Available,2472471.7,Not Available,Not Available,Not Available,Not Available,7277864.3,101.6,Not Available,1927,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-0.1,Not Available,Whole Building,Not Available,0.4,Not Available,49.0,5027641,Not Available,Not Available,0,Not Available,11954783.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634032,Q010-0400010,45-11 31st Avenue,Not Available,4.4,Not Available,1670515.2,Not Available,Not Available,Not Available,Not Available,6956484.3,112.1,Not Available,1943,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-18.4,Not Available,Whole Building,Not Available,0.5,Not Available,22.0,4012664,Not Available,Not Available,0,Not Available,10227710.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633310,K018-0300045,101 Maujer Street,Not Available,6.8,Not Available,804549.6,Not Available,Not Available,Not Available,Not Available,2324674.2,120.4,Not Available,1915,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-8.5,Not Available,Whole Building,Not Available,0.4,Not Available,34.0,3069559,Not Available,Not Available,0,Not Available,3848869.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1423084,355 Lexington LLC,355 Lexington Avenue,Not Available,11.3,Not Available,10002356.4,04/19/2019 11:13 AM EDT,1501.9,Not Available,Not Available,13868018.1,171.9,Not Available,1958,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-25.3,Not Available,Whole Building,1501.9,Not Available,Not Available,4.0,1036147,Not Available,Not Available,0,Not Available,32397973.4,6198,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633411,Q162-0400147,201-02 53rd Avenue,Not Available,5.3,Not Available,1322491.2,Not Available,Not Available,Not Available,Not Available,4278787.3,87.6,2698371.7,1936,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,2.8,Not Available,Whole Building,Not Available,0,Not Available,20.0,4159363,Not Available,Not Available,0,Not Available,6695266.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633994,K220-0300225,4812 9th Avenue,Not Available,4.3,Not Available,1906625.7,Not Available,Not Available,Not Available,Not Available,11703066.5,126.6,Not Available,1925,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-7.4,Not Available,Whole Building,Not Available,0.7,Not Available,38.0,3012824,Not Available,Not Available,0,Not Available,15591694.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634093,R058-0500442,77 Marsh Avenue,Not Available,13.6,Not Available,5045665.1,Not Available,Not Available,Not Available,Not Available,10886781.2,135.7,Not Available,2001,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,39.1,Not Available,Whole Building,Not Available,0.5,Not Available,51.0,5145698,Not Available,Not Available,0,Not Available,20118289.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633052,M440-0100175,351 West 18th Street,Not Available,5,Not Available,5472848.4,Not Available,Not Available,Not Available,Not Available,27003957.6,121.1,Not Available,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-2.9,Not Available,Whole Building,Not Available,0.7,Not Available,3.0,1013096,Not Available,Not Available,0,Not Available,37931640.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634418,X211-0200208,560 East 179th Street,Not Available,4.7,Not Available,776025.3,Not Available,Not Available,Not Available,Not Available,2794324,121.8,Not Available,1914,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-29.5,Not Available,Whole Building,Not Available,0,Not Available,15.0,2011844,Not Available,Not Available,0,Not Available,4203708.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634249,K625-0300336,150 Albany Avenue,Not Available,6.8,Not Available,4058915.5,Not Available,Not Available,Not Available,Not Available,12812907,135.7,Not Available,1920,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-14.5,Not Available,Whole Building,Not Available,0.4,Not Available,36.0,3030553,Not Available,Not Available,0,Not Available,20513819.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
