dbn,p_q4d_5,p_q5a,p_q2d_5,p_q1_7,p_q4c_3,p_q3c_4,p_q8e_2,p_q8b_4,p_q2i_5,p_q12ad,n_t,p_q4b_2,p_q4e_2,p_q11e_3,p_q11c_2,p_q11c,p_q11a,p_q2f_1,p_q9_10,p_q3d_2,p_q2e_4,p_q6_3,p_q7c_5,p_q8c_3,p_q8c_4,p_q8f,p_q2c_4,p_q3d_4,p_q1_9,p_q7b_1,p_q7d_4,p_q4b,p_q11e_2,p_q5,p_q12ab_1,p_q12aa_4,p_q5i,p_q2b_4,p_q8f_3,p_q4b_3,p_q3b_3,p_q2h_5,p_q11c_3,p_q10j,eng_tot_10,p_q2d,p_q2c_2,saf_t_10,p_q12aa_5,p_q11b_2,nr_s,p_q4c_4,p_q12ac,p_q12aa_2,p_q5f,p_q8f_4,p_q4b_1,p_q2f_4,principal,p_q4d_1,p_q3a_3,p_q2c,p_q4c,p_q11b_3,p_q3a_2,p_q11a_4,p_q9_1,p_q7a_4,p_q11e_4,p_q2d_2,studentsurvey,p_q2h_4,p_q11b_4,p_q8d_2,p_q7a,p_q7c_3,p_q2f,com_s_10,p_q11c_4,p_q7b_5,rr_s,p_q3a_4,p_q8a_4,p_q2b_5,p_q5c,p_q9_6,p_q12aa_1,p_q11a_2,p_q1_5,p_q9_4,p_q4d_4,saf_s_10,p_q3a,p_q3c_5,p_q7a_1,p_q8a_5,p_q4a_3,p_q11f_3,p_q12bd,p_q10e,p_q7d_3,p_q4a
13K266,6.0,56.0,4.0,0.0,11.0,17.0,6.0,4.0,6.0,,14.0,55.0,,2.0,57.0,7.2,7.3,41.0,0.0,35.0,2.0,18.0,0.0,2.0,2.0,9.7,4.0,19.0,25.0,43.0,4.0,7.6,57.0,8.1,5.0,17.0,24.0,2.0,2.0,6.0,25.0,2.0,8.0,46.0,7.0,8.2,69.0,6.9,17.0,47.0,203.0,7.0,,43.0,31.0,0.0,31.0,6.0,Michele Robinson,32.0,24.0,7.1,7.1,17.0,35.0,6.0,4.0,2.0,2.0,42.0,Yes,6.0,6.0,8.0,8.2,10.0,7.3,6.0,4.0,0.0,96.0,15.0,12.0,0.0,7.0,11.0,4.0,49.0,0.0,11.0,8.0,5.6,5.7,4.0,44.0,39.0,6.0,15.0,,11.0,10.0,8.0
03M149,6.0,56.0,1.0,10.0,2.0,3.0,1.0,3.0,4.0,,27.0,41.0,,5.0,38.0,8.2,8.7,58.0,0.0,34.0,0.0,14.0,7.0,1.0,0.0,9.7,0.0,3.0,11.0,51.0,1.0,8.6,44.0,8.0,18.0,3.0,25.0,0.0,0.0,4.0,12.0,1.0,6.0,53.0,7.4,8.3,48.0,6.9,18.0,34.0,126.0,2.0,,48.0,37.0,1.0,54.0,2.0,Shaniquia L. Dixon,56.0,10.0,8.1,8.6,12.0,31.0,1.0,5.0,2.0,0.0,43.0,Yes,2.0,3.0,9.0,8.8,4.0,8.4,5.7,1.0,3.0,98.0,6.0,5.0,0.0,27.0,15.0,15.0,31.0,6.0,12.0,2.0,6.2,7.6,4.0,60.0,22.0,3.0,5.0,,19.0,3.0,8.6
17K531,2.0,44.0,0.0,0.0,4.0,8.0,15.0,2.0,0.0,,30.0,39.0,40.0,3.0,40.0,8.0,8.4,67.0,0.0,33.0,0.0,7.0,5.0,0.0,0.0,7.9,4.0,8.0,8.0,58.0,1.0,8.6,48.0,8.8,15.0,4.0,26.0,2.0,1.0,5.0,13.0,2.0,6.0,47.0,7.8,9.0,37.0,8.6,15.0,49.0,373.0,1.0,,44.0,36.0,3.0,55.0,3.0,MICHAEL ALEXANDER,49.0,13.0,8.3,8.3,4.0,44.0,1.0,3.0,1.0,1.0,31.0,Yes,5.0,2.0,22.0,8.3,1.0,8.6,5.8,3.0,0.0,91.0,7.0,6.0,0.0,3.0,4.0,21.0,42.0,0.0,7.0,3.0,6.0,6.8,4.0,47.0,27.0,2.0,10.0,,8.0,3.0,9.1
11X121,1.0,68.0,1.0,16.0,4.0,3.0,0.0,1.0,4.0,,62.0,32.0,,3.0,36.0,8.6,8.9,68.0,1.0,30.0,0.0,8.0,4.0,1.0,0.0,10.0,1.0,4.0,0.0,66.0,1.0,8.9,37.0,8.7,18.0,4.0,30.0,0.0,0.0,2.0,12.0,1.0,2.0,51.0,8.8,9.1,34.0,8.5,23.0,40.0,,1.0,,38.0,50.0,0.0,64.0,1.0,Rachel Donnelly,62.0,9.0,8.6,8.8,5.0,35.0,1.0,0.0,0.0,1.0,25.0,No,1.0,1.0,5.0,9.1,2.0,8.9,,1.0,0.0,,2.0,2.0,0.0,30.0,3.0,21.0,26.0,20.0,5.0,0.0,,8.4,1.0,68.0,28.0,2.0,2.0,,15.0,1.0,9.1
02M393,2.0,7.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,,9.0,43.0,34.0,2.0,38.0,8.6,8.6,62.0,0.0,30.0,0.0,2.0,0.0,5.0,0.0,8.7,0.0,7.0,0.0,47.0,0.0,8.9,40.0,7.0,23.0,3.0,44.0,2.0,0.0,0.0,16.0,0.0,2.0,47.0,6.7,8.8,40.0,5.4,10.0,36.0,95.0,2.0,,45.0,38.0,2.0,57.0,0.0,Joshua Solomon,58.0,18.0,8.5,8.8,5.0,31.0,2.0,6.0,2.0,0.0,35.0,Yes,0.0,0.0,15.0,7.7,0.0,8.7,6.6,0.0,0.0,99.0,4.0,7.0,0.0,11.0,3.0,32.0,34.0,0.0,9.0,2.0,6.1,7.3,5.0,38.0,23.0,0.0,0.0,,13.0,3.0,9.1
04M007,2.0,46.0,2.0,10.0,4.0,9.0,4.0,2.0,2.0,,27.0,52.0,,5.0,48.0,8.1,8.3,53.0,0.0,34.0,1.0,10.0,2.0,2.0,3.0,9.6,2.0,10.0,9.0,50.0,1.0,8.3,49.0,7.2,25.0,4.0,18.0,2.0,1.0,4.0,13.0,2.0,4.0,48.0,7.4,8.2,51.0,7.5,10.0,48.0,150.0,0.0,,47.0,13.0,1.0,42.0,1.0,Racquel Jones,44.0,18.0,7.9,8.3,5.0,37.0,1.0,6.0,1.0,1.0,46.0,Yes,4.0,1.0,11.0,8.6,5.0,8.3,6.1,1.0,2.0,97.0,7.0,6.0,1.0,7.0,4.0,27.0,45.0,14.0,11.0,2.0,6.6,7.0,4.0,50.0,19.0,4.0,1.0,,8.0,1.0,8.4
10X246,3.0,52.0,0.0,14.0,3.0,4.0,4.0,3.0,3.0,,61.0,44.0,,3.0,39.0,8.2,8.6,55.0,0.0,24.0,0.0,7.0,4.0,2.0,1.0,9.6,1.0,6.0,0.0,52.0,2.0,8.5,46.0,8.1,33.0,3.0,17.0,0.0,1.0,4.0,11.0,1.0,6.0,52.0,7.5,8.6,45.0,6.7,13.0,45.0,95.0,1.0,,46.0,30.0,1.0,50.0,0.0,Beverly Miller,50.0,18.0,8.2,8.6,6.0,23.0,1.0,7.0,1.0,1.0,37.0,Yes,2.0,1.0,10.0,8.5,5.0,8.4,6.9,1.0,1.0,99.0,5.0,8.0,0.0,13.0,8.0,29.0,36.0,18.0,3.0,2.0,6.0,7.6,4.0,50.0,26.0,3.0,4.0,,8.0,1.0,8.3
01M509,5.0,32.0,1.0,0.0,9.0,17.0,15.0,2.0,6.0,,33.0,66.0,54.0,10.0,70.0,6.9,7.0,32.0,2.0,18.0,0.0,21.0,12.0,5.0,0.0,9.1,0.0,8.0,0.0,15.0,4.0,7.3,73.0,7.7,8.0,3.0,11.0,1.0,2.0,11.0,29.0,1.0,10.0,41.0,6.6,7.6,73.0,6.5,19.0,68.0,342.0,0.0,,57.0,20.0,1.0,19.0,2.0,Jayne Godlewski,18.0,22.0,7.0,7.3,10.0,24.0,1.0,9.0,0.0,2.0,61.0,Yes,5.0,2.0,11.0,7.6,10.0,7.4,6.0,1.0,7.0,78.0,21.0,5.0,4.0,15.0,5.0,8.0,81.0,0.0,9.0,2.0,6.4,5.4,10.0,19.0,24.0,9.0,8.0,,7.0,8.0,7.4
09X227,7.0,28.0,1.0,0.0,4.0,11.0,4.0,2.0,1.0,,29.0,52.0,46.0,13.0,51.0,7.4,7.8,43.0,0.0,31.0,1.0,15.0,8.0,3.0,1.0,6.5,0.0,9.0,0.0,40.0,1.0,7.7,55.0,6.5,16.0,2.0,20.0,2.0,7.0,7.0,17.0,1.0,10.0,42.0,6.6,8.2,57.0,6.0,11.0,51.0,373.0,1.0,,45.0,5.0,13.0,34.0,0.0,Ryan Scallon,41.0,18.0,7.7,8.0,13.0,40.0,1.0,4.0,5.0,1.0,47.0,Yes,1.0,1.0,13.0,7.3,6.0,8.0,6.3,3.0,9.0,71.0,8.0,7.0,0.0,11.0,10.0,29.0,58.0,0.0,4.0,5.0,6.2,6.4,23.0,36.0,30.0,5.0,12.0,,5.0,9.0,8.0
02M690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,,100.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,0.0,10.0,,5.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.1,10.0,100.0,7.3,0.0,100.0,33.0,0.0,,0.0,0.0,0.0,100.0,0.0,Junior Miller,100.0,100.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,Yes,0.0,0.0,0.0,10.0,0.0,6.7,5.3,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.8,5.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,10.0
17K167,5.0,53.0,0.0,15.0,7.0,5.0,3.0,4.0,1.0,,39.0,50.0,,11.0,51.0,7.4,8.4,49.0,0.0,27.0,0.0,10.0,11.0,1.0,1.0,9.9,4.0,6.0,1.0,43.0,1.0,8.2,44.0,8.3,14.0,2.0,13.0,3.0,0.0,5.0,9.0,1.0,8.0,42.0,7.5,8.6,49.0,6.9,13.0,43.0,,1.0,,46.0,45.0,0.0,43.0,2.0,MARC MARDY,45.0,12.0,7.5,8.4,12.0,24.0,1.0,1.0,3.0,1.0,43.0,No,3.0,3.0,8.0,7.9,6.0,8.0,,3.0,3.0,,9.0,13.0,0.0,13.0,7.0,20.0,34.0,13.0,3.0,1.0,,7.6,2.0,40.0,31.0,7.0,6.0,,10.0,6.0,8.2
16K005,4.0,42.0,0.0,13.0,8.0,3.0,2.0,5.0,4.0,,17.0,49.0,,6.0,53.0,7.7,8.1,46.0,0.0,28.0,1.0,11.0,6.0,2.0,3.0,9.3,0.0,9.0,0.0,45.0,1.0,8.2,51.0,7.9,20.0,2.0,13.0,1.0,0.0,6.0,14.0,0.0,6.0,41.0,7.4,8.5,52.0,7.1,18.0,46.0,,1.0,,44.0,32.0,3.0,44.0,1.0,Lena Gates,41.0,15.0,7.6,8.1,10.0,33.0,0.0,5.0,1.0,1.0,41.0,No,2.0,2.0,8.0,8.3,5.0,8.0,,1.0,1.0,,5.0,7.0,1.0,29.0,12.0,25.0,43.0,20.0,7.0,1.0,,7.6,4.0,44.0,23.0,4.0,5.0,,10.0,5.0,8.4
09X403,0.0,36.0,0.0,0.0,0.0,8.0,2.0,2.0,4.0,,23.0,46.0,34.0,6.0,40.0,8.3,8.2,65.0,3.0,25.0,0.0,2.0,4.0,4.0,0.0,9.2,0.0,6.0,0.0,48.0,2.0,8.6,41.0,7.1,18.0,0.0,15.0,2.0,4.0,2.0,17.0,0.0,6.0,56.0,7.4,8.7,43.0,7.4,21.0,52.0,363.0,0.0,,45.0,11.0,0.0,50.0,0.0,Joaquin Vega,50.0,15.0,8.4,8.9,2.0,39.0,0.0,6.0,0.0,0.0,40.0,Yes,0.0,0.0,13.0,8.6,7.0,8.8,6.3,0.0,2.0,89.0,7.0,0.0,0.0,36.0,0.0,19.0,47.0,0.0,0.0,0.0,6.8,7.5,17.0,51.0,50.0,4.0,8.0,,13.0,2.0,8.3
01M378,1.0,43.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,,11.0,28.0,,1.0,35.0,8.7,9.1,68.0,0.0,39.0,0.0,4.0,2.0,3.0,2.0,9.8,0.0,5.0,54.0,67.0,0.0,9.1,34.0,8.2,38.0,2.0,32.0,0.0,1.0,2.0,13.0,2.0,2.0,36.0,7.8,8.9,35.0,8.1,8.0,34.0,163.0,0.0,,45.0,31.0,0.0,70.0,0.0,Carry Chan,64.0,9.0,8.7,9.0,3.0,40.0,0.0,3.0,1.0,0.0,33.0,Yes,0.0,0.0,6.0,9.1,2.0,8.9,7.0,0.0,0.0,94.0,5.0,2.0,0.0,11.0,6.0,39.0,28.0,0.0,23.0,0.0,7.4,7.9,2.0,69.0,16.0,1.0,0.0,,17.0,0.0,9.2
18K515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,7.3,10.0,0.0,6.3,0.0,100.0,49.0,0.0,,0.0,0.0,100.0,100.0,0.0,Katherine Kefalas,100.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,0.0,0.0,0.0,5.0,0.0,10.0,5.8,0.0,0.0,59.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,10.0,0.0,0.0,0.0,0.0,0.0,,100.0,0.0,10.0
02M418,4.0,55.0,2.0,0.0,8.0,6.0,13.0,1.0,2.0,,46.0,44.0,40.0,7.0,49.0,8.0,8.2,52.0,1.0,23.0,0.0,11.0,10.0,1.0,0.0,9.9,0.0,14.0,0.0,68.0,0.0,8.5,55.0,8.5,7.0,10.0,38.0,1.0,1.0,5.0,18.0,5.0,5.0,51.0,7.9,8.8,46.0,8.9,43.0,45.0,614.0,0.0,,26.0,12.0,0.0,50.0,0.0,Robert Rhodes,50.0,34.0,8.2,8.0,6.0,27.0,0.0,1.0,0.0,0.0,32.0,Yes,2.0,1.0,11.0,9.1,1.0,8.3,7.2,0.0,1.0,95.0,10.0,0.0,2.0,6.0,4.0,7.0,47.0,0.0,12.0,0.0,7.9,6.4,3.0,68.0,29.0,1.0,4.0,,45.0,1.0,8.8
04M108,3.0,36.0,2.0,12.0,3.0,6.0,3.0,2.0,3.0,,63.0,44.0,,4.0,47.0,8.1,8.6,59.0,0.0,25.0,0.0,11.0,4.0,1.0,1.0,9.7,1.0,9.0,13.0,59.0,0.0,8.6,46.0,7.6,25.0,2.0,11.0,0.0,0.0,3.0,18.0,1.0,5.0,54.0,7.9,8.6,47.0,8.5,11.0,48.0,289.0,1.0,,48.0,31.0,1.0,51.0,0.0,Lourdes Arroyo,53.0,17.0,8.1,8.6,5.0,32.0,1.0,4.0,1.0,1.0,38.0,Yes,1.0,1.0,9.0,8.8,4.0,8.5,6.9,0.0,1.0,99.0,7.0,4.0,1.0,7.0,7.0,30.0,38.0,10.0,11.0,1.0,7.7,7.6,4.0,57.0,20.0,1.0,3.0,,19.0,1.0,8.8
15K656,5.0,40.0,2.0,0.0,13.0,7.0,20.0,1.0,3.0,,34.0,56.0,53.0,10.0,58.0,7.1,7.4,38.0,0.0,39.0,1.0,15.0,7.0,0.0,1.0,8.5,1.0,9.0,0.0,32.0,0.0,7.6,58.0,6.8,9.0,3.0,6.0,1.0,3.0,11.0,17.0,1.0,11.0,40.0,6.9,8.1,58.0,7.7,13.0,64.0,587.0,1.0,,55.0,8.0,0.0,31.0,1.0,Margaret Lacey Berman,27.0,26.0,7.3,7.2,13.0,36.0,1.0,1.0,1.0,1.0,50.0,Yes,3.0,1.0,24.0,8.2,3.0,7.7,6.0,2.0,1.0,81.0,13.0,3.0,0.0,24.0,12.0,10.0,65.0,0.0,5.0,1.0,6.3,6.1,4.0,31.0,31.0,5.0,6.0,,16.0,3.0,7.9
11X249,3.0,19.0,1.0,0.0,5.0,10.0,7.0,1.0,2.0,,20.0,45.0,45.0,5.0,56.0,7.7,7.7,55.0,3.0,33.0,3.0,12.0,3.0,4.0,1.0,9.2,0.0,14.0,0.0,47.0,0.0,8.6,61.0,6.8,18.0,1.0,14.0,2.0,3.0,3.0,16.0,3.0,6.0,37.0,6.9,8.2,48.0,8.3,19.0,58.0,293.0,0.0,,49.0,8.0,1.0,50.0,1.0,Miriam Rivas,44.0,23.0,8.1,8.3,5.0,32.0,1.0,8.0,0.0,1.0,48.0,Yes,1.0,1.0,10.0,8.6,4.0,8.3,5.1,1.0,1.0,80.0,14.0,3.0,0.0,4.0,6.0,22.0,58.0,0.0,12.0,0.0,6.1,5.7,29.0,49.0,30.0,1.0,3.0,,8.0,3.0,8.9
19K660,4.0,12.0,1.0,0.0,7.0,11.0,10.0,1.0,2.0,,53.0,59.0,52.0,9.0,64.0,7.1,7.4,29.0,1.0,24.0,1.0,7.0,4.0,3.0,1.0,8.0,1.0,12.0,0.0,24.0,2.0,7.7,64.0,6.2,12.0,3.0,17.0,1.0,6.0,7.0,14.0,1.0,10.0,37.0,6.5,7.8,61.0,6.3,21.0,69.0,900.0,2.0,,55.0,23.0,4.0,30.0,1.0,Jocelyn Badette,30.0,18.0,7.4,7.5,8.0,25.0,0.0,7.0,2.0,0.0,59.0,Yes,2.0,0.0,14.0,7.4,5.0,7.4,5.4,1.0,2.0,64.0,9.0,5.0,1.0,7.0,10.0,15.0,69.0,0.0,3.0,2.0,5.3,6.9,7.0,23.0,23.0,7.0,7.0,,8.0,5.0,7.7
08X367,4.0,28.0,0.0,0.0,5.0,10.0,2.0,1.0,3.0,,25.0,46.0,,7.0,51.0,7.3,7.6,47.0,1.0,34.0,0.0,5.0,5.0,1.0,2.0,9.4,0.0,14.0,37.0,43.0,0.0,8.2,61.0,8.0,14.0,1.0,30.0,3.0,1.0,3.0,15.0,1.0,9.0,43.0,7.1,8.1,56.0,7.2,22.0,58.0,306.0,2.0,,49.0,46.0,2.0,45.0,2.0,MIRIAM LAZAR,40.0,22.0,7.8,8.0,8.0,35.0,2.0,4.0,2.0,3.0,51.0,Yes,2.0,3.0,13.0,8.1,6.0,8.0,6.3,4.0,2.0,91.0,5.0,11.0,0.0,35.0,16.0,19.0,57.0,0.0,9.0,4.0,6.1,6.4,9.0,38.0,26.0,1.0,5.0,,22.0,1.0,8.5
18K501,8.0,19.0,0.0,0.0,3.0,28.0,14.0,0.0,5.0,,21.0,59.0,42.0,3.0,65.0,7.0,7.1,31.0,0.0,32.0,3.0,3.0,8.0,6.0,0.0,8.1,0.0,19.0,0.0,22.0,0.0,7.9,72.0,6.8,15.0,4.0,5.0,3.0,8.0,3.0,17.0,0.0,9.0,35.0,7.4,7.5,61.0,7.7,8.0,61.0,186.0,3.0,,52.0,19.0,3.0,32.0,0.0,,28.0,17.0,7.3,7.6,6.0,28.0,3.0,0.0,0.0,3.0,63.0,Yes,3.0,8.0,11.0,7.8,6.0,7.5,6.0,3.0,3.0,57.0,3.0,0.0,3.0,8.0,30.0,16.0,77.0,0.0,10.0,0.0,7.1,6.6,11.0,25.0,43.0,0.0,9.0,,5.0,0.0,8.4
08X269,14.0,41.0,5.0,0.0,11.0,19.0,8.0,3.0,5.0,,18.0,39.0,,13.0,32.0,6.9,7.7,49.0,0.0,32.0,3.0,16.0,8.0,3.0,3.0,9.2,8.0,8.0,17.0,53.0,0.0,7.6,50.0,6.1,10.0,7.0,33.0,8.0,3.0,13.0,16.0,0.0,18.0,49.0,6.7,7.7,49.0,7.0,20.0,58.0,298.0,5.0,,50.0,23.0,0.0,42.0,5.0,David Vazquez,41.0,26.0,7.3,7.4,11.0,32.0,3.0,4.0,0.0,5.0,43.0,Yes,3.0,3.0,5.0,8.5,8.0,7.5,6.4,8.0,0.0,59.0,8.0,5.0,0.0,13.0,11.0,13.0,45.0,0.0,15.0,3.0,6.8,6.5,14.0,47.0,35.0,11.0,8.0,,5.0,6.0,8.0
04M012,2.0,68.0,2.0,12.0,6.0,5.0,0.0,1.0,4.0,,25.0,38.0,,2.0,52.0,7.9,8.8,56.0,1.0,27.0,0.0,12.0,9.0,1.0,0.0,9.7,3.0,9.0,12.0,36.0,1.0,8.6,53.0,9.5,7.0,8.0,29.0,1.0,1.0,6.0,16.0,2.0,5.0,54.0,7.8,8.6,49.0,8.0,27.0,46.0,144.0,0.0,,38.0,78.0,1.0,55.0,0.0,Janette Cesar,59.0,18.0,7.6,8.5,7.0,30.0,0.0,7.0,0.0,0.0,40.0,Yes,1.0,0.0,8.0,8.4,7.0,8.4,6.8,1.0,1.0,97.0,4.0,4.0,0.0,24.0,6.0,8.0,33.0,14.0,9.0,0.0,7.0,7.9,2.0,43.0,32.0,1.0,4.0,,24.0,3.0,9.2
17K484,4.0,18.0,4.0,0.0,15.0,11.0,8.0,7.0,4.0,,2.0,42.0,,8.0,58.0,7.2,7.3,57.0,0.0,32.0,0.0,19.0,0.0,0.0,0.0,9.2,8.0,11.0,7.0,52.0,0.0,7.6,50.0,7.9,13.0,4.0,25.0,4.0,0.0,15.0,8.0,0.0,8.0,64.0,7.5,7.9,52.0,8.0,25.0,54.0,152.0,0.0,,50.0,36.0,0.0,38.0,0.0,Herbert Daughtry,37.0,31.0,6.9,7.8,15.0,31.0,0.0,0.0,4.0,0.0,44.0,Yes,4.0,4.0,4.0,7.4,4.0,8.5,6.5,4.0,0.0,69.0,12.0,16.0,0.0,39.0,6.0,17.0,64.0,0.0,0.0,4.0,6.9,6.4,11.0,27.0,28.0,4.0,12.0,,18.0,0.0,8.8
19K013,2.0,59.0,1.0,24.0,3.0,5.0,2.0,2.0,3.0,,48.0,47.0,,7.0,44.0,7.9,8.6,47.0,0.0,29.0,1.0,14.0,4.0,1.0,3.0,9.9,0.0,7.0,0.0,49.0,3.0,8.2,39.0,8.3,21.0,3.0,15.0,3.0,0.0,4.0,10.0,1.0,7.0,56.0,8.0,8.4,50.0,7.7,13.0,37.0,,2.0,,42.0,47.0,0.0,45.0,0.0,Barbara Ashby,51.0,12.0,8.1,8.4,9.0,33.0,1.0,4.0,3.0,1.0,42.0,No,3.0,1.0,6.0,8.3,7.0,8.0,,1.0,1.0,,7.0,7.0,0.0,4.0,7.0,27.0,31.0,14.0,9.0,2.0,,7.1,4.0,48.0,23.0,3.0,7.0,,11.0,1.0,8.3
18K366,0.0,58.0,2.0,0.0,5.0,3.0,2.0,0.0,0.0,,15.0,23.0,,3.0,28.0,8.8,9.2,70.0,0.0,32.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,80.0,0.0,9.4,33.0,9.3,27.0,2.0,48.0,0.0,0.0,0.0,13.0,0.0,3.0,45.0,8.3,9.2,30.0,8.3,9.0,30.0,104.0,0.0,,49.0,32.0,0.0,77.0,0.0,Ingrid Thomas-Clark,73.0,15.0,8.9,8.9,8.0,23.0,0.0,2.0,0.0,0.0,23.0,Yes,0.0,0.0,10.0,8.9,2.0,9.0,6.4,0.0,0.0,100.0,3.0,3.0,0.0,37.0,0.0,28.0,25.0,0.0,16.0,2.0,6.7,7.8,3.0,64.0,19.0,0.0,2.0,,26.0,0.0,9.6
18K617,2.0,28.0,0.0,0.0,4.0,15.0,4.0,6.0,8.0,,9.0,62.0,50.0,9.0,45.0,7.1,7.5,51.0,2.0,35.0,0.0,15.0,0.0,2.0,0.0,6.6,0.0,16.0,0.0,34.0,2.0,8.4,67.0,7.5,2.0,0.0,39.0,0.0,11.0,0.0,25.0,0.0,15.0,28.0,7.0,8.1,63.0,7.1,9.0,60.0,156.0,2.0,,67.0,44.0,11.0,38.0,0.0,Adaleza Michelena,42.0,20.0,7.6,8.0,9.0,27.0,2.0,7.0,0.0,2.0,48.0,Yes,0.0,2.0,19.0,7.3,8.0,8.4,6.3,4.0,0.0,90.0,12.0,11.0,0.0,4.0,5.0,13.0,60.0,0.0,5.0,0.0,6.4,7.1,21.0,25.0,24.0,0.0,4.0,,17.0,5.0,8.8
13K287,1.0,40.0,1.0,9.0,7.0,2.0,3.0,1.0,3.0,,12.0,45.0,,4.0,45.0,8.1,8.8,54.0,0.0,23.0,1.0,13.0,3.0,3.0,0.0,9.8,0.0,3.0,0.0,61.0,0.0,8.7,45.0,7.6,24.0,2.0,17.0,0.0,2.0,2.0,13.0,1.0,3.0,37.0,8.2,8.5,44.0,8.3,12.0,46.0,,1.0,,47.0,49.0,0.0,52.0,0.0,Ms. Michele Rawlins,54.0,10.0,8.3,8.4,5.0,23.0,0.0,4.0,0.0,2.0,38.0,No,1.0,0.0,5.0,8.9,3.0,8.4,,2.0,0.0,,6.0,4.0,0.0,17.0,4.0,32.0,28.0,21.0,7.0,0.0,,8.4,4.0,60.0,21.0,2.0,4.0,,8.0,1.0,8.9
02M896,7.0,73.0,0.0,0.0,7.0,13.0,1.0,4.0,0.0,,19.0,55.0,,10.0,49.0,7.9,7.9,55.0,0.0,24.0,0.0,12.0,5.0,1.0,1.0,10.0,2.0,8.0,34.0,39.0,2.0,8.0,50.0,8.4,11.0,5.0,27.0,3.0,0.0,3.0,25.0,2.0,6.0,43.0,7.3,8.8,43.0,6.8,31.0,53.0,209.0,1.0,,44.0,19.0,0.0,39.0,1.0,Kelly McGuire,32.0,27.0,8.1,7.9,8.0,28.0,0.0,4.0,0.0,1.0,32.0,Yes,1.0,2.0,24.0,8.3,8.0,8.4,6.6,1.0,4.0,95.0,8.0,9.0,1.0,31.0,1.0,9.0,50.0,0.0,9.0,5.0,6.7,7.0,3.0,39.0,11.0,1.0,7.0,,18.0,3.0,8.2
06M028,4.0,39.0,1.0,6.0,3.0,6.0,1.0,2.0,6.0,,64.0,44.0,,3.0,40.0,8.3,8.8,61.0,0.0,25.0,1.0,5.0,4.0,1.0,1.0,9.9,0.0,8.0,0.0,53.0,1.0,8.6,45.0,7.8,30.0,2.0,25.0,1.0,0.0,3.0,6.0,1.0,4.0,64.0,8.1,8.9,42.0,8.4,16.0,43.0,,1.0,,48.0,32.0,0.0,51.0,1.0,Elsa Nunez,54.0,14.0,8.4,8.7,4.0,29.0,0.0,2.0,0.0,1.0,30.0,No,1.0,1.0,6.0,8.8,4.0,8.6,,1.0,2.0,,5.0,1.0,1.0,23.0,12.0,28.0,34.0,19.0,3.0,0.0,,7.9,9.0,57.0,32.0,3.0,2.0,,9.0,1.0,8.5
06M210,3.0,65.0,0.0,8.0,4.0,6.0,2.0,3.0,2.0,,38.0,43.0,,3.0,42.0,8.2,8.5,63.0,1.0,28.0,0.0,6.0,2.0,2.0,0.0,9.8,0.0,5.0,10.0,68.0,1.0,8.5,44.0,8.6,30.0,2.0,15.0,1.0,0.0,4.0,7.0,0.0,3.0,55.0,7.8,9.1,40.0,7.9,13.0,43.0,149.0,0.0,,47.0,17.0,0.0,51.0,0.0,Evelyn Linares,54.0,16.0,8.5,8.7,7.0,27.0,1.0,3.0,0.0,1.0,26.0,Yes,0.0,1.0,5.0,8.9,3.0,8.6,6.5,2.0,0.0,100.0,6.0,2.0,0.0,16.0,9.0,28.0,38.0,13.0,9.0,1.0,7.5,7.5,6.0,60.0,27.0,2.0,3.0,,9.0,1.0,8.5
