beds_number,community_school_sup_name,administrative_district_name,open_date,principal_name,admin_district_location_code,:@computed_region_92fq_4b7q,census_tract,field_support_center_name,location_1,Career Technical with ats_system_code,General Academic with ats_system_code,Transfer School with ats_system_code
310500011148,"RUX, DANIKA",COMMUNITY SCHOOL DISTRICT 05,2013-07-01T00:00:00.000,Mahaliel H. Bethea II,M805,36,22102,Field Support Center - Manhattan,"{'latitude': '40.817228', 'longitude': '-73.947151', 'human_address': '{""address"": ""6 EDGECOMBE AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10030""}'}",,05M148      ,
321000011696,,,2002-07-01T00:00:00.000,ALESSANDRO WEISS,HS02,40,40900,Field Support Center - Bronx,"{'latitude': '40.874725', 'longitude': '-73.895543', 'human_address': '{""address"": ""2925 GOULDEN AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10468""}'}",,10X696      ,
321100010144,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1968-07-01T00:00:00.000,Ellen Barrett,X10C,12,31000,Field Support Center - Bronx,"{'latitude': '40.863842', 'longitude': '-73.836525', 'human_address': '{""address"": ""2545 GUNTHER AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10469""}'}",,11X144      ,
331500010448,,,2003-07-01T00:00:00.000,Priscilla Chan,HS12,27,6300,Affinity Group,"{'latitude': '40.679462', 'longitude': '-74.002022', 'human_address': '{""address"": ""610 HENRY STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11231""}'}",,15K448      ,
310600010048,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,1993-07-01T00:00:00.000,TRACY WALSH,M806,39,27100,Field Support Center - Manhattan,"{'latitude': '40.853193', 'longitude': '-73.933629', 'human_address': '{""address"": ""4360-78 BROADWAY"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10033""}'}",,06M048      ,
321000010095,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1933-07-01T00:00:00.000,SERGE DAVIS,X810,40,28100,Field Support Center - Bronx,"{'latitude': '40.883049', 'longitude': '-73.891664', 'human_address': '{""address"": ""3961 HILLMAN AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10463""}'}",,10X095      ,
331400011586,,,2007-07-01T00:00:00.000,KAREN ONISHI,HS12,30,50500,Affinity Group,"{'latitude': '40.709765', 'longitude': '-73.944463', 'human_address': '{""address"": ""223 GRAHAM AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11206""}'}",,14K586      ,
331800011629,,,2008-07-01T00:00:00.000,Sanatha Alexis,HS06,26,93600,Field Support Center - Brooklyn South,"{'latitude': '40.647728', 'longitude': '-73.922212', 'human_address': '{""address"": ""5800 TILDEN AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11203""}'}",,18K629      ,
331400010050,"WINNICKI, ALICJA",COMMUNITY SCHOOL DISTRICT 14,1915-07-01T00:00:00.000,Benjamin Honoroff,K814,30,52300,Field Support Center - Brooklyn North,"{'latitude': '40.711915', 'longitude': '-73.960137', 'human_address': '{""address"": ""183 SOUTH 3 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}",,14K050      ,
310600010128,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,1961-07-01T00:00:00.000,ROSA ARGEL ARREDONDO,M806,39,25100,Field Support Center - Manhattan,"{'latitude': '40.841032', 'longitude': '-73.938701', 'human_address': '{""address"": ""560 WEST 169 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10032""}'}",,06M128      ,
321100010529,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,2011-07-01T00:00:00.000,Patricia Wynne,X10C,2,48400,Field Support Center - Bronx,"{'latitude': '40.886002', 'longitude': '-73.839682', 'human_address': '{""address"": ""3750 BAYCHESTER AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10466""}'}",,11X529      ,
310200010289,"LABOY, BONNIE",COMMUNITY SCHOOL DISTRICT 02,1998-05-27T00:00:00.000,Zeynep Ozkan,M802,32,31703,Field Support Center - Manhattan,"{'latitude': '40.71701', 'longitude': '-74.013967', 'human_address': '{""address"": ""201 WARREN STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10282""}'}",,02M289      ,
