property_id,hospital_general_medical_1,council_district,_3rd_largest_property_use_1,last_modified_date_property_1,primary_property_type,report_year,last_modified_date_gas_meters,nta2020,multifamily_housing_percent,percent_of_electricity_that,estimated_data_flag_natural,adult_education_gross_floor,data_center_pdu_input_meter,multifamily_housing_number_1,office_worker_density_number,avoided_emissions_onsite,multifamily_housing_number_3,urgent_care_clinic_other,residence_hall_dormitory,museum_gross_floor_area_ft,financial_office_gross_floor,occupancy,avoided_emissions_offsite,pre_school_daycare_gross,electricity_use_grid_purchase_3,electricity_weather_normalized_1,hospital_general_medical_2,alert_water_meter_has_less,estimated_data_flag_fuel_1,data_center_cooling_equipment,number_of_active_energy_meters_1,largest_property_use_type,college_university_gross,office_number_of_computers,food_service_gross_floor,performing_arts_gross_floor,multifamily_housing_number_6,wholesale_club_supercenter_1,medical_office_percent_that_1,source_energy_use_kbtu,estimated_data_flag_1,multifamily_housing_number_4,annual_maximum_demand_kw,data_center_it_energy,parking_partially_enclosed,national_median_reference,alert_energy_meter_has_less,energy_star_certification,multifamily_housing_number,natural_gas_weather_normalized,distribution_center_gross,multifamily_housing_resident
4372242,Not Available,4.0,Not Available,2022-03-31T00:00:00.000,Hotel,2022,,MN0502,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,2545225.8,43.7,Not Available,Ok,Not Available,Not Available,2,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9495090.9,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,Not Available,Not Available,Not Available
6300240,Not Available,7.0,Not Available,2019-02-01T00:00:00.000,Multifamily Housing,2022,2023-04-24T00:00:00.000,MN1201,0,0.00E+00,No,Not Available,Not Available,2.21239,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,30792.8,0.3,Not Available,Ok,Not Available,Not Available,2,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,31,Not Available,Not Available,1862617.8,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,60,17526.3,Not Available,No specific resident population
25149091,Not Available,6.0,535949,2023-02-21T00:00:00.000,Mixed Use Property,2022,,MN0701,100,Not Available,Not Available,Not Available,Not Available,0.58628,2.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),No,Not Available,0,Multifamily Housing,Not Available,300,Not Available,350000,0,Not Available,Not Available,Not Available,Not Available,226,Not Available,Not Available,20000,CBECS - Other,Possible Issue,Not Available,440,Not Available,Not Available,Not Available
2801846,Not Available,26.0,Not Available,2020-03-13T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,QN0203,90,0,No,Not Available,Not Available,0.92453,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1721040.1,3.5,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,130,Not Available,Not Available,5468232.3,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,130,6214.4,Not Available,No specific resident population
17387118,Not Available,1.0,Not Available,2021-09-02T00:00:00.000,Office,2022,,MN0201,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.71617,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,Not Available,0,Office,Not Available,8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available
2771494,Not Available,20.0,1019,2019-03-31T00:00:00.000,Multifamily Housing,2022,2023-03-09T00:00:00.000,QN0705,100,0,No,Not Available,Not Available,0.64392,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,5562993,20.9,Not Available,Ok,Not Available,Not Available,18,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,28,Not Available,Not Available,33173120.8,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,168,172325.2,Not Available,Not Available
2734716,Not Available,25.0,Not Available,2022-05-23T00:00:00.000,Multifamily Housing,2022,2023-04-14T00:00:00.000,QN0301,100,0,No,Not Available,Not Available,0.83573,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,998504.7,2.8,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,84,Not Available,Not Available,8881717.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,84,60275.7,Not Available,Not Available
25514517,Not Available,47.0,Not Available,2023-04-28T00:00:00.000,Hotel,2022,2023-04-25T00:00:00.000,BK1302,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95,0,Not Available,3679289.3,10.7,Not Available,Unable to Check (not enough data),Not Available,Not Available,3,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17670279.8,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,71979.3,Not Available,Not Available
6779588,Not Available,35.0,Not Available,2021-04-13T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK0204,100,0,No,Not Available,Not Available,1.38993,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,2982606.6,6.1,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,120,Not Available,Not Available,9320028.4,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,200,9682.1,Not Available,Not Available
2734815,Not Available,18.0,Not Available,2020-04-20T00:00:00.000,Multifamily Housing,2022,2023-04-14T00:00:00.000,BX0901,90,0,No,Not Available,Not Available,1.00261,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1581540.5,3.2,Not Available,Ok,Not Available,Not Available,15,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,120,Not Available,Not Available,10417303.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,140,58555.2,Not Available,No specific resident population
2798612,Not Available,,Not Available,2020-02-26T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,,100,0,No,Not Available,Not Available,1.3256,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,757283.2,2,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,22,Not Available,Not Available,8387422.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,134,61436.5,Not Available,Not Available
16823001,Not Available,2.0,Not Available,2021-07-27T00:00:00.000,Office,2022,2023-03-03T00:00:00.000,MN0202,Not Available,0,No,Not Available,Not Available,Not Available,0.92425,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,2607750.7,27.4,Not Available,Ok,Not Available,Not Available,5,Office,Not Available,99,Not Available,Not Available,Not Available,Not Available,Not Available,9181936.9,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Ok,Not Available,Not Available,18904.5,Not Available,Not Available
6576912,Not Available,35.0,Not Available,2020-06-29T00:00:00.000,Multifamily Housing,2022,2023-01-07T00:00:00.000,BK0802,0,0,No,Not Available,Not Available,1.02941,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,637450.3,2.5,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,54,Not Available,Not Available,10231166.1,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,76,84593.3,Not Available,No specific resident population
6288750,Not Available,3.0,Not Available,2022-03-30T00:00:00.000,Hotel,2022,2023-03-10T00:00:00.000,MN0501,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,5523990.5,45.7,Not Available,Ok,Not Available,Not Available,5,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,26726743.7,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,108067.4,Not Available,Not Available
13511507,Not Available,8.0,Not Available,2022-04-07T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,MN1101,100,0,No,Not Available,Not Available,1.20562,Not Available,Not Available,4,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,2191128.4,19.9,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,14336,90,Not Available,Not Available,11514204.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,112,52652.2,Not Available,No specific resident population
22839404,Not Available,4.0,Not Available,2022-09-27T00:00:00.000,K-12 School,2022,2023-03-11T00:00:00.000,MN0802,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50,0,Not Available,2963042.6,32.5,Not Available,Possible Issue,Not Available,Not Available,3,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10481359,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Ok,Not Available,Not Available,21548.9,Not Available,Not Available
6041009,Not Available,2.0,Not Available,2021-03-22T00:00:00.000,Multifamily Housing,2022,2023-03-10T00:00:00.000,MN0303,100,0,No,Not Available,Not Available,1.73235,Not Available,Not Available,7,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,595984.3,13.2,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,35,Not Available,Not Available,5017206.1,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,76,32862.7,Not Available,No specific resident population
2734722,Not Available,25.0,Not Available,2019-05-18T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,QN0301,90,0,No,Not Available,Not Available,1.2329,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1548102.9,4,Not Available,Ok,Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,135,Not Available,Not Available,12341252.8,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,135,78727.6,Not Available,No specific resident population
25558833,Not Available,31.0,3000,2023-03-23T00:00:00.000,Non-Refrigerated Warehouse,2022,2023-03-24T00:00:00.000,QN1305,Not Available,0,No,Not Available,Not Available,Not Available,2.33333,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,85,0,Not Available,481184.1,3.8,Not Available,Ok,Not Available,Not Available,3,Non-Refrigerated Warehouse,Not Available,7,Not Available,Not Available,Not Available,Not Available,Not Available,3258945.6,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Non-Refrigerated Warehouse,Ok,Not Available,Not Available,18683.8,Not Available,Not Available
6682474,Not Available,35.0,Not Available,2019-01-30T00:00:00.000,Multifamily Housing,2022,2023-01-07T00:00:00.000,BK0901,100,0,No,Not Available,Not Available,2.65842,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,440680.3,13.2,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,5139274.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,86,38313.9,Not Available,No specific resident population
15327445,Not Available,,Not Available,2022-05-17T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,,100,0,No,Not Available,Not Available,1.38034,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,849526.6,6.5,Not Available,Possible Issue,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,48,Not Available,Not Available,5453914.7,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,52,29914.6,Not Available,No specific resident population
21144866,Not Available,16.0,Not Available,2022-05-18T00:00:00.000,Multifamily Housing,2022,2023-03-03T00:00:00.000,BX0403,100,0,No,Not Available,Not Available,1.39803,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,4815638.8,4.7,Not Available,Ok,Not Available,Not Available,27,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,291,Not Available,Not Available,47812801.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,408,339609,Not Available,Not Available
6699420,Not Available,35.0,Not Available,2019-02-13T00:00:00.000,Multifamily Housing,2022,2023-04-03T00:00:00.000,BK0801,100,0,No,Not Available,Not Available,2.20848,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,403660.1,3.4,Not Available,Ok,Not Available,Not Available,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,36,Not Available,Not Available,5038074.2,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,75,38708.5,Not Available,Not Available
6255035,Not Available,6.0,Not Available,2018-03-14T00:00:00.000,Multifamily Housing,2022,2023-03-24T00:00:00.000,MN0702,100,0,No,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,492616.4,Not Available,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,10,Not Available,Not Available,3463421.1,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,47.43,Not Available,Not Available,Not Available
7423609,Not Available,20.0,Not Available,2019-07-25T00:00:00.000,Residential Care Facility,2022,2022-03-30T00:00:00.000,QN0707,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,6010343.8,Not Available,Not Available,Ok,Not Available,Not Available,2,Residential Care Facility,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20596371.2,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Dormitory,Ok,Not Available,Not Available,Not Available,Not Available,Not Available
2745646,Not Available,6.0,11095,2020-06-01T00:00:00.000,Multifamily Housing,2022,2023-04-24T00:00:00.000,MN0702,90,0,No,Not Available,Not Available,1.15563,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,3555,4442884.6,6.7,Not Available,Ok,Not Available,Not Available,12,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,108,Not Available,Not Available,21643117.2,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,202,90867.9,Not Available,Not Available
24222800,Not Available,4.0,Not Available,2022-12-19T00:00:00.000,Office,2022,2023-03-08T00:00:00.000,MN0502,Not Available,0,No,Not Available,Not Available,Not Available,2.29412,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1007195.1,5.8,Not Available,Ok,No,Not Available,7,Office,Not Available,102,Not Available,Not Available,Not Available,Not Available,Not Available,5258907,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Ok,Not Available,Not Available,113.8,Not Available,Not Available
21988370,Not Available,10.0,Not Available,2022-07-29T00:00:00.000,Multifamily Housing,2022,2023-03-13T00:00:00.000,MN1201,100,0,No,Not Available,Not Available,2.00602,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,456297,4.4,Not Available,Ok,Not Available,Not Available,9,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,40,Not Available,Not Available,4136361.7,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,60,28194.4,Not Available,Not Available
2790204,Not Available,26.0,Not Available,2020-03-16T00:00:00.000,Multifamily Housing,2022,2023-04-04T00:00:00.000,QN0202,90,0,Yes,Not Available,Not Available,1.19626,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,3240284.3,3.5,Not Available,Ok,Not Available,Not Available,25,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,320,Not Available,Not Available,9869220.8,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,320,7585,Not Available,No specific resident population
3762110,Not Available,3.0,Not Available,2018-10-04T00:00:00.000,Hotel,2022,2023-02-15T00:00:00.000,MN0402,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,3768554,15.4,Not Available,Ok,Not Available,Not Available,2,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12178192.1,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,15488,Not Available,Not Available
2771722,Not Available,35.0,Not Available,2022-08-15T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK0901,0,0,No,Not Available,Not Available,1.38022,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1257325.4,3.1,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,34,Not Available,Not Available,9778721.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,159,61579,Not Available,No specific resident population
2794497,Not Available,43.0,Not Available,2020-03-16T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK1101,90,0,No,Not Available,Not Available,0.73335,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1163737.7,2.4,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,11429670.6,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,100,82086.9,Not Available,No specific resident population
2797836,Not Available,33.0,Not Available,2020-03-11T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK0201,90,0,No,Not Available,Not Available,0.6762,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,695522.6,3.4,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,40,Not Available,Not Available,5559568.3,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,40,35635.3,Not Available,No specific resident population
15634002,Not Available,34.0,Not Available,2021-04-25T00:00:00.000,Multifamily Housing,2022,2023-04-07T00:00:00.000,BK0104,100,0,No,Not Available,Not Available,1.37387,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,2805070,7.1,Not Available,Unable to Check (not enough data),Not Available,Not Available,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,116,Not Available,Not Available,9027045.9,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,160,11772.9,Not Available,Not Available
2715854,Not Available,6.0,6017,2021-05-17T00:00:00.000,Multifamily Housing,2022,2023-03-27T00:00:00.000,MN0702,90,0,No,Not Available,Not Available,2.99092,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,3463589.4,4.8,Not Available,Possible Issue,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,400,Not Available,Not Available,22655754.4,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,600,5749,Not Available,Not Available
17604449,Not Available,26.0,Not Available,2021-09-14T00:00:00.000,Office,2022,2023-03-03T00:00:00.000,QN0202,Not Available,0,No,Not Available,Not Available,Not Available,1.96936,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,1624112,10.3,Not Available,Ok,No,Not Available,3,Office,Not Available,120,Not Available,Not Available,Not Available,Not Available,Not Available,5713035.5,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Ok,Not Available,Not Available,5903.9,Not Available,Not Available
2799589,Not Available,29.0,Not Available,2018-09-18T00:00:00.000,Multifamily Housing,2022,2023-04-10T00:00:00.000,QN0901,100,0,No,Not Available,Not Available,0.95596,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1902319.7,3.5,Not Available,Possible Issue,Not Available,Not Available,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,148,Not Available,Not Available,16012660.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,148,105126.1,Not Available,Not Available
7534243,Not Available,1.0,Not Available,2022-03-31T00:00:00.000,Hotel,2022,2023-03-10T00:00:00.000,MN0101,100,0,No,Not Available,Not Available,1.34623,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,14679935.5,37,Not Available,Ok,Not Available,Not Available,3,Hotel,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,61089098.5,Not Available,223,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,228,9540,Not Available,Not Available
2815345,Not Available,20.0,Not Available,2020-03-12T00:00:00.000,Multifamily Housing,2022,2023-04-11T00:00:00.000,QN0707,90,0,No,Not Available,Not Available,0.96176,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1385661,3.5,Not Available,Ok,Not Available,Not Available,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,107,Not Available,Not Available,11430925.5,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,107,73975.8,Not Available,No specific resident population
27897510,Not Available,8.0,Not Available,2023-07-03T00:00:00.000,Non-Refrigerated Warehouse,2022,2023-06-14T00:00:00.000,BX0101,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,256029.7,3,Not Available,Unable to Check (not enough data),Not Available,Not Available,3,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1525173.1,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Non-Refrigerated Warehouse,Ok,Not Available,Not Available,8318.4,Not Available,Not Available
2955034,Not Available,15.0,Not Available,2014-08-05T00:00:00.000,Multifamily Housing,2022,2023-03-06T00:00:00.000,BX0502,0,0,No,Not Available,Not Available,1.26812,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,847397.5,4,Not Available,Ok,Not Available,Not Available,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,57,Not Available,Not Available,6752053.1,Not Available,0,Not Available,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,77,42929.8,Not Available,No specific resident population
20239536,Not Available,39.0,Not Available,2022-03-15T00:00:00.000,Hotel,2022,2023-01-07T00:00:00.000,BK0601,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80,0,Not Available,1280342.8,49.7,Not Available,Ok,Not Available,Not Available,4,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4774189.9,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,11552.5,Not Available,Not Available
2559039,Not Available,,Not Available,2020-04-16T00:00:00.000,Multifamily Housing,2022,2023-04-24T00:00:00.000,,90,0,No,Not Available,Not Available,1.33208,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,883329.3,1,Not Available,Ok,Not Available,Not Available,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,259,Not Available,Not Available,9050738.5,Not Available,0,Not Available,Not Available,0,Fannie Mae Industry Survey - Multifamily,Ok,Not Available,353,62642.1,Not Available,No specific resident population
6710694,Not Available,4.0,Not Available,2022-03-30T00:00:00.000,Hotel,2022,2023-03-10T00:00:00.000,MN0501,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,0,Not Available,1028520.1,35.5,Not Available,Ok,Not Available,Not Available,5,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3807426.2,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,8834,Not Available,Not Available
17387127,Not Available,1.0,Not Available,2021-09-02T00:00:00.000,Office,2022,,MN0201,Not Available,0,Not Available,Not Available,Not Available,Not Available,1.78389,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,123528,9.2,Not Available,Unable to Check (not enough data),Not Available,Not Available,2,Office,Not Available,7,Not Available,Not Available,Not Available,Not Available,Not Available,345878.5,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Office & Bank/Financial,Ok,Not Available,Not Available,Not Available,Not Available,Not Available
6748968,Not Available,1.0,Not Available,2020-04-30T00:00:00.000,Bank Branch,2022,2023-03-10T00:00:00.000,MN0201,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,0,Not Available,1114400.1,6.7,Not Available,Ok,Not Available,Not Available,3,Bank Branch,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4368455.3,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Bank/Financial,Ok,Not Available,Not Available,12337,Not Available,Not Available
19931483,Not Available,39.0,Not Available,2022-03-22T00:00:00.000,Distribution Center,2022,,BK0601,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,Not Available,0,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Unable to Check (not enough data),Not Available,Not Available,Not Available,3526,Not Available
4947027,Not Available,6.0,Not Available,2022-03-31T00:00:00.000,Hotel,2022,2023-03-10T00:00:00.000,MN0502,Not Available,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,55,0,Not Available,28248480.3,26.5,Not Available,Ok,Not Available,Not Available,5,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102795545.7,Not Available,Not Available,Not Available,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Ok,Not Available,Not Available,5781,Not Available,Not Available
