property_name,largest_property_use_type,borough,energy_star_certification,hospital_general_medical_5,district_steam_use_kbtu,alert_energy_meter_has_single,national_median_total_ghg,hospital_general_medical_10,city,data_center_cooling_equipment,source_eui_kbtu_ft,hospital_general_medical_12,irrigated_area_ft,green_power_onsite_kwh,indirect_ghg_emissions_metric,medical_office_percent_that,primary_property_type_self,data_center_ups_system,data_center_pdu_input_meter,water_score_multifamily_only,hospital_general_medical_6,kerosene_use_kbtu,estimated_data_flag_1,data_quality_checker_run,_3rd_largest_property_use_1,hotel_room_density_number,third_party_certification_1,electricity_use_grid_purchase_1,multifamily_housing_total_1,primary_property_type,office_number_of_workers,office_number_of_computers,municipally_supplied_potable_2,worship_facility_gross_floor,district_hot_water_use_kbtu,direct_ghg_emissions_metric,laboratory_gross_floor_area,residence_hall_dormitory,municipally_supplied_potable,other_number_of_workers_on,avoided_emissions_offsite,last_modified_date_electric,energy_star_certification_2,water_use_intensity_all_water,medical_office_weekly,hotel_gym_fitness_center,generation_date,hospital_general_medical_9,hospital_general_medical_1,energy_power_station_gross,energy_star_score,social_meeting_hall_gross,costar_property_id,data_center_pdu_output_meter,data_quality_checker_date,bank_branch_gross_floor_area
Q168-0400152,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,933.6,Not Available,Queens,Not Available,112,Not Available,Not Available,Not Available,201,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,695599.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,487.6,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:38.000,Not Available,Not Available,Not Available,76,Not Available,Not Available,Not Available,Not Available,Not Available
K271-0300272,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,1343.8,Not Available,Brooklyn,Not Available,56.9,Not Available,Not Available,Not Available,218.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,757599.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,426.5,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:41.000,Not Available,Not Available,Not Available,95,Not Available,Not Available,Not Available,Not Available,Not Available
K132-0300139,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,398.9,Not Available,Brooklyn,Not Available,110.4,Not Available,Not Available,Not Available,174.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,605199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,199.5,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:27.000,Not Available,Not Available,Not Available,56,Not Available,Not Available,Not Available,Not Available,Not Available
M117-0100108,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,1541.4,Not Available,New York,Not Available,110.7,Not Available,Not Available,Not Available,226.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,785199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,1023.3,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:53.000,Not Available,Not Available,Not Available,69,Not Available,Not Available,Not Available,Not Available,Not Available
X037-0201194,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,340.4,Not Available,Bronx,Not Available,229.9,Not Available,Not Available,Not Available,373.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1291999.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,198.9,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:30.000,Not Available,Not Available,Not Available,8,Not Available,Not Available,Not Available,Not Available,Not Available
K120-0300129,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,556.4,Not Available,Brooklyn,Not Available,105.1,Not Available,Not Available,Not Available,181.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,628319.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,315.4,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:19.000,Not Available,Not Available,Not Available,60,Not Available,Not Available,Not Available,Not Available,Not Available
K391-0300333,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,1128.6,Not Available,Brooklyn,Not Available,76,Not Available,Not Available,Not Available,286.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,992799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,407.7,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:54.000,Not Available,Not Available,Not Available,87,Not Available,Not Available,Not Available,Not Available,Not Available
R021-0500044,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,207.6,Not Available,Staten Island,Not Available,93.9,Not Available,Not Available,Not Available,68.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,237960,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,83.4,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:38.000,Not Available,Not Available,Not Available,77,Not Available,Not Available,Not Available,Not Available,Not Available
K145-0300148,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,761.8,Not Available,Brooklyn,Not Available,94.5,Not Available,Not Available,Not Available,157.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,543999.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,505.5,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:31.000,Not Available,Not Available,Not Available,63,Not Available,Not Available,Not Available,Not Available,Not Available
X279-0201165,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,482.4,Not Available,Bronx,Not Available,166.6,Not Available,Not Available,Not Available,331.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1147999.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,233.3,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:19.000,Not Available,Not Available,Not Available,34,Not Available,Not Available,Not Available,Not Available,Not Available
M660-0100188,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,499.2,Not Available,New York,Not Available,123.6,Not Available,Not Available,Not Available,129.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,447199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,314.8,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:15.000,Not Available,Not Available,Not Available,61,Not Available,Not Available,Not Available,Not Available,Not Available
Conde Nast Building,Office,MANHATTAN,"2010, 2008, 2006, 2005, 2003, 2002, 2001",Not Available,14073786.2,Ok,11025.4,Not Available,Manhattan,Not Available,226.1,Not Available,Not Available,Not Available,10187.6,Not Available,Office,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,32021890.4,Not Available,Office,4727,4008,Not Available,Not Available,Not Available,1991.7,Not Available,Not Available,Not Available,Not Available,0,04/26/2019 02:29 PM EDT,No,Not Available,Not Available,Not Available,2019-04-30T11:53:27.000,Not Available,Not Available,Not Available,42,Not Available,Not Available,Not Available,Not Available,Not Available
Q161-0401412,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,430.5,Not Available,Queens,Not Available,120.9,Not Available,Not Available,Not Available,289,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,999999.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,158.8,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:03.000,Not Available,Not Available,Not Available,46,Not Available,Not Available,Not Available,Not Available,Not Available
X148-0200192,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,1149.2,Not Available,Bronx,Not Available,84.8,Not Available,Not Available,Not Available,251.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,870799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,560.6,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:48.000,Not Available,Not Available,Not Available,79,Not Available,Not Available,Not Available,Not Available,Not Available
"K160, K521-0300163",K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,547.4,Not Available,Brooklyn,Not Available,137.3,Not Available,Not Available,Not Available,343.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1189999.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,258.2,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:06.000,Not Available,Not Available,Not Available,40,Not Available,Not Available,Not Available,Not Available,Not Available
K130-0300137,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,260.6,Not Available,Brooklyn,Not Available,128,Not Available,Not Available,Not Available,134.5,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,465440,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,178.1,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:23.000,Not Available,Not Available,Not Available,32,Not Available,Not Available,Not Available,Not Available,Not Available
K073-0300090,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,351.9,Not Available,Brooklyn,Not Available,106.8,Not Available,Not Available,Not Available,135.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,469279.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,272.4,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:21.000,Not Available,Not Available,Not Available,35,Not Available,Not Available,Not Available,Not Available,Not Available
X039-0200816,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,641,Not Available,Bronx,Not Available,71,Not Available,Not Available,Not Available,114.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,397439.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,253.7,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:19.000,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available
Q143-0400129,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,503,Not Available,Queens,Not Available,91.4,Not Available,Not Available,Not Available,169.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,585999.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,281.4,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:17.000,Not Available,Not Available,Not Available,60,Not Available,Not Available,Not Available,Not Available,Not Available
40 East 52nd Street LP,Office,MANHATTAN,"2018, 2016, 2015",Not Available,5617158.7,Ok,3499.3,Not Available,New York,2N,231.5,Not Available,Not Available,Not Available,2733.5,Not Available,Office,2N,0,Not Available,Not Available,Not Available,Not Available,Yes,3085,Not Available,Not Available,8168860.5,Not Available,Office,1344,1608,Not Available,Not Available,Not Available,47.6,Not Available,Not Available,Not Available,40,0,04/04/2019 04:20 PM EDT,No,18.45,Not Available,Not Available,2019-05-01T08:18:58.000,Not Available,Not Available,Not Available,70,Not Available,Not Available,0,2019-04-23,Not Available
K306-0300301,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,702,Not Available,Brooklyn,Not Available,106.3,Not Available,Not Available,Not Available,150.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,521599.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,521,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:06.000,Not Available,Not Available,Not Available,54,Not Available,Not Available,Not Available,Not Available,Not Available
X074-0200112,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,1091.2,Not Available,Bronx,Not Available,117.6,Not Available,Not Available,Not Available,370.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1282399.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,535,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:29.000,Not Available,Not Available,Not Available,67,Not Available,Not Available,Not Available,Not Available,Not Available
X030-0200068,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,696.2,Not Available,Bronx,Not Available,109.6,Not Available,Not Available,Not Available,137.4,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,475519.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,483.8,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:03.000,Not Available,Not Available,Not Available,61,Not Available,Not Available,Not Available,Not Available,Not Available
K211-0300214,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,772.6,Not Available,Brooklyn,Not Available,93.7,Not Available,Not Available,Not Available,209.1,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,723519.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,446.2,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:32.000,Not Available,Not Available,Not Available,65,Not Available,Not Available,Not Available,Not Available,Not Available
M015-0100037,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,423.6,Not Available,New York,Not Available,98.1,Not Available,Not Available,Not Available,0,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,332319.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,290.4,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:17.000,Not Available,Not Available,Not Available,81,Not Available,Not Available,Not Available,Not Available,Not Available
1325 Avenue of the Americas,Office,MANHATTAN,"2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2009",Not Available,12506198.9,Possible Issue,5305.8,Not Available,New York,Not Available,112.8,Not Available,Not Available,Not Available,3442.2,Not Available,Office,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,12967,Not Available,Not Available,9038625.9,Not Available,Office,1540,1998,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,30,0,03/15/2019 11:38 AM EDT,No,12.59,Not Available,Not Available,2019-03-20T12:05:05.000,Not Available,Not Available,Not Available,78,69019,Not Available,Not Available,Not Available,Not Available
Q055-0400049,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,418.9,Not Available,Queens,Not Available,106.7,Not Available,Not Available,Not Available,141.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,491199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,258.8,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:21.000,Not Available,Not Available,Not Available,54,Not Available,Not Available,Not Available,Not Available,Not Available
K072-0300089,K-12 School,,Not Available,Not Available,Not Available,Ok,896,Not Available,Brooklyn,Not Available,92.1,Not Available,Not Available,Not Available,192.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,666399.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,541.9,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:50.000,Not Available,Not Available,Not Available,68,Not Available,Not Available,Not Available,Not Available,Not Available
X092-0200133,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,618.6,Not Available,Bronx,Not Available,107.5,Not Available,Not Available,Not Available,113.4,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,392540,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,394.6,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:20.000,Not Available,Not Available,Not Available,68,Not Available,Not Available,Not Available,Not Available,Not Available
X166-0200207,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,1217.9,Not Available,Bronx,Not Available,85.4,Not Available,Not Available,Not Available,276.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,957599.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,506.9,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:26.000,Not Available,Not Available,Not Available,85,Not Available,Not Available,Not Available,Not Available,Not Available
K056-0300076,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,494.5,Not Available,Brooklyn,Not Available,99.9,Not Available,Not Available,Not Available,169.5,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,586719.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,225.7,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:11.000,Not Available,Not Available,Not Available,70,Not Available,Not Available,Not Available,Not Available,Not Available
X111-0200154,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,685.9,Not Available,Bronx,Not Available,152.7,Not Available,Not Available,Not Available,246.4,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,852799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,594.8,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:26.000,Not Available,Not Available,Not Available,29,Not Available,Not Available,Not Available,Not Available,Not Available
X146-0200191,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,575.8,Not Available,Bronx,Not Available,115.7,Not Available,Not Available,Not Available,165.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,573199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,434.2,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:07.000,Not Available,Not Available,Not Available,45,Not Available,Not Available,Not Available,Not Available,Not Available
Q137-0401457,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,810.2,Not Available,Queens,Not Available,133.4,Not Available,Not Available,Not Available,501.4,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1735199.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,443.5,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:29.000,Not Available,Not Available,Not Available,34,Not Available,Not Available,Not Available,Not Available,Not Available
R075-0500323,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,1167.6,Not Available,Staten Island,Not Available,112.3,Not Available,Not Available,129197.3,318.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1103129.4,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,838.1,Not Available,Not Available,Not Available,Not Available,0,04/16/2019 03:29 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:19.000,Not Available,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available
School of Social Work,Office,MANHATTAN,Not Available,Not Available,Not Available,Ok,508.4,Not Available,New York,Not Available,158.3,Not Available,Not Available,Not Available,648.1,Not Available,College/University,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,2242719.6,Not Available,Office,10,50,Not Available,Not Available,Not Available,43.5,Not Available,Not Available,Not Available,Not Available,0,04/20/2019 05:18 PM EDT,No,48.63,Not Available,Not Available,2019-05-01T19:17:58.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
R031-0500054,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,419.6,Not Available,Staten Island,Not Available,65.6,Not Available,Not Available,Not Available,84.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,293599.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,236.1,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:03.000,Not Available,Not Available,Not Available,74,Not Available,Not Available,Not Available,Not Available,Not Available
10782-Staten Island,Retail Store,,2011,Not Available,Not Available,Ok,437.3,Not Available,Staten Island,Not Available,111.3,Not Available,Not Available,0,301.5,Not Available,Retail Store,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,677607.9,Not Available,Retail Store,Not Available,Not Available,Not Available,Not Available,Not Available,8.4,Not Available,Not Available,Not Available,Not Available,0,04/17/2019 01:08 PM EDT,Not Available,14.96,Not Available,Not Available,2019-04-22T16:02:51.000,Not Available,Not Available,Not Available,79,Not Available,Not Available,Not Available,Not Available,Not Available
Q680-0401349,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,492.6,Not Available,Queens,Not Available,76.9,Not Available,Not Available,Not Available,234.1,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,809999.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,75.8,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:28.000,Not Available,Not Available,Not Available,86,Not Available,Not Available,Not Available,Not Available,Not Available
M191-0100160,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,627.8,Not Available,New York,Not Available,83.2,Not Available,Not Available,Not Available,97,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,335699.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,316.3,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:39.000,Not Available,Not Available,Not Available,83,Not Available,Not Available,Not Available,Not Available,Not Available
K743-0300363,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,561.8,Not Available,Brooklyn,Not Available,95.4,Not Available,Not Available,Not Available,102.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,355360,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,254.4,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:27.000,Not Available,Not Available,Not Available,85,Not Available,Not Available,Not Available,Not Available,Not Available
M132-0100119,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,482.9,Not Available,New York,Not Available,100.5,Not Available,Not Available,Not Available,118.1,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,408727.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,305.1,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:39.000,Not Available,Not Available,Not Available,62,Not Available,Not Available,Not Available,Not Available,Not Available
X020-0201213,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,705,Not Available,Bronx,Not Available,180.5,Not Available,Not Available,Not Available,675.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,2339199.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,343.5,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:22.000,Not Available,Not Available,Not Available,16,Not Available,Not Available,Not Available,Not Available,Not Available
Q231 & Q251 Tandem-0400205,K-12 School,,Not Available,Not Available,Not Available,Ok,837.5,Not Available,Queens,Not Available,86,Not Available,Not Available,Not Available,208.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,722399.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,505.2,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:16.000,Not Available,Not Available,Not Available,65,Not Available,Not Available,Not Available,Not Available,Not Available
K017-0300044,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,500.6,Not Available,Brooklyn,Not Available,104.4,Not Available,Not Available,Not Available,113.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,392960,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,317.2,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:41.000,Not Available,Not Available,Not Available,64,Not Available,Not Available,Not Available,Not Available,Not Available
