school_name,q117_in_planning_my_last_1,q69_the_principal_assistant_1,q75_the_performance_of_the_1,q154_how_many_adults_at_this,q106_in_planning_my_last,q100_in_planning_my_last_1,q10_i_am_able_to_empower_1,q4_how_many_teachers_at_this,q36_the_principal_school,q80_in_planning_my_last_1,q128_in_planning_my_last,q169_it_s_a_priority_at_this_1,q88_in_planning_my_last,q125_in_planning_my_last_1,q47_at_this_school_once_we,q46_at_this_school_the_1,q81_in_planning_my_last_1,q29_i_would_recommend_this_1,q8_i_am_able_to_ensure_1,q52_at_this_school_teachers_1,q49_at_this_school_teachers,q134_in_planning_my_last_1,q142_how_many_students_in_1,q46_at_this_school_the,q135_how_many_students_in_1,q8_i_am_able_to_ensure,q121_in_planning_my_last_1,q130_in_planning_my_last_1,q136_how_many_students_in_1,q57_overall_my_professional_1,q131_in_planning_my_last_1,q135_how_many_students_in,q111_in_planning_my_last,q108_in_planning_my_last,q30_i_feel_respected_by_the_1,q123_in_planning_my_last_1,q106_in_planning_my_last_1,q43_at_this_school_there_1,q115_in_planning_my_last,q70_the_principal_school_1,q48_at_this_school_it_is,q31_the_principal_school_1,q87_in_planning_my_last_1,q127_in_planning_my_last_1,q48_at_this_school_it_is_1,q34_at_this_school_it_s_ok,q43_at_this_school_there,q17_central_doe_employees,q165_my_students_are_safe_1,q100_in_planning_my_last,q125_in_planning_my_last,q7_i_am_able_to_modify,q165_my_students_are_safe,q90_in_planning_my_last,q61_the_principal_school_1,q117_in_planning_my_last,q38_the_principal_and,q101_in_planning_my_last,q1_how_many_teachers_at_this,q126_in_planning_my_last,q130_in_planning_my_last,q57_overall_my_professional,q145_how_many_students_in_1,q61_the_principal_school,q14_i_am_able_to_monitor,q103_in_planning_my_last_1,q45_at_this_school_students_1,q44_this_school_has_well_1,q85_in_planning_my_last_1,q129_in_planning_my_last,q169_it_s_a_priority_at_this,q38_the_principal_and_1,q173_adults_at_this_school,q15_i_am_able_to_distinguish,q112_in_planning_my_last_1,q86_in_planning_my_last,q131_in_planning_my_last,q79_in_planning_my_last,q114_in_planning_my_last,q91_in_planning_my_last,q60_overall_my_professional,q122_in_planning_my_last,q143_how_many_students_in,q101_in_planning_my_last_1,q72_how_much_influence_do_1,q147_how_many_students_in_1,q2_how_many_teachers_at_this_1,q40_i_feel_respected_by_1,q140_discipline_is_applied,q146_how_many_students_in,q150_how_many_adults_at_this,q110_in_planning_my_last_1,q171_adults_at_this_school_1,q33_i_trust_the_principal_1,q105_in_planning_my_last,q132_in_planning_my_last_1,total_teacher_response_rate,q56_at_this_school_school_1,q86_in_planning_my_last_1,q23_teachers_in_this_school,q34_at_this_school_it_s_ok_1,q63_the_principal_school_1,q21_i_usually_look_forward,q62_the_principal_school,q12_i_am_able_to_apply_my,q23_teachers_in_this_school_1,q154_how_many_adults_at_this_1,q114_in_planning_my_last_1,q14_i_am_able_to_monitor_1,q27_i_feel_respected_by_other_1,q40_i_feel_respected_by,q175_adults_at_this_school_1,q11_i_am_able_to_design_1,q78_in_planning_my_last_1,q110_in_planning_my_last,q167_my_students_are_safe_1,q45_at_this_school_students,q88_in_planning_my_last_1,q3_how_many_teachers_at_this,q11_i_am_able_to_design,q65_the_principal_assistant,q129_in_planning_my_last_1,q32_the_principal_school_1,q104_in_planning_my_last_1
J.H.S. 062 Ditmas,0.28,0.18,0.32,0.85,0.94,0.0,0.04,0.84,0.82,0.0,0.96,0.06,1.0,0.04,0.81,0.11,0.0,0.09,0.05,0.04,0.86,0.0,0.18,0.89,0.3,0.95,0.17,0.04,0.39,0.26,0.11,0.7,0.94,0.94,0.12,0.17,0.06,0.05,0.83,0.26,0.79,0.16,0.0,0.04,0.21,0.82,0.95,,0.0,1.0,0.96,0.96,0.0,1.0,0.17,0.72,0.88,1.0,0.82,1.0,0.96,0.74,0.18,0.83,0.93,0.06,0.38,0.04,0.05,1.0,0.94,0.12,0.0,0.91,0.06,1.0,0.89,0.0,0.78,1.0,0.77,0.83,0.65,0.0,0.2,0.28,0.31,0.1,0.87,0.58,0.86,0.06,0.0,0.15,0.94,0.04,0.87,0.05,0.0,0.87,0.18,0.17,0.93,0.82,0.92,0.13,0.15,0.22,0.07,0.11,0.9,0.0,0.05,0.0,0.94,0.0,0.62,0.0,0.65,0.95,0.84,0.0,0.14,0.06
Brooklyn Theatre Arts High School,,0.05,0.4,0.94,1.0,,0.05,0.75,0.89,0.0,1.0,0.0,,0.11,0.79,0.05,,0.26,0.05,0.0,1.0,0.0,0.26,0.95,0.53,0.95,,0.0,0.42,0.26,0.0,0.47,1.0,1.0,0.05,,0.0,0.0,,0.11,0.84,0.26,,0.0,0.16,0.89,1.0,,0.0,,0.89,1.0,0.0,,0.16,,0.74,,0.82,1.0,1.0,0.74,0.26,0.84,1.0,0.0,0.32,0.26,,1.0,0.0,0.26,1.0,1.0,0.0,,1.0,0.0,,,0.79,,0.47,,0.0,0.47,0.2,0.11,0.95,0.53,0.94,0.0,0.0,0.16,1.0,0.0,0.77,0.0,,0.89,0.11,0.11,0.84,0.74,0.95,0.11,0.06,,0.0,0.11,0.89,0.0,0.0,0.0,1.0,0.0,0.68,,0.8,1.0,0.95,0.0,0.11,0.0
George Westinghouse Career And Technical Education High School,0.2,0.08,0.33,0.76,0.86,0.4,0.12,0.68,0.87,0.0,1.0,0.0,,0.08,0.66,0.13,,0.26,0.03,0.18,0.92,0.0,0.46,0.87,0.57,0.97,0.0,0.17,0.54,0.22,0.15,0.43,0.86,1.0,0.05,0.0,0.14,0.19,0.83,0.08,0.86,0.05,,0.08,0.14,0.89,0.81,,0.0,0.6,0.92,0.95,0.0,,0.03,0.8,0.92,0.8,0.66,1.0,0.83,0.78,0.36,0.97,0.89,0.14,0.57,0.22,,0.92,0.0,0.08,0.93,0.94,0.29,,0.85,0.0,0.83,,0.86,0.83,0.35,0.2,0.08,0.57,0.4,0.05,0.83,0.37,0.77,0.29,0.07,0.1,0.86,0.08,0.73,0.08,,0.72,0.11,0.08,0.87,0.83,0.83,0.28,0.24,0.17,0.11,0.08,0.95,0.07,0.11,0.0,0.71,0.0,0.43,,0.55,0.89,0.89,0.08,0.13,0.14
P.S. 130 The Parkside,,0.1,0.13,0.9,1.0,,0.0,0.96,0.98,0.0,0.97,0.0,,0.0,0.9,0.02,,0.02,0.0,0.02,0.98,0.03,0.06,0.98,0.2,1.0,,0.03,0.29,0.18,0.03,0.8,1.0,1.0,0.0,,0.0,0.02,,0.1,0.94,0.08,,0.0,0.06,0.96,0.98,,0.0,,1.0,1.0,1.0,,0.1,,1.0,,0.98,0.97,0.97,0.82,0.02,0.9,1.0,0.0,0.14,0.02,,0.97,1.0,0.0,0.0,1.0,0.0,,0.97,1.0,,,0.9,,0.9,,0.04,0.12,0.06,0.02,0.98,0.86,0.96,0.0,0.0,0.04,1.0,0.03,0.77,0.02,,0.96,0.04,0.02,0.98,0.88,0.98,0.04,0.1,,0.0,0.02,0.98,0.0,0.02,0.0,1.0,0.0,0.86,,0.82,0.98,0.94,0.03,0.0,0.0
P.S. 091 The Albany Avenue School,,0.12,0.14,1.0,,,0.0,0.95,0.72,,0.88,0.0,,0.12,0.94,0.17,,0.17,0.0,0.0,1.0,0.12,0.18,0.83,0.18,1.0,,0.12,0.53,0.06,0.06,0.82,,,0.28,,,0.0,,0.17,0.94,0.11,,0.12,0.06,0.61,1.0,,0.0,,0.88,1.0,1.0,,0.06,,1.0,,0.95,0.82,0.88,0.94,0.12,0.94,0.95,,0.11,0.0,,0.88,1.0,0.0,0.0,1.0,,,0.94,,,,0.88,,0.61,,0.35,0.17,0.15,0.11,1.0,0.67,1.0,,0.0,0.28,,0.06,1.0,0.0,,0.76,0.39,0.11,0.89,0.94,1.0,0.24,0.0,,0.05,0.0,0.89,0.0,0.0,,,0.0,0.89,,0.79,1.0,1.0,0.12,0.11,
Medgar Evers College Preparatory School,,0.15,0.33,0.78,,0.2,0.04,0.75,0.87,0.0,1.0,,,0.0,0.76,0.38,,0.09,0.09,0.1,0.95,0.0,0.1,0.62,0.45,0.91,,0.0,0.37,0.38,0.0,0.55,,,0.13,,,0.38,,0.25,0.95,0.35,,0.2,0.05,0.78,0.62,,0.0,0.8,1.0,0.96,0.0,,0.1,,0.78,0.8,0.85,1.0,1.0,0.62,0.2,0.9,0.76,,0.38,0.1,,1.0,,0.22,0.93,0.96,,,1.0,0.0,,,0.71,,0.65,0.2,0.19,0.25,0.29,0.05,0.83,0.72,0.71,,0.07,0.3,,0.0,0.34,0.05,,0.86,0.22,0.14,0.95,0.95,0.96,0.14,0.22,,0.24,0.09,0.95,0.07,0.11,0.0,,0.0,0.62,,0.67,0.89,0.9,0.0,0.09,
Neighborhood School,0.0,0.33,0.89,0.93,0.0,0.0,0.0,1.0,0.8,,1.0,0.0,0.0,0.0,0.87,0.07,0.0,0.07,0.0,0.0,0.93,0.0,0.13,0.93,0.2,1.0,0.0,0.0,0.33,0.07,0.0,0.8,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.33,0.8,0.13,0.0,0.0,0.2,0.93,1.0,,0.08,0.0,1.0,1.0,0.92,0.0,0.27,0.0,0.93,0.0,1.0,1.0,1.0,0.93,0.07,0.73,1.0,0.0,0.07,0.07,0.0,1.0,1.0,0.07,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.87,0.0,0.0,0.2,0.07,0.0,1.0,0.83,1.0,0.0,0.0,0.13,0.0,0.08,0.63,0.0,0.0,0.87,0.07,0.07,0.93,0.73,1.0,0.13,0.07,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.93,0.0,0.73,1.0,0.8,0.0,0.0,0.0
Mount Eden Children'S Academy,,0.05,0.2,0.95,,,0.1,0.91,0.95,0.0,1.0,0.0,,0.0,0.86,0.09,,0.0,0.05,0.05,0.95,0.0,0.18,0.91,0.23,0.95,,0.0,0.27,0.14,0.07,0.77,,,0.0,,,0.05,,0.05,0.91,0.0,,0.0,0.09,1.0,0.95,,0.31,,1.0,1.0,0.69,,0.0,,0.9,,0.9,1.0,1.0,0.86,0.1,1.0,1.0,,0.09,0.09,,1.0,1.0,0.1,0.0,1.0,,,0.93,1.0,,,0.82,,0.73,,0.05,0.18,0.09,0.0,1.0,0.82,0.95,,0.0,0.05,,0.0,0.76,0.0,,0.95,0.0,0.0,1.0,1.0,1.0,0.05,0.05,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.91,,0.82,1.0,0.95,0.0,0.0,
P.S. 055 Benjamin Franklin,0.0,0.05,0.2,1.0,,,0.0,0.9,0.95,,1.0,0.0,,0.0,0.7,0.1,,0.25,0.0,0.0,0.75,0.0,0.22,0.9,0.28,1.0,0.0,0.0,0.5,0.0,0.0,0.72,,,0.05,0.0,,0.0,1.0,0.05,0.8,0.05,,0.0,0.2,0.9,1.0,,0.3,,1.0,1.0,0.7,,0.05,1.0,0.75,,0.84,1.0,1.0,1.0,0.22,0.95,0.9,,0.3,0.05,,1.0,1.0,0.25,0.0,0.95,,,1.0,,1.0,,1.0,1.0,0.61,,0.21,0.22,0.25,0.3,0.87,0.64,0.87,,0.0,0.15,,0.0,0.43,0.0,,0.75,0.1,0.05,0.9,0.95,1.0,0.25,0.0,0.0,0.1,0.2,0.7,0.0,0.0,,,0.0,0.7,,0.75,1.0,0.95,0.0,0.0,
"Urban Assembly Academy Of Government And Law, The",0.2,0.18,0.69,0.73,1.0,,0.09,0.87,0.77,0.0,,0.0,,,0.73,0.05,,0.23,0.09,0.05,0.86,0.0,0.27,0.95,0.62,0.91,0.0,0.17,0.38,0.1,0.0,0.38,0.83,1.0,0.0,0.0,0.0,0.09,1.0,0.36,0.77,0.0,,,0.23,0.86,0.91,,0.0,,,0.91,0.0,,0.09,0.8,1.0,,0.91,,0.83,0.9,0.18,0.91,0.78,0.0,0.23,0.18,,0.83,0.0,0.0,1.0,0.86,0.0,,1.0,0.0,1.0,,0.9,1.0,0.45,,0.09,0.5,0.09,0.05,0.82,0.5,0.95,0.17,0.0,0.05,1.0,0.0,0.96,0.05,,0.91,0.14,0.05,0.82,0.91,0.91,0.09,0.27,0.0,0.22,0.09,0.95,0.0,0.13,0.0,0.83,0.0,0.77,,0.74,0.87,0.82,0.17,0.09,0.0
P.S. 273 Wortman,,0.16,0.07,0.88,,,0.05,0.86,0.89,,0.93,0.0,,0.0,0.79,0.11,,0.16,0.0,0.0,0.84,0.0,0.32,0.89,0.44,1.0,,0.0,0.37,0.16,0.0,0.56,,,0.11,,,0.05,,0.11,0.89,0.16,,0.0,0.11,0.89,0.95,,0.07,,1.0,1.0,0.93,,0.0,,0.89,,0.8,1.0,1.0,0.84,0.05,1.0,1.0,,0.05,0.0,,1.0,1.0,0.11,0.0,1.0,,,1.0,,,,0.95,,0.74,,0.37,0.37,0.29,0.06,0.94,0.56,0.89,,0.0,0.16,,0.0,0.72,0.0,,1.0,0.11,0.11,1.0,1.0,0.95,0.0,0.12,,0.0,0.0,0.94,0.0,0.0,,,0.0,0.95,,0.86,1.0,0.89,0.0,0.11,
P.S. 166 The Richard Rodgers School Of The Arts And Technology,,0.57,0.67,0.86,,0.0,0.14,1.0,0.21,,0.6,0.0,0.0,0.1,0.54,0.79,0.0,0.83,0.23,0.0,0.71,0.3,0.17,0.21,0.22,0.77,,0.3,0.35,0.57,0.15,0.78,,,0.67,,,0.21,,0.22,0.46,0.75,0.0,0.15,0.54,0.21,0.79,,0.0,0.0,0.9,0.83,1.0,0.0,0.58,,0.21,0.0,0.83,0.85,0.7,0.43,0.13,0.42,0.77,,0.21,0.17,0.0,0.9,1.0,0.79,0.0,0.9,,0.0,0.85,,,0.0,0.43,,0.78,0.0,0.78,0.17,0.46,0.42,0.5,0.68,0.96,,0.0,0.88,,0.15,0.63,0.08,0.0,0.71,0.79,0.54,0.29,0.39,0.78,0.29,0.14,,0.23,0.08,0.58,0.0,0.18,,,0.05,0.79,0.0,0.58,0.82,0.33,0.1,0.83,
P.S. 094 Kings College School,0.0,0.05,0.15,0.89,1.0,0.0,0.02,0.88,0.95,,0.98,0.0,1.0,0.02,0.88,0.05,0.0,0.06,0.03,0.05,0.92,0.02,0.22,0.95,0.47,0.97,0.0,0.02,0.49,0.06,0.02,0.53,1.0,1.0,0.03,0.0,0.0,0.0,1.0,0.02,0.91,0.02,0.0,0.02,0.09,0.95,1.0,,0.21,1.0,0.98,0.97,0.79,1.0,0.02,1.0,0.97,1.0,0.9,0.98,0.98,0.94,0.12,0.98,0.97,0.0,0.38,0.05,0.0,0.96,1.0,0.03,0.0,0.97,0.0,1.0,0.98,,1.0,1.0,0.97,1.0,0.71,0.0,0.24,0.26,0.22,0.02,0.87,0.6,0.92,0.0,0.0,0.03,1.0,0.04,0.64,0.03,0.0,0.86,0.05,0.02,0.98,0.94,0.98,0.14,0.11,0.0,0.03,0.02,0.98,0.0,0.02,,1.0,0.0,0.62,0.0,0.76,0.98,0.98,0.04,0.02,0.0
Fairmont Neighborhood School,,0.23,0.5,0.54,,0.0,0.07,0.64,1.0,,0.88,0.11,0.0,0.0,0.69,0.31,0.0,0.33,0.08,0.08,0.69,0.12,0.38,0.69,0.69,0.92,,0.12,0.69,0.23,0.12,0.31,,,0.0,,,0.15,,0.31,0.69,0.17,0.0,0.12,0.31,0.83,0.85,,0.82,0.0,1.0,1.0,0.18,0.0,0.23,,0.77,0.0,0.75,1.0,0.88,0.77,0.15,0.77,1.0,,0.38,0.23,0.0,1.0,0.89,0.23,0.0,1.0,,0.0,0.88,,,0.0,0.77,,0.33,0.0,0.46,0.46,0.43,0.23,0.91,0.36,0.69,,0.0,0.17,,0.12,0.47,0.15,0.0,0.58,0.17,0.15,0.92,0.69,0.93,0.42,0.46,,0.0,0.25,0.77,0.0,0.07,,,0.0,0.62,0.0,0.5,0.93,0.77,0.0,0.17,
P.S. 115 Alexander Humboldt,,0.12,0.1,0.76,1.0,,0.04,0.85,0.81,,0.89,0.11,1.0,0.11,0.77,0.15,0.2,0.19,0.04,0.08,0.92,0.05,0.24,0.85,0.44,0.96,,0.05,0.28,0.04,0.16,0.56,1.0,1.0,0.15,,0.0,0.08,,0.12,0.81,0.19,0.0,0.05,0.19,0.81,0.92,,0.36,,0.89,0.96,0.64,1.0,0.04,,0.73,,0.8,0.95,0.95,0.96,0.08,0.96,1.0,0.0,0.15,0.04,0.2,0.95,0.89,0.27,0.0,0.96,0.0,1.0,0.84,,,1.0,0.96,,0.75,,0.23,0.2,0.22,0.12,0.96,0.75,0.83,0.0,0.0,0.19,1.0,0.11,0.75,0.08,0.0,0.77,0.19,0.08,0.92,0.96,1.0,0.23,0.24,,0.0,0.16,0.88,0.0,0.04,0.0,1.0,0.0,0.85,0.0,0.77,0.96,0.88,0.05,0.12,0.0
Luisa Pineiro Fuentes School Of Science And Discovery,,0.12,0.36,1.0,,,0.0,0.94,0.88,,1.0,0.0,,0.0,0.59,0.24,,0.19,0.0,0.0,1.0,0.0,0.18,0.76,0.24,1.0,,0.0,0.47,0.06,0.0,0.76,,,0.0,,,0.06,,0.12,0.76,0.12,,0.0,0.24,0.76,0.94,,0.13,,1.0,1.0,0.87,,0.06,,0.35,,0.87,1.0,1.0,0.94,0.18,0.94,0.94,,0.35,0.0,,1.0,1.0,0.65,0.0,0.94,,,1.0,,,,0.76,,0.71,,0.41,0.24,0.29,0.18,0.71,0.71,1.0,,0.0,0.12,,0.0,0.61,0.0,,0.82,0.24,0.18,1.0,0.94,1.0,0.18,0.0,,0.06,0.0,0.82,0.0,0.0,,,0.0,0.65,,0.76,1.0,1.0,0.0,0.06,
P.S. 061 Francisco Oller,,0.1,0.35,0.8,,,0.0,0.82,0.81,,0.88,0.07,,0.19,0.9,0.14,,0.29,0.0,0.1,0.9,0.12,0.1,0.86,0.24,1.0,,0.06,0.33,0.24,0.18,0.76,,,0.19,,,0.05,,0.1,0.86,0.19,,0.18,0.14,0.67,0.95,,0.24,,0.81,1.0,0.76,,0.05,,0.65,,0.77,0.81,0.94,0.76,0.05,0.95,0.95,,0.05,0.1,,0.94,0.93,0.35,0.0,1.0,,,0.82,,,,0.81,,0.8,,0.33,0.19,0.32,0.1,0.68,0.74,0.9,,0.0,0.24,,0.19,0.92,0.1,,0.67,0.33,0.15,0.76,0.85,0.95,0.33,0.2,,0.05,0.29,0.9,0.0,0.0,,,0.0,0.95,,0.73,1.0,0.86,0.06,0.24,
High School For Service & Learning At Erasmus,0.0,0.15,0.44,0.82,,0.0,0.15,0.92,1.0,0.0,1.0,0.0,,0.0,0.92,0.0,,0.08,0.0,0.0,0.92,0.0,0.27,1.0,0.64,1.0,0.0,0.2,0.45,0.08,0.2,0.36,,,0.0,0.0,,0.0,0.0,0.23,1.0,0.0,,0.2,0.0,0.92,1.0,,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.83,,0.8,0.92,0.27,1.0,1.0,,0.23,0.0,,0.6,0.0,0.0,1.0,1.0,,,0.8,0.0,0.0,,0.85,0.0,0.64,0.0,0.0,0.55,0.38,0.18,0.89,0.5,0.82,,0.0,0.0,,0.0,0.59,0.08,,0.85,0.08,0.0,0.85,0.92,0.85,0.15,0.18,0.0,0.0,0.08,0.82,0.0,0.08,0.0,,0.0,0.77,,0.69,0.92,0.92,0.4,0.0,
P.S. 031 Samuel F. Dupont,,0.08,0.1,0.87,,,0.0,0.85,0.85,0.0,0.97,0.0,,0.0,0.95,0.08,,0.12,0.0,0.02,0.97,0.0,0.15,0.92,0.2,1.0,,0.0,0.25,0.08,0.0,0.8,,,0.15,,,0.02,,0.02,0.98,0.15,,0.0,0.02,0.85,0.98,,0.0,,1.0,1.0,1.0,,0.05,,0.92,,0.94,1.0,1.0,0.92,0.05,0.95,1.0,,0.0,0.02,,1.0,1.0,0.08,0.0,1.0,,,1.0,1.0,,,0.95,,0.8,,0.28,0.1,0.25,0.02,0.94,0.79,0.85,,0.0,0.15,,0.0,0.95,0.0,,0.82,0.15,0.1,0.95,0.95,1.0,0.18,0.13,,0.0,0.18,0.98,0.0,0.0,0.0,,0.0,1.0,,0.75,1.0,0.92,0.0,0.15,
High School For Medical Professions,,0.08,0.43,0.68,,0.0,0.09,0.72,0.86,0.0,0.75,0.0,,0.25,0.72,0.12,,0.16,0.12,0.04,0.92,0.11,0.22,0.88,0.67,0.88,,0.33,0.58,0.17,0.22,0.33,,,0.17,,,0.08,,0.23,0.7,0.24,,0.22,0.3,0.82,0.92,,0.0,1.0,0.75,0.92,0.0,,0.21,,0.84,1.0,0.8,0.75,0.67,0.83,0.25,0.79,0.81,,0.21,0.09,,0.67,0.0,0.16,0.95,0.87,,,0.78,0.0,,,0.88,,0.62,0.0,0.04,0.42,0.36,0.08,0.82,0.43,0.86,,0.05,0.16,,0.11,0.83,0.04,,0.84,0.18,0.16,0.75,0.79,0.83,0.16,0.32,,0.19,0.04,0.92,0.05,0.12,0.0,,0.0,0.79,,0.56,0.88,0.87,0.33,0.09,
P.S. 013 Roberto Clemente,,0.18,0.21,0.89,,,0.0,0.97,0.79,,0.87,0.0,,0.04,0.93,0.14,,0.21,0.03,0.0,1.0,0.0,0.15,0.86,0.46,0.97,,0.0,0.61,0.0,0.0,0.54,,,0.21,,,0.07,,0.11,0.96,0.25,,0.04,0.04,0.68,0.93,,0.19,,0.96,0.97,0.81,,0.04,,0.89,,0.94,0.96,1.0,1.0,0.29,0.96,0.97,,0.32,0.0,,1.0,1.0,0.11,0.0,0.97,,,1.0,,,,0.96,,0.54,,0.39,0.39,0.09,0.11,0.75,0.4,0.86,,0.0,0.25,,0.0,0.85,0.0,,0.64,0.32,0.11,0.79,1.0,0.97,0.36,0.11,,0.03,0.0,0.89,0.0,0.0,,,0.0,0.68,,0.82,1.0,1.0,0.0,0.21,
Liberty Avenue Middle School,0.14,0.1,0.2,0.89,0.85,0.0,0.04,0.94,0.96,0.0,1.0,0.02,,0.0,0.88,0.06,,0.04,0.02,0.04,0.94,0.0,0.13,0.94,0.2,0.98,0.07,0.0,0.17,0.15,0.09,0.8,0.85,0.92,0.04,0.0,0.15,0.0,1.0,0.1,0.94,0.04,,0.0,0.06,0.96,1.0,,0.0,1.0,1.0,1.0,0.0,,0.06,0.86,0.96,1.0,0.89,1.0,1.0,0.85,0.11,0.94,0.94,0.08,0.34,0.04,,1.0,0.98,0.04,0.0,0.98,0.08,,0.91,0.0,0.86,,0.9,1.0,0.83,0.0,0.12,0.13,0.18,0.04,0.91,0.85,0.91,0.15,0.0,0.06,0.92,0.0,0.96,0.02,,0.92,0.04,0.04,0.96,0.94,0.96,0.08,0.11,0.14,0.06,0.08,0.96,0.0,0.06,0.0,0.85,0.0,0.66,,0.84,0.94,0.9,0.0,0.04,0.08
P.S. 100 Isaac Clason,,0.17,0.26,0.86,,,0.0,0.84,1.0,,0.82,0.13,,0.14,0.93,0.03,,0.07,0.09,0.03,1.0,0.14,0.11,0.97,0.52,0.91,,0.14,0.63,0.03,0.2,0.48,,,0.03,,,0.0,,0.13,1.0,0.0,,0.1,0.0,0.9,1.0,,0.27,,0.86,0.94,0.73,,0.0,,0.86,,0.81,0.86,0.86,0.97,0.22,1.0,1.0,,0.33,0.0,,0.9,0.87,0.14,0.0,0.94,,,0.8,,,,0.83,,0.67,,0.28,0.37,0.22,0.17,0.75,0.54,0.85,,0.0,0.1,,0.14,0.74,0.03,,0.87,0.1,0.0,0.93,1.0,0.94,0.13,0.14,,0.0,0.07,0.83,0.0,0.09,,,0.0,0.67,,0.66,0.91,0.87,0.1,0.07,
P.S. 333 Manhattan School For Children,0.5,0.37,0.35,0.88,0.83,,0.05,0.91,0.55,,0.67,0.15,,0.11,0.41,0.39,,0.25,0.21,0.05,0.66,0.15,0.22,0.61,0.28,0.79,0.17,0.12,0.52,0.3,0.35,0.72,0.83,0.83,0.25,0.17,0.17,0.16,0.83,0.26,0.52,0.52,,0.15,0.48,0.48,0.84,,0.0,,0.89,0.89,1.0,,0.23,0.5,0.63,,0.93,0.88,0.88,0.7,0.21,0.77,0.82,0.17,0.51,0.23,,0.74,0.85,0.37,0.0,0.91,0.17,,0.65,,0.83,,0.63,0.83,0.62,,0.74,0.28,0.2,0.09,0.51,0.65,0.98,0.33,0.0,0.57,0.83,0.19,0.94,0.09,,0.93,0.52,0.6,0.84,0.63,0.8,0.07,0.12,0.17,0.18,0.02,0.91,0.0,0.2,,0.67,0.12,0.49,,0.89,0.8,0.7,0.26,0.5,0.17
I.S. 254,,0.25,0.12,0.85,1.0,,0.07,0.86,0.77,0.0,1.0,0.05,,0.0,0.77,0.15,,0.21,0.07,0.07,0.85,0.0,0.09,0.85,0.41,0.93,,0.0,0.52,0.2,0.0,0.59,1.0,1.0,0.07,,0.0,0.04,,0.38,0.78,0.19,,0.0,0.22,0.65,0.96,,0.0,,1.0,0.93,0.0,,0.16,,0.76,,0.84,1.0,1.0,0.8,0.22,0.84,0.8,0.0,0.65,0.19,,1.0,0.95,0.24,0.0,0.79,0.0,,1.0,0.0,,,0.8,,0.52,,0.5,0.43,0.31,0.25,0.67,0.47,0.95,0.0,0.0,0.19,1.0,0.0,0.64,0.04,,0.81,0.35,0.21,0.88,0.88,0.81,0.19,0.15,,0.2,0.08,0.75,0.0,0.1,0.0,1.0,0.0,0.35,,0.72,0.9,0.79,0.0,0.15,0.0
East New York Family Academy,0.0,0.0,0.19,0.85,1.0,0.0,0.03,0.86,1.0,0.0,1.0,0.0,1.0,0.0,0.92,0.0,0.0,0.0,0.03,0.0,0.94,0.0,0.14,1.0,0.4,0.97,0.0,0.0,0.23,0.06,0.0,0.6,1.0,1.0,0.0,0.0,0.0,0.03,1.0,0.03,0.97,0.0,0.0,0.0,0.03,0.94,0.97,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.97,1.0,0.94,1.0,1.0,0.94,0.2,1.0,0.97,0.0,0.19,0.03,0.09,1.0,1.0,0.03,0.94,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.97,1.0,0.66,0.0,0.0,0.37,0.16,0.05,0.88,0.69,0.91,0.0,0.0,0.0,0.9,0.0,0.79,0.0,0.0,0.89,0.06,0.0,0.97,1.0,0.94,0.11,0.15,0.0,0.03,0.05,0.95,0.06,0.06,0.0,1.0,0.0,0.81,0.0,0.68,0.94,1.0,0.0,0.0,0.0
Gotham Collaborative High School,0.29,0.08,0.41,0.86,1.0,0.14,0.05,0.92,0.95,0.0,0.94,0.0,1.0,0.0,0.89,0.0,0.09,0.08,0.02,0.05,0.97,0.0,0.27,1.0,0.54,0.98,0.0,0.06,0.49,0.03,0.0,0.46,1.0,1.0,0.02,0.14,0.0,0.0,0.71,0.05,0.97,0.02,0.09,0.0,0.03,0.98,1.0,,0.0,0.86,1.0,1.0,0.0,0.91,0.0,0.71,0.98,0.86,0.95,1.0,0.94,0.97,0.18,1.0,0.97,0.0,0.24,0.03,0.09,0.94,0.0,0.02,1.0,0.98,0.0,0.82,1.0,0.0,0.71,1.0,0.95,1.0,0.63,0.14,0.0,0.39,0.08,0.0,1.0,0.65,0.92,0.1,0.0,0.02,1.0,0.12,0.89,0.0,0.18,0.98,0.02,0.0,0.9,0.95,0.9,0.02,0.14,0.29,0.03,0.0,1.0,0.08,0.0,0.0,0.9,0.0,0.76,0.0,0.85,1.0,0.95,0.06,0.02,0.0
