dbn,location,p_q11b,p_q11f_1,p_q8f_1,p_q9,p_q10b,p_q2d_1,p_q7c_1,p_q7d_5,p_q8b_5,p_q10l,p_q2g_5,p_q11b_1,nr_p,p_q2i_4,p_q11a_3,p_q12aa_3,p_q5b,p_q8c_2,p_q1_4,p_q2h_3,aca_p_10,p_q8f_5,aca_tot_10,p_q4a_5,p_q8e_5,p_q12bb,p_q2i_3,p_q8e_4,p_q4e_5,p_q6_4,p_q4e_1,com_p_10,p_q5h,p_q3c_1,p_q11f_2,p_q2f_2,p_q3b,p_q2g_1,p_q2a_5,p_q4d_3,p_q8d_4,p_q1_12,p_q7b,p_q3d,p_q5g,sch_type,p_q2c_1,p_q3a_5,p_q2b_2,p_q11d_2,p_q7a_2,p_q7b_2,p_q8b_3,p_q9_3,p_q2a_2,p_q10k,p_q2a_4,p_q7a_5,p_q2c_5,p_q7b_4,p_q8e_3,borough,saf_tot_10,rr_t,p_q7d_1,p_q2g_4,p_q10i,p_q2g,p_q3a_1,p_q1_10,p_q3c_2,p_q8d_5,p_q2f_5,p_q8a_3,p_q4e_3,p_q3d_3,p_q5j,p_q2e_3,p_q10d,p_q11d_1,p_q4c_5,p_q2d_3,com_t_10,saf_p_10,p_q7d,p_q7d_2,p_q1_1,p_q8c_1,p_q7b_3,rr_p,p_q12aa,p_q2e_5,p_q9_9,p_q10,p_q4b_4,com_tot_10,p_q12ab,eng_p_10
17K022,P.S. 022,7.4,43.0,65.0,,35.0,41.0,36.0,6.0,27.0,4.0,3.0,37.0,440,6.0,7.0,12.0,15.0,8.0,8.0,11.0,7.7,32.0,6.7,6.0,28.0,,9.0,2.0,,8.0,,7.6,56.0,49.0,46.0,46.0,7.0,43.0,1.0,5.0,4.0,1.0,8.2,,9.0,Elementary School,31.0,7.0,56.0,48.0,52.0,53.0,4.0,13.0,49.0,2.0,2.0,5.0,2.0,3.0,0.0,BROOKLYN,7.2,82,40.0,2.0,8.0,7.9,31.0,0.0,31.0,39.0,0.0,16.0,,18.0,18.0,2.0,55.0,40.0,3.0,2.0,4.7,8.1,7.8,49.0,5.0,56.0,3.0,30,,24.0,18.0,,4.0,6.1,,7.6
03M054,J.H.S. 054 Booker T. Washington,8.1,56.0,56.0,,84.0,61.0,30.0,13.0,19.0,2.0,32.0,52.0,776,1.0,4.0,15.0,60.0,12.0,0.0,13.0,8.5,39.0,8.1,1.0,37.0,,8.0,0.0,,2.0,,7.8,72.0,28.0,39.0,45.0,6.8,31.0,0.0,2.0,3.0,0.0,7.9,,11.0,Middle School,34.0,5.0,55.0,55.0,58.0,57.0,4.0,9.0,51.0,4.0,0.0,1.0,2.0,1.0,0.0,MANHATTAN,7.6,92,35.0,0.0,3.0,8.0,36.0,24.0,34.0,29.0,1.0,13.0,,46.0,37.0,3.0,44.0,34.0,3.0,1.0,7.4,8.2,7.7,46.0,0.0,54.0,7.0,70,,47.0,6.0,,1.0,7.1,,7.8
04M695,Urban Peace Academy,7.8,33.0,67.0,,0.0,33.0,33.0,0.0,0.0,0.0,0.0,33.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,8.0,0.0,0.0,,33.0,0.0,0.0,0.0,33.0,6.5,0.0,33.0,33.0,100.0,5.8,33.0,0.0,0.0,0.0,0.0,6.7,,0.0,High School,0.0,33.0,100.0,67.0,67.0,33.0,0.0,33.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,MANHATTAN,8.2,50,33.0,0.0,0.0,7.8,33.0,0.0,33.0,0.0,0.0,0.0,0.0,67.0,33.0,0.0,67.0,33.0,0.0,0.0,6.5,7.9,6.7,33.0,0.0,100.0,33.0,13,,0.0,0.0,,0.0,6.8,,6.7
02M308,Lower Manhattan Arts Academy,8.3,39.0,42.0,,69.0,59.0,33.0,10.0,28.0,2.0,2.0,53.0,288,2.0,2.0,13.0,42.0,2.0,0.0,17.0,7.8,44.0,7.6,4.0,40.0,,5.0,0.0,27.0,2.0,25.0,7.5,60.0,28.0,50.0,40.0,6.5,52.0,0.0,4.0,2.0,30.0,7.9,,13.0,High School,40.0,7.0,49.0,52.0,44.0,60.0,4.0,3.0,45.0,4.0,0.0,2.0,2.0,0.0,0.0,MANHATTAN,7.2,83,37.0,4.0,6.0,8.0,28.0,0.0,32.0,33.0,0.0,7.0,5.0,28.0,71.0,3.0,38.0,37.0,9.0,4.0,6.8,8.1,7.4,39.0,0.0,57.0,4.0,17,,28.0,17.0,,2.0,6.7,,7.8
16K628,Brooklyn Brownstone School,8.6,70.0,82.0,,73.0,73.0,65.0,3.0,11.0,17.0,5.0,62.0,102,1.0,3.0,12.0,81.0,0.0,14.0,1.0,9.0,16.0,9.1,2.0,11.0,,2.0,0.0,,2.0,,9.1,60.0,67.0,28.0,21.0,8.4,70.0,0.0,1.0,0.0,0.0,9.2,,16.0,Early Childhood School,62.0,0.0,26.0,30.0,24.0,27.0,0.0,25.0,22.0,23.0,0.0,1.0,0.0,1.0,0.0,BROOKLYN,9.1,100,70.0,0.0,22.0,9.1,84.0,0.0,24.0,10.0,0.0,2.0,,6.0,30.0,1.0,66.0,67.0,0.0,0.0,9.0,9.4,9.0,28.0,19.0,90.0,1.0,98,,35.0,3.0,,2.0,9.0,,8.8
05M154,P.S. 154 Harriet Tubman,7.7,49.0,73.0,,31.0,48.0,45.0,3.0,22.0,1.0,6.0,42.0,305,2.0,3.0,15.0,28.0,3.0,9.0,13.0,8.1,24.0,8.0,4.0,15.0,,6.0,0.0,,1.0,,7.9,44.0,46.0,43.0,46.0,7.3,47.0,0.0,4.0,1.0,0.0,8.8,,10.0,Elementary School,45.0,6.0,51.0,50.0,43.0,43.0,3.0,18.0,50.0,3.0,1.0,2.0,1.0,0.0,1.0,MANHATTAN,8.2,69,48.0,2.0,6.0,8.1,45.0,0.0,33.0,25.0,2.0,8.0,,18.0,29.0,3.0,52.0,44.0,0.0,2.0,7.0,8.7,8.2,47.0,9.0,66.0,2.0,53,,19.0,12.0,,0.0,7.4,,8.0
03M075,P.S. 075 Emily Dickinson,8.0,55.0,72.0,,66.0,64.0,37.0,10.0,22.0,2.0,18.0,47.0,605,2.0,2.0,14.0,68.0,9.0,15.0,14.0,8.3,24.0,7.5,3.0,23.0,,5.0,0.0,,2.0,,8.0,62.0,43.0,41.0,42.0,6.9,39.0,0.0,4.0,2.0,0.0,7.9,,13.0,Elementary School,46.0,4.0,49.0,43.0,45.0,52.0,2.0,15.0,36.0,4.0,1.0,0.0,1.0,2.0,0.0,MANHATTAN,7.7,73,43.0,2.0,13.0,8.1,47.0,0.0,29.0,27.0,0.0,11.0,,23.0,40.0,3.0,70.0,48.0,3.0,1.0,5.8,8.5,8.0,43.0,1.0,64.0,8.0,51,,32.0,11.0,,1.0,6.9,,8.2
10X205,P.S. 205 Fiorello Laguardia,8.1,58.0,78.0,,23.0,59.0,46.0,6.0,20.0,4.0,4.0,49.0,777,1.0,1.0,6.0,41.0,5.0,15.0,4.0,8.5,20.0,8.1,3.0,18.0,,3.0,0.0,,2.0,,8.2,51.0,49.0,39.0,41.0,7.1,51.0,0.0,1.0,1.0,0.0,8.6,,13.0,Elementary School,49.0,2.0,45.0,44.0,43.0,42.0,1.0,22.0,40.0,4.0,0.0,2.0,1.0,1.0,0.0,BRONX,8.3,98,50.0,1.0,10.0,8.4,41.0,0.0,31.0,24.0,1.0,4.0,,23.0,30.0,3.0,74.0,53.0,2.0,2.0,6.9,9.0,8.3,42.0,1.0,71.0,3.0,100,,23.0,14.0,,1.0,7.6,,8.2
12X092,P.S. 092 Bronx,8.0,54.0,79.0,,27.0,60.0,49.0,7.0,17.0,4.0,4.0,49.0,439,2.0,2.0,11.0,44.0,6.0,7.0,10.0,8.2,18.0,7.1,3.0,14.0,,6.0,1.0,,7.0,,8.0,27.0,50.0,39.0,39.0,7.1,55.0,0.0,6.0,3.0,0.0,8.6,,10.0,Elementary School,48.0,5.0,45.0,46.0,41.0,43.0,5.0,18.0,40.0,7.0,0.0,2.0,2.0,1.0,1.0,BRONX,7.1,73,52.0,1.0,7.0,8.4,44.0,0.0,33.0,19.0,0.0,12.0,,17.0,19.0,3.0,63.0,46.0,1.0,0.0,5.1,8.7,8.3,36.0,9.0,71.0,3.0,51,,21.0,11.0,,0.0,6.6,,8.1
09X073,P.S. 073 Bronx,8.0,55.0,74.0,,22.0,56.0,46.0,3.0,21.0,2.0,4.0,50.0,687,1.0,3.0,9.0,20.0,7.0,10.0,7.0,8.4,22.0,8.3,4.0,20.0,,6.0,0.0,,2.0,,8.2,40.0,54.0,39.0,40.0,7.8,52.0,0.0,3.0,2.0,0.0,8.5,,9.0,Elementary School,45.0,6.0,47.0,44.0,42.0,47.0,3.0,18.0,42.0,4.0,1.0,2.0,1.0,1.0,0.0,BRONX,8.2,78,46.0,0.0,6.0,8.3,49.0,0.0,31.0,27.0,1.0,7.0,,13.0,29.0,4.0,55.0,51.0,2.0,1.0,7.9,8.7,8.0,46.0,6.0,67.0,2.0,77,,19.0,16.0,,1.0,8.0,,8.1
05M302,KAPPA IV,8.1,54.0,70.0,,71.0,65.0,59.0,3.0,14.0,6.0,3.0,47.0,246,0.0,1.0,10.0,9.0,6.0,0.0,7.0,8.6,28.0,7.9,1.0,26.0,,2.0,0.0,,5.0,,8.4,60.0,51.0,42.0,28.0,7.1,70.0,0.0,1.0,1.0,1.0,9.0,,45.0,Middle School,58.0,7.0,33.0,47.0,37.0,36.0,1.0,6.0,30.0,6.0,1.0,3.0,0.0,0.0,0.0,MANHATTAN,7.6,81,57.0,1.0,23.0,8.9,45.0,39.0,30.0,22.0,0.0,2.0,,18.0,40.0,1.0,49.0,51.0,1.0,0.0,6.5,9.1,8.5,40.0,0.0,74.0,0.0,50,,26.0,9.0,,0.0,7.1,,8.4
09X414,Jonathan Levin High School for Media and Communications,6.6,36.0,36.0,,11.0,61.0,35.0,7.0,18.0,0.0,3.0,24.0,390,3.0,15.0,13.0,26.0,9.0,0.0,18.0,7.4,42.0,7.5,6.0,48.0,,15.0,0.0,9.0,0.0,32.0,7.6,51.0,32.0,55.0,45.0,5.7,55.0,0.0,12.0,9.0,12.0,8.6,,11.0,High School,53.0,15.0,52.0,36.0,35.0,55.0,3.0,17.0,53.0,0.0,0.0,12.0,0.0,0.0,0.0,BRONX,7.1,97,43.0,0.0,3.0,8.3,32.0,0.0,29.0,30.0,0.0,12.0,21.0,33.0,20.0,0.0,20.0,42.0,3.0,0.0,7.1,8.0,8.1,47.0,0.0,55.0,0.0,9,,30.0,26.0,,0.0,6.9,,7.3
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,7.2,39.0,61.0,,61.0,49.0,32.0,11.0,17.0,4.0,4.0,39.0,127,2.0,8.0,17.0,8.0,6.0,0.0,12.0,7.4,33.0,6.6,4.0,24.0,,11.0,0.0,,10.0,,7.2,67.0,26.0,45.0,45.0,5.5,46.0,0.0,4.0,2.0,0.0,8.3,,10.0,Middle School,27.0,17.0,49.0,49.0,50.0,52.0,4.0,14.0,49.0,0.0,0.0,6.0,4.0,2.0,4.0,BRONX,7.1,71,35.0,2.0,6.0,8.0,23.0,0.0,26.0,35.0,0.0,15.0,,19.0,24.0,2.0,45.0,33.0,2.0,0.0,3.9,8.1,7.4,43.0,0.0,63.0,2.0,39,,41.0,19.0,,8.0,5.8,,7.2
15K462,Secondary School for Law,8.2,51.0,50.0,,24.0,54.0,48.0,5.0,26.0,1.0,3.0,54.0,512,1.0,1.0,13.0,5.0,9.0,0.0,9.0,8.2,32.0,7.5,5.0,27.0,,5.0,3.0,8.0,4.0,45.0,7.9,43.0,42.0,42.0,41.0,6.9,54.0,0.0,2.0,3.0,21.0,8.1,,10.0,Middle / High School,46.0,11.0,42.0,44.0,40.0,42.0,3.0,11.0,42.0,1.0,2.0,4.0,3.0,3.0,5.0,BROOKLYN,7.0,53,56.0,0.0,1.0,8.3,44.0,10.0,21.0,30.0,0.0,10.0,7.0,28.0,27.0,0.0,33.0,46.0,2.0,3.0,6.3,8.3,8.3,32.0,0.0,59.0,7.0,30,,25.0,13.0,,1.0,6.6,,7.8
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,7.5,42.0,64.0,,26.0,56.0,38.0,3.0,18.0,3.0,4.0,35.0,661,1.0,3.0,11.0,33.0,6.0,12.0,14.0,7.9,31.0,7.8,4.0,26.0,,9.0,0.0,,4.0,,7.6,60.0,44.0,52.0,48.0,6.8,40.0,0.0,6.0,1.0,0.0,7.9,,19.0,Elementary / Middle School,38.0,7.0,56.0,57.0,47.0,43.0,2.0,20.0,49.0,4.0,0.0,2.0,1.0,2.0,0.0,BRONX,7.5,72,47.0,2.0,11.0,7.7,28.0,17.0,29.0,25.0,1.0,8.0,,29.0,28.0,5.0,62.0,34.0,2.0,1.0,6.8,8.6,8.1,47.0,0.0,72.0,9.0,70,,19.0,18.0,,1.0,6.9,,7.7
06M018,P.S. 018 Park Terrace,8.4,61.0,78.0,,20.0,70.0,62.0,8.0,9.0,5.0,4.0,55.0,295,1.0,4.0,8.0,55.0,4.0,14.0,5.0,8.5,19.0,8.3,3.0,19.0,,3.0,1.0,,2.0,,8.4,47.0,52.0,35.0,34.0,7.9,58.0,0.0,4.0,0.0,0.0,9.0,,14.0,Elementary / Middle School,59.0,4.0,41.0,39.0,34.0,29.0,3.0,20.0,31.0,6.0,1.0,2.0,2.0,0.0,0.0,MANHATTAN,8.2,87,62.0,1.0,23.0,8.6,49.0,12.0,24.0,16.0,1.0,7.0,,16.0,44.0,3.0,72.0,58.0,1.0,0.0,7.6,9.1,8.8,28.0,2.0,83.0,3.0,67,,16.0,11.0,,1.0,7.5,,8.4
10X243,West Bronx Academy for the Future,7.4,47.0,36.0,,40.0,57.0,39.0,9.0,27.0,5.0,4.0,38.0,492,2.0,8.0,9.0,8.0,6.0,0.0,14.0,7.7,44.0,7.7,2.0,46.0,,13.0,1.0,17.0,3.0,34.0,7.5,55.0,31.0,45.0,43.0,6.7,46.0,0.0,9.0,6.0,13.0,8.0,,14.0,Middle / High School,45.0,14.0,52.0,51.0,48.0,44.0,5.0,11.0,48.0,3.0,0.0,5.0,0.0,2.0,1.0,BRONX,7.3,90,43.0,3.0,6.0,7.8,29.0,34.0,38.0,42.0,2.0,6.0,5.0,25.0,42.0,7.0,48.0,32.0,6.0,2.0,6.4,7.9,7.9,42.0,0.0,48.0,6.0,27,,30.0,29.0,,3.0,6.7,,7.6
02M392,MANHATTAN BUSINESS ACADEMY,8.3,44.0,54.0,,61.0,52.0,33.0,15.0,16.0,1.0,5.0,53.0,118,0.0,3.0,8.0,13.0,5.0,0.0,9.0,8.2,32.0,8.3,0.0,33.0,,5.0,0.0,15.0,2.0,26.0,7.8,45.0,27.0,55.0,34.0,6.2,59.0,0.0,3.0,2.0,2.0,7.4,,7.0,High School,44.0,5.0,41.0,55.0,53.0,55.0,5.0,14.0,44.0,3.0,0.0,6.0,0.0,0.0,5.0,MANHATTAN,7.9,91,21.0,0.0,1.0,8.6,17.0,0.0,28.0,25.0,3.0,14.0,8.0,20.0,16.0,4.0,36.0,37.0,2.0,3.0,8.1,8.4,7.3,60.0,0.0,69.0,12.0,57,,25.0,12.0,,0.0,7.5,,7.6
07X162,J.H.S. 162 Lola Rodriguez De Tio,7.0,35.0,36.0,,29.0,41.0,26.0,4.0,28.0,0.0,2.0,29.0,735,4.0,2.0,11.0,26.0,8.0,0.0,16.0,7.6,48.0,7.2,3.0,53.0,,9.0,2.0,,6.0,,7.2,53.0,20.0,54.0,51.0,6.4,40.0,0.0,8.0,10.0,0.0,7.6,,18.0,Middle School,33.0,14.0,58.0,55.0,50.0,58.0,6.0,18.0,51.0,3.0,3.0,4.0,0.0,5.0,1.0,BRONX,6.4,78,33.0,2.0,3.0,7.7,23.0,27.0,30.0,38.0,0.0,16.0,,26.0,25.0,6.0,43.0,33.0,1.0,3.0,5.2,7.4,7.1,49.0,0.0,57.0,5.0,16,,30.0,14.0,,2.0,6.1,,7.1
15K698,South Brooklyn Community High School,8.4,64.0,63.0,,32.0,66.0,58.0,4.0,11.0,0.0,0.0,53.0,139,2.0,0.0,6.0,18.0,6.0,0.0,4.0,8.7,30.0,8.5,2.0,25.0,,1.0,0.0,2.0,1.0,63.0,8.4,44.0,31.0,34.0,27.0,7.0,70.0,0.0,1.0,0.0,17.0,9.0,,24.0,High School,59.0,4.0,30.0,37.0,40.0,41.0,1.0,19.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,BROOKLYN,8.0,83,52.0,1.0,1.0,8.9,43.0,0.0,30.0,20.0,0.0,4.0,5.0,12.0,29.0,1.0,33.0,58.0,2.0,1.0,7.9,9.1,8.4,43.0,0.0,78.0,0.0,67,,31.0,27.0,,0.0,7.8,,8.1
13K307,P.S. 307 Daniel Hale Williams,8.3,63.0,75.0,,35.0,68.0,52.0,1.0,20.0,2.0,6.0,57.0,214,1.0,3.0,2.0,71.0,7.0,13.0,12.0,8.6,20.0,8.4,1.0,19.0,,3.0,2.0,,0.0,,8.3,46.0,52.0,33.0,35.0,7.4,52.0,0.0,3.0,1.0,0.0,8.6,,15.0,Elementary School,54.0,3.0,41.0,40.0,43.0,42.0,2.0,12.0,27.0,2.0,0.0,0.0,1.0,1.0,0.0,BROOKLYN,8.2,39,57.0,2.0,11.0,8.3,46.0,0.0,33.0,22.0,2.0,7.0,,16.0,17.0,2.0,64.0,57.0,2.0,1.0,6.3,8.9,8.5,41.0,9.0,69.0,3.0,58,,18.0,16.0,,1.0,7.3,,8.6
20K220,J.H.S. 220 John J. Pershing,6.8,21.0,46.0,,20.0,32.0,23.0,6.0,27.0,2.0,7.0,19.0,1196,2.0,4.0,7.0,16.0,11.0,0.0,10.0,7.2,42.0,7.2,12.0,36.0,,9.0,1.0,,2.0,,6.9,48.0,17.0,68.0,66.0,5.4,29.0,2.0,7.0,6.0,0.0,7.4,,18.0,Middle School,29.0,11.0,69.0,68.0,59.0,61.0,2.0,17.0,65.0,2.0,1.0,4.0,1.0,2.0,1.0,BROOKLYN,6.9,87,28.0,1.0,6.0,7.5,15.0,38.0,32.0,30.0,1.0,10.0,,29.0,19.0,7.0,48.0,17.0,6.0,7.0,6.8,7.9,7.4,61.0,0.0,50.0,9.0,31,,21.0,15.0,,2.0,6.3,,7.0
13K553,Brooklyn Academy High School,8.1,49.0,58.0,,21.0,67.0,58.0,8.0,27.0,2.0,4.0,43.0,158,0.0,2.0,17.0,5.0,9.0,0.0,5.0,8.4,35.0,8.2,7.0,32.0,,4.0,0.0,6.0,0.0,54.0,8.3,38.0,31.0,49.0,29.0,6.4,62.0,2.0,4.0,2.0,17.0,8.6,,11.0,High School,51.0,0.0,34.0,53.0,52.0,43.0,4.0,21.0,34.0,5.0,0.0,0.0,9.0,2.0,0.0,BROOKLYN,8.4,94,44.0,0.0,4.0,8.8,31.0,0.0,30.0,27.0,0.0,2.0,2.0,25.0,21.0,4.0,16.0,42.0,5.0,0.0,7.1,8.8,8.0,44.0,0.0,63.0,0.0,35,,31.0,5.0,,0.0,7.3,,7.8
11X194,PS/MS 194,7.9,52.0,60.0,,37.0,53.0,48.0,5.0,24.0,2.0,6.0,45.0,942,1.0,2.0,9.0,65.0,8.0,10.0,8.0,8.4,34.0,8.0,4.0,34.0,,7.0,0.0,,2.0,,7.9,58.0,37.0,44.0,42.0,6.5,50.0,0.0,3.0,3.0,0.0,8.9,,8.0,Elementary / Middle School,47.0,4.0,43.0,50.0,44.0,41.0,2.0,16.0,40.0,2.0,0.0,2.0,2.0,0.0,1.0,BRONX,7.5,49,50.0,0.0,6.0,8.4,32.0,7.0,30.0,28.0,0.0,8.0,,29.0,21.0,3.0,60.0,45.0,1.0,4.0,6.9,8.7,8.3,42.0,0.0,61.0,0.0,45,,25.0,16.0,,0.0,6.9,,8.0
09X058,P.S. 058,7.5,45.0,60.0,,26.0,50.0,33.0,8.0,19.0,2.0,4.0,44.0,445,6.0,5.0,10.0,46.0,6.0,13.0,7.0,7.7,33.0,7.5,4.0,30.0,,7.0,1.0,,12.0,,7.6,18.0,47.0,43.0,44.0,6.9,40.0,0.0,6.0,7.0,0.0,7.5,,7.0,Elementary School,42.0,7.0,47.0,44.0,45.0,50.0,4.0,20.0,41.0,2.0,5.0,3.0,2.0,8.0,1.0,BRONX,7.1,83,38.0,5.0,5.0,7.5,52.0,0.0,29.0,27.0,1.0,12.0,,16.0,21.0,6.0,54.0,41.0,1.0,3.0,6.4,7.9,7.7,47.0,0.0,61.0,6.0,84,,22.0,14.0,,6.0,6.7,,7.5
11X253,Bronx High School for Writing and Communication Arts,7.5,36.0,33.0,,40.0,45.0,26.0,5.0,16.0,1.0,3.0,40.0,406,2.0,3.0,16.0,10.0,10.0,0.0,11.0,7.8,42.0,7.0,2.0,34.0,,9.0,6.0,10.0,4.0,34.0,7.7,43.0,39.0,52.0,50.0,7.1,46.0,0.0,6.0,5.0,27.0,7.8,,9.0,High School,35.0,7.0,54.0,49.0,47.0,58.0,5.0,6.0,48.0,2.0,0.0,7.0,1.0,1.0,0.0,BRONX,6.5,93,26.0,1.0,3.0,8.1,37.0,0.0,29.0,29.0,1.0,12.0,9.0,12.0,32.0,4.0,24.0,37.0,4.0,1.0,5.3,7.5,6.8,51.0,0.0,61.0,8.0,24,,26.0,18.0,,2.0,6.2,,7.6
09X260,Bronx Center for Science and Mathematics,7.8,42.0,56.0,,47.0,53.0,41.0,11.0,16.0,1.0,7.0,41.0,413,2.0,4.0,9.0,5.0,10.0,0.0,19.0,8.1,33.0,8.1,1.0,30.0,,7.0,0.0,8.0,3.0,36.0,7.5,53.0,31.0,54.0,48.0,6.5,51.0,0.0,3.0,2.0,25.0,8.1,,17.0,High School,40.0,19.0,53.0,59.0,55.0,59.0,4.0,18.0,50.0,1.0,0.0,2.0,1.0,0.0,1.0,BRONX,7.8,59,29.0,1.0,3.0,8.3,21.0,0.0,38.0,26.0,0.0,8.0,8.0,28.0,46.0,7.0,30.0,31.0,5.0,3.0,6.6,8.3,7.0,43.0,0.0,64.0,3.0,56,,26.0,16.0,,0.0,6.8,,7.6
12X212,P.S. 212,8.0,57.0,64.0,,36.0,60.0,44.0,5.0,22.0,2.0,3.0,48.0,327,2.0,3.0,5.0,49.0,7.0,11.0,9.0,8.5,30.0,7.9,3.0,23.0,,2.0,0.0,,2.0,,8.1,49.0,51.0,40.0,34.0,7.6,62.0,0.0,2.0,1.0,0.0,8.6,,27.0,Elementary / Middle School,54.0,7.0,53.0,45.0,44.0,47.0,8.0,14.0,35.0,1.0,1.0,2.0,1.0,1.0,1.0,BRONX,7.6,55,53.0,1.0,5.0,8.7,42.0,19.0,35.0,23.0,1.0,8.0,,15.0,26.0,1.0,56.0,50.0,1.0,2.0,6.6,8.7,8.4,38.0,9.0,69.0,2.0,55,,17.0,7.0,,1.0,6.9,,8.3
01M019,P.S. 019 Asher Levy,8.2,59.0,66.0,,60.0,52.0,39.0,11.0,26.0,4.0,17.0,52.0,272,0.0,4.0,15.0,54.0,2.0,10.0,11.0,8.3,32.0,8.3,2.0,32.0,,2.0,1.0,,6.0,,7.9,69.0,39.0,34.0,51.0,6.7,37.0,0.0,1.0,1.0,0.0,7.6,,13.0,Elementary School,40.0,1.0,49.0,42.0,53.0,46.0,3.0,29.0,40.0,6.0,1.0,1.0,5.0,5.0,1.0,MANHATTAN,8.0,69,35.0,0.0,16.0,8.2,44.0,0.0,39.0,37.0,2.0,8.0,,22.0,28.0,4.0,66.0,49.0,2.0,4.0,8.1,8.4,7.5,45.0,14.0,62.0,9.0,33,,26.0,6.0,,1.0,8.0,,8.1
02M414,N.Y.C. Museum School,7.1,26.0,47.0,,65.0,42.0,27.0,13.0,25.0,1.0,17.0,27.0,440,3.0,8.0,10.0,3.0,9.0,0.0,21.0,7.1,44.0,6.4,5.0,38.0,,6.0,6.0,21.0,4.0,14.0,6.6,57.0,15.0,60.0,54.0,4.8,34.0,1.0,6.0,1.0,22.0,7.7,,30.0,High School,28.0,25.0,65.0,62.0,65.0,64.0,4.0,15.0,57.0,1.0,1.0,2.0,2.0,2.0,1.0,MANHATTAN,7.2,85,25.0,4.0,5.0,7.4,11.0,1.0,27.0,31.0,2.0,5.0,13.0,30.0,24.0,4.0,23.0,21.0,5.0,3.0,4.1,8.1,7.3,57.0,0.0,59.0,5.0,39,,36.0,17.0,,4.0,5.5,,7.1
16K385,"School of Business, Finance and Entrepreneurship",7.0,27.0,24.0,,36.0,42.0,27.0,5.0,23.0,4.0,7.0,31.0,229,7.0,2.0,11.0,11.0,7.0,0.0,27.0,7.6,42.0,7.8,4.0,39.0,,5.0,0.0,,2.0,,7.2,55.0,19.0,71.0,57.0,5.9,43.0,0.0,7.0,0.0,0.0,8.2,,17.0,Middle School,33.0,16.0,65.0,59.0,51.0,64.0,5.0,27.0,56.0,2.0,2.0,7.0,0.0,0.0,9.0,BROOKLYN,6.9,58,37.0,0.0,6.0,8.1,20.0,47.0,19.0,39.0,0.0,18.0,,20.0,40.0,2.0,64.0,30.0,2.0,2.0,7.1,7.5,7.7,50.0,0.0,58.0,2.0,21,,44.0,12.0,,0.0,6.7,,7.3
03M191,P.S. 191 Amsterdam,7.8,44.0,90.0,,30.0,47.0,39.0,2.0,6.0,0.0,3.0,39.0,382,0.0,1.0,15.0,27.0,3.0,5.0,3.0,8.2,8.0,7.8,0.0,8.0,,1.0,0.0,,2.0,,8.0,78.0,54.0,55.0,62.0,7.9,33.0,0.0,1.0,1.0,0.0,8.5,,11.0,Elementary / Middle School,35.0,0.0,63.0,58.0,57.0,57.0,0.0,51.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,MANHATTAN,7.3,63,39.0,0.0,20.0,7.8,52.0,20.0,35.0,8.0,1.0,10.0,,10.0,31.0,0.0,75.0,40.0,0.0,1.0,6.4,8.8,7.5,45.0,8.0,89.0,1.0,81,,26.0,12.0,,0.0,6.9,,8.1
12X278,Peace and Diversity Academy,8.6,61.0,78.0,,37.0,58.0,62.0,1.0,4.0,0.0,0.0,58.0,306,0.0,0.0,7.0,40.0,15.0,0.0,1.0,8.8,8.0,7.6,0.0,6.0,,1.0,0.0,1.0,0.0,63.0,8.6,85.0,57.0,38.0,42.0,8.7,55.0,0.0,2.0,0.0,31.0,9.2,,59.0,High School,54.0,1.0,43.0,36.0,38.0,30.0,0.0,33.0,47.0,7.0,0.0,0.0,1.0,0.0,0.0,BRONX,7.8,56,56.0,0.0,1.0,8.5,55.0,0.0,35.0,6.0,0.0,0.0,2.0,4.0,73.0,1.0,79.0,63.0,0.0,0.0,4.6,9.1,8.5,42.0,0.0,83.0,1.0,73,,2.0,2.0,,0.0,6.7,,8.6
20K186,P.S. 186 Dr. Irving A Gladstone,7.5,40.0,78.0,,30.0,47.0,41.0,7.0,18.0,2.0,10.0,35.0,704,1.0,2.0,8.0,57.0,7.0,13.0,6.0,7.8,21.0,7.7,8.0,18.0,,6.0,0.0,,1.0,,7.8,57.0,43.0,55.0,53.0,7.1,38.0,0.0,6.0,1.0,0.0,8.2,,21.0,Elementary School,46.0,2.0,53.0,56.0,49.0,51.0,2.0,25.0,48.0,3.0,0.0,1.0,0.0,0.0,0.0,BROOKLYN,8.0,66,46.0,1.0,9.0,8.0,35.0,0.0,38.0,24.0,1.0,3.0,,28.0,22.0,3.0,76.0,37.0,4.0,3.0,6.0,8.8,8.2,44.0,8.0,73.0,5.0,66,,25.0,14.0,,1.0,6.9,,8.0
