property_id,community_board,fuel_oil_5_6_use_kbtu,green_power_onsite_kwh,hospital_general_medical_12,multifamily_housing_number_2,performing_arts_gross_floor,electricity_use_generated_1,property_gfa_calculated_1,energy_star_score,estimated_data_flag,district_hot_water_use_kbtu,national_median_source_eui,library_gross_floor_area,water_use_intensity_all_water,data_center_it_energy,other_number_of_computers,data_center_it_equipment,occupancy,district_steam_use_kbtu,office_percent_that_can_be_1,census_tract,percent_of_electricity_that,year_built,food_sales_gross_floor_area,hospital_general_medical,site_eui_kbtu_ft,hospital_general_medical_8,hospital_general_medical_14,hospital_general_medical_5,electricity_use_grid_purchase_1,municipally_supplied_potable_2,difference_from_national_3,source_energy_use_kbtu,alert_gross_floor_area_is,percent_of_total_electricity,outdoor_water_use_all_water,egrid_output_emissions_rate,medical_office_weekly,multifamily_housing_total_1,fuel_oil_1_use_kbtu,financial_office_weekly,hospital_general_medical_1,national_median_source_energy,multifamily_housing_government,estimated_values_energy,data_quality_checker_date,hotel_worker_density_number,medical_office_gross_floor,senior_care_community_gross,hospital_general_medical_7,self_storage_facility_gross,pre_school_daycare_gross,convenience_store_with_gas_2,municipally_supplied_potable_1,diesel_2_use_kbtu,kerosene_use_kbtu,hotel_gross_floor_area_ft,parent_property_name,college_university_gross,estimated_data_flag_fuel,electricity_use_grid_purchase,source_eui_kbtu_ft,national_median_site_eui,multifamily_housing_total
5837749,403.0,Not Available,Not Available,Not Available,8,Not Available,Not Available,72135,67,No,Not Available,102.7,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,291.0,0,1927,Not Available,Not Available,69,Not Available,Not Available,Not Available,664913.8,Not Available,Not Available,6613329,Ok,Not Available,Not Available,92.8,Not Available,0.81791,Not Available,Not Available,Not Available,7407165.8,No,No,2017-04-25,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,664913.7,91.7,77.2,59
6128922,406.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100000,Not Available,Not Available,Not Available,127.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,71304.0,Not Available,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,88.7,Not Available,1.2,Not Available,Not Available,Not Available,12793018.8,Not Available,Unable to Check (not enough data),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,59.6,120
6023520,308.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,305.0,0,1900,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,218409.4,Not Available,Not Available,685805.4,Unable to Check (not enough data),Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,218409.4,Not Available,Not Available,Not Available
2790048,101.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2341561,78,No,Not Available,295.7,Not Available,11.94,Not Available,2,Not Available,100,46653560.8,100,31703.0,0,1986,Not Available,Not Available,99,Not Available,Not Available,Not Available,113114453.4,Not Available,Not Available,483328628.2,Ok,Not Available,Not Available,88.7,50,Not Available,Not Available,65,Not Available,692492331.6,Not Available,No,Not Available,Not Available,5000,Not Available,Not Available,Not Available,Not Available,Not Available,27966.5,414000,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,113114454.9,206.4,141.8,Not Available
5977946,410.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,173833,100,No,Not Available,113.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,6201.0,0,1962,Not Available,Not Available,28,Not Available,Not Available,Not Available,1384999,Not Available,Not Available,8005941.8,Ok,Not Available,Not Available,92.8,Not Available,0.86865,Not Available,Not Available,Not Available,19801789.2,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1384999.1,46.1,69.3,151
5972824,112.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,58640,24,No,Not Available,121.5,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,287.0,0,1920,Not Available,Not Available,95.9,Not Available,Not Available,Not Available,1292079.7,Not Available,Not Available,8440417.6,Ok,Not Available,Not Available,92.8,Not Available,1.14256,Not Available,Not Available,Not Available,7125259.2,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1292079.7,143.9,80.9,67
2884765,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81708,1,No,Not Available,119.3,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,,0,1924,Not Available,Not Available,271.3,Not Available,Not Available,Not Available,1706046.1,Not Available,Not Available,26837857,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,9744707.8,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1706046.1,328.5,98.5,98.05
2653211,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,77370,83,No,Not Available,221.9,Not Available,40.69,Not Available,Not Available,Not Available,100,Not Available,100,76.0,0,1915,Not Available,Not Available,66,Not Available,Not Available,Not Available,2786555.5,Not Available,Not Available,11091310.6,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,17165606.9,Not Available,No,2017-07-09,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3147.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,2786555.5,143.4,102.1,Not Available
4754374,108.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,180000,52,No,Not Available,105.3,Not Available,14.06,Not Available,Not Available,Not Available,100,Not Available,Not Available,16001.0,0,1917,Not Available,Not Available,56.3,Not Available,Not Available,Not Available,3778745.6,Not Available,Not Available,18538820.1,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,18961575.9,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2530.7,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,3778747.2,103,57.6,Not Available
2640815,313.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42700,4,No,Not Available,116.6,Not Available,115.58,Not Available,Not Available,Not Available,100,Not Available,Not Available,36001.0,0,1929,Not Available,Not Available,142.2,Not Available,Not Available,Not Available,544857.8,Not Available,Not Available,7512108.2,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,4978098.9,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4935.2,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,544857.9,175.9,94.2,51.24
5791918,104.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102800,65,No,Not Available,116.4,Not Available,4.66,Not Available,Not Available,Not Available,100,Not Available,100,129.0,0,1925,Not Available,Not Available,30.3,Not Available,Not Available,Not Available,3117537.6,Not Available,Not Available,9789068.4,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,11968615.9,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,478.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,3117537.7,95.2,37.1,Not Available
2800984,108.0,Not Available,Not Available,Not Available,103,Not Available,Not Available,1125341,41,No,Not Available,136.6,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,23802.0,0,1986,Not Available,Not Available,62.2,Not Available,Not Available,Not Available,42535698,Not Available,Not Available,162363875.7,Ok,Not Available,Not Available,92.8,Not Available,0.98281,Not Available,Not Available,Not Available,153717615.1,100% Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,42535693.8,144.3,58.9,1106
4128950,105.0,17775000.6,Not Available,Not Available,Not Available,Not Available,Not Available,749000,76,No,Not Available,313.5,Not Available,22.38,Not Available,Not Available,Not Available,100,Not Available,100,54.0,0,1896,Not Available,Not Available,88.2,Not Available,Not Available,Not Available,48235136.9,Not Available,Not Available,169437534.9,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,234774763.9,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16764.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,48235135.1,226.2,122.2,Not Available
2831114,203.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,855844,Not Available,No,Not Available,127.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,133.0,Not Available,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,92.8,Not Available,1.1891,Not Available,Not Available,Not Available,109488284.1,Not Available,No,2017-04-28,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MCKINLEY,Not Available,No,Not Available,Not Available,59.6,1017.69
2666931,109.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,53832,1,No,Not Available,119.3,Not Available,58.25,Not Available,Not Available,Not Available,100,Not Available,Not Available,22301.0,0,1920,Not Available,Not Available,172.7,Not Available,Not Available,Not Available,1084197.8,Not Available,Not Available,12028609.3,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,6420143.8,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3135.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1084197.9,223.4,92.2,64.6
5976231,106.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95092,Not Available,No,Not Available,69.8,Not Available,44.3,Not Available,Not Available,Not Available,100,Not Available,Not Available,50.0,0,1905,Not Available,Not Available,58.2,Not Available,Not Available,Not Available,1868437.8,Not Available,Not Available,9595889.9,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,6641076.1,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4212.3,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1868437.8,100.9,40.3,Not Available
5789026,307.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,581250,100,No,Not Available,164.7,Not Available,Not Available,Not Available,Not Available,Not Available,70,Not Available,100,18.0,0,1917,Not Available,Not Available,26.7,Not Available,Not Available,Not Available,591307.1,Not Available,Not Available,17510687.2,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,95713999.5,Not Available,No,2017-03-21,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,591307.2,30.1,145.8,Not Available
2590314,112.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,62000,92,No,Not Available,119.3,Not Available,54.68,Not Available,Not Available,Not Available,100,Not Available,Not Available,255.0,0,1927,Not Available,Not Available,72.9,Not Available,Not Available,Not Available,142744.1,3390.1,Not Available,5045574.9,Ok,Not Available,3390.1,92.8,Not Available,1.2,Not Available,Not Available,Not Available,7394280.6,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,142744.1,81.4,106.9,74.4
