dbn,q157_how_many_adults_at_this,q78_in_planning_my_last,q173_adults_at_this_school_1,q103_in_planning_my_last,q58_overall_my_professional,q27_i_feel_respected_by_other,q64_the_principal_school_1,q64_the_principal_school,q22_i_would_recommend_this,q128_in_planning_my_last_1,q36_the_principal_school_1,q118_in_planning_my_last,q84_in_planning_my_last,q107_in_planning_my_last_1,q99_in_planning_my_last,q95_in_planning_my_last,q85_in_planning_my_last,q119_in_planning_my_last,q29_i_would_recommend_this,q155_how_many_adults_at_this,q140_discipline_is_applied_1,q108_in_planning_my_last_1,q18_central_doe_employees_1,q144_how_many_students_in_1,q62_the_principal_school_1,q51_at_this_school_curriculum_1,q12_i_am_able_to_apply_my_1,q151_how_many_adults_at_this_1,q91_in_planning_my_last_1,q112_in_planning_my_last,q26_teachers_respect_other_1,q72_how_much_influence_do,q50_at_this_school_teachers_1,q172_adults_at_this_school_1,q19_the_chancellor_is_an_1,q28_teachers_at_this_school_1,q68_the_principal_assistant,q59_overall_my_professional_1,q53_at_this_school_teachers,q5_i_am_able_to_receive_1,q139_how_many_students_in_1,q59_overall_my_professional,q95_in_planning_my_last_1,q87_in_planning_my_last,q54_at_this_school_school,q141_behavioral_supports,q146_how_many_students_in_1,q115_in_planning_my_last_1,q147_how_many_students_in,q96_in_planning_my_last,q92_in_planning_my_last,q66_the_principal_assistant,q113_in_planning_my_last,q32_the_principal_school,q174_adults_at_this_school_1,q111_in_planning_my_last_1,q137_how_many_students_in,q75_the_performance_of_the,q2_how_many_teachers_at_this,q116_in_planning_my_last_1,q156_how_many_adults_at_this_1,q89_in_planning_my_last_1,q153_how_many_adults_at_this,q148_how_many_students_in,q76_the_performance_of_the,q68_the_principal_assistant_1,q120_in_planning_my_last,q167_my_students_are_safe,q137_how_many_students_in_1,q63_the_principal_school,q24_it_s_ok_in_this_school,q122_in_planning_my_last_1,q161_it_s_a_priority_at_this,q5_i_am_able_to_receive,q67_the_principal_assistant,q133_in_planning_my_last_1,q44_this_school_has_well,q82_in_planning_my_last,q30_i_feel_respected_by_the,q94_in_planning_my_last_1,q141_behavioral_supports_1,q19_the_chancellor_is_an,q37_the_principal_school,q41_at_this_school_students,q20_i_trust_the_chancellor_1,q151_how_many_adults_at_this,q133_in_planning_my_last,q174_adults_at_this_school,q144_how_many_students_in,q157_how_many_adults_at_this_1,q113_in_planning_my_last_1,q90_in_planning_my_last_1,q31_the_principal_school,q166_my_students_are_safe_1,q39_in_this_school_the_staff_1,q155_how_many_adults_at_this_1,q37_the_principal_school_1,q35_the_principal_school_1,q55_at_this_school_the,q58_overall_my_professional_1,q163_at_this_program_teachers_1,q168_my_students_are_safe_1,q66_the_principal_assistant_1,q13_i_am_able_to_develop_1,q15_i_am_able_to_distinguish_1,q41_at_this_school_students_1,q16_i_feel_respected_by_the,q176_adults_at_this_school,q156_how_many_adults_at_this,q124_in_planning_my_last_1,q93_in_planning_my_last,q149_how_many_students_in_1,q104_in_planning_my_last,q119_in_planning_my_last_1,q53_at_this_school_teachers_1,q102_in_planning_my_last_1,q145_how_many_students_in,q152_how_many_adults_at_this_1,q160_it_s_a_priority_at_this_1,q71_the_principal_assistant_1,q6_i_am_able_to_use_my_1,q138_how_many_students_in,q49_at_this_school_teachers_1,q83_in_planning_my_last_1,q20_i_trust_the_chancellor,q9_i_am_able_to_affirm_racial,q73_how_much_influence_do,q3_how_many_teachers_at_this_1,q73_how_much_influence_do_1,q35_the_principal_school,q127_in_planning_my_last,q97_in_planning_my_last_1
11X513,1.0,0.0,0.0,,0.8,0.9,0.2,0.8,1.0,0.0,0.1,,,,,,,,0.9,1.0,0.11,,,0.0,0.2,0.0,0.0,0.0,,,0.2,0.9,0.22,0.0,,0.0,0.9,0.2,0.9,0.0,0.22,0.8,,,1.0,0.0,0.22,,0.78,,,0.9,,0.9,0.0,,1.0,0.57,0.75,,0.0,,0.89,0.67,0.5,0.1,,0.0,0.0,0.8,0.9,,0.0,1.0,0.9,0.0,1.0,,0.9,,0.0,,0.9,1.0,,1.0,0.0,1.0,1.0,0.0,,,0.8,0.0,0.0,0.0,0.1,0.2,0.9,0.2,0.0,0.0,0.1,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,,0.1,,0.89,0.0,0.0,0.1,0.0,0.78,0.2,,,1.0,0.9,0.42,0.1,0.8,0.0,
02M500,0.79,0.0,0.0,,0.87,1.0,0.07,0.93,1.0,,0.0,,,,,,,,1.0,0.67,0.21,,,0.21,0.2,0.13,0.0,0.07,,,0.0,0.93,0.13,0.0,,0.0,1.0,0.07,1.0,0.0,0.33,0.93,,,1.0,0.0,0.36,,0.6,,,0.93,,0.93,0.0,,0.87,1.0,0.88,,0.27,,0.8,0.6,1.0,0.0,,0.0,0.13,0.87,1.0,,0.0,1.0,0.8,,0.93,,0.93,,0.0,,0.93,1.0,,0.93,,1.0,0.79,0.21,,,0.86,0.0,0.0,0.33,0.07,0.07,1.0,0.13,0.0,0.0,0.07,0.0,0.0,0.0,,1.0,0.73,,,0.21,,,0.0,,0.93,0.2,0.0,0.13,0.0,0.67,0.13,,,1.0,1.0,0.19,0.0,0.93,,
01M515,0.93,0.0,0.0,0.83,0.88,0.97,0.19,0.81,0.88,0.0,0.12,1.0,1.0,0.17,,,1.0,1.0,0.91,0.79,0.1,0.17,,0.17,0.21,0.17,0.03,0.1,0.0,0.83,0.06,0.94,0.17,0.0,,0.03,0.88,0.09,0.94,0.03,0.3,0.91,,1.0,0.97,0.0,0.34,0.0,0.86,,,0.88,0.83,0.88,0.0,0.17,0.93,0.68,0.85,0.0,0.19,0.0,0.83,0.47,0.55,0.12,1.0,0.0,0.07,0.85,0.88,0.0,0.0,0.97,0.78,0.08,0.91,1.0,0.91,,0.0,,0.91,1.0,,0.9,0.92,1.0,0.83,0.07,0.17,,0.85,0.0,0.0,0.21,0.09,0.09,0.94,0.12,0.0,0.0,0.12,0.0,0.0,0.0,,1.0,0.81,0.0,,0.28,0.83,0.0,0.06,,0.93,0.17,0.0,0.19,0.0,0.67,0.09,0.0,,0.97,0.94,0.12,0.06,0.91,1.0,
02M343,1.0,,0.0,,0.62,1.0,0.05,0.95,1.0,0.0,0.04,,,,,,,,0.96,1.0,0.11,,,0.21,0.14,0.18,0.0,0.0,,,0.0,0.95,0.05,0.0,,0.0,0.91,0.33,1.0,0.0,0.05,0.67,,,1.0,,0.11,,0.9,,,1.0,,0.92,0.0,,0.95,0.7,0.88,,0.0,,1.0,0.81,0.62,0.09,,0.94,0.05,1.0,1.0,,,1.0,0.86,0.0,1.0,,0.96,,,,1.0,1.0,,1.0,1.0,0.0,0.79,0.0,,,0.92,0.06,0.0,0.0,0.0,0.0,1.0,0.38,,0.06,0.0,0.0,0.0,0.0,,0.0,1.0,0.07,,0.05,,,0.0,,1.0,0.0,,0.14,0.0,0.76,0.0,,,1.0,1.0,0.04,0.0,1.0,1.0,
02M442,0.89,0.0,0.0,,0.89,1.0,0.11,0.89,1.0,0.0,0.11,,,,,,,,1.0,1.0,0.0,,,0.22,0.11,0.12,0.11,0.0,,,0.11,1.0,0.12,0.0,,0.0,1.0,0.22,1.0,0.11,0.11,0.78,,,1.0,0.0,0.0,,0.89,,,0.89,,1.0,0.0,,1.0,0.6,1.0,,0.0,,1.0,0.78,0.5,0.0,,1.0,0.0,0.89,1.0,,0.0,0.89,0.89,0.0,1.0,,1.0,,0.0,,0.89,1.0,,1.0,1.0,0.0,0.78,0.11,,,0.89,0.0,0.0,0.0,0.11,0.22,0.89,0.11,0.0,0.0,0.11,0.0,0.33,0.0,,0.0,1.0,0.0,,0.0,,,0.0,,1.0,0.0,0.0,0.22,0.0,1.0,0.25,,,1.0,1.0,0.0,0.0,0.78,1.0,
01M650,1.0,0.0,0.0,,0.89,0.9,0.0,1.0,0.9,,0.0,,,,,,,,0.9,1.0,0.0,,,0.33,0.0,0.33,0.2,0.0,,,0.1,1.0,0.22,0.0,,0.1,1.0,0.0,0.9,0.0,0.44,1.0,,,1.0,0.0,0.44,,0.67,,,0.9,,0.9,0.0,,0.78,0.71,0.8,,0.1,,1.0,0.22,0.5,0.0,,0.0,0.22,1.0,0.8,,0.0,1.0,1.0,,0.9,,1.0,,0.0,,1.0,1.0,,1.0,,1.0,0.67,0.0,,,1.0,0.0,0.1,0.0,0.0,0.0,0.9,0.11,0.0,0.0,0.1,0.0,0.0,0.0,,1.0,0.9,,,0.56,,,0.1,,0.67,0.2,0.0,0.0,0.0,0.44,0.2,,,1.0,1.0,0.2,0.0,1.0,,
15K896,0.91,,0.0,0.0,1.0,0.92,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.82,0.11,0.0,,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.17,0.0,,0.08,0.92,0.17,1.0,0.08,0.09,0.83,0.0,0.0,1.0,,0.33,0.0,0.82,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.82,0.78,1.0,0.0,0.09,0.0,1.0,0.73,0.88,0.08,0.0,1.0,0.18,1.0,1.0,0.0,,0.92,0.83,0.12,1.0,0.0,1.0,0.0,,,1.0,1.0,,1.0,0.88,0.0,0.78,0.09,0.0,0.0,1.0,0.0,0.0,0.18,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.08,0.0,,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.08,0.0,0.64,0.08,0.0,,1.0,1.0,0.08,0.0,1.0,1.0,0.0
09X088,0.83,0.0,0.0,,1.0,1.0,0.0,1.0,0.71,0.4,0.57,,,,,,,,0.57,1.0,0.0,,,0.17,0.5,0.29,0.0,0.17,,,0.0,0.5,0.14,0.0,,0.0,0.67,0.33,1.0,0.43,0.0,0.67,,,0.86,0.0,0.17,,1.0,,,0.83,,0.57,0.0,,1.0,0.8,0.75,,0.0,,0.83,0.5,0.8,0.33,,1.0,0.0,0.67,0.86,,0.0,0.57,0.5,0.6,0.71,,0.57,,0.0,,0.71,1.0,,0.83,0.4,0.0,0.83,0.17,,,0.57,0.4,0.0,0.0,0.29,0.14,0.71,0.0,0.0,0.0,0.17,0.0,0.0,0.0,,0.0,1.0,0.4,,0.33,,,0.0,,1.0,0.0,0.0,0.5,0.0,0.67,0.43,,,1.0,0.5,0.12,0.5,0.86,0.8,
09X568,0.91,0.0,0.0,1.0,0.82,1.0,0.03,0.97,0.97,0.1,0.03,0.89,1.0,0.0,1.0,1.0,1.0,0.67,0.97,0.76,0.05,0.0,,0.38,0.08,0.13,0.16,0.03,0.0,0.91,0.0,0.97,0.11,0.0,,0.0,0.97,0.08,0.9,0.05,0.33,0.92,0.0,1.0,0.9,0.0,0.44,0.0,0.62,1.0,0.86,1.0,1.0,0.97,0.1,0.0,0.85,0.53,0.82,0.11,0.21,0.0,0.79,0.36,0.52,0.03,0.78,0.0,0.15,1.0,0.9,0.0,0.0,0.95,0.9,0.08,0.92,0.86,0.97,0.0,0.0,,0.97,0.92,,0.97,0.92,0.9,0.62,0.09,0.0,0.14,0.95,0.0,0.05,0.24,0.03,0.03,1.0,0.18,0.0,0.0,0.0,0.1,0.08,0.08,,0.94,0.79,0.09,0.86,0.41,1.0,0.33,0.1,0.0,0.87,0.03,0.0,0.15,0.05,0.54,0.03,0.0,,0.95,1.0,0.24,0.0,0.97,0.91,0.0
19K224,0.84,0.8,0.0,1.0,0.95,0.86,0.0,1.0,0.9,0.0,0.1,1.0,,0.0,0.0,0.0,,1.0,0.8,0.84,0.13,0.0,,0.33,0.0,0.05,0.1,0.16,,1.0,0.05,0.76,0.0,0.0,,0.1,0.95,0.0,0.95,0.1,0.37,1.0,0.0,,1.0,,0.53,0.0,0.74,0.0,0.0,1.0,1.0,0.86,0.0,0.0,0.79,0.83,0.86,0.0,0.16,,0.84,0.47,0.75,0.05,1.0,0.86,0.21,0.95,0.86,0.0,,0.9,0.95,0.0,0.95,,0.81,0.0,,,0.85,1.0,,0.84,1.0,0.0,0.67,0.16,0.0,,0.81,0.31,0.0,0.16,0.15,0.14,1.0,0.05,,0.07,0.0,0.1,0.1,0.0,,0.0,0.84,0.0,0.0,0.4,1.0,0.0,0.05,0.0,0.89,0.17,,0.05,0.1,0.53,0.05,,,0.9,0.81,0.15,0.19,0.86,1.0,0.0
19K325,1.0,,0.0,0.0,0.94,0.94,0.06,0.94,0.94,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1.0,0.07,0.0,,0.14,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.81,0.0,0.0,,0.06,0.94,0.0,1.0,0.06,0.2,1.0,0.0,0.0,1.0,,0.21,0.0,1.0,0.0,0.0,0.94,0.0,0.94,0.0,0.0,0.87,0.93,1.0,0.0,0.0,0.0,1.0,0.93,0.93,0.06,0.0,0.93,0.13,0.94,0.94,0.0,,0.94,0.94,0.0,0.94,0.0,0.94,0.0,,,0.94,0.94,,1.0,1.0,0.0,0.86,0.0,0.0,0.0,0.94,0.07,0.0,0.0,0.06,0.06,0.94,0.06,,0.0,0.06,0.0,0.0,0.06,,0.0,1.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,1.0,0.0,,0.06,0.0,0.73,0.0,0.0,,1.0,0.94,0.0,0.06,0.94,1.0,0.0
09X035,0.93,,0.0,,0.79,1.0,0.1,0.9,0.81,0.0,0.03,,,,,,,,0.94,0.74,0.0,,,0.3,0.07,0.16,0.0,0.04,,,0.03,0.86,0.29,0.0,,0.03,0.97,0.17,1.0,0.06,0.21,0.83,,,0.97,,0.56,,0.74,,,0.93,,1.0,0.0,,0.96,0.74,0.84,,0.11,,0.85,0.58,0.71,0.03,,1.0,0.04,0.97,0.94,,0.0,0.94,0.87,0.12,0.97,,0.97,,,,0.97,0.97,,0.96,0.88,0.0,0.7,0.07,,,0.84,0.29,0.0,0.26,0.03,0.06,0.9,0.21,0.0,0.0,0.07,0.0,0.06,0.03,,0.0,0.89,0.08,,0.26,,,0.0,,1.0,0.04,0.0,0.0,0.0,0.57,0.1,,,1.0,0.9,0.22,0.1,0.94,0.93,
13K915,0.79,0.0,0.0,,0.53,0.87,0.13,0.87,0.93,,0.19,,,,,,,,0.87,0.87,0.29,,,0.38,0.13,0.29,0.14,0.13,,,0.27,0.86,0.17,0.0,,0.2,0.86,0.4,0.8,0.19,0.14,0.6,,,0.87,0.0,0.31,,0.79,,,0.87,,0.94,0.0,,0.86,0.56,0.72,,0.2,,0.87,0.64,0.67,0.14,,0.0,0.14,0.93,0.8,,0.0,0.81,0.79,,0.73,,0.88,,0.0,,0.94,1.0,,0.87,,0.0,0.62,0.21,,,0.88,0.0,0.0,0.13,0.06,0.12,0.87,0.47,0.0,0.0,0.13,0.0,0.0,0.0,,0.0,0.8,,,0.38,,,0.2,,0.86,0.13,0.0,0.14,0.0,0.79,0.33,,,1.0,1.0,0.39,0.0,0.88,,
01M020,0.82,0.0,0.0,,0.86,1.0,0.18,0.82,0.83,0.12,0.03,,,,0.0,0.0,,,0.86,0.83,0.08,,,0.31,0.07,0.21,0.0,0.12,,,0.17,0.93,0.23,0.0,,0.03,0.86,0.04,0.93,0.06,0.11,0.96,0.0,,0.93,0.0,0.46,,0.78,0.0,0.0,0.93,,0.9,0.0,,0.78,0.68,0.74,,0.12,,0.92,0.59,0.67,0.14,,1.0,0.22,0.93,0.9,,,0.94,0.82,0.0,0.83,,0.93,0.0,0.0,,0.97,1.0,,0.88,1.0,0.0,0.69,0.18,,,0.86,0.14,0.0,0.17,0.03,0.1,0.93,0.14,,0.0,0.07,0.0,0.0,0.0,,0.0,0.88,0.05,0.0,0.31,,,0.07,0.0,0.81,0.12,,0.07,0.0,0.56,0.14,,,0.97,0.96,0.23,0.04,0.9,1.0,0.0
09X517,0.78,0.0,0.04,1.0,0.93,0.97,0.21,0.79,0.87,0.0,0.0,1.0,1.0,0.0,0.8,0.8,1.0,0.83,0.87,0.67,0.11,0.0,,0.32,0.03,0.07,0.07,0.11,0.0,1.0,0.07,1.0,0.07,0.04,,0.1,0.93,0.14,0.93,0.03,0.48,0.86,0.2,0.83,0.97,0.0,0.54,0.0,0.64,0.8,0.8,0.96,1.0,0.97,0.04,0.0,0.82,0.82,0.77,0.0,0.33,0.0,0.75,0.36,0.88,0.07,0.67,0.0,0.18,1.0,0.93,0.0,0.0,0.97,0.9,0.0,0.83,1.0,1.0,0.2,0.0,,1.0,1.0,,0.89,1.0,0.96,0.68,0.22,0.0,0.0,0.93,0.0,0.0,0.33,0.0,0.03,1.0,0.07,0.0,0.0,0.04,0.03,0.0,0.0,,0.96,0.67,0.0,0.8,0.57,1.0,0.17,0.07,0.2,0.82,0.29,0.0,0.07,0.0,0.46,0.07,0.0,,1.0,1.0,0.23,0.0,0.97,1.0,0.2
09X323,0.85,0.0,0.0,0.8,0.72,0.83,0.24,0.76,0.8,0.0,0.13,0.57,1.0,0.2,0.86,0.86,1.0,0.71,0.83,0.73,0.28,0.1,,0.17,0.28,0.25,0.17,0.12,0.0,0.9,0.17,0.9,0.26,0.0,,0.17,0.83,0.31,0.73,0.21,0.28,0.69,0.14,0.8,0.67,0.0,0.34,0.0,0.79,0.86,1.0,0.69,0.9,0.87,0.0,0.1,0.86,0.56,0.67,0.14,0.27,0.2,0.81,0.59,0.6,0.17,0.86,0.0,0.14,0.9,0.87,0.0,0.0,0.79,0.79,0.17,0.73,1.0,0.87,0.0,0.0,,0.8,0.83,,0.88,0.83,0.0,0.83,0.15,0.1,0.0,0.83,0.0,0.1,0.27,0.2,0.27,0.8,0.28,0.0,0.0,0.31,0.15,0.14,0.17,,0.0,0.73,0.0,0.86,0.34,0.8,0.29,0.27,0.0,0.97,0.12,0.0,0.28,0.1,0.69,0.13,0.0,,0.89,0.9,0.3,0.1,0.73,1.0,0.0
09X543,0.85,0.0,0.0,,0.73,0.88,0.33,0.67,0.69,,0.12,,,,,,,,0.75,0.79,0.21,,,0.29,0.2,0.31,0.14,0.21,,,0.12,0.93,0.21,0.0,,0.12,1.0,0.13,0.81,0.06,0.57,0.87,,,1.0,0.0,0.71,,0.5,,,1.0,,0.75,0.0,,0.57,0.64,0.76,,0.23,,0.64,0.21,0.7,0.0,,0.0,0.43,0.8,0.75,,0.0,0.94,0.87,0.2,0.81,,0.81,,0.0,,0.88,0.94,,0.79,0.8,1.0,0.71,0.15,,,0.67,0.0,0.0,0.21,0.12,0.12,0.94,0.27,0.0,0.0,0.0,0.18,0.06,0.06,,0.92,0.77,,,0.57,,,0.19,,0.64,0.21,0.0,0.07,0.0,0.43,0.19,,,1.0,0.87,0.12,0.13,0.88,,
06M211,0.8,0.0,0.0,0.88,0.67,0.97,0.13,0.87,0.86,0.08,0.1,,0.88,0.38,,,0.88,,0.83,0.73,0.03,0.25,,0.23,0.1,0.3,0.1,0.17,0.12,0.75,0.07,0.9,0.2,0.0,,0.03,0.83,0.3,0.9,0.14,0.52,0.7,,1.0,0.93,0.0,0.53,,0.63,,,0.87,0.75,0.9,0.0,0.12,0.69,0.54,0.67,,0.3,0.0,0.77,0.37,0.52,0.17,,0.0,0.31,0.9,0.97,,0.0,0.86,0.8,0.08,0.9,0.88,0.9,,0.0,,0.97,0.97,,0.83,0.92,1.0,0.77,0.2,0.25,0.0,0.83,0.0,0.07,0.27,0.03,0.13,0.97,0.33,0.0,0.0,0.13,0.1,0.1,0.03,,0.89,0.7,0.17,,0.6,0.88,,0.1,,0.73,0.2,0.0,0.27,0.07,0.41,0.13,0.12,,0.93,0.97,0.43,0.03,0.87,0.92,
14K059,0.96,,0.0,,0.84,1.0,0.0,1.0,0.97,0.05,0.23,,,,,,,,0.97,0.93,0.08,,,0.07,0.0,0.03,0.0,0.03,,,0.0,0.77,0.04,0.0,,0.0,1.0,0.13,1.0,0.03,0.07,0.87,,,1.0,,0.22,,0.76,,,0.97,,0.97,0.0,,0.9,0.89,0.94,,0.03,,0.93,0.76,0.94,0.0,,1.0,0.1,0.97,0.93,,,0.97,0.97,0.0,1.0,,0.87,,,,1.0,1.0,,0.97,1.0,0.0,0.93,0.04,,,0.97,0.1,0.0,0.07,0.0,0.03,0.97,0.16,,0.0,0.03,0.0,0.03,0.0,,0.0,0.97,0.0,,0.15,,,0.0,,0.86,0.0,,0.06,0.0,0.83,0.0,,,1.0,0.81,0.17,0.19,0.97,1.0,
12X286,0.88,0.0,0.0,1.0,0.96,1.0,0.08,0.92,0.92,0.0,0.08,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.92,0.83,0.08,0.0,,0.17,0.04,0.04,0.08,0.12,0.0,1.0,0.04,1.0,0.04,0.0,,0.0,0.96,0.04,0.92,0.0,0.28,0.96,0.0,1.0,0.96,0.0,0.38,0.0,0.72,0.83,0.83,0.92,1.0,1.0,0.0,0.0,0.88,0.77,0.81,0.0,0.08,0.0,0.92,0.68,0.87,0.04,1.0,0.0,0.12,0.96,0.96,0.0,0.0,1.0,0.92,0.0,0.92,1.0,1.0,0.0,0.0,,1.0,1.0,,0.88,1.0,0.0,0.83,0.12,0.0,0.0,0.92,0.0,0.0,0.17,0.0,0.0,0.96,0.04,0.0,0.0,0.08,0.08,0.04,0.0,,0.0,0.92,0.0,1.0,0.29,1.0,0.0,0.08,0.0,0.8,0.12,0.0,0.08,0.04,0.72,0.0,0.0,,0.92,1.0,0.08,0.0,1.0,1.0,0.17
05M030,0.9,1.0,0.0,,0.82,0.91,0.05,0.95,0.86,0.0,0.18,,,,,,,,0.86,0.85,0.0,,,0.13,0.05,0.0,0.0,0.1,,,0.09,0.77,0.05,0.0,,0.09,0.95,0.09,1.0,0.09,0.21,0.91,,,1.0,1.0,0.27,,0.9,,,0.95,,0.91,0.0,,0.89,0.88,0.82,,0.1,,0.8,0.65,0.94,0.05,,1.0,0.11,0.95,0.77,,,0.91,0.86,0.0,1.0,,0.82,,0.0,,0.86,1.0,,0.9,1.0,0.0,0.87,0.1,,,0.82,0.08,0.0,0.15,0.14,0.18,0.91,0.18,,0.0,0.05,0.0,0.0,0.0,,0.0,0.9,0.0,,0.27,,,0.0,,0.9,0.1,,0.14,0.0,0.68,0.05,,,1.0,0.91,0.23,0.09,0.82,1.0,
17K189,0.82,,0.0,1.0,0.79,0.97,0.0,1.0,0.92,0.1,0.05,1.0,0.92,0.0,1.0,1.0,0.85,0.93,0.82,0.78,0.03,0.0,,0.3,0.03,0.06,0.05,0.08,0.08,1.0,0.03,0.53,0.03,0.0,,0.03,0.95,0.18,1.0,0.13,0.22,0.82,0.0,0.92,0.95,,0.33,0.07,0.68,1.0,1.0,0.95,1.0,0.9,0.0,0.0,0.81,0.73,0.78,0.0,0.11,0.08,0.8,0.62,0.72,0.05,1.0,1.0,0.19,0.97,0.87,0.0,0.0,0.87,0.95,0.05,1.0,0.92,0.92,0.0,,,1.0,0.97,,0.92,0.95,0.0,0.7,0.18,0.0,0.15,0.95,0.0,0.0,0.22,0.0,0.15,1.0,0.21,0.0,0.0,0.05,0.05,0.05,0.03,,0.0,0.89,0.14,1.0,0.46,1.0,0.07,0.0,0.0,0.76,0.08,0.0,0.08,0.02,0.76,0.03,0.08,,0.97,0.68,0.23,0.32,0.85,0.95,0.0
KCPN,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
07X179,0.88,,0.0,,0.84,1.0,0.11,0.89,0.95,0.09,0.16,,,,,,,,0.89,0.81,0.06,,,0.29,0.11,0.26,0.0,0.06,,,0.0,0.79,0.16,0.0,,0.0,0.94,0.05,1.0,0.05,0.16,0.95,,,0.95,,0.47,,0.68,,,0.89,,0.89,0.0,,0.74,0.89,0.89,,0.12,,0.94,0.47,0.89,0.06,,1.0,0.26,0.84,0.95,,,0.95,0.95,0.0,0.95,,0.89,,,,0.89,1.0,,0.94,1.0,0.0,0.71,0.12,,,0.89,0.45,0.0,0.19,0.11,0.16,0.84,0.16,,0.0,0.11,0.06,0.0,0.0,,0.0,0.88,0.17,,0.24,,,0.0,,0.84,0.0,,0.11,0.0,0.68,0.0,,,1.0,0.89,0.17,0.11,0.84,1.0,
12X190,0.92,0.0,0.0,1.0,0.93,1.0,0.07,0.93,0.94,,0.0,,,0.0,,,,,0.88,0.92,0.0,0.0,,0.13,0.07,0.08,0.12,0.0,,1.0,0.0,1.0,0.0,0.0,,0.0,0.93,0.13,0.93,0.06,0.27,0.87,,,1.0,0.0,0.33,,0.67,,,0.93,1.0,1.0,0.0,0.0,0.93,1.0,0.94,,0.08,,0.87,0.53,1.0,0.07,,0.0,0.07,0.87,1.0,,0.0,0.94,0.93,,0.93,,1.0,,0.0,,1.0,1.0,,1.0,,0.0,0.87,0.08,0.0,,0.94,0.0,0.0,0.08,0.0,0.06,1.0,0.07,0.0,0.0,0.07,0.13,0.07,0.0,,0.0,0.92,,,0.47,1.0,,0.07,,1.0,0.0,0.0,0.13,0.06,0.8,0.0,,,0.94,1.0,0.12,0.0,0.94,,
10X003,0.85,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,0.95,0.86,0.11,0.2,,0.17,0.05,0.09,0.0,0.05,,1.0,0.05,0.77,0.14,0.0,,0.05,1.0,0.09,1.0,0.0,0.29,0.91,,,1.0,,0.33,,0.86,,,1.0,1.0,1.0,0.0,0.0,0.86,0.8,0.7,,0.15,,0.84,0.62,0.78,0.0,,1.0,0.14,1.0,0.86,,,1.0,1.0,0.0,1.0,,1.0,,,,1.0,1.0,,0.95,1.0,0.0,0.83,0.15,0.0,,1.0,0.33,0.05,0.14,0.0,0.05,0.95,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.85,0.0,,0.11,1.0,,0.0,,0.9,0.15,,0.0,0.0,0.71,0.09,,,1.0,0.91,0.22,0.09,0.95,1.0,
13K003,0.74,,0.0,,0.96,0.83,0.08,0.92,0.88,0.06,0.12,,,,,,,,0.83,0.7,0.11,,,0.37,0.12,0.17,0.0,0.04,,,0.17,0.71,0.13,0.0,,0.17,0.88,0.08,1.0,0.08,0.13,0.92,,,1.0,1.0,0.47,,0.75,,,0.92,,0.88,0.0,,0.83,0.8,0.75,,0.13,,0.78,0.5,0.8,0.12,,1.0,0.17,0.92,0.75,,,0.92,0.88,0.0,0.92,,0.87,,0.0,,0.91,0.96,,0.96,1.0,0.0,0.63,0.26,,,0.83,0.0,0.04,0.3,0.09,0.13,1.0,0.04,,0.0,0.08,0.04,0.04,0.04,,0.0,0.87,0.12,,0.47,,,0.0,,0.88,0.17,,0.12,0.0,0.78,0.09,,,1.0,0.79,0.29,0.21,0.87,0.94,
