dbn,school_name,q80_in_planning_my_last,q79_in_planning_my_last_1,q164_at_this_program_teachers,q24_it_s_ok_in_this_school_1,q162_at_the_beginning_of,q17_central_doe_employees_1,q163_at_this_program_teachers,q132_in_planning_my_last,q109_in_planning_my_last_1,q82_in_planning_my_last_1,q162_at_the_beginning_of_1,q7_i_am_able_to_modify_1,q60_overall_my_professional_1,q159_positive_behavior_1,q123_in_planning_my_last,q13_i_am_able_to_develop,q33_i_trust_the_principal,q47_at_this_school_once_we_1,q98_in_planning_my_last,q134_in_planning_my_last,q96_in_planning_my_last_1,q98_in_planning_my_last_1,q161_it_s_a_priority_at_this_1,q42_this_school_educates,q71_the_principal_assistant,q50_at_this_school_teachers,q99_in_planning_my_last_1,q83_in_planning_my_last,q92_in_planning_my_last_1,q54_at_this_school_school_1,q28_teachers_at_this_school,q74_how_much_influence_do,q159_positive_behavior,q94_in_planning_my_last,q65_the_principal_assistant_1,q160_it_s_a_priority_at_this,q109_in_planning_my_last,q166_my_students_are_safe,q102_in_planning_my_last,q10_i_am_able_to_empower,q148_how_many_students_in_1,q93_in_planning_my_last_1,q67_the_principal_assistant_1,q168_my_students_are_safe,q76_the_performance_of_the_1,q126_in_planning_my_last_1,q152_how_many_adults_at_this,q170_it_s_a_priority_at_this,q25_i_have_conversations_1,q18_central_doe_employees,q39_in_this_school_the_staff,q69_the_principal_assistant,q26_teachers_respect_other,q70_the_principal_school,q52_at_this_school_teachers,q97_in_planning_my_last,q120_in_planning_my_last_1,q74_how_much_influence_do_1,q170_it_s_a_priority_at_this_1,q22_i_would_recommend_this_1,q171_adults_at_this_school,q107_in_planning_my_last,q136_how_many_students_in,q55_at_this_school_the_1,q1_how_many_teachers_at_this_1,q25_i_have_conversations,q142_how_many_students_in,q176_adults_at_this_school_1,q42_this_school_educates_1,q121_in_planning_my_last,q175_adults_at_this_school,q81_in_planning_my_last,q105_in_planning_my_last_1,q149_how_many_students_in,q164_at_this_program_teachers_1,q84_in_planning_my_last_1,q56_at_this_school_school,q51_at_this_school_curriculum,q89_in_planning_my_last,q9_i_am_able_to_affirm_racial_1,q139_how_many_students_in,q143_how_many_students_in_1,q21_i_usually_look_forward_1,q124_in_planning_my_last,q138_how_many_students_in_1,q16_i_feel_respected_by_the_1,q116_in_planning_my_last,q4_how_many_teachers_at_this_1,q150_how_many_adults_at_this_1,q118_in_planning_my_last_1,q153_how_many_adults_at_this_1,q6_i_am_able_to_use_my,q172_adults_at_this_school
18K763,Brooklyn Science And Engineering Academy,0.0,0.0,0.0,0.03,0.0,,0.0,1.0,0.11,0.0,0.0,0.03,0.0,0.0,1.0,0.97,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.94,0.85,0.0,1.0,0.0,0.0,0.89,0.0,1.0,1.0,0.12,0.0,0.0,0.0,0.22,0.0,1.0,0.97,0.03,,1.0,1.0,0.97,1.0,1.0,1.0,0.0,0.15,0.03,0.03,0.0,0.8,0.91,0.0,0.03,0.97,0.94,0.0,0.0,1.0,0.0,1.0,0.0,0.88,0.0,0.0,1.0,1.0,1.0,0.06,0.94,0.09,0.06,1.0,0.03,,1.0,0.12,0.0,0.0,0.03,0.97,0.0
11X121,P.S. 121 Throop,0.83,0.17,,0.09,,,,0.92,,,,0.03,0.19,,,0.97,0.81,0.31,,0.96,,,,0.94,0.81,0.91,,,,0.0,0.97,0.76,,,0.16,,,0.91,,0.97,0.45,,0.16,1.0,0.35,0.04,0.83,1.0,0.03,,1.0,0.81,0.97,0.94,1.0,,,0.24,0.0,0.06,0.0,,0.42,0.03,0.13,0.97,0.81,0.0,0.06,,0.0,,,0.63,,,1.0,0.8,,0.03,0.65,0.32,0.09,0.96,0.55,,,0.03,0.14,,0.17,0.97,0.0
13K133,P.S. 133 William A. Butler,,,,0.09,,,,1.0,,0.0,,0.02,0.04,,,0.98,0.96,0.13,,1.0,,,,1.0,0.93,0.9,,1.0,,0.02,0.93,0.93,,,0.04,,,1.0,,0.98,0.23,,0.07,1.0,0.27,0.0,1.0,1.0,0.07,,0.98,0.98,0.93,0.93,0.98,,,0.07,0.0,0.02,0.0,,0.72,0.02,0.02,0.93,0.91,0.0,0.0,,0.0,1.0,,0.78,,0.0,1.0,0.93,1.0,0.02,0.93,0.2,0.04,1.0,0.14,,,0.02,0.02,,0.02,0.98,0.0
10X033,P.S. 033 Timothy Dwight,0.83,0.17,,0.33,,,,0.97,,,,0.0,0.23,,,0.93,0.73,0.43,,0.97,,,,0.91,0.73,0.85,,,,0.07,0.76,0.7,,,0.22,,,0.42,,0.98,0.43,,0.27,1.0,0.36,0.03,0.85,0.94,0.45,,0.91,0.8,0.73,0.78,0.91,,,0.3,0.06,0.31,0.0,,0.36,0.22,0.24,0.55,0.74,0.0,0.09,,0.0,,,0.59,,,0.93,0.75,,0.02,0.69,0.31,0.22,0.94,0.37,,,0.2,0.2,,0.26,1.0,0.0
02M896,Lower Manhattan Community Middle School,0.0,0.0,0.0,0.1,0.0,,0.0,0.9,0.12,,0.0,0.0,0.2,0.0,1.0,0.97,0.93,0.07,0.8,1.0,0.2,0.2,0.0,1.0,0.83,0.93,0.0,,0.0,0.03,0.97,1.0,0.0,1.0,0.07,0.0,0.88,0.0,1.0,0.97,0.33,0.0,0.1,0.0,0.38,0.11,0.97,1.0,0.03,,0.97,0.9,0.97,0.8,0.97,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.03,0.03,0.97,0.87,0.0,0.0,1.0,0.0,,0.0,0.8,0.0,,1.0,0.96,,0.0,0.63,0.27,0.03,0.9,0.23,,0.86,0.0,0.03,0.29,0.07,0.97,0.0
07X025,P.S. 025 Bilingual School,,,0.8,0.26,0.8,,0.8,0.9,,,0.2,0.02,0.22,0.2,,0.97,0.82,0.29,,0.97,,,0.2,0.87,0.64,0.76,,,,0.08,0.79,0.74,0.8,,0.3,0.8,,0.55,,0.97,0.5,,0.38,0.91,0.16,0.07,0.79,0.9,0.28,,0.97,0.59,0.79,0.65,0.95,,,0.26,0.1,0.15,0.0,,0.49,0.13,0.22,0.72,0.73,0.0,0.13,,0.0,,,0.65,0.2,,0.97,0.7,,0.03,0.81,0.37,0.18,0.9,0.41,,,0.22,0.21,,0.24,1.0,0.0
10X396,P.S. 396,1.0,0.0,1.0,0.15,1.0,,1.0,0.97,,,0.0,0.0,0.08,0.0,,0.98,0.94,0.07,,0.95,,,0.0,0.98,0.87,0.96,,,,0.04,0.94,0.96,1.0,,0.02,1.0,,0.63,,1.0,0.4,,0.11,0.97,0.24,0.03,0.88,0.86,0.06,,0.98,0.94,0.94,0.91,0.85,,,0.04,0.14,0.02,0.0,,0.52,0.04,0.04,0.94,0.9,0.0,0.02,,0.0,,,0.64,0.0,,0.91,0.94,,0.0,0.86,0.4,0.02,0.95,0.37,,,0.07,0.08,,0.13,1.0,0.0
11X481,The Steam Bridge School,,,0.0,0.27,0.0,,0.0,0.92,,,0.0,0.0,0.11,0.0,,0.9,0.91,0.09,,0.85,,,0.0,0.95,0.95,0.9,,,,0.05,0.86,0.91,0.0,,0.05,0.0,,0.89,,1.0,0.3,,0.09,1.0,0.17,0.0,0.95,0.75,0.09,,0.95,1.0,0.86,0.95,0.91,,,0.09,0.25,0.09,0.0,,0.6,0.05,0.16,0.91,0.89,0.0,0.05,,0.0,,,0.75,0.0,,0.91,0.85,,0.0,0.85,0.3,0.1,0.92,0.3,,,0.18,0.05,,0.1,1.0,0.0
11X483,The Matilda Avenue School,0.0,0.0,0.0,0.06,0.0,,0.0,1.0,0.2,,0.0,0.0,0.13,0.0,0.83,0.94,1.0,0.07,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.93,0.0,0.0,0.0,0.0,0.8,0.86,0.0,1.0,0.33,0.0,0.0,1.0,0.18,0.0,0.93,1.0,0.0,,1.0,1.0,1.0,0.93,1.0,0.0,0.0,0.07,0.0,0.0,0.0,0.8,0.67,0.0,0.12,1.0,0.8,0.0,0.0,1.0,0.0,,0.0,0.73,0.0,,1.0,1.0,,0.0,0.86,0.27,0.12,1.0,0.29,,1.0,0.12,0.07,0.0,0.13,1.0,0.0
19K404,Academy For Young Writers,0.0,0.0,0.0,0.2,0.0,,0.0,0.92,0.14,0.0,0.0,0.02,0.18,0.0,1.0,0.89,0.9,0.45,0.9,1.0,0.2,0.1,0.0,0.95,0.72,0.68,0.1,0.8,0.0,0.12,0.85,0.95,0.0,1.0,0.18,0.0,0.86,0.0,1.0,0.93,0.64,0.0,0.28,0.0,0.19,0.09,0.7,1.0,0.1,,0.92,0.74,0.83,0.67,0.9,0.9,0.0,0.05,0.0,0.32,1.0,1.0,0.41,0.12,0.2,0.9,0.64,0.0,0.05,1.0,1.0,1.0,0.0,0.36,0.0,,0.92,0.61,1.0,0.02,0.51,0.56,0.15,1.0,0.54,,1.0,0.23,0.22,0.33,0.22,0.98,1.0
06M346,Community Health Academy Of The Heights,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.02,0.02,0.0,0.89,0.94,0.96,0.02,1.0,1.0,0.11,0.0,0.0,0.94,0.98,0.85,0.0,1.0,0.0,0.0,0.94,0.96,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.94,0.37,0.0,0.08,0.0,0.25,0.05,0.94,1.0,0.02,,0.94,0.98,1.0,0.92,0.98,1.0,0.0,0.04,0.0,0.02,1.0,1.0,0.73,0.0,0.0,0.98,0.86,0.0,0.06,1.0,1.0,1.0,0.0,0.71,0.0,0.0,1.0,0.89,1.0,0.02,0.78,0.24,0.02,0.95,0.31,,0.88,0.04,0.04,0.11,0.08,0.96,1.0
09X063,P.S. 063 Author'S Academy,1.0,0.0,1.0,0.16,1.0,,1.0,0.97,,,0.0,0.04,0.05,0.0,,0.93,0.91,0.12,,0.97,,,0.0,0.95,0.95,0.92,,,,0.02,0.91,0.79,1.0,,0.05,1.0,,0.58,,0.96,0.47,,0.07,0.96,0.24,0.03,0.86,0.96,0.28,,0.93,0.95,0.93,0.93,0.88,,,0.21,0.04,0.11,0.0,,0.53,0.02,0.09,0.72,0.72,0.0,0.05,,0.0,,,0.77,0.0,,0.93,0.97,,0.02,0.84,0.3,0.05,1.0,0.53,,,0.09,0.19,,0.1,0.98,0.0
13K266,M.S. K266 - Park Place Community Middle School,0.0,0.0,0.0,0.14,0.0,,0.0,,0.0,,0.0,0.07,0.21,0.0,,1.0,0.71,0.21,,,,,0.0,1.0,0.64,0.92,,,,0.0,0.86,0.71,0.0,0.0,0.29,0.0,1.0,0.0,,1.0,0.43,0.0,0.36,0.0,0.4,,0.77,0.92,0.14,,1.0,0.71,0.86,0.79,0.93,0.0,,0.29,0.08,0.0,0.0,1.0,0.57,0.14,0.27,0.86,0.79,0.0,0.0,,0.0,,0.0,0.57,0.0,,1.0,0.85,,0.07,0.79,0.14,0.14,,0.36,,,0.4,0.23,,0.23,1.0,0.0
01M696,Bard High School Early College,0.0,0.0,0.0,0.12,0.0,,0.0,0.92,,0.0,0.0,0.06,0.23,0.0,1.0,0.91,0.71,0.32,0.8,1.0,0.4,0.2,0.0,0.88,0.68,0.68,0.4,1.0,0.0,0.09,0.97,0.84,0.0,0.6,0.3,0.0,,0.0,0.8,0.97,0.39,0.0,0.31,0.0,0.4,0.08,0.9,0.0,0.19,,0.78,0.67,0.84,0.57,0.91,0.8,0.2,0.16,0.0,0.06,1.0,1.0,0.78,0.19,0.25,0.81,0.91,0.0,0.12,0.8,1.0,1.0,0.0,0.84,0.0,0.0,0.91,0.72,1.0,0.0,0.72,0.25,0.09,0.92,0.25,,1.0,0.15,0.17,0.0,0.17,1.0,1.0
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",1.0,0.2,,0.07,,,,1.0,0.0,0.0,,0.0,0.01,,1.0,0.99,0.97,0.09,1.0,1.0,0.0,0.0,,1.0,0.99,0.93,0.0,1.0,0.0,0.0,0.93,0.95,,1.0,0.0,,1.0,0.66,1.0,1.0,0.21,0.0,0.04,1.0,0.22,0.0,0.93,0.98,0.14,,0.97,0.97,0.91,0.97,0.99,1.0,0.0,0.05,0.02,0.03,0.0,1.0,0.72,0.0,0.08,0.86,0.93,0.0,0.0,1.0,0.0,1.0,0.0,0.8,,0.0,1.0,0.94,1.0,0.0,0.89,0.15,0.01,0.97,0.2,,1.0,0.08,0.07,0.0,0.1,1.0,0.0
11X068,P.S. 068 Bronx,0.9,0.3,,0.31,,,,0.89,0.18,0.17,,0.07,0.25,,0.93,0.9,0.77,0.33,0.71,0.89,0.43,0.29,,0.93,0.68,0.75,0.29,0.67,0.29,0.04,0.88,0.77,,0.57,0.25,,0.82,0.89,0.71,0.89,0.5,0.43,0.25,0.98,0.38,0.12,0.88,1.0,0.32,,0.98,0.72,0.91,0.75,0.91,0.71,0.07,0.23,0.0,0.21,0.0,0.9,0.4,0.11,0.16,0.68,0.73,0.0,0.07,0.93,0.0,0.67,0.18,0.55,,0.17,0.95,0.76,0.83,0.04,0.75,0.54,0.14,0.78,0.52,,0.87,0.15,0.18,0.0,0.18,0.95,0.0
02M411,Baruch College Campus High School,0.0,0.0,0.0,0.04,0.0,,0.0,1.0,,,0.0,0.0,0.13,0.0,,0.95,0.71,0.3,1.0,1.0,0.4,0.0,0.0,1.0,0.79,0.86,0.0,,0.0,0.04,0.96,0.71,0.0,1.0,0.08,0.0,,0.0,1.0,0.96,0.41,0.0,0.21,0.0,0.5,0.0,0.95,0.0,0.04,,1.0,0.83,0.96,0.62,1.0,0.8,,0.29,0.0,0.08,1.0,,0.76,0.04,0.04,0.96,0.82,0.05,0.0,,0.95,,,0.95,0.0,,1.0,0.77,,0.0,0.71,0.27,0.12,1.0,0.38,,,0.0,0.05,,0.14,0.96,1.0
05M125,P.S. 125 Ralph Bunche,,,,0.18,,,,1.0,,,,0.0,0.19,,,0.94,0.82,0.06,,1.0,,,,0.88,0.94,0.94,,,,0.0,0.94,0.88,,,0.06,,,1.0,,1.0,0.27,,0.12,1.0,0.55,0.0,0.93,1.0,0.18,,1.0,0.94,1.0,0.88,0.94,,,0.12,0.0,0.0,0.0,,0.73,0.06,0.06,0.82,0.93,0.0,0.12,,0.0,,,0.67,,,1.0,0.88,,0.0,1.0,0.2,0.12,1.0,0.13,,,0.06,0.07,,0.14,1.0,0.0
09X454,Science And Technology Academy: A Mott Hall School,0.0,0.0,0.0,0.25,0.0,,0.0,1.0,0.0,,0.0,0.09,0.17,0.0,1.0,0.88,0.84,0.13,,1.0,,,0.0,1.0,0.77,0.9,,,,0.06,1.0,0.87,0.0,,0.17,0.0,1.0,0.0,,0.88,0.17,,0.17,0.0,0.12,0.0,0.93,1.0,0.06,,0.94,0.8,1.0,0.83,0.94,,0.0,0.13,0.0,0.0,0.0,0.89,0.83,0.22,0.03,0.94,1.0,0.0,0.0,1.0,0.0,,0.0,0.89,0.0,,0.94,0.9,,0.13,0.9,0.17,0.09,1.0,0.17,,1.0,0.06,0.03,0.0,0.13,0.94,0.0
03M245,M.S. M245 The Computer School,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.11,0.0,,1.0,1.0,0.11,,,,,0.0,1.0,0.89,0.94,,,,0.0,1.0,1.0,0.0,,0.06,0.0,,0.0,,1.0,0.18,,0.0,0.0,0.4,,0.94,0.94,0.06,,1.0,1.0,1.0,0.89,1.0,,,0.0,0.06,0.0,0.0,,0.94,0.0,0.05,0.94,0.88,0.0,0.0,,0.0,,,0.88,0.0,,1.0,0.94,,0.0,1.0,0.06,0.0,,0.24,,,0.0,0.06,,0.06,1.0,0.0
09X505,"Bronx School For Law, Government And Justice",0.0,0.0,,0.28,,,,1.0,0.11,0.0,,0.04,0.14,,0.8,0.81,0.82,0.36,0.88,1.0,0.25,0.12,,0.87,0.67,0.74,0.12,1.0,0.25,0.09,0.8,0.77,,0.75,0.25,,0.89,0.0,0.88,0.98,0.58,0.25,0.26,0.0,0.17,0.0,0.74,0.83,0.08,,0.82,0.8,0.78,0.73,0.87,0.88,0.2,0.23,0.17,0.16,0.96,1.0,0.47,0.11,0.28,0.92,0.63,0.0,0.13,0.8,0.92,1.0,0.0,0.54,,0.0,0.93,0.67,1.0,0.04,0.47,0.53,0.12,1.0,0.47,,0.7,0.25,0.3,0.4,0.39,0.98,0.96
08X293,Renaissance High School For Musical Theater And The Arts,0.0,0.0,0.0,0.03,0.0,,0.0,1.0,0.0,0.0,0.0,0.03,0.0,0.0,1.0,0.94,0.97,0.06,,1.0,,,0.0,1.0,1.0,0.94,,1.0,,0.03,1.0,0.97,0.0,,0.0,0.0,1.0,0.0,,0.97,0.24,,0.03,0.0,0.35,0.0,0.97,0.0,0.06,,1.0,0.97,1.0,0.91,0.91,,0.0,0.03,0.0,0.06,1.0,1.0,0.76,0.0,0.0,0.94,0.88,0.04,0.0,1.0,1.0,1.0,0.0,0.82,0.0,0.0,0.97,0.93,1.0,0.03,0.88,0.12,0.0,1.0,0.3,,1.0,0.03,0.03,0.0,0.03,0.97,1.0
15K464,Park Slope Collegiate,0.0,0.0,0.0,0.15,0.0,,0.0,1.0,0.0,,0.0,0.03,0.16,0.0,1.0,0.82,0.94,0.12,0.88,1.0,0.12,0.12,0.0,0.97,0.88,0.8,0.12,,0.0,0.03,0.88,0.82,0.0,0.88,0.12,0.0,1.0,0.0,0.88,0.88,0.4,0.12,0.12,0.0,0.58,0.12,0.96,0.83,0.09,,0.97,0.88,0.94,0.84,1.0,0.88,0.0,0.18,0.17,0.06,1.0,1.0,0.6,0.03,0.1,0.91,0.67,0.07,0.03,1.0,1.0,,0.0,0.67,0.0,,0.97,0.8,,0.09,0.63,0.28,0.06,1.0,0.37,,1.0,0.12,0.08,0.0,0.04,0.97,0.93
13K307,P.S. 307 Daniel Hale Williams,,,0.0,0.27,0.0,,0.0,1.0,,,0.0,0.0,0.57,0.0,,1.0,0.4,0.54,,1.0,,,0.0,0.86,0.29,0.86,,,,0.07,0.87,0.64,0.0,,0.5,0.0,,1.0,,1.0,0.62,,0.79,1.0,0.5,0.18,0.91,0.88,0.29,,1.0,0.29,1.0,0.29,1.0,,,0.36,0.12,0.27,0.0,,0.46,0.29,0.14,0.71,1.0,0.0,0.14,,0.0,,,0.77,0.0,,1.0,0.57,,0.0,1.0,0.38,0.27,0.73,0.23,,,0.13,0.18,,0.09,1.0,0.0
09X126,P.S. 126 Dr Marjorie H Dunbar,,,1.0,0.21,0.8,,1.0,1.0,,0.0,0.2,0.02,0.0,0.0,,0.98,0.87,0.03,,0.97,,,0.0,1.0,0.94,0.94,,0.0,,0.0,0.89,0.97,1.0,,0.03,1.0,,0.95,,0.95,0.28,,0.03,1.0,0.0,0.03,0.86,1.0,0.08,,1.0,0.94,0.92,0.94,0.97,,,0.03,0.0,0.16,0.0,,0.61,0.05,0.06,0.92,0.8,0.0,0.0,,0.0,0.0,,0.78,0.0,0.0,0.95,0.97,0.0,0.03,0.72,0.33,0.11,0.97,0.36,,,0.13,0.14,,0.17,0.98,0.0
02M002,P.S. 002 Meyer London,,,,0.0,,,,1.0,,,,0.0,0.08,,,1.0,1.0,0.12,,1.0,,,,1.0,1.0,0.96,,,,0.0,1.0,0.96,,,0.0,,,0.88,,0.96,0.38,,0.0,1.0,0.55,0.05,0.96,1.0,0.04,,1.0,1.0,1.0,1.0,1.0,,,0.04,0.0,0.04,0.0,,0.62,0.0,0.12,0.96,0.83,0.0,0.0,,0.0,,,0.86,,,1.0,1.0,,0.0,0.88,0.25,0.08,0.95,0.33,,,0.0,0.0,,0.0,1.0,0.0
16K081,P.S. 081 Thaddeus Stevens,0.83,0.17,,0.09,,,,0.91,0.0,0.0,,0.0,0.0,,1.0,1.0,0.87,0.04,1.0,0.91,0.0,0.0,,1.0,0.96,0.86,0.0,1.0,0.0,0.0,0.91,0.88,,1.0,0.04,,1.0,0.87,1.0,1.0,0.46,0.0,0.08,1.0,0.05,0.09,0.82,0.93,0.13,,1.0,0.92,0.91,0.88,1.0,1.0,0.0,0.12,0.07,0.04,0.0,1.0,0.7,0.0,0.12,0.87,0.78,0.0,0.0,1.0,0.0,1.0,0.0,0.74,,0.0,1.0,0.95,1.0,0.0,0.92,0.25,0.04,0.91,0.25,,1.0,0.24,0.18,0.0,0.19,1.0,0.0
06M048,P.S. 048 P.O. Michael J. Buczek,,,,0.24,,,,0.86,,,,0.0,0.28,,,0.93,0.68,0.45,,0.91,,,,0.83,0.62,0.7,,,,0.07,0.72,0.79,,,0.34,,,0.8,,0.9,0.52,,0.38,0.94,0.36,0.18,0.75,0.94,0.45,,0.93,0.69,0.83,0.59,1.0,,,0.21,0.06,0.28,0.0,,0.58,0.29,0.14,0.55,0.77,0.0,0.17,,0.0,,,0.74,,,0.89,0.65,,0.04,0.85,0.19,0.14,0.86,0.38,,,0.28,0.09,,0.26,1.0,0.0
08X072,P.S. 072 Dr. William Dorney,,,,0.2,,,,1.0,,,,0.02,0.05,,,1.0,0.84,0.12,,0.97,,,,1.0,0.82,0.97,,,,0.0,0.91,0.82,,,0.1,,,1.0,,1.0,0.3,,0.09,1.0,0.19,0.06,0.95,1.0,0.19,,1.0,0.95,0.88,0.95,0.98,,,0.18,0.0,0.05,0.0,,0.64,0.07,0.02,0.81,0.81,0.0,0.0,,0.0,,,0.76,,,1.0,0.97,,0.02,0.77,0.28,0.09,1.0,0.24,,,0.06,0.07,,0.05,1.0,0.0
03M291,West End Secondary School,0.0,0.0,0.0,0.12,0.0,,0.0,1.0,0.0,0.0,0.0,0.07,0.19,0.0,1.0,0.93,0.72,0.31,1.0,1.0,0.0,0.0,0.0,1.0,0.65,0.73,0.0,1.0,0.0,0.0,0.94,0.78,0.0,1.0,0.22,0.0,1.0,0.0,1.0,0.97,0.32,0.0,0.41,0.0,0.75,,0.97,1.0,0.03,,1.0,0.84,1.0,0.68,1.0,1.0,0.0,0.22,0.0,0.09,0.93,0.86,0.9,0.06,0.0,0.97,0.81,0.11,0.0,1.0,0.93,1.0,0.0,0.8,0.0,0.0,1.0,0.71,1.0,0.03,0.81,0.42,0.23,1.0,0.16,,0.75,0.0,0.06,0.25,0.06,0.97,1.0
06M152,P.S. 152 Dyckman Valley,1.0,0.0,,0.06,,,,1.0,,,,0.0,0.03,,,0.97,0.87,0.06,,0.96,,,,0.97,0.9,0.9,,,,0.0,0.97,0.87,,,0.1,,,1.0,,1.0,0.35,,0.16,1.0,0.28,0.04,0.93,0.96,0.16,,0.97,0.94,0.94,0.81,1.0,,,0.13,0.04,0.0,0.0,,0.68,0.1,0.03,0.84,0.84,0.0,0.03,,0.0,,,0.77,,,1.0,0.9,,0.0,0.84,0.16,0.0,0.92,0.35,,,0.0,0.07,,0.17,0.97,0.0
02M267,"East Side Elementary School, Ps 267",0.0,0.0,0.0,0.24,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,1.0,0.71,0.29,,1.0,,,0.0,1.0,0.76,1.0,,0.0,,0.0,0.82,0.94,0.0,,0.12,0.0,0.0,1.0,,1.0,0.12,,0.24,1.0,0.5,0.0,1.0,0.9,0.06,,1.0,0.82,0.88,0.76,0.94,,0.0,0.06,0.1,0.12,0.0,0.0,0.71,0.12,0.0,0.94,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,1.0,0.94,0.0,0.0,0.94,0.06,0.12,0.92,0.24,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16K335,P.S. 335 Granville T. Woods,,,,0.18,,,,1.0,0.0,,,0.0,0.0,,,0.88,1.0,0.12,,1.0,,,,0.94,1.0,1.0,,,,0.0,0.94,0.88,,,0.0,,1.0,0.89,,1.0,0.5,,0.0,1.0,0.14,0.0,0.88,0.92,0.0,,1.0,1.0,0.94,1.0,1.0,,,0.12,0.08,0.12,0.0,1.0,0.65,0.0,0.12,1.0,0.62,0.0,0.06,,0.0,,0.0,0.43,,,1.0,1.0,,0.0,0.76,0.31,0.0,0.91,0.29,,,0.12,0.12,,0.19,1.0,0.0
17K181,P.S. 181 Brooklyn,,,,0.07,,,,0.88,,,,0.07,0.2,,,1.0,0.8,0.27,,0.89,,,,0.94,0.73,0.64,,,,0.19,0.93,0.69,,,0.27,,,0.8,,0.94,0.62,,0.14,1.0,0.22,0.14,0.69,0.82,0.47,,0.94,0.73,0.87,0.8,0.93,,,0.31,0.18,0.12,0.0,,0.4,0.13,0.23,0.53,0.62,0.0,0.06,,0.0,,,0.46,,,0.88,0.71,,0.0,0.73,0.62,0.12,0.75,0.6,,,0.19,0.31,,0.38,1.0,0.0
02M255,M.S. 255 Salk School Of Science,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.95,1.0,0.0,1.0,,,0.0,0.0,1.0,1.0,0.94,0.0,1.0,0.0,0.0,1.0,0.95,0.0,1.0,0.0,0.0,1.0,0.0,,0.86,0.19,0.0,0.0,0.0,0.22,,1.0,0.95,0.05,,1.0,0.95,1.0,0.95,1.0,,0.0,0.05,0.05,0.0,0.0,1.0,0.9,0.0,0.0,0.95,0.9,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.94,1.0,0.09,0.95,0.19,0.0,,0.1,,0.83,0.0,0.0,0.0,0.05,1.0,0.0
17K340,I.S. 340,0.0,0.0,0.0,0.17,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,0.67,0.2,,,,,0.0,1.0,1.0,0.83,,,,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,,1.0,0.6,,0.2,0.0,,,0.8,1.0,0.2,,1.0,1.0,0.8,0.67,1.0,,,0.0,0.0,0.4,0.0,,0.4,0.0,0.29,0.8,0.6,0.0,0.0,,0.0,,,0.6,0.0,,1.0,0.6,,0.0,0.5,0.33,0.4,,0.4,,,0.17,0.17,,0.2,1.0,0.0
06M103,Dos Puentes Elementary School,,,,0.0,,,,1.0,,,,0.0,0.06,,,0.93,1.0,0.16,,0.96,,,,1.0,0.93,0.96,,,,0.0,1.0,1.0,,,0.03,,,0.77,,1.0,0.2,,0.0,1.0,0.37,0.04,0.97,1.0,0.0,,1.0,0.97,1.0,0.93,1.0,,,0.0,0.0,0.0,0.0,,0.7,0.0,0.0,1.0,0.9,0.0,0.0,,0.0,,,0.81,,,1.0,0.96,,0.0,0.87,0.1,0.0,0.96,0.27,,,0.0,0.0,,0.03,1.0,0.0
11X078,P.S. 078 Anne Hutchinson,0.78,0.0,,0.09,,,,0.97,,,,0.02,0.13,,,0.95,0.89,0.15,,0.91,,,,0.93,0.91,0.88,,,,0.04,0.91,0.8,,,0.04,,,1.0,,0.98,0.33,,0.15,1.0,0.14,0.0,0.95,0.97,0.06,,0.98,0.96,0.98,0.96,0.96,,,0.2,0.03,0.17,0.0,,0.65,0.04,0.02,0.94,0.86,0.0,0.07,,0.0,,,0.53,,,0.98,0.93,,0.02,0.74,0.33,0.11,0.94,0.37,,,0.04,0.07,,0.07,0.98,0.0
KCEB,Brooklyn Chinese American Association,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0
