building_id_espm,facility_name,warehouse_unrefrigerated,current_total_site_energy,energy_star_application_status,bbl10,warehouse_unrefrigerated_2,facility_type,hospital_laundry_facility,hotel_quantity_of_laundry,retail_percent_cooled,multifamily_home_primary,national_median_site_eui,city,emissions_factor_kg_co2e,retail_workers_density,current_source_energy,current_energy_period_ending,senior_care_facility_percent,current_rating_1_100,other_workers_on_main_shift,retail_open_closed_refrig,total_indoor_and_outdoor,borough,release_date,data_center_it_energy,current_indirect_ghg_emissions,district_steam_use_kbtu,hotel_gross_floor_area_sq,chilled_water_absorption,electricity_use_kwh,k_12_school_gross_floor_area,natural_gas_use_kbtu,supermarkets_grocery_number,temporary_data_flag_diesel,office_workers_density,outdoor_water_use_kgal,multifamily_home_laundry,retail_number_of_open_or,current_site_energy_intensity,hospital_laboratory_y_1_n,current_site_ups_output_energy,supermarkets_grocery_walk,multifamily_home_percent,current_source_it_energy,indoor_water_use_per_sq_ft,supermarkets_grocery_workers,multifamily_home_total_number,latitude,hotel_onsite_laundry_short
2383900,35 East 10,,4544740.4,No Status Available,1005620040,,Multifamily Housing,,,100.0,Fuel Oil (No. 2),,New York,,0.89,87.8,2011-12-31T00:00:00.000,,0,,0.0,2055.4,MANHATTAN,2012-05-16T10:57:04.000,,159.76,,,,498707.0,,98855.43,,,,,8.0,0.0,46.6,,,,80.0,,21.08,,94.0,40.732319,
2947262,DEPM 1290 - 114 Greene St,,3818581.1,No Status Available,1004997502,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,187.8,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-30T08:06:30.000,,224.19,,,,699851.4,,529200.0,,,,,0.0,0.0,76.0,,,,0.0,,,,15.0,40.724623,
2774784,174 Forsythe,,3801159.8,No Status Available,1004210044,,Multifamily Housing,,,,,,New York,,,143.0,2011-12-31T00:00:00.000,,0,,,,,2012-05-02T07:22:48.000,,100.69,,,,314320.0,,2728700.0,,,,,2.0,,84.4,,,,100.0,,,,80.0,,
3115599,666 Broadway,,6850710.3,No Status Available,1005297501,,Office,,,,,95.3,New York,,,194.3,2012-01-31T00:00:00.000,,78,,,,MANHATTAN,2012-05-01T08:58:53.000,,441.19,,,,1377224.6,,2151620.0,,,2.29,,,,74.2,,,,,,,,,40.727065,
2831174,RUTGERS,,80179052.4,No Status Available,1002550001,,Multifamily Housing,,,,,,MANHATTAN,,,182.6,2012-03-31T00:00:00.000,,0,,,,,2012-06-27T16:15:48.000,,1655.83,,,,5168923.5,,62542685.29,,,,,0.0,,117.7,,,,0.0,,,,1558.0,,
2637905,165 Duane St.,,4877520.0,No Status Available,1001430001,,Multifamily Housing,,,,Natural Gas,,New York,,,130.9,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T17:22:39.000,,207.06,,,,646371.3,,2672101.25,,,1.28,,0.0,,62.8,,,,100.0,,,,75.0,40.717283,
2730997,497 Greenw,,5174057.5,No Status Available,1005947504,,Multifamily Housing,,,,Natural Gas,,New York,,,181.0,2011-12-31T00:00:00.000,,0,,,2225.4,MANHATTAN,2012-07-31T11:11:05.000,,233.76,,,,729713.1,,2684276.25,,,2.3,,0.0,,84.2,,,,100.0,,36.2,,24.0,40.725352,
2647982,200 Varick Associates,,,No Status Available,1005200001,,Office,,,80.0,,129.5,New York,,1.65,,2011-11-30T00:00:00.000,,74,,0.4,,MANHATTAN,2012-04-23T14:37:50.000,,,,,,,,,,,3.61,,,16.0,,,,,,,,,,40.728347,
2560615,TRIBECA PO,,40222665.5,No Status Available,1000160210,,Multifamily Housing,,,,,,NEW YORK,,,177.6,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-03-28T15:12:16.000,,883.87,,,,2759129.8,,27790018.18,,,,,40.0,,112.4,,,5.13,,,,5.13,,40.71793,
2636842,210 11th A,,7694659.9,No Status Available,1006960065,,Office,,,,,68.0,New York,,,123.2,2011-12-31T00:00:00.000,,0,106.0,,1042.4,MANHATTAN,2012-04-30T07:46:05.000,,257.52,,,,803871.0,,6151.61,,,2.14,,,,66.9,,,,,,9.07,,,40.74986,
2731067,130 Water,,7653864.0,No Status Available,1000397501,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,New York,,,119.9,2012-02-29T00:00:00.000,,0,2.0,,10.6,MANHATTAN,2012-07-31T11:11:05.000,,160.3,,,,500407.3,,,,,,,16.0,,78.4,,,,100.0,,0.11,,128.0,40.705522,
2831236,VLADECK,,,No Status Available,1002600001,,Multifamily Housing,,,,,,MANHATTAN,,,,2011-09-30T00:00:00.000,,0,,,,MANHATTAN,2012-06-27T16:15:48.000,,,,,,,,,,,,,0.0,,,,,,0.0,,,,2431.0,40.711397,
2637859,Confucius Plaza,,68958213.8,No Status Available,1002899001,,Multifamily Housing,,,,Natural Gas,,New York,,,132.2,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T17:22:39.000,,3636.29,,,,11351200.0,,30227919.39,,,,,38.0,,56.6,,,,100.0,,,,1437.0,40.714138,
2481084,NY3-222 222 Broadway,,94308617.8,No Status Available,1000890012,,Bank/Financial Institution,,,100.0,,149.7,New York,,0.93,371.0,2011-12-31T00:00:00.000,,63,9.0,1.67,18204.0,MANHATTAN,2012-04-28T19:35:42.000,IT Energy is not currently metered at this facility - Apply estimates.,8495.5,21635741.78,,,21187709.2,,277439.39,,No,,,,17.0,130.6,,,,,,25.2,,,40.711313,
3095325,86 Greenwi,,,No Status Available,1000510013,,Office,,,,,124.5,New York,184.11,,,2012-01-31T00:00:00.000,,1,,,,MANHATTAN,2012-04-17T17:42:52.000,,,,,,,,,,,0.01,,,,,,,,,,,,,40.707676,
3197938,42 Trinity,,5075704.8,No Status Available,1000190013,,Retail,,,100.0,,64.8,New York,,0.48,234.4,2011-12-31T00:00:00.000,,31,,0.0,,MANHATTAN,2012-06-18T11:21:04.000,,378.31,,,,1180951.0,,1046300.0,,,,,,0.0,81.7,,,,,,,,,40.707437,
2658799,166 Duane St,,8077066.7,No Status Available,1001417504,,Multifamily Housing,,,,Natural Gas,,New York,,,126.5,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-29T12:11:18.000,,297.4,,,,928365.3,,4909484.38,,,2.4,,0.0,,65.0,,,,100.0,,,,89.0,40.717036,
2649463,CBRE- 100,,43884393.4,No Status Available,1000680036,,Office,,,,,131.4,New York,,,382.7,2011-12-31T00:00:00.000,,70,7.0,,,MANHATTAN,2012-05-01T10:26:13.000,IT Energy is not currently metered at this facility - Apply estimates.,4120.2,,,,12861780.0,,,,,5.27,,,,114.6,,,,,,,,,40.708497,
2667624,"Wells 60 Broad Street, LLC",,94944783.8,No Status Available,1000240001,,Office,,,,,126.6,NY,,,228.2,2012-02-29T00:00:00.000,,83,,,5772.4,MANHATTAN,2012-04-30T14:33:54.000,IT Energy is not currently metered at this facility - Apply estimates.,8398.22,34537644.0,,,17704320.0,,,,,2.59,,,,89.0,,,,,,5.41,,,40.705351,
2682419,RY - 50 Ba,,8376286.5,No Status Available,1000160015,,Multifamily Housing,,,,Natural Gas,,New York,,,85.7,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T08:06:30.000,,421.09,,,,1314505.5,,3891193.55,,,,,36.0,,37.7,,,,0.0,,,,297.0,40.706284,
2710853,395 Broadway,,8027342.0,No Status Available,1001937501,,Multifamily Housing,,,80.0,,,New York,,1.0,131.1,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-26T23:18:01.000,,217.81,,,,679930.8,,90854.0,,,4.59,,7.0,0.0,77.8,,,,90.0,,,,117.0,40.71845,
2815576,Cabrini,,8556072.0,No Status Available,1004000031,,Senior Care Facility,,,,,152.2,New York,,,188.4,2011-12-31T00:00:00.000,100.0,94,,,,MANHATTAN,2012-05-14T10:36:12.000,,314.26,,,,981000.0,,5208900.0,,,,,,,96.9,,,,,,,,,40.724416,
2730967,Heywood,,6880640.2,No Status Available,1007237501,,Multifamily Housing,,,,Natural Gas,,New York,,,158.2,2011-12-31T00:00:00.000,,0,,,2242.7,,2012-07-31T11:11:05.000,,325.72,,,,1016781.8,,3411380.65,,,,,0.0,,71.8,,,,100.0,,23.4,,60.0,,
2430719,Trinity- 1,,4784630.1,No Status Available,1005790070,,Office,,,,,91.2,New York,,,148.2,2011-12-31T00:00:00.000,,85,,,,MANHATTAN,2012-03-26T16:39:01.000,,426.21,1540456.43,,,950812.9,,,,,3.78,,,,55.8,,,,,,,,,40.725789,
2492880,29 Broadway,,97011010.4,Application - Label Sent (24-JAN-12),1000200001,,Office,,,,,181.7,New York,,,478.0,2011-12-31T00:00:00.000,,7,,,,MANHATTAN,2012-04-30T13:45:00.000,,7832.79,85377696.03,,,3409529.4,,,,,2.17,,,,326.2,,,,,,,,,40.70601,
2614608,Western Un,,327779882.4,No Status Available,1001440040,,Data Center,,,,,,New York,,,984.7,2012-01-31T00:00:00.000,,0,,,,MANHATTAN,2012-03-27T09:06:34.000,IT Energy is not currently metered at this facility - Apply estimates.,29297.09,,,,91455034.1,,7883.52,,,0.0,,,,305.0,,,,,,,,,40.717876,
2791044,495 Broadw,,10054785.0,No Status Available,1004840024,,Office,,,10.0,,68.0,New York,,0.88,265.1,2011-12-31T00:00:00.000,,0,51.0,1.63,,MANHATTAN,2012-05-01T09:31:11.000,,525.25,,,,1639642.4,,3796240.0,,,1.95,,,13.0,114.3,,,,,,,,,40.722117,
2779662,NYEEI North Bldg,,49155608.7,No Status Available,1004550005,,Hospital (General Medical and Surgical),1.0,,,,302.2,New York,,,612.3,2012-03-31T00:00:00.000,,23,,,,MANHATTAN,2012-05-01T15:26:01.000,,2581.64,16985535.87,,,3872796.7,,18956090.32,,,,,,,356.0,1.0,,,,,,,,40.732131,
2975816,340 West S,470577.0,34520779.9,No Status Available,1005960001,50.0,Warehouse (Unrefrigerated),,,,,45.5,New York,,,165.8,2011-12-31T00:00:00.000,,18,,,2550.7,MANHATTAN,2012-07-31T11:11:05.000,,2906.44,16490888.36,,,5008627.5,,940454.64,,,,,,,73.4,,,,,,5.42,,,40.728877,
2796427,129 Lafaye,,4428757.5,No Status Available,1002087501,,Multifamily Housing,,,,Natural Gas,,New York,,,132.7,2012-01-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T08:58:53.000,,220.57,,,,688539.7,,2079460.0,,,,,0.0,,58.6,,,,100.0,,,,58.0,40.718897,
2680672,Thor - 536,,5891948.5,No Status Available,1004970004,,Office,,,100.0,,110.5,New York,,1.0,141.5,2011-12-31T00:00:00.000,,87,,0.0,,MANHATTAN,2012-04-30T08:06:30.000,,277.61,,,,866593.5,,,,,2.3,,,0.0,64.9,,,,,,,,,40.723341,
3020336,25 Broad St,,25686773.8,No Status Available,1000250019,,Multifamily Housing,,,100.0,,,New York,,1.0,149.3,2011-12-31T00:00:00.000,,0,,0.05,,MANHATTAN,2012-04-28T17:02:05.000,,2003.55,12499138.26,,,3173917.8,,2358228.0,,,,,0.0,1.0,71.4,,,,100.0,,,,340.0,40.706114,
2688400,MMS418 - S,,14834643.2,No Status Available,1005790030,,Self-Storage,,,,,10.0,New York,,,137.7,2011-12-31T00:00:00.000,,0,4.0,,899.6,MANHATTAN,2012-05-01T07:57:49.000,,874.85,,,,2730953.7,,5516629.25,,,2.3,,,,55.4,,,,,,3.36,,,40.725698,
