property_id,property_name,address_1,hospital_general_medical_1,leed_us_project_id,multifamily_housing_number_5,egrid_output_emissions_rate,personal_services_health,indoor_water_intensity_all,bar_nightclub_gross_floor,alert_meter_has_less_than,hospital_general_medical_10,hospital_general_medical_7,vocational_school_gross_floor,national_median_site_energy,hospital_general_medical_2,residence_hall_dormitory,source_eui_kbtu_ft,bank_branch_gross_floor_area,restaurant_worker_density,national_median_energy_star,enclosed_mall_gross_floor,convenience_store_without,multifamily_housing_number,green_power_onsite_kwh,county,indirect_ghg_emissions_metric,self_storage_facility_gross,data_center_cooling_equipment,estimated_values_water,convenience_store_with_gas,green_power_offsite_kwh,difference_from_national_1,manufacturing_industrial,parking_open_parking_lot,financial_office_number_of,other_gross_floor_area_ft,medical_office_percent_that_1,data_center_it_site_energy,district_steam_use_kbtu,percent_of_recs_retained,other_weekly_operating_hours,direct_ghg_emissions_metric,office_computer_density_number,weather_normalized_site_energy,senior_care_community_gross,hotel_gross_floor_area_ft,latitude,primary_property_type_self,hospital_general_medical,fuel_oil_2_use_kbtu,national_median_reference,multifamily_housing_gross,estimated_values_energy,office_weekly_operating_hours,veterinary_office_gross_floor,release_date,medical_office_percent_that,weather_normalized_source,hospital_general_medical_4,estimated_data_flag_fuel,indoor_water_use_all_water,refrigerated_warehouse_gross,national_median_site_eui,kerosene_use_kbtu
2813828,1777 Management Co.,1777 Ocean Pkwy,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,8112871.6,Not Available,Not Available,92.6,Not Available,Not Available,50,Not Available,Not Available,90,Not Available,Not Available,88.1,Not Available,Not Available,No,Not Available,0,-27.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,255.5,Not Available,5984031.9,Not Available,Not Available,40.605256,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,88063,No,Not Available,Not Available,2016-03-10T14:04:46.000,Not Available,93.5,Not Available,Not Available,Not Available,Not Available,89.6,Not Available
2800325,2160 Clinton Avenue - 32424,2160 Clinton Avenue,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,10201522.3,Not Available,Not Available,118.7,Not Available,Not Available,50,Not Available,Not Available,160,Not Available,Not Available,138.5,Not Available,Not Available,No,Not Available,0,-12,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,388.1,Not Available,8998033.5,Not Available,Not Available,40.849317,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,108790,No,Not Available,Not Available,2016-03-08T12:40:15.000,Not Available,118.6,Not Available,Not Available,Not Available,Not Available,93.8,Not Available
2774271,Walton Avenue Properties Inc,1055 Walton Ave,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,4411098.6,Not Available,Not Available,204.5,Not Available,Not Available,50,Not Available,Not Available,53,Not Available,Not Available,115.3,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,67.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,433.5,Not Available,7345618.5,Not Available,Not Available,40.831564,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,51200,No,Not Available,Not Available,2016-03-23T11:16:06.000,Not Available,202.4,Not Available,Not Available,Not Available,Not Available,86.2,Not Available
3883081,Greater Refuge Temple Church,2081 Adam Clayton Powell,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,1067005.2,Not Available,Not Available,468.7,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,56.3,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,208.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,139,Not Available,3333216.9,Not Available,Not Available,,Worship Facility,Not Available,Not Available,CBECS - Religious Worship,Not Available,Yes,Not Available,Not Available,2016-03-11T14:11:51.000,Not Available,472.6,Not Available,Not Available,Not Available,Not Available,102.5,Not Available
4040244,Grouper LLC,30-60 29th Street,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,5794078.5,Not Available,Not Available,124.2,Not Available,Not Available,50,Not Available,Not Available,84,Not Available,Not Available,67,Not Available,Not Available,No,Not Available,0,-14.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,219.5,Not Available,4887400,Not Available,Not Available,40.766266,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,55375,No,Not Available,Not Available,2016-03-30T16:19:16.000,Not Available,121.5,Not Available,Not Available,Not Available,Not Available,104.6,Not Available
4410715,33 West 19th Street - 41708,33 West 19th Street,Not Available,Not Available,Not Available,82.9,Not Available,2.46,Not Available,Ok,Not Available,Not Available,Not Available,3363153.4,Not Available,Not Available,201364.2,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,271196,Not Available,Not Available,No,Not Available,0,97179.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87.5,1.56863,3271666659,Not Available,Not Available,40.739609,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,75,Not Available,2016-03-14T10:23:16.000,Not Available,201364.3,Not Available,Not Available,125.3,Not Available,65.9,Not Available
2722593,3333 Henry Hudson Parkway,3333 Henry Hudson Parkway,Not Available,Not Available,0.77511,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,32831471.3,Not Available,Not Available,98.4,Not Available,Not Available,50,Not Available,Not Available,878,Not Available,Not Available,1232.1,Not Available,Not Available,No,Not Available,0,-28.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,458.9,Not Available,23149252.2,Not Available,Not Available,40.885555,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,566372,No,Not Available,Not Available,2016-03-18T17:27:17.000,Not Available,96.5,Not Available,Not Available,Not Available,Not Available,58,Not Available
2563226,Eger Harbor House,110 Meisner Ave,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,6545468.5,Not Available,Not Available,186.5,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Richmond,160.8,Not Available,Not Available,No,Not Available,0,-12.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,200.1,Not Available,5806315.2,53856,Not Available,40.579999,Senior Care Community,Not Available,Not Available,CBECS - Nursing,Not Available,No,Not Available,Not Available,2016-03-30T09:20:23.000,Not Available,187.2,Not Available,Not Available,Not Available,Not Available,121.5,Not Available
4415004,Bronx Parking - 951 River Avenue,951 River Avenue,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19.4,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,137.1,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,1666061.1,Not Available,Not Available,40.830482,Parking,Not Available,Not Available,,Not Available,No,Not Available,Not Available,2016-02-22T11:41:19.000,Not Available,19.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4839413,45 West 45th Street,45 West 45th Street,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,12619933.3,Not Available,Not Available,175.6,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,381.9,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-27,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,337,2.00002,9076902.4,Not Available,Not Available,40.756048,Office,Not Available,4361765.9,CBECS - Office & Bank/Financial,Not Available,Yes,65,Not Available,2016-03-01T12:47:00.000,Not Available,173.4,Not Available,No,Not Available,Not Available,115.9,Not Available
4442385,Second Hsg Bldg #2,161-51 / 161-55 HVA Jr. Ave,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,4173284.1,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available,Not Available,142,Not Available,Not Available,0,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,51.1,Not Available,Not Available,Not Available,Not Available,,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,70000,No,Not Available,Not Available,2016-03-09T09:47:09.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59.6,Not Available
2944604,Yeshiva Imrei Chaim Viznitz,1824 53rd St.,Not Available,Not Available,Not Available,82.9,Not Available,33.3,Not Available,Ok,Not Available,Not Available,Not Available,6705247.9,Not Available,Not Available,110.2,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Kings,149.7,Not Available,Not Available,No,Not Available,0,-37.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,125.7,Not Available,4180311.9,Not Available,Not Available,40.625584,K-12 School,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,No,Not Available,Not Available,2016-03-25T16:36:35.000,Not Available,108.8,Not Available,Not Available,2464.6,Not Available,90.6,Not Available
2804844,Skyline Developer - 75 West Street,75 West Street,Not Available,Not Available,0.82245,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,14929237.5,Not Available,Not Available,144.6,Not Available,Not Available,50,Not Available,Not Available,250,Not Available,Not Available,704.9,Not Available,Not Available,Yes,Not Available,0,17.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,482.1,Not Available,17674396.7,Not Available,Not Available,40.70921,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,250471,No,Not Available,Not Available,2016-04-01T10:40:40.000,Not Available,145,Not Available,Not Available,Not Available,Not Available,59.6,Not Available
3249291,Jewish Community Center in Manhattan,334 Amsterdam Ave.,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,4450021.7,Not Available,Not Available,356.1,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,New York,886.6,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,409.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,639.4,Not Available,Not Available,Not Available,Not Available,40.781014,Social/Meeting Hall,Not Available,99689.8,CBECS - Social/Meeting,Not Available,No,Not Available,Not Available,2016-03-17T14:23:35.000,Not Available,Not Available,Not Available,No,Not Available,Not Available,34.3,Not Available
2708775,Liberty Equities,182-20 Liberty Avenue,Not Available,Not Available,Not Available,82.9,Not Available,1.48,Not Available,Ok,Not Available,Not Available,Not Available,24642866.6,Not Available,Not Available,62.2,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Queens,92.3,Not Available,Not Available,No,Not Available,0,-69.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,342.4,1.90184,Not Available,Not Available,Not Available,40.705486,Refrigerated Warehouse,Not Available,Not Available,CBECS - Refrigerated Warehouse,Not Available,No,55,Not Available,2016-03-30T15:30:03.000,Not Available,Not Available,Not Available,Not Available,244.8,148700,149.4,Not Available
2560626,47-05 CENTER LLC,47-05 CENTER BOULEVARD,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,44835017,Not Available,Not Available,199.6,Not Available,Not Available,50,Not Available,Not Available,652.4,Not Available,Not Available,1680.6,Not Available,Not Available,No,Not Available,0,24.4,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1979.9,Not Available,55704423.2,Not Available,Not Available,40.745961,Multifamily Housing,Not Available,4471502.4,Fannie Mae Industry Survey - Multifamily,466000,No,Not Available,Not Available,2016-03-30T16:47:42.000,Not Available,198,Not Available,No,Not Available,Not Available,88.8,Not Available
4175563,3131Q-CY New York Manhattan-Herald Squar,71 W 35th St,Not Available,Not Available,Not Available,82.9,Not Available,2151000,Not Available,Ok,Not Available,Not Available,Not Available,70.7,Not Available,Not Available,24246130,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,800.3,Not Available,Not Available,No,Not Available,0,14959910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4627251.6,Not Available,Not Available,0.6,Not Available,10584144,Not Available,1,40.750074,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,No,Not Available,Not Available,2016-03-31T12:28:26.000,Not Available,24246130,Not Available,Not Available,2151,Not Available,70.7,Not Available
2960548,"330 East 46th Street Associates, LLC",330 East 46 St.,Not Available,Not Available,1.49417,82.9,Not Available,58.68,Not Available,Ok,Not Available,Not Available,Not Available,12433078.5,Not Available,Not Available,170.9,Not Available,Not Available,50,Not Available,Not Available,56,Not Available,Not Available,257.3,Not Available,Not Available,No,Not Available,0,33.6,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,717.2,7.14286,16518503.6,Not Available,Not Available,40.752011,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,137200,No,40,Not Available,2016-03-22T08:52:36.000,Not Available,168.9,Not Available,Not Available,8215.6,Not Available,88.8,Not Available
