novdescription,certifieddate,novid,latitude,nta,highhousenumber,bin,councildistrict,class,ordernumber,lot,originalcertifybydate,boro,currentstatusid,registrationid,novtype,streetcode
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL, SOUTH WALL, EAST WALL, WEST WALL IN THE 1st PRIVATE HALLWAY FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",,4769479.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,C,617,516,2014-03-04T00:00:00.000,BRONX,19,204975,Original,76850
"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING KEY OPERATED DOUBLE CYLINDER LOCK AT ENTRANCE DOOR. IN THE ENTRANCE LOCATED AT APT NA, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",,4764013.0,40.736016,West Village,57,1010939.0,3.0,C,526,61,2014-02-05T00:00:00.000,MANHATTAN,19,130911,Original,21740
"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; MISSING LOCATED AT APT 5C, 5th STORY, APARTMENT AT NORTH",2024-10-11T00:00:00.000,9363272.0,40.597921,Bath Beach,2076,3329129.0,47.0,C,790,1,2024-10-13T00:00:00.000,BROOKLYN,9,357019,Reissued,71300
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) WEST WALL IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 23, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2015-01-26T00:00:00.000,4967141.0,40.800036,Harlem (South),48,1054984.0,9.0,C,617,24,2015-01-17T00:00:00.000,MANHATTAN,19,108543,Original,31190
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL BELL & RETURN BUZZER LOCATED AT APT 6H, 6th STORY, 2nd APARTMENT FROM EAST AT SOUTH",,4810330.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,B,501,516,2014-05-19T00:00:00.000,BRONX,19,204975,Original,76850
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL AND WITHIN EAST WALL CABINET IN THE KITCHEN LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",,4731126.0,40.862634,University Heights (North)-Fordham,2567,2016320.0,15.0,B,508,46,2014-01-14T00:00:00.000,BRONX,19,200072,Original,23920
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILES IN THE 2nd BATHROOM FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2014-03-19T00:00:00.000,4769477.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,B,502,516,2014-03-20T00:00:00.000,BRONX,9,204975,Original,76850
"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 5I, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''112'', 1st FROM NORTH AT EAST",2014-01-07T00:00:00.000,4728439.0,40.820051,Harlem (North),118,1060148.0,9.0,C,790,45,2013-12-24T00:00:00.000,MANHATTAN,19,116546,Original,36650
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT EAST WALL, CEILING AND SOUTH WALL IN THE 4th BATHROOM FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2014-03-19T00:00:00.000,4769477.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,B,550,516,2014-03-20T00:00:00.000,BRONX,9,204975,Original,76850
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT D1, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST",2015-02-03T00:00:00.000,4833710.0,40.600581,Bensonhurst,8684,3167050.0,47.0,A,508,1,2014-08-24T00:00:00.000,BROOKLYN,22,327532,Original,17330
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE ,BROKEN CERAMIC TILE WALLS IN THE BATHROOM LOCATED AT APT 3C, 3rd STORY, APARTMENT AT WEST",2014-07-22T00:00:00.000,4853932.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,B,502,516,2014-07-28T00:00:00.000,BRONX,9,204975,Original,76850
"§ 27-2024 ADMIN. CODE: PROVIDE ADEQUATE SUPPLY OF HOT WATER FOR THE FIXTURES IN THE BATHROOM AT WASH BASIN LOCATED AT APT 2, 2nd STORY, APARTMENT AT SOUTH",,5460182.0,40.682651,Ozone Park,103-38,4189652.0,32.0,C,877,19,2016-07-10T00:00:00.000,QUEENS,19,0,Original,19090
"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING STEM VALVE HANDLE AT RADIATOR IN THE 2nd ROOM FROM EAST LOCATED AT APT E, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",,4776554.0,40.868116,Bedford Park,2721,2092513.0,14.0,B,506,43,2014-03-31T00:00:00.000,BRONX,19,211765,Original,52120
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT NORTH WALL IN THE KITCHEN LOCATED AT APT 1D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",,5013619.0,40.846921,Mount Hope,1812,2009359.0,15.0,B,550,59,2015-03-30T00:00:00.000,BRONX,19,205445,Original,20020
"HMC ADM CODE: § 27-2018.4 ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT LOCATED AT APT 1FL, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",,4712871.0,40.894112,Wakefield-Woodlawn,633,2068047.0,11.0,B,870,37,2013-12-11T00:00:00.000,BRONX,19,714558,Original,28620
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE CLOSET DOORS IN THE ENTIRE APARTMENT LOCATED AT APT C16A, 16th STORY, 3rd APARTMENT FROM WEST AT NORTH",2014-06-18T00:00:00.000,4848629.0,40.818858,Manhattanville-West Harlem,3333C,1085767.0,7.0,B,501,9005,2014-07-18T00:00:00.000,MANHATTAN,9,143318,Original,13610
"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE ELECTRICAL OUTLET AT THE WEST WALL IN THE KITCHEN LOCATED AT APT C19E, 19th STORY",2014-06-17T00:00:00.000,4845028.0,40.818858,Manhattanville-West Harlem,3333C,1085767.0,7.0,B,509,9005,2014-07-11T00:00:00.000,MANHATTAN,9,143318,Original,13610
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT C18C, 18th STORY, 1st APARTMENT FROM SOUTH AT WEST",2014-06-16T00:00:00.000,4848627.0,40.818858,Manhattanville-West Harlem,3333C,1085767.0,7.0,B,702,9005,2014-07-18T00:00:00.000,MANHATTAN,19,143318,Original,13610
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE PRIVATE HALLWAY LOCATED AT APT D27B, 27th STORY, 2nd APARTMENT FROM SOUTH AT WEST",,4858516.0,40.819549,Manhattanville-West Harlem,3333D,1085768.0,7.0,A,502,9005,2014-10-03T00:00:00.000,MANHATTAN,19,139245,Original,13610
"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT APARTMENT ENTRANCE LOCATED AT APT 17, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",2018-05-30T00:00:00.000,6075339.0,40.856947,Belmont,4585,2011211.0,15.0,B,530,63,2018-06-15T00:00:00.000,BRONX,9,201834,Original,56820
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AND MILDEW AT NORTH WALL IN THE KITCHEN LOCATED AT APT 5RW, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",,4849525.0,40.807474,Mott Haven-Port Morris,513,2000055.0,8.0,B,550,2,2014-07-21T00:00:00.000,BRONX,22,208329,Original,25800
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT NORTH WALL IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",,5009011.0,40.888178,Eastchester-Edenwald-Baychester,3817,2066434.0,12.0,B,550,42,2015-03-27T00:00:00.000,BRONX,19,711201,Original,25320
"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE NORTH WALL IN THE KITCHEN LOCATED AT APT 1D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",,5013618.0,40.846921,Mount Hope,1812,2009359.0,15.0,A,556,59,2015-05-29T00:00:00.000,BRONX,19,205445,Original,20020
"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE FOYER LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",,4736177.0,40.888092,Williamsbridge-Olinville,678,2063003.0,12.0,B,1502,81,2014-01-23T00:00:00.000,BRONX,22,205673,Original,28380
"§ 27-2005 ADM CODE REFIT LOWER SASH AT THE EAST 1 WINDOW IN THE 4th ROOM FROM EAST LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",2014-01-21T00:00:00.000,4759306.0,40.653693,Flatbush,59,3116213.0,40.0,A,529,92,2014-05-03T00:00:00.000,BROOKLYN,9,307814,Original,55330
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st CLOSET FROM WEST AT NORTH WALL DOOR FRAME, 1st CLOSET FROM EAST AT SOUTH WALL DOOR FRAME IN THE 3rd PRIVATE HALLWAY FROM NORTH LOCATED AT APT 4J, 3rd STORY, 7th APARTMENT FROM WEST AT NORTH",,4867212.0,40.829864,Hamilton Heights-Sugar Hill,722,1062442.0,7.0,C,617,17,2014-08-03T00:00:00.000,MANHATTAN,19,111978,Original,29690
"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",,4709450.0,40.806718,Mott Haven-Port Morris,685,2003821.0,8.0,B,583,76,2013-12-05T00:00:00.000,BRONX,19,202322,Original,25860
"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT 2L, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2014-05-14T00:00:00.000,4821313.0,40.69941,Bedford-Stuyvesant (East),308,3042834.0,36.0,B,1502,21,2014-06-05T00:00:00.000,BROOKLYN,9,313619,Original,38830
"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE 1st RISER FROM EAST AT SOUTH WALL IN THE KITCHEN LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2014-03-18T00:00:00.000,4773254.0,40.846921,Mount Hope,1812,2009359.0,15.0,A,554,59,2014-05-24T00:00:00.000,BRONX,9,205445,Original,20020
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING & SOUTH WALL IN THE BATHROOM LOCATED AT APT 5F, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",2013-11-22T00:00:00.000,4710238.0,40.843442,Mount Eden-Claremont (West),1663,2007390.0,15.0,A,508,15,2014-02-04T00:00:00.000,BRONX,9,200990,Original,29720
"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE KITCHEN LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",,4743642.0,40.744328,Woodside,41-28,4431346.0,26.0,C,507,6,2013-12-30T00:00:00.000,QUEENS,19,400786,Original,11590
"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 5; WG TO REPLACE = 0; WG TO REPAIR = 0; LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",,4861438.0,40.744328,Woodside,41-28,4431346.0,26.0,C,790,6,2014-07-23T00:00:00.000,QUEENS,9,400786,Original,11590
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE KITCHEN LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",,5019236.0,40.843061,Mount Eden-Claremont (West),1654,2007333.0,15.0,B,502,5,2015-04-07T00:00:00.000,BRONX,19,207422,Original,51620
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE CEILING LIGHT FIXTURE IN THE BATHROOM LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2014-09-15T00:00:00.000,4804684.0,40.844393,Washington Heights (South),277,1063422.0,10.0,B,501,204,2014-05-09T00:00:00.000,MANHATTAN,19,103373,Original,21190
"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT , BASEBOARD AT NORTH WALL, 1st CLOSET FROM EAST AT SOUTH WALL DOOR FRAME, 1st CLOSET FROM EAST AT SOUTH WALL DOOR IN THE FOYER LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",,4736469.0,40.663067,East New York-New Lots,575,3085038.0,42.0,A,556,51,2014-03-24T00:00:00.000,BROOKLYN,19,335352,Original,76430
"§ 27-2005 ADM CODE REFIT LOWER SASH FIRE ESCAPE WINDOW. IN THE 2nd ROOM FROM EAST LOCATED AT APT E, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",,4776553.0,40.868116,Bedford Park,2721,2092513.0,14.0,A,529,43,2014-05-30T00:00:00.000,BRONX,19,211765,Original,52120
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE SHEETROCK AT WEST WALL IN THE KITCHEN LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",,4781031.0,40.663067,East New York-New Lots,575,3085038.0,42.0,B,502,51,2014-04-04T00:00:00.000,BROOKLYN,19,335352,Original,76430
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... THE CEILING AND SOUTH WALL IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 4B, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",,5084047.0,40.844507,West Farms,983,2013277.0,15.0,B,550,33,2015-05-18T00:00:00.000,BRONX,19,211598,Original,27090
"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). , MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 2nd STORY, 3rd APARTMENT FROM SOUTH AT WEST",2014-10-20T00:00:00.000,4843684.0,40.867674,University Heights (North)-Fordham,2545,2015160.0,14.0,B,1503,145,2014-07-10T00:00:00.000,BRONX,19,221519,Original,63820
"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY",,4791387.0,40.682145,Springfield Gardens (North)-Rochdale Village,174-48,4270193.0,27.0,B,868,104,2014-04-21T00:00:00.000,QUEENS,2,925717,Original,21620
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING IN THE BATHROOM LOCATED AT APT 4H, 4th STORY, 4th APARTMENT FROM NORTH AT EAST",,7045862.0,40.643844,East Flatbush-Erasmus,250,3119189.0,40.0,C,616,23,2021-01-26T00:00:00.000,BROOKLYN,19,373686,Original,36130
"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING CYLINDER LOCK AT THE BEDROOM DOOR THAT PROVIDES ACCESS TO THE FIRE ESCAPE WINDOW. IN THE 2nd ROOM FROM EAST LOCATED AT APT 4K, 4th STORY",2014-01-27T00:00:00.000,4736893.0,40.86908,Bedford Park,2965,2016732.0,11.0,B,526,1,2014-01-24T00:00:00.000,BRONX,19,202505,Original,49420
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE STOVE TOP BURNERS IN THE KITCHEN LOCATED AT APT D30D, 30th STORY",2014-06-17T00:00:00.000,4850664.0,40.819549,Manhattanville-West Harlem,3333D,1085768.0,7.0,B,501,9005,2014-07-22T00:00:00.000,MANHATTAN,9,139245,Original,13610
"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING IN THE BATHROOM LOCATED AT APT A2A, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",2014-06-09T00:00:00.000,4844162.0,40.818858,Manhattanville-West Harlem,3333A,1085412.0,7.0,B,583,9005,2014-07-10T00:00:00.000,MANHATTAN,9,143316,Original,13610
"§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS BATHTUB IN THE BATHROOM LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",,4741329.0,40.868116,Bedford Park,2721,2092513.0,14.0,B,579,43,2014-01-31T00:00:00.000,BRONX,19,211765,Original,52120
"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT D33B, 33rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH",,4734914.0,40.819549,Manhattanville-West Harlem,3333D,1085768.0,7.0,B,568,9005,2014-01-21T00:00:00.000,MANHATTAN,19,139245,Original,13610
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT WEST WALL IN THE BATHROOM LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION AT NORTH",,4733360.0,40.843061,Mount Eden-Claremont (West),1654,2007333.0,15.0,A,502,5,2014-03-21T00:00:00.000,BRONX,19,207422,Original,51620
§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE 1ST TO 9TH CERAMIC TILES TREADS AT FRONT AT STOOP,2015-01-27T00:00:00.000,4963967.0,40.627801,Tompkinsville-Stapleton-Clifton-Fox Hills,101,5013685.0,49.0,B,502,70,2015-01-27T00:00:00.000,STATEN ISLAND,19,0,Original,56450
"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 32, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",,4780791.0,40.829536,Concourse-Concourse Village,1076,2002229.0,16.0,B,583,54,2014-04-04T00:00:00.000,BRONX,19,210186,Original,32820
"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF HOT WATER EXCEESD 130 DEGREES IN THE BATHROOM AND IN THE KITCHEN LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",,4769184.0,40.844393,Washington Heights (South),277,1063422.0,10.0,C,510,204,2014-02-12T00:00:00.000,MANHATTAN,19,103373,Original,21190
"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING ELECTRICAL OUTLET COVER AT NORTH WALL IN THE KITCHEN LOCATED AT APT 1F, 1st STORY, APARTMENT AT WEST",,4870763.0,,,22 FRONT,,,B,506,15,2014-08-26T00:00:00.000,BROOKLYN,19,306067,Original,80930
"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3R, 3rd STORY, APARTMENT AT SOUTH",2016-07-21T00:00:00.000,5453347.0,40.885264,Williamsbridge-Olinville,740,2121261.0,12.0,B,569,71,2016-08-04T00:00:00.000,BRONX,19,223847,Original,28290
"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 7C, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",,4708416.0,40.852331,Belmont,2238,2012089.0,15.0,A,583,47,2014-02-02T00:00:00.000,BRONX,19,209331,Original,7520
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND NORTH WALL IN THE PRIVATE HALLWAY LOCATED AT APT 4C, 4th STORY, 4th APARTMENT FROM WEST AT NORTH",2013-12-20T00:00:00.000,4722637.0,40.854559,Mount Hope,2165,2013717.0,15.0,B,508,64,2013-12-31T00:00:00.000,BRONX,9,204418,Original,62720
"§ 27-2013 ADM CODE REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT CEILING AND WALLS 1 STY EAST APT 1F PRIVATE HALL ER1 0021423. , SECTION",,1378858.0,,,22 FRONT,,,C,555,15,1991-02-27T00:00:00.000,BROOKLYN,19,306067,Original,80930
"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM .. AT PUBLIC HALL, 1st STORY",2014-03-14T00:00:00.000,4758963.0,40.800036,Harlem (South),48,1054984.0,9.0,C,671,24,2014-01-27T00:00:00.000,MANHATTAN,19,108543,Original,31190
"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,,40.634639,Borough Park,533,3391958.0,39.0,I,780,7503,,BROOKLYN,9,381934,,31330
"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",,4945279.0,40.888178,Eastchester-Edenwald-Baychester,3817,2066434.0,12.0,B,1503,42,2014-12-24T00:00:00.000,BRONX,19,711201,Original,25320
"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERABLE LOCATED AT APT 25K, 25th STORY, 2nd APARTMENT FROM SOUTH AT WEST",2015-04-13T00:00:00.000,5096011.0,40.593572,Far Rockaway-Bayswater,120,4436179.0,31.0,B,1503,1,2015-06-01T00:00:00.000,QUEENS,9,421091,Original,30190
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AT APARTMENT ENTRANCE DOOR LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-01-10T00:00:00.000,4740718.0,40.673239,Brownsville,251,3083403.0,37.0,C,501,7,2013-12-25T00:00:00.000,BROOKLYN,22,302630,Original,82230
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING , EAST WALL AND SOUTH WALL IN THE KITCHEN LOCATED AT APT 3A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",,4708424.0,40.853353,Belmont,2350,2012868.0,15.0,A,508,26,2014-02-02T00:00:00.000,BRONX,19,208142,Original,12020
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE FOYER LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",,4769184.0,40.844393,Washington Heights (South),277,1063422.0,10.0,C,502,204,2014-02-12T00:00:00.000,MANHATTAN,19,103373,Original,21190
"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE COUNTER BALANCE AT LOWER WINDOW SASH OF NORTH WINDOW AT EAST WALL IN THE 2nd ROOM FROM EAST LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",2014-04-11T00:00:00.000,4811551.0,40.862634,University Heights (North)-Fordham,2567,2016320.0,15.0,B,505,46,2014-05-21T00:00:00.000,BRONX,9,200072,Original,23920
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PARQUET WOOD FLOOR IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION AT NORTH",,4733361.0,40.843061,Mount Eden-Claremont (West),1654,2007333.0,15.0,B,502,5,2014-01-20T00:00:00.000,BRONX,19,207422,Original,51620
"§ 27-2018 ADM CODE ABATE THE NUISANCE CONSISTING OF VERMIN WATERBUGS IN THE ENTIRE APARTMENT LOCATED AT APT 12R, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST",,4721219.0,40.829536,Concourse-Concourse Village,1076,2002229.0,16.0,B,566,54,2013-12-27T00:00:00.000,BRONX,19,210186,Original,32820
