brooklyn_cooperatives_comparable_properties_boro_block_lot,brooklyn_cooperatives_comparable_properties_address,latitude,longitude,bin,comparable_rental_1_building_classification,comparable_rental_2_est_gross_income,comparable_rental_1_neighborhood,comparable_rental_1_boro_block_lot,brooklyn_cooperatives_comparable_properties_market_value_per_sqft,brooklyn_cooperatives_comparable_properties_year_built,census_tract,comparable_rental_2_boro_block_lot,comparable_rental_1_full_market_value,comparable_rental_1_est_gross_income,comparable_rental_1_address
3-01171-0019,"{'latitude': '40.673100442771', 'longitude': '-73.971175192491', 'human_address': '{""address"": ""60 PLAZA ST"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.674332,-73.968802,3029333.0,D1-ELEVATOR,2536474.0,PROSPECT HEIGHTS,3-01164-0064,43.0,1940,207.0,3-00236-0015,4870000,1439718,"{'latitude': '40.676161347247', 'longitude': '-73.970667605291', 'human_address': '{""address"": ""215 STERLING PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05861-0003,"{'latitude': '40.638102134698', 'longitude': '-74.030926717675', 'human_address': '{""address"": ""6817 COLONIAL ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.637873,-74.031044,3145053.0,C1-WALK-UP,194948.0,OCEAN PARKWAY-NORTH,3-05396-0048,68.0,1930,30.0,3-06565-0044,869000,256870,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""209 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01612-0064,"{'latitude': '40.691731205848', 'longitude': '-73.928981751366', 'human_address': '{""address"": ""479 VAN BUREN STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.691661,-73.929394,3043671.0,C1-WALK-UP,259202.0,BEDFORD STUYVESANT,3-01588-0036,34.2,1931,387.0,3-01852-0025,521000,154158,"{'latitude': '40.695836180776', 'longitude': '-73.937655526116', 'human_address': '{""address"": ""58 LEWIS AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01173-0048,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""786 WASHINGTON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.674338,-73.963106,3029400.0,C1-WALK-UP,160881.0,CROWN HEIGHTS,3-01162-0011,85.0,1910,207.0,3-01162-0010,672000,162270,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""633 GRAND AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05162-0046,"{'latitude': '40.64098846809', 'longitude': '-73.960486844855', 'human_address': '{""address"": ""1901 DORCHESTER ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.641029,-73.960339,3118804.0,D1-ELEVATOR,676934.0,CYPRESS HILLS,3-03908-0010,39.7,1956,514.0,3-00220-0016,1200000,566967,"{'latitude': '40.683699338276', 'longitude': '-73.885701200834', 'human_address': '{""address"": ""2 ELTON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-08782-0007,"{'latitude': '40.586580947985', 'longitude': '-73.945658232594', 'human_address': '{""address"": ""2330 VOORHIES AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.586616,-73.945624,3247146.0,D1-ELEVATOR,1679311.0,CONEY ISLAND,3-07011-0011,53.0,1962,600.0,3-07179-0058,3430000,1620077,"{'latitude': '40.575693988233', 'longitude': '-73.99435949186', 'human_address': '{""address"": ""2828 28 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06888-0006,"{'latitude': '40.595909433594', 'longitude': '-73.996405288616', 'human_address': '{""address"": ""8835 23 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.595849,-73.996514,3186506.0,D1-ELEVATOR,,OCEAN PARKWAY-NORTH,3-05389-0067,49.7,1927,304.0,,1710000,547909,"{'latitude': '40.667612575809', 'longitude': '-73.975981311235', 'human_address': '{""address"": ""623 5 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00982-0062,"{'latitude': '40.671867822406', 'longitude': '-73.983049832828', 'human_address': '{""address"": ""333 4 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D7-ELEVATOR,963988.0,BAY RIDGE,3-06114-0006,67.0,1931,,3-01177-0007,3480000,930354,"{'latitude': '40.617672303917', 'longitude': '-74.032842558123', 'human_address': '{""address"": ""310 94 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05279-0019,"{'latitude': '40.700552331514', 'longitude': '-73.984999766479', 'human_address': '{""address"": ""180 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.661354,-73.96968,3000000.0,C1-WALK-UP,356364.0,FLATBUSH-CENTRAL,3-05240-0001,39.9,1961,177.0,3-05240-0110,1320000,555076,"{'latitude': '40.632988900952', 'longitude': '-73.95786963222', 'human_address': '{""address"": ""1204 OCEAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06532-0057,"{'latitude': '40.619824306682', 'longitude': '-73.969318961198', 'human_address': '{""address"": ""1185 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.619807,-73.969631,3171359.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,27.3,1940,452.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05979-0046,"{'latitude': '40.627806841642', 'longitude': '-74.026343650148', 'human_address': '{""address"": ""7914 4 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.62774,-74.026349,3150871.0,D1-ELEVATOR,908920.0,BAY RIDGE,3-06047-0031,67.0,1923,64.0,3-06107-0029,4510000,1206404,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""8708 RIDGE BOULEVARD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05597-0061,"{'latitude': '40.64039368674', 'longitude': '-73.991900383152', 'human_address': '{""address"": ""1157 43 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.640413,-73.991958,3135868.0,C7-WALK-UP,157756.0,BOROUGH PARK,3-05670-0047,27.1,1926,224.0,3-05024-0063,1520000,406134,"{'latitude': '40.631225672155', 'longitude': '-73.993284116546', 'human_address': '{""address"": ""1379 54 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00476-0001,"{'latitude': '40.675205960404', 'longitude': '-73.999300480627', 'human_address': '{""address"": ""515 COURT STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.675294,-73.999293,3008139.0,C1-WALK-UP,372600.0,DOWNTOWN-FULTON MALL,3-00172-0064,54.0,1930,77.0,3-00197-0055,1080000,290159,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""375 STATE STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06937-0048,"{'latitude': '40.581338573306', 'longitude': '-73.985731991852', 'human_address': '{""address"": ""2740 CROPSEY AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.587446,-73.989184,3321111.0,D7-ELEVATOR,2750003.0,CONEY ISLAND,3-07046-0001,34.5,1962,314.0,3-01811-0019,12600000,3740286,"{'latitude': '40.574808038395', 'longitude': '-74.000984819778', 'human_address': '{""address"": ""3528 MERMAID AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05048-0034,"{'latitude': '40.656512535781', 'longitude': '-73.959296267733', 'human_address': '{""address"": ""80 WINTHROP STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.656638,-73.957547,3115812.0,C7-WALK-UP,157756.0,BOROUGH PARK,3-05670-0047,34.3,1927,79601.0,3-05024-0063,1520000,406134,"{'latitude': '40.631225672155', 'longitude': '-73.993284116546', 'human_address': '{""address"": ""1379 54 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01089-0063,"{'latitude': '40.666046429019', 'longitude': '-73.977995284374', 'human_address': '{""address"": ""527 8 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,160447.0,COBBLE HILL,3-00306-0026,73.0,1920,,3-00385-0029,892000,215279,"{'latitude': '40.687009219186', 'longitude': '-73.99595669028', 'human_address': '{""address"": ""290 CLINTON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07253-0001,"{'latitude': '40.581204722363', 'longitude': '-73.967724227278', 'human_address': '{""address"": ""2830 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.581135,-73.967434,3320735.0,D1-ELEVATOR,1679311.0,BATH BEACH,3-06489-0001,35.5,1962,35601.0,3-07179-0058,17400000,5576956,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1483 SHORE PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06016-0006,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""8301 RIDGE BOULEVARD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.626226,-74.032865,3152378.0,D1-ELEVATOR,908920.0,BAY RIDGE,3-06047-0031,68.0,1963,62.0,3-06107-0029,4510000,1206404,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""8708 RIDGE BOULEVARD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06122-0001,"{'latitude': '40.616440544319', 'longitude': '-74.03386850711', 'human_address': '{""address"": ""302 96 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,1620077.0,OCEAN PARKWAY-SOUTH,3-07179-0058,52.0,1951,,3-07011-0011,5680000,1679311,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""2375 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07397-0001,"{'latitude': '40.593682878678', 'longitude': '-73.958611389969', 'human_address': '{""address"": ""1075 SHEEPSHEAD BAY ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.593544,-73.958545,3201740.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,28.2,1963,584.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06783-0010,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""2020 KINGS HIGHWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.610845,-73.952984,3182551.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,32.4,1935,550.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05328-0032,"{'latitude': '40.64626160159', 'longitude': '-73.974969268405', 'human_address': '{""address"": ""160 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.64638,-73.974977,3124304.0,D1-ELEVATOR,347984.0,KENSINGTON,3-05324-0001,39.9,1956,500.0,3-05325-0065,10800000,3474118,"{'latitude': '40.645989842578', 'longitude': '-73.980004122275', 'human_address': '{""address"": ""333 MC DONALD AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00226-0001,"{'latitude': '40.698530901381', 'longitude': '-73.994176406099', 'human_address': '{""address"": ""45 PINEAPPLE STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.698459,-73.993985,3001685.0,D1-ELEVATOR,1060307.0,PROSPECT HEIGHTS,3-01179-0097,66.0,1939,1.0,3-00247-0028,3490000,933968,"{'latitude': '40.672155871843', 'longitude': '-73.963919647188', 'human_address': '{""address"": ""159 EASTERN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00200-0005,"{'latitude': '40.70289315999', 'longitude': '-73.994787361089', 'human_address': '{""address"": ""8 OLD FULTON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.702969,-73.994666,3001468.0,D9-ELEVATOR,631162.0,WILLIAMSBURG-SOUTH,3-02396-0027,91.0,1915,1.0,3-05079-0019,590000,278262,"{'latitude': '40.674613611257', 'longitude': '-73.983464945998', 'human_address': '{""address"": ""279 1 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05340-0015,"{'latitude': '40.671343012921', 'longitude': '-73.989082937308', 'human_address': '{""address"": ""192 8 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,347984.0,KENSINGTON,3-05324-0001,32.5,1940,,3-05325-0065,10800000,3474118,"{'latitude': '40.645989842578', 'longitude': '-73.980004122275', 'human_address': '{""address"": ""333 MC DONALD AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00974-0065,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""317 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,239133.0,PARK SLOPE,3-00995-0005,88.0,1920,,3-01043-0001,761000,183667,"{'latitude': '40.669434651137', 'longitude': '-73.98272155906', 'human_address': '{""address"": ""399 6 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00957-0062,"{'latitude': '40.674579038175', 'longitude': '-73.977712967173', 'human_address': '{""address"": ""759 PRESIDENT STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.674498,-73.977584,3324959.0,C1-WALK-UP,449518.0,WILLIAMSBURG-SOUTH,3-02139-0014,65.0,1902,157.0,3-01178-0075,2020000,540382,"{'latitude': '40.671380548515', 'longitude': '-73.989160354469', 'human_address': '{""address"": ""190 8 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05399-0021,"{'latitude': '40.635109027402', 'longitude': '-73.972835529498', 'human_address': '{""address"": ""540 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.63509,-73.972549,3127187.0,D1-ELEVATOR,3028396.0,OCEAN PARKWAY-SOUTH,3-07179-0058,52.0,1962,484.0,3-07235-0001,5680000,1679311,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""2375 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02338-0023,"{'latitude': '40.714528092855', 'longitude': '-73.954858073945', 'human_address': '{""address"": ""64 HAVEMEYER STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.714543,-73.954837,3.0622670E+6,C1-WALK-UP,420471.0,WILLIAMSBURG-NORTH,3-02322-0023,54.0,1889,519.0,3-02323-0057,1670000,494741,"{'latitude': '40.715603467044', 'longitude': '-73.953709574127', 'human_address': '{""address"": ""28 HAVEMEYER STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-08711-0015,"{'latitude': '40.581402240534', 'longitude': '-73.955620851804', 'human_address': '{""address"": ""2906 BRIGHTON 12 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.581578,-73.955323,3245453.0,D1-ELEVATOR,2169607.0,CONEY ISLAND,3-07055-0013,56.0,1951,61004.0,3-06471-0090,21500000,6363120,"{'latitude': '40.574797359265', 'longitude': '-73.990957409813', 'human_address': '{""address"": ""2950 24 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01066-0063,"{'latitude': '40.672606618631', 'longitude': '-73.972674751687', 'human_address': '{""address"": ""915 PRESIDENT STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.672535,-73.972545,3024724.0,C1-WALK-UP,143408.0,PARK SLOPE,3-00975-0011,92.0,1920,165.0,3-03205-0001,942000,227401,"{'latitude': '40.673212227577', 'longitude': '-73.982465165893', 'human_address': '{""address"": ""376 2 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06503-0008,"{'latitude': '40.629606795639', 'longitude': '-73.971812508805', 'human_address': '{""address"": ""770 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.629633,-73.97151,3170326.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,33.8,1963,46201.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01107-0009,"{'latitude': '40.700744744272', 'longitude': '-73.989234718086', 'human_address': '{""address"": ""41 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.661354,-73.96968,3000000.0,C1-WALK-UP,387334.0,BOERUM HILL,3-00396-0053,74.0,1920,177.0,3-03044-0029,1650000,398277,"{'latitude': '40.685046380837', 'longitude': '-73.992259277473', 'human_address': '{""address"": ""311 BALTIC STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05275-0036,"{'latitude': '40.653314710518', 'longitude': '-73.974682766804', 'human_address': '{""address"": ""47 REEVE PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.653289,-73.974679,3122517.0,C1-WALK-UP,356364.0,FLATBUSH-CENTRAL,3-05240-0001,21.68,1931,50202.0,3-05240-0110,1320000,555076,"{'latitude': '40.632988900952', 'longitude': '-73.95786963222', 'human_address': '{""address"": ""1204 OCEAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01058-0019,"{'latitude': '40.676691012606', 'longitude': '-73.972736755002', 'human_address': '{""address"": ""164 STERLING PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.676707,-73.972734,3024367.0,C1-WALK-UP,284390.0,CARROLL GARDENS,3-00355-0009,91.0,1920,159.0,3-01081-0001,881000,235557,"{'latitude': '40.681953293061', 'longitude': '-73.999820448999', 'human_address': '{""address"": ""154 CARROLL STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00982-0022,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""396 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,284390.0,CARROLL GARDENS,3-00355-0009,87.0,1940,,3-01081-0001,881000,235557,"{'latitude': '40.681953293061', 'longitude': '-73.999820448999', 'human_address': '{""address"": ""154 CARROLL STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02015-0066,"{'latitude': '40.681038045352', 'longitude': '-73.959348878064', 'human_address': '{""address"": ""105 LEFFERTS PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.68104,-73.9595,3057679.0,C7-WALK-UP,436593.0,COBBLE HILL,3-00284-0017,21.43,1930,227.0,3-00747-0048,6450000,1385604,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""94 ATLANTIC AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00738-0009,"{'latitude': '40.649776796998', 'longitude': '-74.009005653259', 'human_address': '{""address"": ""4401 4 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.649734,-74.009168,3011178.0,C1-WALK-UP,224690.0,SUNSET PARK,3-00681-0052,54.0,1912,80.0,3-01096-0035,755000,223326,"{'latitude': '40.655489234157', 'longitude': '-74.001766564187', 'human_address': '{""address"": ""215 33 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00265-0001,"{'latitude': '40.691627803456', 'longitude': '-73.991443832969', 'human_address': '{""address"": ""75 LIVINGSTON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.691688,-73.991742,3002543.0,D9-ELEVATOR,2487698.0,WILLIAMSBURG-NORTH,3-02305-0018,78.0,1927,9.0,3-00051-0001,16400000,3527222,"{'latitude': '40.671294521542', 'longitude': '-73.99062423891', 'human_address': '{""address"": ""193 9 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07656-0042,"{'latitude': '40.618094044148', 'longitude': '-73.954855760259', 'human_address': '{""address"": ""1801 OCEAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.617974,-73.954917,3210006.0,D1-ELEVATOR,1719535.0,CONEY ISLAND,3-07011-0011,49.8,1962,758.0,3-06069-0013,3430000,1620077,"{'latitude': '40.575693988233', 'longitude': '-73.99435949186', 'human_address': '{""address"": ""2828 28 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01172-0021,"{'latitude': '40.674024499796', 'longitude': '-73.968237997814', 'human_address': '{""address"": ""280 ST JOHN\'S PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.674073,-73.968171,3029355.0,C1-WALK-UP,306469.0,SUNSET PARK,3-00817-0001,86.0,1912,207.0,3-01970-0001,454000,214127,"{'latitude': '40.641969011327', 'longitude': '-74.009946773009', 'human_address': '{""address"": ""5319 6 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00238-0035,"{'latitude': '40.696100473904', 'longitude': '-73.991588611593', 'human_address': '{""address"": ""10 CLINTON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.695835,-73.991673,3319420.0,D6-ELEVATOR,2734487.0,BROOKLYN HEIGHTS,3-00250-0030,29.5,1971,502.0,3-08723-0410,40300000,8212471,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""182 MONTAGUE STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05601-0001,"{'latitude': '40.643603389793', 'longitude': '-73.997459167385', 'human_address': '{""address"": ""4313 9 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.643366,-73.997766,3136010.0,C7-WALK-UP,157756.0,BOROUGH PARK,3-05670-0047,48.8,1923,112.0,3-05024-0063,1520000,406134,"{'latitude': '40.631225672155', 'longitude': '-73.993284116546', 'human_address': '{""address"": ""1379 54 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05329-0062,"{'latitude': '40.645817999296', 'longitude': '-73.974259765762', 'human_address': '{""address"": ""179 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.645795,-73.974274,3124347.0,D1-ELEVATOR,347984.0,KENSINGTON,3-05324-0001,22.84,1923,504.0,3-05325-0065,10800000,3474118,"{'latitude': '40.645989842578', 'longitude': '-73.980004122275', 'human_address': '{""address"": ""333 MC DONALD AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-03323-0060,"{'latitude': '40.693138873277', 'longitude': '-73.919693703848', 'human_address': '{""address"": ""115 LINDEN STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.6932,-73.91961,3076110.0,C1-WALK-UP,217991.0,BUSHWICK,3-03395-0008,48.9,1931,417.0,3-03395-0014,873000,258180,"{'latitude': '40.687911222985', 'longitude': '-73.915291988203', 'human_address': '{""address"": ""1223 BUSHWICK AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06518-0005,"{'latitude': '40.626483175715', 'longitude': '-73.971219225239', 'human_address': '{""address"": ""902 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.626471,-73.970914,3170811.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,26.9,1949,46202.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00251-0043,"{'latitude': '40.694314937699', 'longitude': '-73.99764283315', 'human_address': '{""address"": ""41 GRACE COURT"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.694191,-73.997259,3002134.0,D1-ELEVATOR,450974.0,PARK SLOPE,3-01091-0040,68.0,1963,301.0,3-02409-0027,1880000,453152,"{'latitude': '40.700570831881', 'longitude': '-73.985388274185', 'human_address': '{""address"": ""136 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00181-0039,"{'latitude': '40.688382660564', 'longitude': '-73.990533292018', 'human_address': '{""address"": ""251 PACIFIC STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.68835,-73.990499,3000830.0,C1-WALK-UP,290159.0,DOWNTOWN-FULTON MALL,3-00146-0036,65.0,1914,43.0,3-00172-0064,589000,157643,"{'latitude': '40.691034734001', 'longitude': '-73.983500585409', 'human_address': '{""address"": ""406 ALBEE SQUARE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01797-0005,"{'latitude': '40.687653158436', 'longitude': '-73.954726279998', 'human_address': '{""address"": ""1059 BEDFORD AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.687639,-73.954751,3050323.0,C1-WALK-UP,154158.0,BEDFORD STUYVESANT,3-01797-0065,34.2,1931,243.0,3-01588-0036,737000,217850,"{'latitude': '40.687571937731', 'longitude': '-73.952118654468', 'human_address': '{""address"": ""259 LEXINGTON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
